,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.13,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,12.35,45.16
4,reg,xgb,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.10,{'n_estimators': 50},,,,,,,,,12.41,0.29
5,reg,gboosting,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.12,{'n_estimators': 50},,,,,,,,,12.42,0.55
6,reg,ada,max,basic,ALL_NO_1_1_1,0_30,included,basic,14.70,{'n_estimators': 10},,,,,,,,,13.74,0.89
0,clf,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_neighbors': 41},0.74,0.69,0.75,0.97,0.53,0.10,954.00,338.00,"{'0': {'precision': 0.7520325203252033, 'recall': 0.9696016771488469, 'f1-score': 0.8470695970695971, 'support': 954}, '1': {'precision': 0.532258064516129, 'recall': 0.09763313609467456, 'f1-score': 0.165, 'support': 338}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.6421452924206661, 'recall': 0.5336174066217607, 'f1-score': 0.5060347985347985, 'support': 1292}, 'weighted avg': {'precision': 0.6945373453534796, 'recall': 0.7414860681114551, 'f1-score': 0.6686334331303371, 'support': 1292}}",2.60
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,954.00,338.00,"{'0': {'precision': 0.7383900928792569, 'recall': 1.0, 'f1-score': 0.8495102404274265, 'support': 954}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.36919504643962847, 'recall': 0.5, 'f1-score': 0.42475512021371326, 'support': 1292}, 'weighted avg': {'precision': 0.5452199292622377, 'recall': 0.7383900928792569, 'f1-score': 0.6272699453310874, 'support': 1292}}",7.65
2,clf,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.73,"{'max_depth': 5, 'min_samples_leaf': 100}",0.73,0.68,0.76,0.92,0.46,0.18,954.00,338.00,"{'0': {'precision': 0.7610008628127696, 'recall': 0.9245283018867925, 'f1-score': 0.8348319924278277, 'support': 954}, '1': {'precision': 0.45864661654135336, 'recall': 0.1804733727810651, 'f1-score': 0.25902335456475584, 'support': 338}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.6098237396770615, 'recall': 0.5525008373339287, 'f1-score': 0.5469276734962918, 'support': 1292}, 'weighted avg': {'precision': 0.6819019965281421, 'recall': 0.7298761609907121, 'f1-score': 0.684194748157148, 'support': 1292}}",0.44
3,clf,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.74,0.68,0.75,0.97,0.50,0.08,954.00,338.00,"{'0': {'precision': 0.7483870967741936, 'recall': 0.9727463312368972, 'f1-score': 0.845943482224248, 'support': 954}, '1': {'precision': 0.5, 'recall': 0.07692307692307693, 'f1-score': 0.13333333333333336, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6241935483870968, 'recall': 0.5248347040799871, 'f1-score': 0.48963840777879064, 'support': 1292}, 'weighted avg': {'precision': 0.6834065714571058, 'recall': 0.7383900928792569, 'f1-score': 0.659517607359597, 'support': 1292}}",22.69
4,clf,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.76,0.94,0.52,0.18,954.00,338.00,"{'0': {'precision': 0.7638062871707731, 'recall': 0.9423480083857443, 'f1-score': 0.8437353355232285, 'support': 954}, '1': {'precision': 0.5217391304347826, 'recall': 0.17751479289940827, 'f1-score': 0.2649006622516556, 'support': 338}, 'micro avg': {'precision': 0.7422600619195047, 'recall': 0.7422600619195047, 'f1-score': 0.7422600619195046, 'support': 1292}, 'macro avg': {'precision': 0.6427727088027779, 'recall': 0.5599314006425763, 'f1-score': 0.554317998887442, 'support': 1292}, 'weighted avg': {'precision': 0.7004791207800882, 'recall': 0.7422600619195047, 'f1-score': 0.6923064504103866, 'support': 1292}}",0.31
5,clf,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.77,0.94,0.52,0.19,954.00,338.00,"{'0': {'precision': 0.7660668380462725, 'recall': 0.9371069182389937, 'f1-score': 0.8429985855728429, 'support': 954}, '1': {'precision': 0.52, 'recall': 0.19230769230769232, 'f1-score': 0.2807775377969763, 'support': 338}, 'micro avg': {'precision': 0.7422600619195047, 'recall': 0.7422600619195047, 'f1-score': 0.7422600619195046, 'support': 1292}, 'macro avg': {'precision': 0.6430334190231363, 'recall': 0.564707305273343, 'f1-score': 0.5618880616849096, 'support': 1292}, 'weighted avg': {'precision': 0.7016933153994923, 'recall': 0.7422600619195047, 'f1-score': 0.6959159894828716, 'support': 1292}}",0.71
6,clf,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.77,0.93,0.51,0.21,954.00,338.00,"{'0': {'precision': 0.7682291666666666, 'recall': 0.9276729559748428, 'f1-score': 0.8404558404558405, 'support': 954}, '1': {'precision': 0.5071428571428571, 'recall': 0.21005917159763313, 'f1-score': 0.29707112970711297, 'support': 338}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.6376860119047618, 'recall': 0.5688660637862379, 'f1-score': 0.5687634850814768, 'support': 1292}, 'weighted avg': {'precision': 0.6999264014816453, 'recall': 0.739938080495356, 'f1-score': 0.6983010167460341, 'support': 1292}}",0.80
0,reg,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.57,{'n_neighbors': 31},,,,,,,,,13.57,2.54
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,14.78,"{'C': 5, 'gamma': 1}",,,,,,,,,14.56,7.24
2,reg,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.57,"{'max_depth': 7, 'min_samples_leaf': 200}",,,,,,,,,13.34,0.45
3,reg,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.29,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,13.07,41.64
4,reg,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.38,{'n_estimators': 50},,,,,,,,,13.13,0.29
5,reg,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.47,{'n_estimators': 50},,,,,,,,,13.19,0.57
6,reg,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,15.05,{'n_estimators': 10},,,,,,,,,15.42,0.23
