,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_0_60_after,reaction_max_0_60_after
117,2007-10-30 10:00:00,4,-0.71,1,-0.27,1,0,0,1,1,0,0,1,2007,44,1,1,30,3,13,0
118,2007-10-31 08:30:00,1,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,44,2,1,27,-8,16,0
119,2007-10-31 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,44,2,1,41,-4,50,1
120,2007-11-01 08:30:00,9,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,44,3,1,22,8,13,0
121,2007-11-01 10:00:00,17,-0.65,0,0.0,0,0,0,1,1,0,0,1,2007,44,3,1,28,-3,21,0
122,2007-11-05 10:00:00,18,0.59,0,0.0,0,0,1,0,1,0,0,1,2007,45,0,1,18,0,3,0
123,2007-11-09 08:30:00,31,1.15,1,0.75,3,0,1,0,0,1,0,1,2007,45,4,1,23,-9,17,0
124,2007-11-09 10:00:00,28,-1.06,1,-0.86,1,0,0,1,0,0,1,1,2007,45,4,1,31,-9,10,0
125,2007-11-13 15:00:00,24,0.5,1,0.0,0,0,1,0,1,0,0,1,2007,46,1,1,27,-1,5,0
126,2007-11-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,46,3,1,21,8,17,0
127,2007-11-16 09:00:00,30,-0.54,1,-0.12,0,0,0,1,1,0,0,1,2007,46,4,1,30,8,25,1
128,2007-11-27 10:00:00,4,-0.87,1,-0.49,1,0,0,1,0,0,1,1,2007,48,1,1,19,-5,6,0
129,2007-11-28 08:30:00,8,-0.61,0,0.77,1,0,0,1,0,1,0,1,2007,48,2,1,63,28,9,0
130,2007-11-28 10:00:00,14,-0.29,0,0.83,0,0,0,1,1,0,0,1,2007,48,2,1,23,-8,8,0
131,2007-11-29 08:30:00,26,0.0,0,1.0,0,1,0,0,1,0,0,1,2007,48,3,1,39,22,13,0
132,2007-11-29 10:00:00,21,-0.54,0,-1.76,1,0,0,1,0,0,1,1,2007,48,3,1,25,1,43,1
133,2007-12-03 10:00:00,17,-0.29,0,0.0,0,1,0,0,1,0,0,1,2007,49,0,1,22,-1,12,0
134,2007-12-05 08:15:00,0,2.92,2,0.78,2,0,1,0,0,1,0,1,2007,49,2,1,25,7,12,0
135,2007-12-05 10:00:00,18,-0.36,0,0.0,0,0,0,1,1,0,0,1,2007,49,2,1,38,-16,14,0
136,2007-12-07 10:00:00,28,-0.11,0,0.82,1,1,0,0,0,1,0,1,2007,49,4,1,29,-9,21,0
137,2007-12-10 10:00:00,24,0.26,0,1.66,2,0,1,0,0,1,0,1,2007,50,0,1,22,4,7,0
138,2007-12-11 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,50,1,1,50,5,27,1
139,2007-12-12 08:30:00,31,-0.35,1,-0.69,1,1,0,0,1,0,0,1,2007,50,2,1,46,3,49,1
140,2007-12-14 08:30:00,7,1.1,3,0.0,0,0,1,0,1,0,0,1,2007,50,4,1,64,9,36,1
141,2007-12-17 09:00:00,30,0.78,1,-1.09,3,0,1,0,0,0,1,1,2007,51,0,1,23,-3,6,0
142,2007-12-18 08:30:00,3,0.0,0,-0.48,0,1,0,0,1,0,0,1,2007,51,1,1,33,9,21,0
143,2007-12-27 08:30:00,8,-0.68,1,-0.19,0,0,0,1,0,0,1,1,2007,52,3,1,26,1,61,1
144,2007-12-27 10:00:00,4,0.41,1,0.58,0,0,1,0,0,1,0,1,2007,52,3,1,18,-8,7,0
145,2007-12-28 10:00:00,21,-1.75,1,-0.54,0,0,0,1,0,0,1,1,2007,52,4,1,39,8,16,0
146,2007-12-31 10:00:00,14,0.33,1,-1.01,0,0,1,0,1,0,0,1,2007,52,0,1,63,-41,13,0
147,2008-01-02 10:00:00,17,-4.59,1,0.0,0,0,0,1,1,0,0,1,2008,1,2,1,49,-5,37,1
148,2008-01-03 08:15:00,0,-0.06,0,-0.8,1,1,0,0,0,0,1,1,2008,1,3,1,42,-20,6,0
149,2008-01-04 10:00:00,18,0.18,0,0.0,0,0,1,0,1,0,0,1,2008,1,4,1,77,-23,13,0
150,2008-01-08 10:00:00,24,-0.3,0,3.94,3,0,0,1,0,1,0,1,2008,2,1,1,36,20,20,0
151,2008-01-11 08:30:00,31,-2.34,1,0.0,0,0,0,1,1,0,0,1,2008,2,4,1,34,0,31,1
152,2008-01-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2008,3,2,1,42,18,16,0
153,2008-01-16 09:00:00,30,0.25,0,0.0,1,0,1,0,1,0,0,1,2008,3,2,1,39,1,44,1
154,2008-01-17 08:30:00,3,-3.13,1,-0.52,0,0,0,1,1,0,0,1,2008,3,3,1,42,8,25,1
155,2008-01-18 10:00:00,28,2.4,1,0.87,1,0,1,0,0,1,0,1,2008,3,4,1,40,-24,10,0
156,2008-01-24 08:30:00,32,1.1,1,-0.31,0,0,1,0,1,0,0,1,2008,4,3,1,38,-22,50,1
157,2008-01-24 10:00:00,14,-0.62,0,0.0,0,0,0,1,1,0,0,1,2008,4,3,1,35,13,25,1
158,2008-01-28 10:00:00,21,-0.97,0,-0.41,0,0,0,1,0,0,1,1,2008,5,0,1,62,42,26,1
159,2008-01-29 08:30:00,8,1.44,1,0.29,0,0,1,0,0,1,0,1,2008,5,1,1,28,-12,6,0
160,2008-01-29 10:00:00,4,0.31,0,3.47,1,0,1,0,0,1,0,1,2008,5,1,1,18,-1,10,0
161,2008-01-30 08:15:00,0,1.27,1,-0.27,0,0,1,0,1,0,0,1,2008,5,2,1,42,8,24,1
162,2008-01-30 08:30:00,1,1.0,0,1.0,0,0,0,1,0,1,0,1,2008,5,2,1,52,-37,7,0
163,2008-01-30 14:15:00,15,0.0,0,-1.75,3,1,0,0,1,0,0,1,2008,5,2,1,80,9,44,1
164,2008-02-01 10:00:00,17,3.03,1,0.0,0,0,1,0,1,0,0,1,2008,5,4,1,115,-72,20,0
165,2008-02-05 10:00:00,18,-7.13,2,-1.7,3,0,0,1,1,0,0,1,2008,6,1,1,70,-36,13,0
166,2008-02-07 08:30:00,32,-0.47,1,-0.88,1,0,0,1,1,0,0,1,2008,6,3,1,47,-12,6,0
167,2008-02-07 10:00:00,24,-0.1,0,-0.31,1,0,0,1,0,0,1,1,2008,6,3,1,34,8,16,0
168,2008-02-14 08:30:00,31,1.31,1,0.0,0,0,1,0,1,0,0,1,2008,7,3,1,31,11,14,0
169,2008-02-15 09:00:00,30,-0.21,0,0.0,0,0,0,1,1,0,0,1,2008,7,4,1,28,7,7,0
170,2008-02-15 09:55:00,28,-1.64,1,-2.23,1,0,0,1,0,0,1,1,2008,7,4,1,21,2,23,0
171,2008-02-25 10:00:00,14,0.96,1,-1.02,1,0,1,0,1,0,0,1,2008,9,0,1,34,-4,27,1
172,2008-02-26 08:30:00,23,0.57,1,0.0,0,0,1,0,1,0,0,1,2008,9,1,1,29,-12,18,0
173,2008-02-26 10:00:00,4,-2.24,1,-0.62,1,0,0,1,0,0,1,1,2008,9,1,1,33,-5,5,0
174,2008-02-27 08:30:00,8,-0.13,0,-0.67,1,0,0,1,0,0,1,1,2008,9,2,1,32,7,19,0
