,datetime,new_id,forecast_error_ratio_zscore,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
48,2007-02-28 10:00:00,47,-2.13,-2.13,0,0,3,0,3,0,1,0,0,2007,9,2,1,6,5,0,0,0,6,3,0,0,0,3,2,0,0,0,6,3,2,0,0,5,2,1,0,0,14,-8,-10,-1,0,20,-1,-11,-1
49,2007-02-28 10:30:00,18,0.25,0.25,1,0,0,1,0,0,0,1,0,2007,9,2,1,14,-9,-10,-1,0,9,-1,6,0,0,5,-3,-2,0,0,10,-1,1,0,0,8,3,5,0,0,13,11,9,0,1,30,-8,15,1
50,2007-03-01 00:00:00,67,0.71,0.71,0,1,0,1,0,0,0,1,0,2007,9,3,1,6,1,2,0,0,5,0,-2,0,0,9,1,3,0,0,5,0,0,0,0,5,1,-1,0,0,3,1,-1,0,0,10,-1,2,0
51,2007-03-01 09:30:00,46,-1.01,-1.01,1,0,0,1,0,0,0,1,0,2007,9,3,1,11,5,4,0,0,6,2,-5,0,0,7,-3,-3,0,0,4,0,2,0,0,7,2,1,0,0,13,-8,-10,-1,0,18,0,-32,-2
52,2007-03-02 10:00:00,63,-1.42,1.42,0,0,2,2,0,0,0,0,1,2007,9,4,1,8,5,4,0,0,12,1,-5,0,0,8,-1,-2,0,0,15,-5,-3,0,0,5,-7,-2,0,0,5,-8,0,0,0,21,-5,-3,0
53,2007-03-05 10:00:00,40,-2.13,-2.13,0,0,3,3,0,0,1,0,0,2007,10,0,1,14,13,11,1,1,11,7,-5,0,0,7,9,2,0,0,7,9,-2,0,0,2,12,2,0,1,7,12,0,0,1,40,14,2,0
54,2007-03-07 08:15:00,0,-1.42,-1.42,0,0,2,0,0,2,0,0,1,2007,10,2,1,12,4,3,0,0,9,-3,-6,0,0,6,-1,3,0,0,3,0,0,0,0,4,2,2,0,0,5,4,1,0,0,17,3,2,0
55,2007-03-07 10:30:00,18,1.23,1.23,1,0,0,1,0,0,0,1,0,2007,10,2,1,7,5,5,0,0,4,4,-1,0,0,5,-1,-3,0,0,5,2,1,0,0,7,-1,-3,0,0,5,-1,0,0,0,21,10,-5,0
56,2007-03-07 15:00:00,12,-0.54,-0.71,0,0,1,0,0,1,0,1,0,2007,10,2,1,7,-1,-2,0,0,6,0,3,0,0,4,-1,-1,0,0,4,-2,0,0,0,6,-4,-2,0,0,4,-5,-2,0,0,24,21,-3,0
57,2007-03-08 08:30:00,69,0.79,0.8,1,0,0,1,0,0,0,1,0,2007,10,3,1,8,-6,-6,0,0,5,-6,1,0,0,17,-7,-2,0,0,10,-10,-1,0,-1,8,-6,5,0,0,20,-18,-12,-1,-1,19,2,-36,-2
58,2007-03-08 09:30:00,46,0.59,0.59,1,0,0,1,0,0,0,1,0,2007,10,3,1,5,-1,-2,0,0,9,5,5,0,0,9,-3,-7,0,0,5,-6,-2,0,0,5,-1,3,0,0,5,-1,-2,0,0,54,-28,-2,0
59,2007-03-09 10:00:00,31,-1.02,-1.02,0,0,1,1,0,0,0,1,0,2007,10,4,1,11,10,10,1,1,8,4,-5,0,0,5,7,2,0,0,8,10,4,0,1,3,10,0,0,1,6,6,-3,0,0,21,1,12,1
60,2007-03-12 15:00:00,25,-1.2,-1.2,0,2,0,2,0,0,0,0,1,2007,11,0,1,5,1,1,0,0,5,1,2,0,0,5,-1,-2,0,0,5,1,1,0,0,4,4,2,0,0,3,5,0,0,0,27,7,3,0
61,2007-03-13 10:00:00,5,-2.0,-1.86,0,0,2,2,0,0,0,0,1,2007,11,1,1,4,0,-1,0,0,4,1,0,0,0,6,-4,-4,0,0,5,-4,-1,0,0,9,-10,-5,0,-1,6,-13,-3,0,-1,14,-9,-7,0
62,2007-03-13 11:00:00,37,0.33,0.33,1,0,0,1,0,0,0,1,0,2007,11,1,1,3,1,1,0,0,3,0,0,0,0,4,2,1,0,0,3,4,0,0,0,4,1,-3,0,0,6,1,0,0,0,17,-13,4,0
63,2007-03-14 10:30:00,18,-0.1,-0.1,1,0,0,1,0,0,0,1,0,2007,11,2,1,5,0,-1,0,0,14,12,10,1,1,11,5,-9,0,0,5,8,2,0,0,8,2,-6,0,0,5,4,2,0,0,33,30,7,0
64,2007-03-15 09:00:00,66,3.3000000000000003,3.3899999999999997,0,3,0,3,0,0,1,0,0,2007,11,3,1,14,6,8,0,0,13,15,11,1,1,8,10,-6,0,1,5,8,0,0,0,15,15,7,0,1,7,12,-3,0,1,30,-4,11,1
65,2007-03-15 10:30:00,46,-0.33,-0.33,1,0,0,1,0,0,0,1,0,2007,11,3,1,5,-3,-2,0,0,4,-1,2,0,0,6,2,3,0,0,5,0,-2,0,0,15,9,9,0,0,6,10,1,0,1,13,4,17,1
66,2007-03-15 12:00:00,53,-1.24,-1.24,0,0,2,2,0,0,0,0,1,2007,11,3,1,14,-9,-8,0,0,12,-2,9,0,0,6,-2,3,0,0,5,-5,-3,0,0,20,-10,-8,0,-1,4,-9,1,0,0,20,10,-16,-1
67,2007-03-16 10:00:00,58,-1.08,-1.47,0,0,3,0,0,3,1,0,0,2007,11,4,1,8,-3,-3,0,0,5,-1,2,0,0,4,-1,-1,0,0,7,-5,-3,0,0,4,-1,3,0,0,4,-3,-2,0,0,23,-2,-3,0
68,2007-03-19 13:00:00,44,-1.05,-1.07,0,0,1,0,0,1,0,1,0,2007,12,0,1,4,4,3,0,0,7,2,-2,0,0,7,-3,-4,0,0,5,-5,-1,0,0,5,-5,0,0,0,6,-5,1,0,0,13,-2,-2,0
69,2007-03-21 10:30:00,18,-0.99,-0.99,1,0,0,1,0,0,0,1,0,2007,12,2,1,5,0,-2,0,0,5,1,1,0,0,7,0,1,0,0,5,1,2,0,0,5,0,1,0,0,5,-1,-1,0,0,9,1,-3,0
70,2007-03-21 14:15:00,26,0.0,0.0,3,0,0,3,0,0,1,0,0,2007,12,2,1,41,28,25,2,2,38,66,37,2,2,25,53,-13,-1,2,21,69,14,1,2,15,58,-8,0,2,12,67,9,0,2,49,3,71,2
71,2007-03-22 08:30:00,69,0.47,0.37,1,0,0,1,0,0,0,1,0,2007,12,3,1,12,-7,-7,0,0,8,-7,-1,0,0,8,-7,2,0,0,8,-3,4,0,0,6,-3,0,0,0,4,-3,-2,0,0,20,-8,0,0
72,2007-03-22 10:00:00,7,-0.7,-1.15,0,0,1,0,0,1,0,1,0,2007,12,3,1,11,7,6,0,0,10,12,7,0,1,5,11,-1,0,1,5,12,0,0,1,6,10,2,0,1,5,8,1,0,0,22,6,3,0
73,2007-03-22 10:30:00,46,-1.79,-1.79,1,0,0,1,0,0,0,1,0,2007,12,3,1,5,-2,-2,0,0,5,-5,-3,0,0,3,-5,0,0,0,4,-7,0,0,0,6,-6,-1,0,0,4,-6,-2,0,0,22,8,-12,-1
74,2007-03-23 10:00:00,23,2.7,2.43,0,3,0,3,0,0,1,0,0,2007,12,4,1,16,-11,-11,-1,-1,9,-7,5,0,0,9,-14,-7,0,-1,14,-24,-11,-1,-2,11,-24,-2,0,-2,6,-24,0,0,-2,29,-9,-26,-2
75,2007-03-26 10:00:00,47,-1.83,-2.43,0,0,3,0,0,3,1,0,0,2007,13,0,1,21,22,17,1,2,14,33,12,1,2,4,32,-1,0,2,10,38,6,0,2,6,47,6,0,2,7,49,2,0,2,53,28,33,2
76,2007-03-27 09:00:00,65,-1.13,-1.13,0,0,1,1,0,0,0,1,0,2007,13,1,1,3,2,3,0,0,3,1,-1,0,0,4,1,-1,0,0,9,-8,-8,0,0,3,-9,-1,0,0,3,-9,0,0,0,21,-6,4,0
77,2007-03-28 10:30:00,18,0.34,0.34,1,0,0,1,0,0,0,1,0,2007,13,2,1,18,7,10,1,0,9,2,-6,0,0,5,3,1,0,0,8,7,4,0,0,6,5,-2,0,0,5,6,1,0,0,20,1,-7,0
78,2007-03-29 10:30:00,46,0.47,0.47,1,0,0,1,0,0,0,1,0,2007,13,3,1,2,-2,-1,0,0,1,-1,1,0,0,5,4,4,0,0,3,2,-1,0,0,6,-1,-3,0,0,4,-1,-2,0,0,10,2,-1,0
79,2007-03-30 09:45:00,10,2.3,2.3,0,2,0,2,0,0,0,0,1,2007,13,4,1,12,0,3,0,0,3,-1,-1,0,0,6,3,4,0,0,17,-10,-11,-1,-1,9,-15,-6,0,-1,5,-15,1,0,-1,24,-2,-2,0
80,2007-04-03 01:00:00,67,-0.32,-0.32,1,0,0,1,0,0,0,1,0,2007,14,1,1,2,1,1,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,-1,-1,0,0,2,0,1,0,0,4,1,-10,-1
81,2007-04-03 10:00:00,50,2.67,2.67,0,3,0,3,0,0,1,0,0,2007,14,1,1,5,-4,-3,0,0,10,5,8,0,0,4,4,0,0,0,8,-1,-6,0,0,2,-1,0,0,0,3,0,1,0,0,12,0,2,0
82,2007-04-04 08:15:00,0,0.0,1.2000000000000002,0,0,3,0,3,0,1,0,0,2007,14,2,1,7,6,6,0,0,3,8,2,0,0,3,8,0,0,0,2,7,-1,0,0,9,-3,-9,0,0,6,-5,-2,0,0,12,4,8,0
83,2007-04-04 10:30:00,18,-1.51,-1.51,1,0,0,1,0,0,0,1,0,2007,14,2,1,9,6,5,0,0,9,12,6,0,1,7,6,-5,0,0,3,6,0,0,0,9,2,-4,0,0,7,9,7,0,0,28,14,-3,0
84,2007-04-05 08:30:00,69,-1.47,-1.55,0,0,1,1,0,0,0,1,0,2007,14,3,1,7,-4,-4,0,0,4,0,4,0,0,5,0,0,0,0,3,1,1,0,0,7,6,6,0,0,4,5,-1,0,0,22,9,39,2
85,2007-04-05 10:30:00,46,0.43,0.43,1,0,0,1,0,0,0,1,0,2007,14,3,1,4,1,1,0,0,2,-1,-1,0,0,2,0,1,0,0,3,2,2,0,0,3,2,0,0,0,3,2,0,0,0,16,5,-3,0
86,2007-04-06 10:00:00,31,0.44,0.45,0,0,1,0,1,0,0,1,0,2007,14,4,1,8,-5,-5,0,0,4,-4,0,0,0,3,-5,-1,0,0,5,-2,3,0,0,4,-4,-3,0,0,2,-3,0,0,0,16,-5,1,0
87,2007-04-06 15:00:00,12,-0.78,-0.78,0,0,1,1,0,0,0,1,0,2007,14,4,1,2,0,0,0,0,4,-2,-1,0,0,5,-1,3,0,0,4,-1,1,0,0,1,-1,0,0,0,2,-2,-1,0,0,8,4,-3,0
88,2007-04-10 10:00:00,37,-1.45,-1.45,0,0,1,1,0,0,0,1,0,2007,15,1,1,6,-2,-2,0,0,4,-3,-1,0,0,6,1,4,0,0,3,3,2,0,0,2,2,-1,0,0,4,3,1,0,0,15,1,8,0
89,2007-04-11 10:30:00,18,0.59,0.59,1,0,0,1,0,0,0,1,0,2007,15,2,1,2,0,1,0,0,4,-3,-3,0,0,3,-1,2,0,0,3,1,2,0,0,9,6,5,0,0,6,9,3,0,0,12,2,7,0
90,2007-04-11 14:00:00,25,-1.36,-1.36,0,0,2,2,0,0,0,0,1,2007,15,2,1,16,-10,-10,-1,-1,4,-10,0,0,-1,13,-16,-6,0,-1,6,-15,1,0,-1,4,-11,3,0,-1,5,-7,4,0,0,18,-5,-1,0
91,2007-04-12 10:30:00,46,0.42,0.42,1,0,0,1,0,0,0,1,0,2007,15,3,1,5,2,2,0,0,20,15,14,1,1,9,9,-6,0,0,7,4,-5,0,0,6,9,5,0,0,7,13,4,0,1,22,13,10,1
92,2007-04-13 10:00:00,58,-1.56,-0.66,0,0,3,3,0,0,1,0,0,2007,15,4,1,16,-4,-1,0,0,5,-9,-4,0,0,5,-9,0,0,0,8,-3,6,0,0,8,-8,-5,0,0,7,-4,4,0,0,20,8,-23,-2
93,2007-04-16 09:00:00,66,-0.96,-1.3800000000000001,0,0,3,3,0,0,1,0,0,2007,16,0,1,17,-2,-3,0,0,3,-3,-1,0,0,6,0,3,0,0,2,0,0,0,0,3,-2,-2,0,0,9,-9,-7,0,0,21,2,-4,0
94,2007-04-16 10:00:00,5,-0.88,-0.92,0,0,2,2,0,0,0,0,1,2007,16,0,1,7,-4,-4,0,0,4,-1,4,0,0,3,-2,-1,0,0,4,0,2,0,0,5,2,3,0,0,4,4,2,0,0,14,-2,5,0
95,2007-04-16 13:00:00,44,-0.96,-0.85,0,0,1,1,0,0,0,1,0,2007,16,0,1,4,-1,-1,0,0,5,2,3,0,0,4,1,-1,0,0,3,-1,-2,0,0,5,1,2,0,0,3,0,-1,0,0,7,1,0,0
96,2007-04-18 10:30:00,18,0.89,0.89,1,0,0,1,0,0,0,1,0,2007,16,2,1,6,5,4,0,0,6,1,-4,0,0,3,0,0,0,0,4,-1,-1,0,0,4,0,0,0,0,5,0,0,0,0,17,-3,0,0
97,2007-04-19 08:30:00,69,-0.56,-0.5,0,0,1,1,0,0,0,1,0,2007,16,3,1,6,4,4,0,0,13,12,8,0,1,5,8,-4,0,0,10,0,-9,0,0,10,-5,-5,0,0,7,-8,-3,0,0,18,6,-11,-1
98,2007-04-19 10:00:00,7,-0.39,0.16,0,0,1,0,0,1,0,1,0,2007,16,3,1,14,9,10,1,0,8,5,-4,0,0,4,5,0,0,0,5,8,3,0,0,5,9,1,0,0,4,12,3,0,1,15,-4,20,1
99,2007-04-19 10:30:00,46,0.45,0.45,1,0,0,1,0,0,0,1,0,2007,16,3,1,9,3,3,0,0,9,-4,-7,0,0,2,-4,0,0,0,2,-4,0,0,0,11,7,10,1,0,8,8,1,0,0,25,9,13,1
100,2007-04-19 12:00:00,53,-1.02,-1.02,0,0,2,2,0,0,0,0,1,2007,16,3,1,13,0,-1,0,0,6,-4,-4,0,0,4,-6,-2,0,0,4,-3,3,0,0,2,-2,1,0,0,4,0,2,0,0,14,-3,-1,0
