,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_120_after,reaction_max_60_120_after
10,2007-01-31 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,5,2,1,33,18,8,-2,14,2,6,1,9,2,10,-2,18,-2,36,-1,6,0
11,2007-02-01 08:30:00,9,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,5,3,1,7,4,6,-4,6,0,4,0,8,-4,4,1,14,0,26,13,29,1
12,2007-02-05 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,6,0,1,9,-4,13,8,5,-1,5,4,7,-1,5,4,15,-8,21,-14,12,0
13,2007-02-13 08:30:00,31,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,7,1,1,12,-4,17,15,9,-3,7,-5,3,0,7,-5,17,-5,23,13,5,0
14,2007-02-15 09:00:00,30,1.0,0,1.0,0,0,0,1,0,1,0,1,2007,7,3,1,18,7,19,16,11,-6,10,3,10,1,8,-6,11,-3,28,6,11,0
15,2007-02-16 08:30:00,23,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,7,4,1,13,7,7,3,20,-18,10,-7,10,4,11,6,17,-3,25,0,18,0
16,2007-02-16 10:00:00,28,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,7,4,1,15,-8,7,4,4,1,4,-2,3,0,4,0,10,6,26,12,19,0
17,2007-02-21 08:30:00,7,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,8,2,1,26,-6,19,-17,10,7,4,-2,8,-6,5,3,15,4,31,12,19,0
18,2007-02-27 08:30:00,8,1.0,0,1.0,0,0,0,1,0,1,0,1,2007,9,1,1,13,6,6,-1,6,3,11,-7,6,-3,12,7,9,0,32,15,12,0
19,2007-02-28 08:30:00,26,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,9,2,1,14,-6,15,11,8,-3,9,3,11,-9,7,1,14,-8,26,22,9,0
20,2007-02-28 10:00:00,21,1.0,0,1.0,0,0,0,1,0,1,0,1,2007,9,2,1,6,0,6,0,3,0,6,2,5,1,14,-10,24,16,20,-1,27,1
21,2007-03-01 08:30:00,9,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,9,3,1,8,3,9,3,9,-2,6,-3,5,0,7,2,12,6,19,-1,6,0
22,2007-03-01 10:00:00,17,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,9,3,1,17,-9,8,2,8,-6,22,-18,15,13,10,-7,20,-18,40,-10,19,0
23,2007-03-05 10:00:00,18,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,10,0,1,14,11,11,-5,7,2,7,-2,2,2,7,0,18,-7,40,14,6,0
24,2007-03-06 10:00:00,24,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,10,1,1,6,-2,10,-5,5,3,4,1,4,1,6,-3,12,0,18,10,9,0
25,2007-03-15 08:30:00,23,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,11,3,1,30,15,9,-3,8,-4,7,2,6,3,5,-5,26,2,30,-6,7,0
26,2007-03-15 09:00:00,30,1.0,0,1.0,0,0,1,0,1,0,0,1,2007,11,3,1,14,8,13,11,8,-6,5,0,15,7,7,-3,12,0,30,-4,18,0
27,2007-03-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,11,4,1,10,1,8,2,10,4,8,-3,6,-2,5,0,17,-1,14,-11,10,0
28,2007-03-16 10:00:00,28,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,11,4,1,8,-3,5,2,4,-1,7,-3,4,3,4,-2,10,-1,23,-2,8,0
29,2007-03-21 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,12,2,1,41,25,38,37,25,-13,21,14,15,-8,12,9,18,-4,49,3,17,0
30,2007-03-23 10:00:00,14,1.0,0,1.0,0,0,1,0,1,0,0,1,2007,12,4,1,16,-11,9,5,9,-7,14,-11,11,-2,6,0,21,-10,29,-9,11,0
31,2007-03-26 10:00:00,21,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,13,0,1,21,17,14,12,4,-1,10,6,6,6,7,2,11,-3,53,28,2,0
32,2007-03-27 10:00:00,4,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,13,1,1,11,-6,6,-1,8,6,16,12,8,3,3,-2,25,0,17,-1,10,0
33,2007-03-28 08:30:00,8,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,13,2,1,20,11,6,-1,3,-1,6,5,3,-2,10,-7,11,3,22,-1,12,0
34,2007-03-30 08:30:00,9,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,13,4,1,7,-4,29,-28,11,9,7,3,8,4,5,4,10,0,20,16,2,0
35,2007-04-02 10:00:00,17,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,14,0,1,12,7,5,1,4,0,10,-8,3,3,2,-2,16,6,15,-7,5,0
36,2007-04-03 10:00:00,24,1.0,0,1.0,0,0,1,0,1,0,0,1,2007,14,1,1,5,-3,10,8,4,0,8,-6,2,0,3,1,7,-1,12,0,6,0
37,2007-04-04 08:15:00,0,1.0,0,1.0,0,0,0,1,0,1,0,1,2007,14,2,1,7,6,3,2,3,0,2,-1,9,-9,6,-2,17,9,12,4,14,0
38,2007-04-04 10:00:00,18,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,14,2,1,13,9,10,-2,5,0,8,7,5,-1,5,0,17,-2,20,-5,5,0
39,2007-04-13 10:00:00,28,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,15,4,1,16,-1,5,-4,5,0,8,6,8,-5,7,4,36,-19,20,8,4,0
40,2007-04-16 09:00:00,30,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,16,0,1,17,-3,3,-1,6,3,2,0,3,-2,9,-7,11,-1,21,2,12,0
41,2007-04-17 08:30:00,7,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,16,1,1,23,16,8,0,16,15,18,15,11,-7,4,-1,13,1,27,3,3,0
42,2007-04-25 08:30:00,8,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,17,2,1,12,-8,13,-8,11,3,3,0,5,5,3,1,8,-1,21,-9,27,1
43,2007-04-25 10:00:00,21,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,17,2,1,16,16,6,-1,13,9,9,-5,11,-1,5,-1,8,-2,24,0,3,0
44,2007-04-27 08:30:00,1,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,17,4,1,34,29,14,-9,11,-1,12,-6,9,4,8,1,15,-1,43,8,7,0
45,2007-04-30 08:30:00,9,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,18,0,1,9,-2,6,-2,8,7,8,7,3,-3,4,-1,15,12,22,5,10,0
46,2007-05-02 08:15:00,0,1.0,0,1.0,0,0,0,1,0,0,1,1,2007,18,2,1,7,4,5,0,3,-2,4,-1,4,3,3,-1,17,14,25,17,3,0
47,2007-05-03 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,18,3,1,16,-12,7,4,6,1,4,-3,12,-9,6,4,12,9,36,-15,1,0
48,2007-05-09 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,19,2,1,28,-27,9,3,8,2,8,-1,6,-3,6,-3,10,-2,29,6,1,0
49,2007-05-10 08:30:00,31,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,19,3,1,14,12,16,-12,7,5,7,-4,21,-20,5,1,22,-6,19,4,6,0
50,2007-05-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,20,1,1,22,18,9,-7,6,5,4,-2,5,-2,3,0,18,-4,32,7,12,0
51,2007-05-15 09:00:00,30,1.0,0,0.0,0,0,0,1,1,0,0,1,2007,20,1,1,13,-9,8,-2,3,2,2,1,3,-2,5,-4,10,5,30,22,52,1
52,2007-05-18 10:00:00,28,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,20,4,1,9,-7,6,3,14,11,6,-4,7,4,9,7,13,9,10,4,18,0
53,2007-05-24 08:30:00,8,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,21,3,1,11,-10,6,-3,5,5,4,3,2,-1,9,4,15,7,19,11,7,0
54,2007-05-24 10:00:00,21,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,21,3,1,22,-19,9,-5,9,-2,5,-1,7,3,2,0,20,11,33,3,4,0
55,2007-05-25 10:00:00,14,1.0,0,1.0,0,0,0,1,0,1,0,1,2007,21,4,1,8,4,23,17,6,-4,8,4,3,0,6,-1,14,-15,10,-4,4,0
56,2007-05-29 10:00:00,4,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,22,1,1,13,-11,4,-2,3,3,1,0,5,-4,6,-5,11,-10,17,-2,7,0
57,2007-05-30 08:15:00,0,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,22,2,1,5,4,6,-1,2,0,4,1,4,-2,3,-1,13,5,23,-12,17,0
58,2007-05-31 08:30:00,26,1.0,0,1.0,0,0,0,1,1,0,0,1,2007,22,3,1,8,2,6,2,5,0,3,1,6,-4,4,2,5,0,29,19,1,0
59,2007-06-05 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,23,1,1,10,3,3,1,4,0,6,-3,12,-5,3,-1,13,11,24,-19,3,0
60,2007-06-08 08:30:00,31,2.06,1,7.8,3,0,1,0,0,1,0,1,2007,23,4,1,12,-9,7,0,11,-9,3,2,3,-1,6,-5,29,3,33,21,8,0
61,2007-06-14 08:30:00,23,0.86,0,0.0,0,0,1,0,1,0,0,1,2007,24,3,1,17,-16,14,13,17,12,6,-5,6,-6,5,-3,7,8,32,-11,20,1
62,2007-06-15 08:30:00,7,-1.41,3,0.0,0,0,0,1,1,0,0,1,2007,24,4,1,17,-4,13,7,11,9,9,8,8,-4,7,1,26,11,27,9,3,0
63,2007-06-15 09:00:00,30,0.35,1,-2.13,3,0,1,0,0,0,1,1,2007,24,4,1,9,2,4,-2,4,2,18,16,10,-7,3,-1,21,-4,31,22,20,1
64,2007-06-15 10:00:00,28,-1.33,1,-0.28,0,0,0,1,1,0,0,1,2007,24,4,1,11,8,9,-6,5,5,3,0,6,0,5,4,18,12,29,0,12,0
65,2007-06-25 10:00:00,14,0.1,0,-0.69,1,0,1,0,1,0,0,1,2007,26,0,1,7,1,3,1,7,-6,4,4,3,0,3,1,17,-16,8,-1,3,0
66,2007-06-27 08:30:00,8,-0.6,0,1.61,1,0,0,1,0,1,0,1,2007,26,2,1,8,2,5,-2,5,-1,7,-6,7,5,6,-6,11,2,22,3,5,0
67,2007-06-28 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,26,3,1,12,4,8,4,5,1,7,-4,5,-4,3,0,13,-13,17,-14,10,0
68,2007-06-29 08:30:00,9,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,26,4,1,9,-6,6,3,7,-3,3,1,4,3,2,1,12,-2,22,13,0,0
69,2007-07-02 10:00:00,17,0.43,0,0.0,0,0,1,0,1,0,0,1,2007,27,0,1,6,-1,2,-1,13,10,8,4,5,-1,8,8,15,4,10,-3,8,0
70,2007-07-03 10:00:00,24,-1.28,1,-0.58,1,0,0,1,0,0,1,1,2007,27,1,1,8,-5,7,-6,7,7,4,-3,2,1,7,-5,13,12,13,-1,3,0
71,2007-07-05 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2007,27,3,1,8,-8,9,4,5,-1,12,-10,11,5,6,-4,21,12,27,-19,8,0
72,2007-07-12 08:30:00,31,0.0,0,-0.25,0,1,0,0,1,0,0,1,2007,28,3,1,9,7,5,2,17,-14,6,5,17,-16,6,3,22,16,11,0,2,0
73,2007-07-13 10:00:00,28,2.41,2,1.14,3,0,1,0,0,1,0,1,2007,28,4,1,9,-9,10,6,4,2,3,3,3,0,2,-1,25,-9,23,0,16,0
74,2007-07-17 08:30:00,23,-1.15,3,0.0,0,0,0,1,1,0,0,1,2007,29,1,1,11,0,3,1,14,13,4,-3,3,-2,2,-1,9,-1,14,0,9,0
75,2007-07-17 09:00:00,30,1.55,2,-0.33,2,0,1,0,0,0,1,1,2007,29,1,1,4,-3,5,3,4,-2,3,-1,3,2,4,-4,12,5,21,9,5,0
76,2007-07-18 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,29,2,1,11,-11,12,-9,10,1,9,2,7,6,7,-3,17,14,19,3,25,1
77,2007-07-25 10:00:00,14,-0.39,1,-0.31,0,0,0,1,1,0,0,1,2007,30,2,1,17,-2,22,-11,11,5,10,-3,10,0,11,0,22,-6,27,-10,5,0
78,2007-07-26 08:30:00,8,-0.62,0,0.9,1,0,0,1,0,1,0,1,2007,30,3,1,15,-1,9,0,9,-1,9,-2,9,-4,9,2,17,-4,41,30,27,1
79,2007-07-26 10:00:00,21,-0.61,0,-0.86,0,0,0,1,0,0,1,1,2007,30,3,1,21,11,19,-10,13,0,8,-2,13,5,12,-5,18,-13,39,4,19,0
80,2007-07-27 08:30:00,1,1.0,0,1.0,0,0,1,0,0,0,1,1,2007,30,4,1,14,3,18,10,10,4,10,0,12,-4,12,-7,18,6,23,11,4,0
81,2007-07-31 08:30:00,9,-1.0,0,0.0,0,0,0,1,1,0,0,1,2007,31,1,1,10,-1,9,-3,10,-4,7,-1,8,-3,10,2,16,1,22,8,8,0
82,2007-07-31 10:00:00,4,2.78,2,1.05,1,0,1,0,0,1,0,1,2007,31,1,1,10,-2,9,-5,12,-7,12,-2,12,-1,12,-1,16,2,20,-1,14,0
83,2007-08-03 10:00:00,18,-1.11,1,0.0,0,0,0,1,1,0,0,1,2007,31,4,1,11,-1,10,-3,9,0,9,3,20,13,21,15,16,-8,39,26,28,1
84,2007-08-07 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,32,1,1,19,-2,13,7,17,8,15,8,17,8,10,-8,18,-1,20,-3,3,0
85,2007-08-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,33,2,1,11,-4,9,2,8,-3,11,1,17,-10,13,5,21,9,19,8,34,1
86,2007-08-15 09:00:00,30,1.66,1,-0.01,0,0,1,0,1,0,0,1,2007,33,2,1,12,-4,15,2,16,9,12,1,14,-8,12,6,40,6,25,-9,29,1
87,2007-08-17 10:00:00,28,-1.2,1,-1.26,1,0,0,1,0,0,1,1,2007,33,4,1,14,11,10,4,8,3,9,-3,13,5,9,1,41,-10,36,-7,15,0
88,2007-08-24 08:30:00,8,2.59,1,-0.71,1,0,1,0,0,0,1,1,2007,34,4,1,12,-7,24,9,14,-1,14,3,16,8,12,3,35,-10,26,1,24,1
89,2007-08-24 10:00:00,21,0.46,1,0.58,1,0,1,0,0,1,0,1,2007,34,4,1,15,11,16,3,13,-9,13,6,13,-3,12,-2,17,-1,37,-5,10,0
90,2007-08-27 10:00:00,14,0.0,0,-0.48,0,1,0,0,1,0,0,1,2007,35,0,1,12,-2,11,0,8,-3,7,-1,6,1,6,1,21,-8,16,-1,11,0
91,2007-08-28 10:00:00,4,-0.05,0,-0.52,1,1,0,0,0,0,1,1,2007,35,1,1,10,2,16,-11,11,3,11,-2,13,-6,13,2,16,-14,23,-14,12,0
92,2007-08-30 08:30:00,26,0.0,0,1.0,0,1,0,0,1,0,0,1,2007,35,3,1,14,2,15,-7,11,3,11,5,16,4,9,1,16,-5,39,25,16,0
93,2007-08-31 08:30:00,9,-1.12,0,2.24,3,0,0,1,0,1,0,1,2007,35,4,1,8,0,11,-3,9,0,10,-1,13,-5,10,1,19,-6,28,-1,5,0
94,2007-09-04 10:00:00,17,-0.14,0,0.0,0,1,0,0,1,0,0,1,2007,36,1,1,12,-3,11,3,8,0,11,-5,8,2,14,-6,30,21,27,20,27,1
95,2007-09-05 10:00:00,24,-2.3,1,0.0,0,0,0,1,1,0,0,1,2007,36,2,1,11,4,32,24,37,30,14,-3,11,0,13,2,18,12,25,11,17,0
96,2007-09-06 10:00:00,18,0.37,0,0.0,0,0,1,0,1,0,0,1,2007,36,3,1,11,-7,11,1,16,6,12,3,11,-3,12,-2,31,31,29,20,11,0
97,2007-09-11 08:30:00,31,-0.06,0,-1.55,2,1,0,0,0,0,1,1,2007,37,1,1,15,-10,8,3,9,2,12,2,7,1,6,3,20,4,20,7,5,0
98,2007-09-14 10:00:00,28,-0.06,0,-0.06,0,1,0,0,1,0,0,1,2007,37,4,1,11,0,14,-8,20,-14,12,-3,10,0,13,7,18,10,22,1,4,0
99,2007-09-18 08:30:00,23,-3.49,3,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,16,8,19,8,14,-6,9,-1,6,1,7,-2,22,-19,28,9,9,0
100,2007-09-18 09:00:00,30,-2.23,1,-3.41,3,0,0,1,0,0,1,1,2007,38,1,1,20,12,10,-3,11,2,9,-2,10,-5,9,-2,13,1,35,15,7,0
101,2007-09-18 14:15:00,15,-1.25,3,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,75,39,24,-9,23,19,21,16,22,1,15,-3,24,4,91,12,4,0
102,2007-09-19 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,38,2,1,18,-3,24,-17,11,1,13,8,10,-3,12,6,14,0,29,17,14,0
103,2007-09-26 08:30:00,8,-0.46,0,-0.32,0,0,0,1,0,0,1,1,2007,39,2,1,14,-6,11,-4,6,-1,6,-4,8,-1,8,1,12,-2,29,14,11,0
104,2007-09-27 10:00:00,21,-0.41,0,-0.13,0,0,0,1,0,0,1,1,2007,39,3,1,17,-12,13,-2,9,2,12,-6,17,-6,9,-1,15,0,18,3,9,0
105,2007-09-28 08:30:00,9,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,39,4,1,13,-7,13,6,9,5,14,-1,25,18,10,-5,16,-1,25,-5,13,0
106,2007-10-01 10:00:00,17,-0.39,0,0.0,0,0,0,1,1,0,0,1,2007,40,0,1,14,8,13,3,8,0,14,-3,9,1,14,-7,27,21,19,0,5,0
107,2007-10-02 10:00:00,24,-0.79,0,4.95,3,0,0,1,0,1,0,1,2007,40,1,1,18,-8,12,-7,13,-3,7,-2,8,1,9,-1,27,-7,29,20,14,0
108,2007-10-03 08:15:00,0,-0.12,0,-0.65,0,1,0,0,0,0,1,1,2007,40,2,1,11,-7,10,4,9,0,6,-1,10,-2,8,-5,13,4,29,14,3,0
109,2007-10-03 10:00:00,18,-0.06,0,0.0,0,1,0,0,1,0,0,1,2007,40,2,1,13,-11,13,-7,11,5,16,-9,9,1,10,-2,26,-6,18,1,5,0
110,2007-10-11 08:30:00,31,0.35,0,0.0,0,0,1,0,1,0,0,1,2007,41,3,1,20,-18,15,10,26,-16,10,-2,11,-4,14,7,25,-11,30,6,59,1
111,2007-10-12 10:00:00,28,-0.41,0,-0.26,0,0,0,1,1,0,0,1,2007,41,4,1,14,3,22,-12,13,7,14,3,12,-1,8,0,22,4,48,-28,3,0
112,2007-10-16 09:00:00,30,-2.31,1,-0.03,0,0,0,1,1,0,0,1,2007,42,1,1,33,23,13,2,16,-9,13,2,11,-4,19,-6,17,5,55,4,9,0
113,2007-10-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,42,2,1,20,-2,17,-3,19,10,12,1,11,3,11,4,14,19,32,15,5,0
114,2007-10-24 10:00:00,14,-2.59,1,-1.04,1,0,0,1,1,0,0,1,2007,43,2,1,20,-7,14,-4,13,-5,10,4,10,6,10,-3,26,-10,27,4,2,0
115,2007-10-25 08:30:00,8,-0.22,0,2.0,2,0,0,1,0,1,0,1,2007,43,3,1,13,2,24,19,24,4,12,-2,10,1,10,2,18,-13,22,3,11,0
116,2007-10-25 10:00:00,21,0.0,0,-2.55,2,1,0,0,0,0,1,1,2007,43,3,1,13,-6,12,5,17,9,13,-7,14,2,11,-6,17,-9,27,-15,8,0
117,2007-10-30 10:00:00,4,-0.71,1,-0.27,1,0,0,1,1,0,0,1,2007,44,1,1,21,17,8,0,11,-6,7,0,10,3,11,5,21,-1,30,3,12,0
118,2007-10-31 08:30:00,1,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,44,2,1,14,-6,24,-12,12,-3,15,3,15,8,13,-2,26,8,27,-8,8,0
119,2007-10-31 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,44,2,1,25,3,19,-4,9,0,12,7,21,8,27,25,33,-7,41,-4,18,0
120,2007-11-01 08:30:00,9,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,44,3,1,16,-6,10,4,13,5,12,-3,20,-13,16,7,14,3,22,8,7,0
121,2007-11-01 10:00:00,17,-0.65,0,0.0,0,0,0,1,1,0,0,1,2007,44,3,1,20,-13,11,0,12,3,13,-7,14,4,16,6,17,-5,28,-3,18,0
122,2007-11-05 10:00:00,18,0.59,0,0.0,0,0,1,0,1,0,0,1,2007,45,0,1,10,3,10,-3,8,5,13,-4,10,-3,9,-1,13,-1,18,0,5,0
123,2007-11-09 08:30:00,31,1.15,1,0.75,3,0,1,0,0,1,0,1,2007,45,4,1,14,-3,18,-9,11,3,9,3,6,-2,10,2,30,14,23,-9,4,0
124,2007-11-09 10:00:00,28,-1.06,1,-0.86,1,0,0,1,0,0,1,1,2007,45,4,1,15,8,18,-12,11,5,15,4,11,-1,11,2,22,1,31,-9,5,0
125,2007-11-13 15:00:00,24,0.5,1,0.0,0,0,1,0,1,0,0,1,2007,46,1,1,20,11,10,-4,9,-4,6,1,10,-5,7,-1,20,6,27,-1,7,0
126,2007-11-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,46,3,1,19,-14,13,-2,17,-4,11,-3,12,7,20,-13,28,-4,21,8,22,1
127,2007-11-16 09:00:00,30,-0.54,1,-0.12,0,0,0,1,1,0,0,1,2007,46,4,1,16,4,13,2,12,4,15,7,17,5,15,-6,14,-9,30,8,8,0
128,2007-11-27 10:00:00,4,-0.87,1,-0.49,1,0,0,1,0,0,1,1,2007,48,1,1,10,2,10,6,10,-2,8,-3,9,-3,17,-8,13,3,19,-5,4,0
129,2007-11-28 08:30:00,8,-0.61,0,0.77,1,0,0,1,0,1,0,1,2007,48,2,1,17,7,15,-5,12,-4,14,-10,8,2,16,7,21,-6,63,28,7,0
130,2007-11-28 10:00:00,14,-0.29,0,0.83,0,0,0,1,1,0,0,1,2007,48,2,1,10,3,10,-3,14,-3,13,-5,11,-2,10,1,22,4,23,-8,5,0
131,2007-11-29 08:30:00,26,0.0,0,1.0,0,1,0,0,1,0,0,1,2007,48,3,1,19,-6,9,0,10,2,9,-8,9,2,8,0,23,-8,39,22,45,1
132,2007-11-29 10:00:00,21,-0.54,0,-1.76,1,0,0,1,0,0,1,1,2007,48,3,1,10,-4,12,8,15,6,26,19,9,-3,10,-6,18,1,25,1,5,0
133,2007-12-03 10:00:00,17,-0.29,0,0.0,0,1,0,0,1,0,0,1,2007,49,0,1,9,0,10,-1,16,6,7,-3,11,0,8,-3,20,-5,22,-1,24,1
134,2007-12-05 08:15:00,0,2.92,2,0.78,2,0,1,0,0,1,0,1,2007,49,2,1,21,-7,43,-39,17,6,17,1,22,-11,16,9,17,-9,25,7,10,0
135,2007-12-05 10:00:00,18,-0.36,0,0.0,0,0,0,1,1,0,0,1,2007,49,2,1,21,0,8,4,17,4,8,1,18,-7,9,3,19,-3,38,-16,12,0
136,2007-12-07 10:00:00,28,-0.11,0,0.82,1,1,0,0,0,1,0,1,2007,49,4,1,13,0,10,0,14,3,22,11,13,-4,8,1,22,-9,29,-9,20,1
137,2007-12-10 10:00:00,24,0.26,0,1.66,2,0,1,0,0,1,0,1,2007,50,0,1,11,-5,9,-4,8,-3,9,4,6,-3,11,-5,11,7,22,4,7,0
138,2007-12-11 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,50,1,1,50,-11,29,-21,23,12,33,-9,15,1,15,7,34,-19,50,5,11,0
139,2007-12-12 08:30:00,31,-0.35,1,-0.69,1,1,0,0,1,0,0,1,2007,50,2,1,20,11,12,2,21,-16,13,7,18,9,24,12,85,-62,46,3,22,1
140,2007-12-14 08:30:00,7,1.1,3,0.0,0,0,1,0,1,0,0,1,2007,50,4,1,47,-36,19,11,15,9,14,-4,15,9,16,-11,37,-30,64,9,13,0
141,2007-12-17 09:00:00,30,0.78,1,-1.09,3,0,1,0,0,0,1,1,2007,51,0,1,23,6,10,3,7,0,8,-1,10,-2,13,-9,25,-12,23,-3,16,0
142,2007-12-18 08:30:00,3,0.0,0,-0.48,0,1,0,0,1,0,0,1,2007,51,1,1,24,10,10,-2,7,0,6,-3,5,0,7,-2,28,8,33,9,8,0
143,2007-12-27 08:30:00,8,-0.68,1,-0.19,0,0,0,1,0,0,1,1,2007,52,3,1,18,6,35,28,16,2,10,2,8,3,18,13,13,-7,26,1,6,0
