,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,pips_candle_max_30_60_after,pips_candle_min_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_60_240_after,reaction_max_60_240_after
1424,2015-07-16 10:00:00,25,-1.47,1,0.0,0,0,0,1,1,0,0,1,2015,29,3,1,15,14,10,-8,11,-7,14,11,12,-10,4,3,20,4,9,-11,66,52,11,0
1425,2015-07-17 10:00:00,28,-0.59,0,1.39,0,0,0,1,0,1,0,1,2015,29,4,1,12,-4,10,-2,8,4,8,-1,8,6,7,-4,20,-1,7,-13,26,-9,4,0
1426,2015-07-23 08:30:00,32,1.89,1,0.0,1,0,1,0,1,0,0,1,2015,30,3,1,34,-30,13,-8,7,-3,16,-11,6,-3,9,2,17,-1,7,-10,34,18,35,1
1427,2015-07-27 08:30:00,8,1.46,0,-1.15,1,0,1,0,0,0,1,1,2015,31,0,1,21,1,13,8,8,6,11,2,7,-5,7,-2,36,30,33,-3,23,-14,33,1
1428,2015-07-28 10:00:00,4,-1.8,1,-1.16,1,0,0,1,0,0,1,1,2015,31,1,1,19,15,12,4,10,-9,5,3,5,0,3,2,23,-11,5,-18,29,5,20,0
1429,2015-07-29 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2015,31,2,1,47,-12,31,-20,17,5,21,17,16,-6,8,1,34,-23,2,-32,47,10,12,0
1430,2015-08-03 09:45:00,17,-1.25,1,0.0,0,0,0,1,1,0,0,1,2015,32,0,1,6,1,8,-3,5,-1,10,-1,8,1,7,3,13,1,7,-6,31,27,3,0
1431,2015-08-05 08:15:00,0,-1.38,1,-0.41,0,0,0,1,0,0,1,1,2015,32,2,1,52,20,16,4,6,-1,19,-12,9,1,8,4,27,-8,12,-15,72,16,20,0
1432,2015-08-05 08:30:00,31,-0.16,0,1.21,2,0,0,1,0,1,0,1,2015,32,2,1,19,-12,9,1,8,4,7,4,7,5,17,-10,12,3,8,-4,64,43,16,0
1433,2015-08-05 10:00:00,18,3.6,1,0.0,0,0,1,0,1,0,0,1,2015,32,2,1,33,-26,21,-14,12,-7,9,1,11,3,11,5,12,0,6,-6,45,4,37,1
1434,2015-08-06 08:30:00,32,-0.17,0,0.0,1,1,0,0,1,0,0,1,2015,32,3,1,16,-2,4,1,10,3,6,-6,8,1,5,-2,22,9,10,-12,26,-16,28,0
1435,2015-08-11 08:30:00,27,0.42,1,1.24,1,0,1,0,0,1,0,1,2015,33,1,1,13,3,6,1,13,-7,6,4,12,7,8,4,24,12,16,-8,35,23,14,0
1436,2015-08-14 08:30:00,23,0.26,0,0.0,0,0,1,0,1,0,0,1,2015,33,4,1,15,-15,8,1,8,7,5,-3,8,-5,5,4,29,-21,1,-28,32,-22,22,0
1437,2015-08-14 10:00:00,28,-0.14,0,-0.24,0,0,0,1,1,0,0,1,2015,33,4,1,18,16,10,-6,10,0,4,-1,4,-1,7,5,45,-28,11,-34,29,-16,25,0
1438,2015-08-18 08:30:00,3,-0.94,1,0.0,0,0,0,1,1,0,0,1,2015,34,1,1,10,-6,14,-11,12,-12,4,1,7,-1,10,0,14,-5,0,-14,14,-5,12,0
1439,2015-08-20 08:30:00,32,-0.42,0,-1.83,0,0,0,1,1,0,0,1,2015,34,3,1,10,2,8,3,10,-5,12,-12,8,6,9,-7,17,10,13,-4,21,-4,55,1
1440,2015-08-25 10:00:00,4,1.34,1,-0.06,0,0,1,0,1,0,0,1,2015,35,1,1,24,9,17,-14,14,-1,18,-10,9,7,7,4,56,-46,7,-49,34,-12,30,0
1441,2015-08-26 08:30:00,8,0.72,0,-0.44,0,0,1,0,0,0,1,1,2015,35,2,1,37,-28,15,6,13,6,10,3,8,-7,19,10,19,2,14,-5,70,-31,65,1
1442,2015-09-01 10:00:00,17,-1.96,1,0.0,0,0,0,1,1,0,0,1,2015,36,1,1,26,23,28,-28,10,3,20,8,11,1,22,-21,29,11,20,-9,38,-5,50,1
1443,2015-09-02 08:15:00,0,-0.59,0,-1.57,0,0,0,1,0,0,1,1,2015,36,2,1,13,1,16,-1,7,2,14,-9,10,4,10,-9,20,2,10,-10,20,-1,12,0
1444,2015-09-03 10:00:00,18,0.33,0,0.0,0,0,1,0,1,0,0,1,2015,36,3,1,19,-19,14,9,8,3,8,-2,5,1,5,-2,31,-20,6,-25,41,12,47,1
1445,2015-09-10 08:30:00,32,-1.48,0,-1.83,0,1,0,0,1,0,0,1,2015,37,3,1,15,11,8,3,11,7,6,3,5,-3,5,-1,12,-8,3,-9,22,3,76,1
1446,2015-09-11 08:30:00,23,0.36,0,0.0,0,0,1,0,1,0,0,1,2015,37,4,1,16,6,6,2,5,1,5,-2,6,0,6,0,15,11,14,-1,22,10,61,1
1447,2015-09-11 10:00:00,28,-1.37,1,-0.94,1,0,0,1,0,0,1,1,2015,37,4,1,15,4,7,-1,7,-3,11,-9,5,2,3,0,11,-5,5,-6,24,9,46,1
1448,2015-09-17 10:00:00,25,-2.51,1,0.0,0,0,0,1,1,0,0,1,2015,38,3,1,9,4,6,-3,8,7,6,-5,7,3,4,-3,18,-14,3,-15,12,-9,54,1
1449,2015-09-17 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2015,38,3,1,69,39,43,-19,46,34,36,-25,14,7,24,-17,41,-4,9,-32,94,54,60,1
1450,2015-09-25 08:30:00,16,0.31,1,-1.68,1,0,1,0,1,0,0,1,2015,39,4,1,29,-13,19,13,9,1,12,-11,8,4,13,10,22,-1,9,-13,46,-9,33,1
1451,2015-09-29 10:00:00,4,0.9,1,-0.32,0,0,1,0,1,0,0,1,2015,40,1,1,20,-1,12,2,8,-7,10,-5,9,3,17,-13,25,1,20,-5,46,32,45,1
1452,2015-09-30 08:15:00,0,0.39,0,-0.87,0,0,1,0,1,0,0,1,2015,40,2,1,21,-16,7,7,7,5,11,6,8,-3,8,0,22,-6,9,-13,32,-20,3,0
1453,2015-10-01 08:30:00,32,-0.51,0,0.0,1,1,0,0,1,0,0,1,2015,40,3,1,11,8,7,-6,7,4,12,-5,11,8,9,-5,18,-4,6,-12,20,5,35,1
1454,2015-10-01 10:00:00,17,-0.67,0,0.0,0,0,0,1,1,0,0,1,2015,40,3,1,10,1,17,-10,8,2,7,-2,8,1,9,-5,21,15,18,-3,43,35,3,0
1455,2015-10-05 10:00:00,18,-0.53,0,0.0,0,0,0,1,1,0,0,1,2015,41,0,1,16,8,7,-2,12,-9,5,1,6,-4,9,2,16,1,13,-3,25,1,7,0
1456,2015-10-06 08:30:00,31,-0.14,0,-0.1,0,1,0,0,1,0,0,1,2015,41,1,1,8,-6,2,0,4,1,5,-4,8,-5,8,-7,14,2,3,-11,14,11,57,1
1457,2015-10-08 08:30:00,32,1.39,1,-1.83,0,0,1,0,1,0,0,1,2015,41,3,1,10,-7,10,0,8,2,9,6,10,3,6,4,19,-9,9,-10,44,-41,47,1
1458,2015-10-15 10:00:00,25,-0.37,0,0.0,0,0,0,1,1,0,0,1,2015,42,3,1,13,9,5,-1,13,-5,4,-1,10,9,8,1,24,-3,9,-15,28,-10,33,1
1459,2015-10-16 10:00:00,28,0.79,1,1.17,0,0,1,0,0,1,0,1,2015,42,4,1,13,-7,8,-2,7,3,6,-3,10,8,6,-5,16,7,8,-8,36,16,18,0
1460,2015-10-20 08:30:00,3,-0.43,1,-0.77,0,0,0,1,1,0,0,1,2015,43,1,1,9,0,8,-4,11,-7,6,5,3,-2,6,3,8,-4,1,-7,19,-5,2,0
1461,2015-10-22 08:30:00,32,0.85,0,-1.83,0,0,1,0,1,0,0,1,2015,43,3,1,28,4,21,5,32,-23,35,-28,22,-13,18,12,43,-25,9,-34,99,-76,11,0
1462,2015-10-27 08:30:00,8,-1.55,0,-0.44,0,0,0,1,0,0,1,1,2015,44,1,1,11,-4,7,-2,8,-7,5,-2,4,-2,7,-6,23,0,13,-10,26,18,4,0
1463,2015-10-27 10:00:00,4,-0.69,1,-0.66,1,0,0,1,0,0,1,1,2015,44,1,1,13,-2,8,0,7,0,7,-3,8,-5,6,5,16,4,9,-7,30,-9,24,0
1464,2015-10-28 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2015,44,2,1,100,-72,55,-53,24,13,26,-2,17,-10,15,-5,38,-25,9,-29,108,-6,12,0
1465,2015-10-30 08:30:00,13,0.0,0,0.0,0,1,0,0,1,0,0,1,2015,44,4,1,24,-4,11,-2,10,2,6,2,5,-3,7,-6,33,25,25,-8,30,12,33,1
1466,2015-11-02 10:00:00,17,-0.11,0,0.0,0,1,0,0,1,0,0,1,2015,45,0,1,15,11,9,-4,4,-4,7,2,6,1,5,0,11,-2,3,-8,18,-18,1,0
1467,2015-11-04 08:15:00,0,-0.05,0,-3.73,1,1,0,0,0,0,1,1,2015,45,2,1,17,-16,9,3,8,-7,9,-4,4,-1,3,-1,8,-5,3,-5,21,-1,3,0
1468,2015-11-04 08:30:00,31,1.11,0,-0.31,0,0,1,0,1,0,0,1,2015,45,2,1,9,-4,4,-1,3,-1,4,2,4,-1,3,-2,33,-28,1,-32,30,-20,19,0
1469,2015-11-04 10:00:00,18,1.14,1,0.0,0,0,1,0,1,0,0,1,2015,45,2,1,25,-21,10,1,7,-3,7,-5,6,4,4,-1,22,-1,7,-15,45,-15,0,0
1470,2015-11-05 08:30:00,32,-1.55,1,0.0,1,0,0,1,1,0,0,1,2015,45,3,1,20,-2,11,-4,8,5,8,-2,9,8,12,-4,18,8,12,-6,25,4,7,0
1471,2015-11-12 08:30:00,32,-0.53,0,0.0,1,0,0,1,1,0,0,1,2015,46,3,1,11,10,10,7,6,-4,5,0,5,-3,9,-5,16,12,12,-4,21,-1,41,1
1472,2015-11-13 10:00:00,28,0.46,0,-1.6,1,0,1,0,0,0,1,1,2015,46,4,1,19,-7,13,8,13,8,7,1,8,5,11,-5,24,-16,6,-18,25,2,4,0
1473,2015-11-18 08:30:00,3,0.0,0,-0.82,0,1,0,0,1,0,0,1,2015,47,2,1,7,2,4,-4,5,0,5,4,7,-5,4,-2,9,0,2,-7,11,1,10,0
1474,2015-11-24 08:30:00,26,0.44,0,-1.3,0,0,1,0,1,0,0,1,2015,48,1,1,14,4,9,-3,8,3,8,5,6,1,4,0,26,-19,6,-20,30,6,18,0
1475,2015-11-24 10:00:00,4,-1.14,1,2.46,1,0,0,1,0,1,0,1,2015,48,1,1,11,4,6,1,6,-1,16,-12,6,1,4,1,10,4,5,-5,37,-24,27,0
1476,2015-12-01 10:00:00,17,-3.64,1,0.0,0,0,0,1,1,0,0,1,2015,49,1,1,15,6,8,4,7,5,5,-2,8,-2,7,-5,27,-20,1,-26,19,13,25,0
1477,2015-12-02 08:15:00,0,1.36,1,4.26,1,0,1,0,0,1,0,1,2015,49,2,1,28,-18,6,-4,8,-8,7,1,7,1,6,0,17,10,11,-6,29,16,3,0
1478,2015-12-03 08:30:00,32,0.0,0,0.0,1,1,0,0,1,0,0,1,2015,49,3,1,153,131,44,-3,106,94,51,-20,26,-14,50,-32,40,-5,19,-21,277,121,134,1
1479,2015-12-03 10:00:00,18,-1.04,1,0.0,0,0,0,1,1,0,0,1,2015,49,3,1,32,29,34,24,27,-20,9,2,12,-3,9,-2,15,0,5,-10,55,-12,91,1
1480,2015-12-10 08:30:00,32,-1.67,1,0.0,1,0,0,1,1,0,0,1,2015,50,3,1,11,4,13,11,7,1,5,-2,6,2,10,6,19,-8,6,-13,20,-1,13,0
1481,2015-12-11 10:00:00,28,-0.14,0,-1.14,1,1,0,0,0,0,1,1,2015,50,4,1,40,-28,12,0,20,-12,12,-3,16,8,8,4,25,15,18,-7,72,53,12,0
1482,2015-12-16 08:30:00,3,0.99,1,-0.91,0,0,1,0,1,0,0,1,2015,51,2,1,7,-3,7,4,5,3,6,3,5,1,6,-6,14,-9,4,-10,28,10,27,0
1483,2015-12-16 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2015,51,2,1,61,-36,28,-10,72,40,26,10,31,-15,15,8,71,13,47,-24,79,22,11,0
1484,2015-12-22 08:30:00,16,0.29,0,-0.77,0,0,1,0,1,0,0,1,2015,52,1,1,15,2,5,-1,9,1,5,3,3,-2,5,-2,17,9,11,-6,27,12,16,0
1485,2015-12-23 08:30:00,8,-0.6,0,-0.66,0,0,0,1,1,0,0,1,2015,52,2,1,6,-2,4,-1,2,0,4,-4,11,-8,3,0,18,8,9,-9,15,-8,1,0
1486,2015-12-24 08:30:00,32,-0.29,0,-2.24,0,1,0,0,1,0,0,1,2015,52,3,1,10,0,10,-9,3,1,2,2,1,0,4,3,14,-1,5,-9,14,13,13,0
1487,2015-12-29 10:00:00,4,0.3,0,1.99,1,0,1,0,0,1,0,1,2015,52,1,1,7,3,4,4,6,4,2,-1,5,-3,7,-4,30,-21,9,-21,14,8,23,0
1488,2015-12-31 08:30:00,32,-1.26,1,0.0,1,0,0,1,1,0,0,1,2015,52,3,1,9,7,3,3,5,-2,5,-3,2,2,7,-5,14,-10,0,-14,14,-5,17,0
1489,2016-01-04 10:00:00,17,-1.21,1,0.0,0,0,0,1,1,0,0,1,2016,1,0,1,15,3,8,-6,21,-18,8,1,13,6,6,6,29,-19,10,-19,30,-20,16,0
1490,2016-01-06 08:15:00,0,2.96,1,-0.61,0,0,1,0,1,0,0,1,2016,1,2,1,28,3,8,3,7,-2,15,5,9,2,13,-7,17,0,8,-9,44,-15,18,0
1491,2016-01-06 08:30:00,31,0.78,0,-0.65,1,0,1,0,1,0,0,1,2016,1,2,1,15,5,9,2,13,-7,13,5,6,1,10,-10,14,-3,9,-5,43,-11,25,0
1492,2016-01-06 10:00:00,18,-0.28,0,0.0,0,0,0,1,1,0,0,1,2016,1,2,1,23,-12,6,-3,8,4,5,0,4,-2,6,6,22,-15,7,-15,34,17,16,0
1493,2016-01-07 08:30:00,32,-0.79,0,0.0,1,0,0,1,1,0,0,1,2016,1,3,1,7,3,8,-3,6,0,8,-1,5,-2,6,1,18,-3,5,-13,28,7,15,0
1494,2016-01-13 10:30:00,11,-1.38,0,0.0,0,1,0,0,1,0,0,1,2016,2,2,1,18,14,10,-3,11,0,10,-4,10,-10,22,-16,18,-1,6,-12,49,36,20,0
1495,2016-01-14 08:30:00,32,-1.34,0,0.0,1,0,0,1,1,0,0,1,2016,2,3,1,11,-3,14,7,13,-7,7,-1,7,6,5,0,20,16,18,-2,22,-26,10,0
1496,2016-01-15 10:00:00,28,0.18,0,0.55,0,0,1,0,0,1,0,1,2016,2,4,1,12,2,14,-11,17,10,9,-2,11,-9,8,-3,23,6,14,-9,40,1,30,0
1497,2016-01-21 11:00:00,11,-0.34,1,0.0,0,1,0,0,1,0,0,1,2016,3,3,1,12,-7,10,5,18,9,15,-10,16,13,7,-4,12,6,10,-2,25,-11,66,1
1498,2016-01-26 10:00:00,4,0.2,0,-0.17,0,0,1,0,1,0,0,1,2016,4,1,1,7,-2,8,-1,5,2,4,1,5,-1,4,1,14,7,8,-6,17,10,16,0
1499,2016-01-27 10:30:00,11,-1.67,1,0.0,0,1,0,0,1,0,0,1,2016,4,2,1,5,-2,4,0,5,4,4,-1,5,-1,12,-3,11,2,9,-2,24,-5,39,1
1500,2016-01-27 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,4,2,1,35,24,30,16,22,-9,25,-15,10,0,8,4,23,15,20,-3,35,-1,6,0
1501,2016-01-29 08:30:00,1,-0.23,0,0.51,0,0,0,1,0,1,0,1,2016,4,4,1,13,-6,18,-16,13,-8,21,-11,9,-7,11,-4,18,-13,3,-15,20,1,7,0
1502,2016-02-01 10:00:00,17,-0.54,0,0.0,0,0,0,1,1,0,0,1,2016,5,0,1,15,9,8,-2,11,-9,7,4,6,0,7,3,18,-6,7,-11,36,17,11,0
1503,2016-02-03 08:15:00,0,0.4,0,1.04,0,0,1,0,0,1,0,1,2016,5,2,1,15,10,28,26,14,-4,11,-4,4,-2,5,-4,26,19,25,-1,27,16,103,1
1504,2016-02-03 10:00:00,18,-0.88,1,0.0,0,0,0,1,1,0,0,1,2016,5,2,1,38,16,17,5,17,8,13,-10,9,2,25,22,46,-18,15,-31,86,50,79,1
1505,2016-02-03 10:30:00,11,-1.91,1,0.0,0,1,0,0,1,0,0,1,2016,5,2,1,32,17,12,-7,13,-2,22,-10,10,2,18,0,31,-9,18,-13,117,78,88,1
1506,2016-02-04 08:30:00,32,-1.29,0,-1.83,0,0,0,1,1,0,0,1,2016,5,3,1,21,11,19,-19,9,-4,15,11,20,-15,6,-3,24,-11,9,-15,58,40,37,1
1507,2016-02-10 10:30:00,11,-1.85,0,0.0,0,1,0,0,1,0,0,1,2016,6,2,1,20,-8,10,4,13,13,10,-7,12,7,15,7,40,25,34,-6,92,-60,44,1
1508,2016-02-11 08:30:00,32,4.33,1,0.0,1,0,1,0,1,0,0,1,2016,6,3,1,21,-18,13,-1,8,2,16,-6,19,11,10,1,37,23,25,-12,53,22,28,0
1509,2016-02-12 10:00:00,28,-0.55,0,-0.81,1,0,0,1,0,0,1,1,2016,6,4,1,20,6,8,-2,13,-1,9,-4,6,-4,13,-7,23,11,20,-3,54,13,3,0
1510,2016-02-18 11:00:00,11,-0.65,0,0.0,0,1,0,0,1,0,0,1,2016,7,3,1,12,8,5,-5,7,-6,5,-1,10,-8,7,-2,16,1,7,-9,37,4,32,1
1511,2016-02-23 10:00:00,4,-0.83,1,-0.25,0,0,0,1,1,0,0,1,2016,8,1,1,7,4,13,11,7,-1,7,-2,8,-5,8,-2,32,13,27,-5,19,-9,12,0
1512,2016-02-24 10:30:00,11,-0.82,0,0.0,0,1,0,0,1,0,0,1,2016,8,2,1,17,8,20,-17,9,3,6,-3,9,5,11,3,26,9,18,-8,63,50,3,0
1513,2016-02-26 08:30:00,26,2.41,1,-1.59,0,0,1,0,1,0,0,1,2016,8,4,1,29,-24,16,-11,5,2,9,3,15,-7,8,-6,24,1,8,-16,39,-9,9,0
1514,2016-03-01 10:00:00,17,1.37,0,0.0,0,0,1,0,1,0,0,1,2016,9,1,1,17,-7,9,4,14,-10,13,-7,10,5,5,0,34,13,28,-6,38,-24,16,0
1515,2016-03-02 08:15:00,0,1.14,1,-1.14,1,0,1,0,0,0,1,1,2016,9,2,1,15,-14,8,4,7,2,11,8,10,1,9,-7,14,-3,4,-10,19,1,9,0
1516,2016-03-02 10:30:00,11,-4.89,1,0.0,0,1,0,0,1,0,0,1,2016,9,2,1,6,-3,6,0,6,-3,6,-3,8,-4,5,-1,11,4,8,-3,18,-2,39,1
1517,2016-03-03 08:30:00,32,-0.66,0,0.0,1,0,0,1,1,0,0,1,2016,9,3,1,13,8,7,0,7,6,8,-6,8,7,7,-2,21,-6,5,-16,18,4,68,1
1518,2016-03-03 10:00:00,18,-0.11,0,0.0,0,1,0,0,1,0,0,1,2016,9,3,1,20,8,16,-13,11,7,7,-4,13,10,14,-9,15,4,5,-10,43,19,42,1
1519,2016-03-09 10:30:00,11,-0.33,1,0.0,0,1,0,0,1,0,0,1,2016,10,2,1,25,19,17,12,10,-6,5,-3,12,4,12,1,22,3,13,-9,56,32,18,0
1520,2016-03-10 08:30:00,32,1.14,1,-2.24,0,0,1,0,1,0,0,1,2016,10,3,1,24,-6,27,-18,28,26,21,8,39,34,93,29,206,71,168,-38,155,-133,156,1
1521,2016-03-16 10:30:00,11,-0.54,0,0.0,0,1,0,0,1,0,0,1,2016,11,2,1,7,-5,6,-4,4,0,5,2,5,1,3,0,8,-3,4,-4,15,-2,137,1
1522,2016-03-16 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,11,2,1,82,54,39,22,24,4,13,6,20,14,19,5,56,19,49,-7,100,10,41,1
1523,2016-03-18 10:00:00,28,-1.04,0,0.62,0,0,0,1,0,1,0,1,2016,11,4,1,15,-4,10,1,7,-2,6,2,4,-2,5,5,19,3,13,-6,24,9,5,0
1524,2016-03-23 10:30:00,11,-2.32,1,0.0,0,1,0,0,1,0,0,1,2016,12,2,1,7,0,7,4,4,-1,6,1,7,2,7,0,8,0,2,-6,26,-14,3,0
1525,2016-03-25 08:30:00,16,1.19,1,-0.82,0,0,1,0,1,0,0,1,2016,12,4,1,6,-5,4,4,1,0,0,0,1,-1,1,0,9,4,8,-1,10,-5,7,0
1526,2016-03-29 10:00:00,4,0.47,0,1.49,1,0,1,0,0,1,0,1,2016,13,1,1,7,-1,5,-4,3,1,4,1,2,1,10,7,30,-21,5,-25,19,-11,93,1
1527,2016-03-30 08:15:00,0,-0.21,0,-0.75,1,1,0,0,0,0,1,1,2016,13,2,1,17,11,20,-19,8,-2,10,-5,6,5,6,1,16,-7,4,-12,17,-3,56,1
1528,2016-03-30 10:30:00,11,-0.24,1,0.0,0,1,0,0,1,0,0,1,2016,13,2,1,12,3,7,-1,9,4,8,-6,5,-2,7,0,27,-15,7,-20,53,48,3,0
1529,2016-03-31 08:30:00,32,-1.33,0,0.0,1,0,0,1,1,0,0,1,2016,13,3,1,9,1,6,2,6,4,5,-4,5,-3,4,-1,13,1,12,-1,17,11,19,0
1530,2016-04-01 10:00:00,17,0.91,0,0.0,0,0,1,0,1,0,0,1,2016,13,4,1,20,-18,19,-17,13,-5,9,4,8,5,9,-1,22,-10,12,-10,48,-17,53,1
1531,2016-04-05 10:00:00,18,0.22,0,0.0,0,0,1,0,1,0,0,1,2016,14,1,1,18,-13,11,4,8,5,5,0,7,2,8,5,17,6,7,-10,34,-16,31,1
1532,2016-04-06 10:30:00,11,-2.3,1,0.0,0,1,0,0,1,0,0,1,2016,14,2,1,7,-3,7,-4,6,1,5,-1,8,3,10,-6,21,17,18,-3,22,1,39,1
1533,2016-04-07 08:30:00,32,-0.45,0,0.0,1,1,0,0,1,0,0,1,2016,14,3,1,7,2,5,3,5,4,8,-3,8,8,5,0,40,-15,16,-24,43,-33,45,1
1534,2016-04-13 10:30:00,11,-1.62,1,0.0,0,1,0,0,1,0,0,1,2016,15,2,1,7,-2,7,4,6,5,4,-2,7,2,13,-9,10,-3,5,-5,36,-28,17,0
1535,2016-04-15 10:00:00,28,-1.33,0,0.68,0,0,0,1,0,1,0,1,2016,15,4,1,22,19,10,-6,13,9,5,3,8,-2,5,-3,16,-10,6,-10,38,13,13,0
1536,2016-04-19 08:30:00,3,-1.74,1,-0.91,0,0,0,1,1,0,0,1,2016,16,1,1,11,5,8,7,7,2,3,0,4,-3,3,-1,15,10,11,-4,21,12,13,0
1537,2016-04-20 10:30:00,11,-0.03,1,0.0,0,1,0,0,1,0,0,1,2016,16,2,1,9,-3,11,10,7,-5,2,1,4,2,9,1,15,-8,5,-10,43,-31,6,0
1538,2016-04-26 08:30:00,8,-0.76,0,-2.24,0,0,0,1,0,0,1,1,2016,17,1,1,20,18,13,6,10,7,11,-6,6,-2,10,-1,36,26,33,-3,34,5,8,0
1539,2016-04-26 10:00:00,4,-0.31,0,-0.09,0,0,0,1,1,0,0,1,2016,17,1,1,9,5,8,1,6,-1,6,-3,7,-4,11,-3,21,-12,9,-12,36,21,13,0
1540,2016-04-27 10:30:00,11,-0.17,1,0.0,0,1,0,0,1,0,0,1,2016,17,2,1,10,1,6,-3,7,5,2,0,3,0,19,-18,16,10,12,-4,16,12,53,1
1541,2016-04-27 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,17,2,1,72,-20,53,-3,17,0,14,2,12,1,12,-2,28,4,19,-9,72,12,9,0
1542,2016-05-02 10:00:00,17,-0.62,0,0.0,0,0,0,1,1,0,0,1,2016,18,0,1,26,-5,11,-9,7,0,15,-15,6,4,6,2,20,14,16,-4,66,38,22,0
1543,2016-05-04 08:15:00,0,-1.92,1,-0.51,0,0,0,1,1,0,0,1,2016,18,2,1,22,12,15,7,12,-5,25,-23,20,14,15,-4,18,1,11,-7,36,5,25,0
1544,2016-05-04 10:00:00,18,0.76,0,0.0,0,0,1,0,1,0,0,1,2016,18,2,1,26,-21,14,-4,12,-5,11,6,10,-3,30,29,30,-3,10,-20,42,9,16,0
1545,2016-05-04 10:30:00,11,-0.61,0,0.0,0,1,0,0,1,0,0,1,2016,18,2,1,11,-9,8,-3,13,-7,11,-6,8,5,15,8,17,8,11,-6,52,7,8,0
1546,2016-05-05 08:30:00,32,-1.02,1,0.0,1,0,0,1,1,0,0,1,2016,18,3,1,6,3,9,-4,10,2,10,-6,6,3,8,5,13,1,7,-6,23,9,4,0
1547,2016-05-11 10:30:00,11,-1.03,0,0.0,0,1,0,0,1,0,0,1,2016,19,2,1,10,-9,4,2,7,6,7,6,12,-5,6,-1,19,14,17,-2,22,24,9,0
1548,2016-05-12 08:30:00,32,-1.25,1,0.0,1,0,0,1,1,0,0,1,2016,19,3,1,8,6,4,2,7,4,5,-1,6,5,4,3,12,0,8,-4,15,-10,13,0
1549,2016-05-13 10:00:00,28,4.81,1,-0.51,1,0,1,0,0,0,1,1,2016,19,4,1,16,-14,12,2,11,9,5,5,5,-5,6,2,15,4,10,-5,45,-14,12,0
1550,2016-05-18 10:30:00,11,-1.94,1,0.0,0,1,0,0,1,0,0,1,2016,20,2,1,5,-2,4,-2,4,-1,9,-3,6,6,10,-5,12,5,6,-6,29,13,15,0
1551,2016-05-25 10:30:00,11,-1.36,0,0.0,0,1,0,0,1,0,0,1,2016,21,2,1,4,0,4,0,8,4,4,3,5,0,9,4,25,20,24,-1,24,-15,6,0
1552,2016-05-27 08:30:00,26,0.0,0,-0.73,0,1,0,0,1,0,0,1,2016,21,4,1,10,1,7,1,5,-1,15,-6,8,-3,7,-3,13,-3,8,-5,14,-8,3,0
1553,2016-05-31 10:00:00,4,-1.06,0,0.41,0,0,0,1,0,1,0,1,2016,22,1,1,6,2,7,-5,6,-5,9,9,4,-3,6,2,39,-30,9,-30,17,17,15,0
1554,2016-06-01 10:00:00,17,0.84,0,0.0,0,0,1,0,1,0,0,1,2016,22,2,1,28,-20,10,-7,11,7,13,8,13,7,8,5,19,4,7,-12,31,0,8,0
1555,2016-06-02 08:15:00,0,-0.02,0,1.17,0,1,0,0,0,1,0,1,2016,22,3,1,11,-3,5,1,11,1,13,6,29,-20,49,36,32,-16,13,-19,17,-12,14,0
1556,2016-06-02 08:30:00,32,-0.31,0,0.0,1,1,0,0,1,0,0,1,2016,22,3,1,13,6,29,-20,49,36,17,-8,10,1,24,-11,18,-1,4,-14,18,-7,4,0
1557,2016-06-02 11:00:00,11,-0.91,0,0.0,0,1,0,0,1,0,0,1,2016,22,3,1,5,-2,8,-5,8,1,6,5,5,-1,3,0,5,-1,2,-3,23,-3,8,0
1558,2016-06-03 10:00:00,18,-2.65,1,0.0,0,0,0,1,1,0,0,1,2016,22,4,1,23,18,16,-9,5,3,12,12,15,-13,7,0,14,-4,5,-9,57,39,14,0
1559,2016-06-08 10:30:00,11,0.0,1,0.0,0,1,0,0,1,0,0,1,2016,23,2,1,7,-2,5,4,4,0,5,-1,6,-3,9,-6,13,9,9,-4,16,2,11,0
1560,2016-06-09 08:30:00,32,0.52,0,-2.0,0,0,1,0,1,0,0,1,2016,23,3,1,4,-4,9,-4,8,-7,8,-5,6,5,11,-8,16,5,10,-6,17,9,7,0
1561,2016-06-10 10:00:00,28,-0.06,0,-1.02,1,1,0,0,0,0,1,1,2016,23,4,1,12,7,8,5,6,-3,9,-6,5,0,10,-5,15,9,11,-4,23,-16,11,0
