,Unnamed: 0,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
2984,2,clf,dtree,min,basic,ALL_NO_3_2_1,60_240,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 200}",0.74,0.65,0.76,0.96,0.3,0.05,982.0,310.0,"{'0': {'precision': 0.7624798711755234, 'recall': 0.9643584521384929, 'f1-score': 0.8516187050359714, 'support': 982}, '1': {'precision': 0.3, 'recall': 0.04838709677419355, 'f1-score': 0.08333333333333333, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5312399355877617, 'recall': 0.5063727744563432, 'f1-score': 0.46747601918465237, 'support': 1292}, 'weighted avg': {'precision': 0.6515133386179288, 'recall': 0.7445820433436533, 'f1-score': 0.6672777876769793, 'support': 1292}}",0.63
2985,3,clf,rforest,min,basic,ALL_NO_3_2_1,60_240,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 100}",0.76,0.69,0.77,0.98,0.47,0.05,982.0,310.0,"{'0': {'precision': 0.7654516640253566, 'recall': 0.9837067209775967, 'f1-score': 0.8609625668449198, 'support': 982}, '1': {'precision': 0.4666666666666667, 'recall': 0.04516129032258064, 'f1-score': 0.08235294117647057, 'support': 310}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6160591653460117, 'recall': 0.5144340056500887, 'f1-score': 0.4716577540106952, 'support': 1292}, 'weighted avg': {'precision': 0.6937617652783025, 'recall': 0.7585139318885449, 'f1-score': 0.6741444678068244, 'support': 1292}}",17.1
2986,4,clf,xgb,min,basic,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 50},0.76,0.7,0.77,0.97,0.46,0.08,982.0,310.0,"{'0': {'precision': 0.7697899838449112, 'recall': 0.9704684317718941, 'f1-score': 0.8585585585585587, 'support': 982}, '1': {'precision': 0.46296296296296297, 'recall': 0.08064516129032258, 'f1-score': 0.13736263736263735, 'support': 310}, 'micro avg': {'precision': 0.7569659442724458, 'recall': 0.7569659442724458, 'f1-score': 0.7569659442724458, 'support': 1292}, 'macro avg': {'precision': 0.6163764734039371, 'recall': 0.5255567965311083, 'f1-score': 0.497960597960598, 'support': 1292}, 'weighted avg': {'precision': 0.6961704974103881, 'recall': 0.7569659442724458, 'f1-score': 0.6855161935657291, 'support': 1292}}",0.29
2987,5,clf,gboosting,min,basic,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 50},0.76,0.72,0.77,0.97,0.54,0.09,982.0,310.0,"{'0': {'precision': 0.7730210016155089, 'recall': 0.9745417515274949, 'f1-score': 0.8621621621621622, 'support': 982}, '1': {'precision': 0.5370370370370371, 'recall': 0.0935483870967742, 'f1-score': 0.15934065934065936, 'support': 310}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.655029019326273, 'recall': 0.5340450693121346, 'f1-score': 0.5107514107514108, 'support': 1292}, 'weighted avg': {'precision': 0.7163994621268662, 'recall': 0.7631578947368421, 'f1-score': 0.6935285198443094, 'support': 1292}}",0.71
2988,6,clf,ada,min,basic,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.68,0.77,0.94,0.4,0.13,982.0,310.0,"{'0': {'precision': 0.7739495798319328, 'recall': 0.9378818737270875, 'f1-score': 0.8480662983425414, 'support': 982}, '1': {'precision': 0.4019607843137255, 'recall': 0.13225806451612904, 'f1-score': 0.19902912621359226, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5879551820728292, 'recall': 0.5350699691216083, 'f1-score': 0.5235477122780668, 'support': 1292}, 'weighted avg': {'precision': 0.6846953022695147, 'recall': 0.7445820433436533, 'f1-score': 0.6923375650917875, 'support': 1292}}",0.69
2989,0,reg,kn,min,basic,ALL_NO_3_2_1,60_240,included,basic,21.97,{'n_neighbors': 61},,,,,,,,,20.62,5.03
2990,1,reg,svr-rbf,min,basic,ALL_NO_3_2_1,60_240,included,basic,24.04,"{'C': 5, 'gamma': 1}",,,,,,,,,22.20,5.88
2991,2,reg,dtree,min,basic,ALL_NO_3_2_1,60_240,included,basic,21.43,"{'max_depth': 7, 'min_samples_leaf': 150}",,,,,,,,,20.49,0.49
2992,3,reg,rforest,min,basic,ALL_NO_3_2_1,60_240,included,basic,21.04,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,20.09,46.04
2993,4,reg,xgb,min,basic,ALL_NO_3_2_1,60_240,included,basic,21.18,{'n_estimators': 50},,,,,,,,,20.08,0.27
2994,5,reg,gboosting,min,basic,ALL_NO_3_2_1,60_240,included,basic,21.32,{'n_estimators': 50},,,,,,,,,20.40,0.58
2995,6,reg,ada,min,basic,ALL_NO_3_2_1,60_240,included,basic,23.37,{'n_estimators': 10},,,,,,,,,23.09,0.81
2996,0,clf,kn,max,all,ALL_NO_3_2_1,60_240,included,basic,0.74,{'n_neighbors': 31},0.74,0.68,0.75,0.98,0.49,0.05,956.0,336.0,"{'0': {'precision': 0.7462211614956245, 'recall': 0.9811715481171548, 'f1-score': 0.8477180298237685, 'support': 956}, '1': {'precision': 0.4857142857142857, 'recall': 0.050595238095238096, 'f1-score': 0.09164420485175202, 'support': 336}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6159677236049551, 'recall': 0.5158833931061965, 'f1-score': 0.4696811173377603, 'support': 1292}, 'weighted avg': {'precision': 0.6784732433357716, 'recall': 0.7391640866873065, 'f1-score': 0.6510920196143277, 'support': 1292}}",5.13
2997,1,clf,svc-rbf,max,all,ALL_NO_3_2_1,60_240,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.0,0.0,0.0,956.0,336.0,"{'0': {'precision': 0.739938080495356, 'recall': 1.0, 'f1-score': 0.8505338078291814, 'support': 956}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 336}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.369969040247678, 'recall': 0.5, 'f1-score': 0.4252669039145907, 'support': 1292}, 'weighted avg': {'precision': 0.547508362967152, 'recall': 0.739938080495356, 'f1-score': 0.6293423531615305, 'support': 1292}}",6.3
2998,2,clf,dtree,max,all,ALL_NO_3_2_1,60_240,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 200}",0.75,0.71,0.76,0.97,0.56,0.12,956.0,336.0,"{'0': {'precision': 0.7579983593109105, 'recall': 0.9665271966527197, 'f1-score': 0.8496551724137931, 'support': 956}, '1': {'precision': 0.5616438356164384, 'recall': 0.12202380952380952, 'f1-score': 0.2004889975550122, 'support': 336}, 'micro avg': {'precision': 0.7469040247678018, 'recall': 0.7469040247678018, 'f1-score': 0.7469040247678018, 'support': 1292}, 'macro avg': {'precision': 0.6598210974636745, 'recall': 0.5442755030882646, 'f1-score': 0.5250720849844026, 'support': 1292}, 'weighted avg': {'precision': 0.7069340249755061, 'recall': 0.7469040247678018, 'f1-score': 0.6808317709025312, 'support': 1292}}",0.49
2999,3,clf,rforest,max,all,ALL_NO_3_2_1,60_240,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",0.75,0.7,0.75,0.97,0.56,0.1,956.0,336.0,"{'0': {'precision': 0.7546709991876523, 'recall': 0.9717573221757322, 'f1-score': 0.8495656149977138, 'support': 956}, '1': {'precision': 0.5573770491803278, 'recall': 0.10119047619047619, 'f1-score': 0.1712846347607053, 'support': 336}, 'micro avg': {'precision': 0.7453560371517027, 'recall': 0.7453560371517027, 'f1-score': 0.7453560371517026, 'support': 1292}, 'macro avg': {'precision': 0.6560240241839901, 'recall': 0.5364738991831042, 'f1-score': 0.5104251248792095, 'support': 1292}, 'weighted avg': {'precision': 0.7033623558420943, 'recall': 0.7453560371517027, 'f1-score': 0.6731705613137859, 'support': 1292}}",17.38
3000,4,clf,xgb,max,all,ALL_NO_3_2_1,60_240,included,basic,0.75,{'n_estimators': 50},0.74,0.7,0.76,0.96,0.53,0.14,956.0,336.0,"{'0': {'precision': 0.7597672485453034, 'recall': 0.9560669456066946, 'f1-score': 0.8466882816118573, 'support': 956}, '1': {'precision': 0.5280898876404494, 'recall': 0.13988095238095238, 'f1-score': 0.2211764705882353, 'support': 336}, 'micro avg': {'precision': 0.7438080495356038, 'recall': 0.7438080495356038, 'f1-score': 0.7438080495356038, 'support': 1292}, 'macro avg': {'precision': 0.6439285680928764, 'recall': 0.5479739489938235, 'f1-score': 0.5339323761000463, 'support': 1292}, 'weighted avg': {'precision': 0.6995167893626169, 'recall': 0.7438080495356038, 'f1-score': 0.684016479364228, 'support': 1292}}",0.28
3001,5,clf,gboosting,max,all,ALL_NO_3_2_1,60_240,included,basic,0.75,{'n_estimators': 50},0.74,0.69,0.76,0.94,0.48,0.15,956.0,336.0,"{'0': {'precision': 0.7588235294117647, 'recall': 0.944560669456067, 'f1-score': 0.8415657036346692, 'support': 956}, '1': {'precision': 0.4803921568627451, 'recall': 0.14583333333333334, 'f1-score': 0.22374429223744294, 'support': 336}, 'micro avg': {'precision': 0.7368421052631579, 'recall': 0.7368421052631579, 'f1-score': 0.7368421052631579, 'support': 1292}, 'macro avg': {'precision': 0.6196078431372549, 'recall': 0.5451970013947002, 'f1-score': 0.5326549979360561, 'support': 1292}, 'weighted avg': {'precision': 0.686414132216354, 'recall': 0.7368421052631579, 'f1-score': 0.6808938814756382, 'support': 1292}}",0.69
3002,6,clf,ada,max,all,ALL_NO_3_2_1,60_240,included,basic,0.74,{'n_estimators': 50},0.73,0.68,0.76,0.92,0.46,0.18,956.0,336.0,"{'0': {'precision': 0.7625215889464594, 'recall': 0.9236401673640168, 'f1-score': 0.835383159886471, 'support': 956}, '1': {'precision': 0.4552238805970149, 'recall': 0.18154761904761904, 'f1-score': 0.25957446808510637, 'support': 336}, 'micro avg': {'precision': 0.7306501547987616, 'recall': 0.7306501547987616, 'f1-score': 0.7306501547987616, 'support': 1292}, 'macro avg': {'precision': 0.6088727347717371, 'recall': 0.5525938932058179, 'f1-score': 0.5474788139857887, 'support': 1292}, 'weighted avg': {'precision': 0.6826051570537246, 'recall': 0.7306501547987616, 'f1-score': 0.6856372462291501, 'support': 1292}}",0.7
3003,0,reg,kn,max,all,ALL_NO_3_2_1,60_240,included,basic,22.77,{'n_neighbors': 51},,,,,,,,,23.25,5.45
3004,1,reg,svr-rbf,max,all,ALL_NO_3_2_1,60_240,included,basic,24.84,"{'C': 5, 'gamma': 1}",,,,,,,,,25.08,6.1
3005,2,reg,dtree,max,all,ALL_NO_3_2_1,60_240,included,basic,22.53,"{'max_depth': 4, 'min_samples_leaf': 200}",,,,,,,,,22.90,0.53
3006,3,reg,rforest,max,all,ALL_NO_3_2_1,60_240,included,basic,22.06,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,22.85,47.59
3007,4,reg,xgb,max,all,ALL_NO_3_2_1,60_240,included,basic,22.27,{'n_estimators': 50},,,,,,,,,22.90,0.28
3008,5,reg,gboosting,max,all,ALL_NO_3_2_1,60_240,included,basic,22.34,{'n_estimators': 50},,,,,,,,,22.94,0.64
3009,6,reg,ada,max,all,ALL_NO_3_2_1,60_240,included,basic,24.93,{'n_estimators': 10},,,,,,,,,26.08,0.79
3010,0,clf,kn,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_neighbors': 101},0.76,0.7,0.76,1.0,0.5,0.0,982.0,310.0,"{'0': {'precision': 0.7604651162790698, 'recall': 0.9989816700610998, 'f1-score': 0.863556338028169, 'support': 982}, '1': {'precision': 0.5, 'recall': 0.0032258064516129032, 'f1-score': 0.006410256410256411, 'support': 310}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.6302325581395349, 'recall': 0.5011037382563563, 'f1-score': 0.4349832972192127, 'support': 1292}, 'weighted avg': {'precision': 0.6979696162430701, 'recall': 0.760061919504644, 'f1-score': 0.6578943525006512, 'support': 1292}}",5.05
3011,1,clf,svc-rbf,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,1.0,0.0,0.0,982.0,310.0,"{'0': {'precision': 0.760061919504644, 'recall': 1.0, 'f1-score': 0.8636763412489007, 'support': 982}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 310}, 'micro avg': {'precision': 0.760061919504644, 'recall': 0.760061919504644, 'f1-score': 0.760061919504644, 'support': 1292}, 'macro avg': {'precision': 0.380030959752322, 'recall': 0.5, 'f1-score': 0.43183817062445035, 'support': 1292}, 'weighted avg': {'precision': 0.5776941214810839, 'recall': 0.760061919504644, 'f1-score': 0.6564474977603874, 'support': 1292}}",6.06
3012,2,clf,dtree,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 200}",0.74,0.65,0.76,0.96,0.3,0.05,982.0,310.0,"{'0': {'precision': 0.7624798711755234, 'recall': 0.9643584521384929, 'f1-score': 0.8516187050359714, 'support': 982}, '1': {'precision': 0.3, 'recall': 0.04838709677419355, 'f1-score': 0.08333333333333333, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5312399355877617, 'recall': 0.5063727744563432, 'f1-score': 0.46747601918465237, 'support': 1292}, 'weighted avg': {'precision': 0.6515133386179288, 'recall': 0.7445820433436533, 'f1-score': 0.6672777876769793, 'support': 1292}}",0.48
3013,3,clf,rforest,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 50}",0.76,0.72,0.77,0.98,0.55,0.08,982.0,310.0,"{'0': {'precision': 0.7708333333333334, 'recall': 0.9796334012219959, 'f1-score': 0.862780269058296, 'support': 982}, '1': {'precision': 0.5454545454545454, 'recall': 0.07741935483870968, 'f1-score': 0.13559322033898308, 'support': 310}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.6581439393939394, 'recall': 0.5285263780303529, 'f1-score': 0.49918674469863955, 'support': 1292}, 'weighted avg': {'precision': 0.716756379585327, 'recall': 0.7631578947368421, 'f1-score': 0.6883004044275011, 'support': 1292}}",17.71
3014,4,clf,xgb,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 50},0.76,0.71,0.77,0.97,0.49,0.1,982.0,310.0,"{'0': {'precision': 0.7734311328443357, 'recall': 0.9663951120162932, 'f1-score': 0.8592123132639203, 'support': 982}, '1': {'precision': 0.49230769230769234, 'recall': 0.1032258064516129, 'f1-score': 0.17066666666666663, 'support': 310}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.632869412576014, 'recall': 0.5348104592339531, 'f1-score': 0.5149394899652935, 'support': 1292}, 'weighted avg': {'precision': 0.7059789141397231, 'recall': 0.7592879256965944, 'f1-score': 0.6940039924859416, 'support': 1292}}",0.3
3015,5,clf,gboosting,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 50},0.76,0.72,0.77,0.97,0.53,0.1,982.0,310.0,"{'0': {'precision': 0.7743506493506493, 'recall': 0.9714867617107943, 'f1-score': 0.8617886178861789, 'support': 982}, '1': {'precision': 0.5333333333333333, 'recall': 0.1032258064516129, 'f1-score': 0.17297297297297295, 'support': 310}, 'micro avg': {'precision': 0.7631578947368421, 'recall': 0.7631578947368421, 'f1-score': 0.7631578947368421, 'support': 1292}, 'macro avg': {'precision': 0.6538419913419913, 'recall': 0.5373562840812036, 'f1-score': 0.5173807954295759, 'support': 1292}, 'weighted avg': {'precision': 0.716521417179312, 'recall': 0.7631578947368421, 'f1-score': 0.6965155142305335, 'support': 1292}}",0.76
3016,6,clf,ada,min,all,ALL_NO_3_2_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.68,0.77,0.94,0.4,0.13,982.0,310.0,"{'0': {'precision': 0.7739495798319328, 'recall': 0.9378818737270875, 'f1-score': 0.8480662983425414, 'support': 982}, '1': {'precision': 0.4019607843137255, 'recall': 0.13225806451612904, 'f1-score': 0.19902912621359226, 'support': 310}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5879551820728292, 'recall': 0.5350699691216083, 'f1-score': 0.5235477122780668, 'support': 1292}, 'weighted avg': {'precision': 0.6846953022695147, 'recall': 0.7445820433436533, 'f1-score': 0.6923375650917875, 'support': 1292}}",0.7
3017,0,reg,kn,min,all,ALL_NO_3_2_1,60_240,included,basic,21.96,{'n_neighbors': 61},,,,,,,,,20.56,5.62
3018,1,reg,svr-rbf,min,all,ALL_NO_3_2_1,60_240,included,basic,24.04,"{'C': 5, 'gamma': 1}",,,,,,,,,22.20,5.65
3019,2,reg,dtree,min,all,ALL_NO_3_2_1,60_240,included,basic,21.46,"{'max_depth': 7, 'min_samples_leaf': 150}",,,,,,,,,20.46,0.48
3020,3,reg,rforest,min,all,ALL_NO_3_2_1,60_240,included,basic,21.05,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,20.08,46.77
3021,4,reg,xgb,min,all,ALL_NO_3_2_1,60_240,included,basic,21.17,{'n_estimators': 50},,,,,,,,,20.15,0.28
3022,5,reg,gboosting,min,all,ALL_NO_3_2_1,60_240,included,basic,21.31,{'n_estimators': 50},,,,,,,,,20.45,0.62
3023,6,reg,ada,min,all,ALL_NO_3_2_1,60_240,included,basic,23.59,{'n_estimators': 10},,,,,,,,,23.00,0.99
3024,0,clf,kn,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_neighbors': 41},0.74,0.7,0.75,1.0,0.57,0.02,682.0,235.0,"{'0': {'precision': 0.7461538461538462, 'recall': 0.9956011730205279, 'f1-score': 0.8530150753768844, 'support': 682}, '1': {'precision': 0.5714285714285714, 'recall': 0.01702127659574468, 'f1-score': 0.033057851239669415, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6587912087912088, 'recall': 0.5063112248081363, 'f1-score': 0.4430364633082769, 'support': 917}, 'weighted avg': {'precision': 0.7013769218785577, 'recall': 0.7448200654307524, 'f1-score': 0.6428842709360495, 'support': 917}}",3.81
3025,1,clf,svc-rbf,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.0,0.0,0.0,682.0,235.0,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",2.94
3026,2,clf,dtree,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 100}",0.74,0.55,0.74,1.0,0.0,0.0,682.0,235.0,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.31
3027,3,clf,rforest,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.75,0.74,0.76,0.99,0.69,0.08,682.0,235.0,"{'0': {'precision': 0.7564534231200898, 'recall': 0.9882697947214076, 'f1-score': 0.8569612205975843, 'support': 682}, '1': {'precision': 0.6923076923076923, 'recall': 0.07659574468085106, 'f1-score': 0.13793103448275862, 'support': 235}, 'micro avg': {'precision': 0.7546346782988005, 'recall': 0.7546346782988005, 'f1-score': 0.7546346782988005, 'support': 917}, 'macro avg': {'precision': 0.7243805577138911, 'recall': 0.5324327697011293, 'f1-score': 0.4974461275401715, 'support': 917}, 'weighted avg': {'precision': 0.74001476800459, 'recall': 0.7546346782988005, 'f1-score': 0.6726950333162494, 'support': 917}}",12.58
3028,4,clf,xgb,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_estimators': 50},0.75,0.7,0.76,0.97,0.54,0.09,682.0,235.0,"{'0': {'precision': 0.7562642369020501, 'recall': 0.9736070381231672, 'f1-score': 0.8512820512820513, 'support': 682}, '1': {'precision': 0.5384615384615384, 'recall': 0.08936170212765958, 'f1-score': 0.15328467153284672, 'support': 235}, 'micro avg': {'precision': 0.7470010905125409, 'recall': 0.7470010905125409, 'f1-score': 0.7470010905125409, 'support': 917}, 'macro avg': {'precision': 0.6473628876817943, 'recall': 0.5314843701254134, 'f1-score': 0.502283361407449, 'support': 917}, 'weighted avg': {'precision': 0.7004478419909048, 'recall': 0.7470010905125409, 'f1-score': 0.6724059506920151, 'support': 917}}",0.19
3029,5,clf,gboosting,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.55,0.74,1.0,0.0,0.0,682.0,235.0,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.43
3030,6,clf,ada,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.69,0.75,0.98,0.51,0.08,682.0,235.0,"{'0': {'precision': 0.753968253968254, 'recall': 0.9750733137829912, 'f1-score': 0.8503836317135549, 'support': 682}, '1': {'precision': 0.5142857142857142, 'recall': 0.07659574468085106, 'f1-score': 0.13333333333333333, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6341269841269841, 'recall': 0.5258345292319211, 'f1-score': 0.4918584825234441, 'support': 917}, 'weighted avg': {'precision': 0.6925447023593152, 'recall': 0.7448200654307524, 'f1-score': 0.6666248311471951, 'support': 917}}",0.47
3031,0,reg,kn,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.41,{'n_neighbors': 91},,,,,,,,,25.21,3.42
3032,1,reg,svr-rbf,max,basic,ALL_YES_1_1_1,60_240,included,basic,23.47,"{'C': 5, 'gamma': 3}",,,,,,,,,27.76,2.73
3033,2,reg,dtree,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.32,"{'max_depth': 4, 'min_samples_leaf': 250}",,,,,,,,,25.03,0.3
3034,3,reg,rforest,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.0,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 100}",,,,,,,,,24.84,28.12
3035,4,reg,xgb,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.08,{'n_estimators': 50},,,,,,,,,24.73,0.19
3036,5,reg,gboosting,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.16,{'n_estimators': 50},,,,,,,,,24.80,0.38
3037,6,reg,ada,max,basic,ALL_YES_1_1_1,60_240,included,basic,24.27,{'n_estimators': 10},,,,,,,,,27.13,0.58
3038,0,clf,kn,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_neighbors': 41},0.79,0.71,0.8,0.99,0.38,0.02,729.0,188.0,"{'0': {'precision': 0.7964796479647965, 'recall': 0.9931412894375857, 'f1-score': 0.8840048840048841, 'support': 729}, '1': {'precision': 0.375, 'recall': 0.015957446808510637, 'f1-score': 0.030612244897959183, 'support': 188}, 'micro avg': {'precision': 0.7928026172300982, 'recall': 0.7928026172300982, 'f1-score': 0.7928026172300982, 'support': 917}, 'macro avg': {'precision': 0.5857398239823983, 'recall': 0.5045493681230482, 'f1-score': 0.45730856445142165, 'support': 917}, 'weighted avg': {'precision': 0.7100694256993857, 'recall': 0.7928026172300982, 'f1-score': 0.7090454334573357, 'support': 917}}",4.07
3039,1,clf,svc-rbf,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.79,0.63,0.79,1.0,0.0,0.0,729.0,188.0,"{'0': {'precision': 0.7949836423118866, 'recall': 1.0, 'f1-score': 0.8857837181044957, 'support': 729}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 188}, 'micro avg': {'precision': 0.7949836423118866, 'recall': 0.7949836423118866, 'f1-score': 0.7949836423118866, 'support': 917}, 'macro avg': {'precision': 0.3974918211559433, 'recall': 0.5, 'f1-score': 0.44289185905224787, 'support': 917}, 'weighted avg': {'precision': 0.6319989915434736, 'recall': 0.7949836423118866, 'f1-score': 0.7041835665192774, 'support': 917}}",3.19
3040,2,clf,dtree,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 4, 'min_samples_leaf': 100}",0.79,0.73,0.8,0.98,0.43,0.05,729.0,188.0,"{'0': {'precision': 0.8008948545861297, 'recall': 0.9821673525377229, 'f1-score': 0.8823166974738139, 'support': 729}, '1': {'precision': 0.43478260869565216, 'recall': 0.05319148936170213, 'f1-score': 0.0947867298578199, 'support': 188}, 'micro avg': {'precision': 0.7917121046892039, 'recall': 0.7917121046892039, 'f1-score': 0.7917121046892039, 'support': 917}, 'macro avg': {'precision': 0.617838731640891, 'recall': 0.5176794209497125, 'f1-score': 0.4885517136658169, 'support': 917}, 'weighted avg': {'precision': 0.7258358554286491, 'recall': 0.7917121046892039, 'f1-score': 0.7208601719429449, 'support': 917}}",0.31
