,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_30_60_after,pips_candle_30_60_after,pips_candle_max_30_60_after,pips_candle_min_30_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_60_180_after,reaction_min_60_180_after
1950,2016-02-03 10:00:00,18,-0.88,1,0.0,0,0,0,1,1,0,0,1,2016,5,2,1,38,16,17,5,17,8,13,-10,9,2,25,22,31,-6,0,-31,62,50,-13,0
1951,2016-02-03 10:30:00,11,-1.91,1,0.0,0,1,0,0,1,0,0,1,2016,5,2,1,32,17,12,-7,13,-2,22,-10,10,2,18,0,31,-2,18,-13,87,78,-11,0
1952,2016-02-04 08:30:00,32,-1.29,0,-1.83,0,0,0,1,1,0,0,1,2016,5,3,1,21,11,19,-19,9,-4,15,11,20,-15,6,-3,30,-16,9,-21,42,40,-26,0
1953,2016-02-05 08:30:00,22_33_2,2.8200000000000003,1,-0.94,1,0,2,1,2,0,1,3,2016,5,4,3,69,3,42,-35,23,-18,23,3,12,7,20,-9,44,19,27,-17,24,17,-40,1
1954,2016-02-10 10:30:00,11,-1.85,0,0.0,0,1,0,0,1,0,0,1,2016,6,2,1,20,-8,10,4,13,13,10,-7,12,7,15,7,36,31,35,-1,72,-60,-6,0
1955,2016-02-11 08:30:00,32,4.33,1,0.0,1,0,1,0,1,0,0,1,2016,6,3,1,21,-18,13,-1,8,2,16,-6,19,11,10,1,41,14,29,-12,54,22,-36,1
1956,2016-02-12 08:30:00,10_29,1.8599999999999999,0,3.2199999999999998,1,0,2,0,0,2,0,2,2016,6,4,2,39,-37,16,13,9,1,10,0,9,0,10,2,21,-16,4,-17,15,-7,-23,0
1957,2016-02-12 10:00:00,28,-0.55,0,-0.81,1,0,0,1,0,0,1,1,2016,6,4,1,20,6,8,-2,13,-1,9,-4,6,-4,13,-7,22,13,20,-2,47,13,-33,1
1958,2016-02-17 08:30:00,23_3,0.71,0,-1.03,2,1,1,0,1,0,1,2,2016,7,2,2,11,-8,5,-5,8,7,8,6,4,-1,5,4,24,-4,5,-19,24,-14,-5,0
1959,2016-02-18 08:30:00,32_25,1.04,1,0.0,1,1,1,0,2,0,0,2,2016,7,3,2,8,-6,9,5,4,2,6,-2,8,-4,7,-5,15,6,6,-9,32,-5,-16,0
1960,2016-02-18 11:00:00,11,-0.65,0,0.0,0,1,0,0,1,0,0,1,2016,7,3,1,12,8,5,-5,7,-6,5,-1,10,-8,7,-2,16,0,7,-9,30,4,0,0
1961,2016-02-19 08:30:00,7_5,3.24,1,0.0,0,0,2,0,2,0,0,2,2016,7,4,2,24,-17,8,-1,16,12,15,8,12,6,10,4,28,-17,4,-24,28,-22,-1,0
1962,2016-02-23 10:00:00,4,-0.83,1,-0.25,0,0,0,1,1,0,0,1,2016,8,1,1,7,4,13,11,7,-1,7,-2,8,-5,8,-2,30,12,27,-3,19,-9,-10,0
1963,2016-02-24 10:30:00,11,-0.82,0,0.0,0,1,0,0,1,0,0,1,2016,8,2,1,17,8,20,-17,9,3,6,-3,9,5,11,3,19,8,18,-1,64,50,-20,0
1964,2016-02-25 08:30:00,32_8,3.68,1,3.65,1,1,1,0,1,1,0,2,2016,8,3,2,22,-17,8,7,7,4,4,-1,9,-7,7,-2,26,-21,1,-25,18,-15,-1,0
1965,2016-02-26 08:30:00,26,2.41,1,-1.59,0,0,1,0,1,0,0,1,2016,8,4,1,29,-24,16,-11,5,2,9,3,15,-7,8,-6,23,3,7,-16,23,-9,-60,1
1966,2016-03-01 10:00:00,17,1.37,0,0.0,0,0,1,0,1,0,0,1,2016,9,1,1,17,-7,9,4,14,-10,13,-7,10,5,5,0,33,9,28,-5,28,-24,-21,0
1967,2016-03-02 08:15:00,0,1.14,1,-1.14,1,0,1,0,0,0,1,1,2016,9,2,1,15,-14,8,4,7,2,11,8,10,1,9,-7,14,-9,4,-10,16,1,-15,0
1968,2016-03-02 10:30:00,11,-4.89,1,0.0,0,1,0,0,1,0,0,1,2016,9,2,1,6,-3,6,0,6,-3,6,-3,8,-4,5,-1,11,5,8,-3,18,-2,0,0
1969,2016-03-03 08:30:00,32,-0.66,0,0.0,1,0,0,1,1,0,0,1,2016,9,3,1,13,8,7,0,7,6,8,-6,8,7,7,-2,21,-5,5,-16,20,4,-1,0
1970,2016-03-03 10:00:00,18,-0.11,0,0.0,0,1,0,0,1,0,0,1,2016,9,3,1,20,8,16,-13,11,7,7,-4,13,10,14,-9,17,2,7,-10,35,19,-1,0
1971,2016-03-04 08:30:00,22_33_2,-0.82,2,0.61,0,1,1,1,2,1,0,3,2016,9,4,3,61,-59,22,13,16,4,21,12,14,3,47,37,55,-22,10,-45,12,-1,-1,0
1972,2016-03-09 10:30:00,11,-0.33,1,0.0,0,1,0,0,1,0,0,1,2016,10,2,1,25,19,17,12,10,-6,5,-3,12,4,12,1,18,4,13,-5,40,32,0,0
1973,2016-03-10 08:30:00,32,1.14,1,-2.24,0,0,1,0,1,0,0,1,2016,10,3,1,24,-6,27,-18,28,26,21,8,39,34,93,29,173,93,168,-5,154,-133,-19,0
1974,2016-03-15 08:30:00,10_29_23,0.53,0,-6.1899999999999995,3,2,1,0,1,0,2,3,2016,11,1,3,16,1,7,5,16,8,6,-6,3,1,7,0,15,-5,1,-14,23,15,-33,1
1975,2016-03-16 08:30:00,7_3_5,0.77,1,0.0,0,1,1,1,3,0,0,3,2016,11,2,3,20,-13,11,-2,8,1,5,4,7,-7,7,5,26,-17,0,-26,21,13,-12,0
1976,2016-03-16 10:30:00,11,-0.54,0,0.0,0,1,0,0,1,0,0,1,2016,11,2,1,7,-5,6,-4,4,0,5,2,5,1,3,0,9,0,4,-5,16,-2,-4,0
1977,2016-03-16 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,11,2,1,82,54,39,22,24,4,13,6,20,14,19,5,54,23,49,-5,21,10,-3,0
1978,2016-03-17 08:30:00,32_25,3.09,1,-2.24,0,1,1,0,2,0,0,2,2016,11,3,2,13,2,26,-9,9,5,8,-2,7,0,7,6,14,-7,5,-9,37,-7,-20,0
1979,2016-03-18 10:00:00,28,-1.04,0,0.62,0,0,0,1,0,1,0,1,2016,11,4,1,15,-4,10,1,7,-2,6,2,4,-2,5,5,17,-1,13,-4,24,9,-24,0
1980,2016-03-23 10:30:00,11,-2.32,1,0.0,0,1,0,0,1,0,0,1,2016,12,2,1,7,0,7,4,4,-1,6,1,7,2,7,0,12,3,6,-6,26,-14,-25,0
1981,2016-03-24 08:30:00,32_8,-1.02,0,10.29,3,1,0,1,1,1,0,2,2016,12,3,2,8,3,5,-3,7,7,5,1,7,-5,2,0,9,1,3,-6,24,-3,-10,0
1982,2016-03-25 08:30:00,16,1.19,1,-0.82,0,0,1,0,1,0,0,1,2016,12,4,1,6,-5,4,4,1,0,0,0,1,-1,1,0,9,2,8,-1,6,-5,-2,0
1983,2016-03-29 10:00:00,4,0.47,0,1.49,1,0,1,0,0,1,0,1,2016,13,1,1,7,-1,5,-4,3,1,4,1,2,1,10,7,36,-20,5,-31,28,-11,-3,0
1984,2016-03-30 08:15:00,0,-0.21,0,-0.75,1,1,0,0,0,0,1,1,2016,13,2,1,17,11,20,-19,8,-2,10,-5,6,5,6,1,17,-9,4,-13,15,-3,-7,0
1985,2016-03-30 10:30:00,11,-0.24,1,0.0,0,1,0,0,1,0,0,1,2016,13,2,1,12,3,7,-1,9,4,8,-6,5,-2,7,0,22,-13,2,-20,52,48,-21,0
1986,2016-03-31 08:30:00,32,-1.33,0,0.0,1,0,0,1,1,0,0,1,2016,13,3,1,9,1,6,2,6,4,5,-4,5,-3,4,-1,13,8,12,-1,17,11,-12,0
1987,2016-04-01 08:30:00,22_33_2,-1.6400000000000001,0,-0.11,0,0,2,1,3,0,0,3,2016,13,4,3,40,-31,38,25,30,-5,15,-11,16,-4,12,3,42,-28,3,-39,21,5,-45,1
1988,2016-04-01 10:00:00,17,0.91,0,0.0,0,0,1,0,1,0,0,1,2016,13,4,1,20,-18,19,-17,13,-5,9,4,8,5,9,-1,27,-4,12,-15,43,-17,-5,0
1989,2016-04-05 10:00:00,18,0.22,0,0.0,0,0,1,0,1,0,0,1,2016,14,1,1,18,-13,11,4,8,5,5,0,7,2,8,5,15,1,9,-6,21,-16,-1,0
1990,2016-04-06 10:30:00,11,-2.3,1,0.0,0,1,0,0,1,0,0,1,2016,14,2,1,7,-3,7,-4,6,1,5,-1,8,3,10,-6,25,22,22,-3,21,1,0,0
1991,2016-04-07 08:30:00,32,-0.45,0,0.0,1,1,0,0,1,0,0,1,2016,14,3,1,7,2,5,3,5,4,8,-3,8,8,5,0,25,-7,1,-24,48,-33,-11,0
1992,2016-04-13 08:30:00,10_29_23,-5.77,2,0.69,0,0,0,3,1,2,0,3,2016,15,2,3,26,14,10,2,11,-7,7,-2,11,9,6,-3,18,-7,8,-10,13,-6,-36,1
1993,2016-04-13 10:30:00,11,-1.62,1,0.0,0,1,0,0,1,0,0,1,2016,15,2,1,7,-2,7,4,6,5,4,-2,7,2,13,-9,15,-10,5,-10,43,-28,-3,0
1994,2016-04-14 08:30:00,32_7_5,-0.6099999999999999,1,-0.34,0,0,1,2,3,0,0,3,2016,15,3,3,23,11,8,7,30,19,10,1,13,-9,11,-5,17,-1,4,-13,18,-13,-27,1
1995,2016-04-15 10:00:00,28,-1.33,0,0.68,0,0,0,1,0,1,0,1,2016,15,4,1,22,19,10,-6,13,9,5,3,8,-2,5,-3,16,-7,6,-10,21,13,-14,0
1996,2016-04-19 08:30:00,3,-1.74,1,-0.91,0,0,0,1,1,0,0,1,2016,16,1,1,11,5,8,7,7,2,3,0,4,-3,3,-1,17,14,17,0,21,12,-11,0
1997,2016-04-20 10:30:00,11,-0.03,1,0.0,0,1,0,0,1,0,0,1,2016,16,2,1,9,-3,11,10,7,-5,2,1,4,2,9,1,17,-9,5,-12,40,-31,-25,0
1998,2016-04-21 08:30:00,32_25,0.53,2,0.0,1,0,1,1,2,0,0,2,2016,16,3,2,9,4,30,-9,62,49,31,-11,20,-8,11,5,46,-32,6,-40,56,24,-82,1
1999,2016-04-26 08:30:00,8,-0.76,0,-2.24,0,0,0,1,0,0,1,1,2016,17,1,1,20,18,13,6,10,7,11,-6,6,-2,10,-1,36,23,33,-3,24,5,-32,1
2000,2016-04-26 10:00:00,4,-0.31,0,-0.09,0,0,0,1,1,0,0,1,2016,17,1,1,9,5,8,1,6,-1,6,-3,7,-4,11,-3,17,-10,1,-16,36,21,-14,0
2001,2016-04-27 10:30:00,11,-0.17,1,0.0,0,1,0,0,1,0,0,1,2016,17,2,1,10,1,6,-3,7,5,2,0,3,0,19,-18,13,2,12,-1,19,12,0,0
2002,2016-04-27 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,17,2,1,72,-20,53,-3,17,0,14,2,12,1,12,-2,26,-5,19,-7,27,12,-11,0
2003,2016-04-28 08:30:00,32_1,-0.7699999999999999,0,0.37,1,1,0,1,1,1,0,2,2016,17,3,2,19,3,11,-4,7,0,6,-1,7,5,5,-2,23,-15,2,-21,18,-8,-21,0
2004,2016-05-02 10:00:00,17,-0.62,0,0.0,0,0,0,1,1,0,0,1,2016,18,0,1,26,-5,11,-9,7,0,15,-15,6,4,6,2,19,13,19,0,56,38,-5,0
2005,2016-05-04 08:15:00,0,-1.92,1,-0.51,0,0,0,1,1,0,0,1,2016,18,2,1,22,12,15,7,12,-5,25,-23,20,14,15,-4,14,0,7,-7,25,5,-27,1
2006,2016-05-04 10:00:00,18,0.76,0,0.0,0,0,1,0,1,0,0,1,2016,18,2,1,26,-21,14,-4,12,-5,11,6,10,-3,30,29,23,-4,3,-20,30,9,-6,0
2007,2016-05-04 10:30:00,11,-0.61,0,0.0,0,1,0,0,1,0,0,1,2016,18,2,1,11,-9,8,-3,13,-7,11,-6,8,5,15,8,22,8,16,-6,52,7,-15,0
2008,2016-05-05 08:30:00,32,-1.02,1,0.0,1,0,0,1,1,0,0,1,2016,18,3,1,6,3,9,-4,10,2,10,-6,6,3,8,5,13,0,7,-6,24,9,-43,1
2009,2016-05-06 08:30:00,22_33_2,-0.91,0,-1.35,1,2,0,1,1,0,2,3,2016,18,4,3,45,7,23,-6,37,-29,25,12,16,9,13,1,21,1,13,-8,22,16,-29,1
2010,2016-05-11 10:30:00,11,-1.03,0,0.0,0,1,0,0,1,0,0,1,2016,19,2,1,10,-9,4,2,7,6,7,6,12,-5,6,-1,17,11,17,0,25,24,-11,0
2011,2016-05-12 08:30:00,32,-1.25,1,0.0,1,0,0,1,1,0,0,1,2016,19,3,1,8,6,4,2,7,4,5,-1,6,5,4,3,12,2,8,-4,17,-10,-16,0
2012,2016-05-13 08:30:00,10_29_23,8.89,3,0.75,0,0,2,1,2,1,0,3,2016,19,4,3,31,-25,10,-2,8,3,5,-4,7,-4,7,7,16,7,15,-1,13,-10,-41,1
2013,2016-05-13 10:00:00,28,4.81,1,-0.51,1,0,1,0,0,0,1,1,2016,19,4,1,16,-14,12,2,11,9,5,5,5,-5,6,2,10,-2,5,-5,31,-14,-10,0
2014,2016-05-17 08:30:00,7_3_5,1.0899999999999999,0,-0.91,0,2,1,0,3,0,0,3,2016,20,1,3,15,-9,8,-1,13,8,6,-5,4,2,6,-1,22,19,20,-2,9,-1,-2,0
2015,2016-05-18 10:30:00,11,-1.94,1,0.0,0,1,0,0,1,0,0,1,2016,20,2,1,5,-2,4,-2,4,-1,9,-3,6,6,10,-5,12,2,6,-6,29,13,-8,0
2016,2016-05-19 08:30:00,32_25,-0.65,0,0.0,1,1,0,1,2,0,0,2,2016,20,3,2,12,7,14,-10,5,-3,5,0,6,1,3,-3,18,13,17,-1,18,-15,-11,0
2017,2016-05-25 10:30:00,11,-1.36,0,0.0,0,1,0,0,1,0,0,1,2016,21,2,1,4,0,4,0,8,4,4,3,5,0,9,4,24,20,24,0,24,-15,-10,0
2018,2016-05-26 08:30:00,32_8,0.42000000000000004,0,1.68,1,1,1,0,1,1,0,2,2016,21,3,2,23,2,7,5,4,-1,6,5,10,9,14,11,12,0,10,-2,18,-13,-33,1
2019,2016-05-27 08:30:00,26,0.0,0,-0.73,0,1,0,0,1,0,0,1,2016,21,4,1,10,1,7,1,5,-1,15,-6,8,-3,7,-3,7,-2,2,-5,12,-8,-27,1
2020,2016-05-31 10:00:00,4,-1.06,0,0.41,0,0,0,1,0,1,0,1,2016,22,1,1,6,2,7,-5,6,-5,9,9,4,-3,6,2,45,-33,7,-38,17,17,-2,0
2021,2016-06-01 10:00:00,17,0.84,0,0.0,0,0,1,0,1,0,0,1,2016,22,2,1,28,-20,10,-7,11,7,13,8,13,7,8,5,21,9,9,-12,17,0,-30,1
2022,2016-06-02 08:15:00,0,-0.02,0,1.17,0,1,0,0,0,1,0,1,2016,22,3,1,11,-3,5,1,11,1,13,6,29,-20,49,36,35,-22,10,-25,15,-12,-32,1
2023,2016-06-02 08:30:00,32,-0.31,0,0.0,1,1,0,0,1,0,0,1,2016,22,3,1,13,6,29,-20,49,36,17,-8,10,1,24,-11,17,-1,3,-14,18,-7,-42,1
2024,2016-06-02 11:00:00,11,-0.91,0,0.0,0,1,0,0,1,0,0,1,2016,22,3,1,5,-2,8,-5,8,1,6,5,5,-1,3,0,8,-4,2,-6,23,-3,-2,0
2025,2016-06-03 08:30:00,22_33_2,0.6800000000000002,2,0.8900000000000001,1,1,1,1,1,1,1,3,2016,22,4,3,107,102,17,1,18,-2,26,22,11,7,13,0,41,19,41,0,21,11,-7,0
2026,2016-06-03 10:00:00,18,-2.65,1,0.0,0,0,0,1,1,0,0,1,2016,22,4,1,23,18,16,-9,5,3,12,12,15,-13,7,0,14,3,5,-9,47,39,-11,0
2027,2016-06-08 10:30:00,11,0.0,1,0.0,0,1,0,0,1,0,0,1,2016,23,2,1,7,-2,5,4,4,0,5,-1,6,-3,9,-6,13,7,9,-4,15,2,-3,0
2028,2016-06-09 08:30:00,32,0.52,0,-2.0,0,0,1,0,1,0,0,1,2016,23,3,1,4,-4,9,-4,8,-7,8,-5,6,5,11,-8,19,12,13,-6,17,9,-24,0
2029,2016-06-10 10:00:00,28,-0.06,0,-1.02,1,1,0,0,0,0,1,1,2016,23,4,1,12,7,8,5,6,-3,9,-6,5,0,10,-5,17,5,13,-4,23,-16,-22,0
2030,2016-06-14 08:30:00,10_29,0.13,0,0.0,0,1,1,0,2,0,0,2,2016,24,1,2,12,-5,8,2,6,1,11,8,6,-2,8,0,26,-19,5,-21,16,2,-28,1
2031,2016-06-15 08:30:00,23,0.4,0,0.0,0,0,1,0,1,0,0,1,2016,24,2,1,9,2,3,2,4,1,4,-1,5,-4,6,-5,18,-17,0,-18,10,0,-2,0
2032,2016-06-15 10:30:00,11,-0.69,0,0.0,0,1,0,0,1,0,0,1,2016,24,2,1,5,1,9,-5,9,-5,6,4,7,-6,8,8,18,12,18,0,34,21,-13,0
2033,2016-06-15 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,24,2,1,40,9,20,-6,18,5,14,10,13,-1,12,-3,39,-19,13,-26,45,33,-5,0
2034,2016-06-16 08:30:00,32_7_5_25,-1.6500000000000001,0,0.0,1,1,1,2,4,0,0,4,2016,24,3,4,16,10,6,-2,9,-7,7,3,6,-5,9,-5,18,-6,2,-16,34,-5,-30,1
2035,2016-06-17 08:30:00,3,-0.19,0,-0.91,0,1,0,0,1,0,0,1,2016,24,4,1,10,-9,7,4,4,2,7,-4,5,3,8,-8,24,18,24,0,18,1,-23,0
2036,2016-06-22 10:30:00,11,-0.24,1,0.0,0,1,0,0,1,0,0,1,2016,25,2,1,9,-5,5,-1,8,-6,15,-5,8,-5,11,-8,22,-5,6,-16,40,5,-4,0
2037,2016-06-23 08:30:00,32,1.76,1,0.0,1,0,1,0,1,0,0,1,2016,25,3,1,9,3,17,-15,6,1,7,-1,7,-5,9,7,11,4,7,-4,19,5,-48,1
2038,2016-06-24 08:30:00,8,-0.37,0,-0.41,0,0,0,1,1,0,0,1,2016,25,4,1,25,-11,19,2,6,-2,28,-14,16,-5,9,-3,31,9,29,-2,44,21,-5,0
2039,2016-06-28 08:30:00,16,0.45,0,-0.54,1,0,1,0,1,0,0,1,2016,26,1,1,9,-3,8,2,6,4,6,-3,9,-7,3,0,20,-2,9,-11,23,-8,-25,0
2040,2016-06-28 10:00:00,4,1.5,1,-0.23,0,0,1,0,1,0,0,1,2016,26,1,1,6,1,5,0,10,0,6,4,10,8,10,-9,24,-19,1,-23,20,-14,-11,0
2041,2016-06-29 10:30:00,11,-1.87,0,0.0,0,1,0,0,1,0,0,1,2016,26,2,1,10,0,15,8,14,-11,9,-1,10,-4,15,11,22,9,21,-1,31,-3,-20,0
2042,2016-06-30 08:30:00,32,-0.11,0,-2.24,0,1,0,0,1,0,0,1,2016,26,3,1,23,-7,6,2,13,12,7,2,9,6,7,1,16,-8,0,-16,52,-46,-17,0
2043,2016-07-01 10:00:00,17,2.22,1,0.0,0,0,1,0,1,0,0,1,2016,26,4,1,16,-3,10,1,17,-13,8,5,13,-9,6,3,26,14,15,-11,37,21,-5,0
2044,2016-07-06 10:00:00,18,2.3,1,0.0,0,0,1,0,1,0,0,1,2016,27,2,1,12,-10,8,-3,16,-12,15,2,11,8,7,1,32,19,22,-10,19,-7,-10,0
2045,2016-07-07 08:15:00,0,0.48,0,-0.47,0,0,1,0,1,0,0,1,2016,27,3,1,8,2,9,9,6,-2,16,-6,6,-2,5,2,22,19,19,-3,18,-9,-35,1
2046,2016-07-07 08:30:00,32,1.8,1,-3.65,0,0,1,0,1,0,0,1,2016,27,3,1,16,-6,6,-2,5,2,6,1,16,10,5,0,12,2,11,-1,18,4,-28,1
2047,2016-07-07 11:00:00,11,-0.14,1,0.0,0,1,0,0,1,0,0,1,2016,27,3,1,11,-3,6,4,11,-6,9,-4,7,4,7,-2,11,-8,3,-8,31,-25,-6,0
2048,2016-07-08 08:30:00,22_33_2,0.36,1,-1.17,1,0,1,2,2,0,1,3,2016,27,4,3,76,-45,21,-10,16,14,24,-15,16,10,11,0,72,14,70,-2,24,9,-37,1
2049,2016-07-13 10:30:00,11,-0.26,1,0.0,0,1,0,0,1,0,0,1,2016,28,2,1,13,9,6,2,7,-1,8,-5,9,2,13,-10,11,4,5,-6,30,17,-9,0
2050,2016-07-14 08:30:00,32_23,1.6600000000000001,0,0.0,1,0,2,0,2,0,0,2,2016,28,3,2,12,-7,12,-10,5,2,8,-4,4,0,23,-18,11,-4,1,-10,17,4,-14,0
2051,2016-07-15 08:30:00,10_29_7_5,2.63,2,-0.89,1,2,2,0,3,0,1,4,2016,28,4,4,27,-20,8,4,14,-9,14,12,7,1,9,-3,43,-41,2,-41,17,-5,-11,0
2052,2016-07-15 10:00:00,28,-1.22,1,-0.71,1,0,0,1,0,0,1,1,2016,28,4,1,8,5,7,0,4,-1,5,-1,8,-3,5,-4,12,-4,3,-9,46,-34,-16,0
2053,2016-07-19 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,29,1,1,8,-2,10,-6,10,-8,6,2,8,0,8,6,17,8,9,-8,29,-20,-28,1
2054,2016-07-20 10:30:00,11,-1.36,0,0.0,0,1,0,0,1,0,0,1,2016,29,2,1,8,-2,5,-3,4,0,4,0,6,-6,5,-1,10,-5,4,-6,35,21,-3,0
2055,2016-07-21 08:30:00,32_25,0.85,2,0.0,1,0,1,1,2,0,0,2,2016,29,3,2,36,19,18,-1,28,9,21,-5,9,-2,10,6,46,-37,3,-43,19,5,-33,1
2056,2016-07-26 10:00:00,4,0.41,0,-0.69,1,0,1,0,0,0,1,1,2016,30,1,1,14,-11,8,5,8,-1,4,-1,3,-2,4,-2,14,-5,1,-13,15,7,-6,0
2057,2016-07-27 08:30:00,8,-0.8,0,-0.41,0,0,0,1,1,0,0,1,2016,30,2,1,8,6,6,-3,5,-3,3,1,3,2,2,0,11,-4,3,-8,9,0,-12,0
2058,2016-07-27 10:30:00,11,-5.37,0,0.0,0,1,0,0,1,0,0,1,2016,30,2,1,3,1,3,-1,3,-2,7,-3,4,-3,11,-9,7,0,5,-2,14,6,-7,0
2059,2016-07-27 14:00:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2016,30,2,1,36,-24,21,6,12,-2,20,13,24,17,13,-5,44,43,44,0,10,6,-8,0
2060,2016-07-28 08:30:00,32,-0.68,0,-1.12,0,0,0,1,1,0,0,1,2016,30,3,1,3,-1,8,4,3,-2,6,5,5,1,4,-2,14,0,3,-11,15,13,-21,0
2061,2016-07-29 08:30:00,1,-4.8,1,0.71,0,0,0,1,0,1,0,1,2016,30,4,1,32,18,10,2,15,15,11,5,8,6,6,-4,17,1,10,-7,10,-3,-6,0
2062,2016-08-01 10:00:00,17,-0.51,0,0.0,0,0,0,1,1,0,0,1,2016,31,0,1,5,0,3,1,3,-2,4,2,4,2,4,1,10,2,5,-5,10,1,-6,0
2063,2016-08-03 08:15:00,0,0.27,0,-0.47,0,0,1,0,1,0,0,1,2016,31,2,1,13,-9,5,3,3,2,6,2,3,-1,4,-2,17,-12,1,-16,8,0,-21,0
2064,2016-08-03 10:00:00,18,-0.24,0,0.0,0,0,0,1,1,0,0,1,2016,31,2,1,7,-2,8,-5,8,-7,6,-3,5,2,4,0,10,6,8,-2,20,-12,-7,0
2065,2016-08-03 10:30:00,11,-1.98,0,0.0,0,1,0,0,1,0,0,1,2016,31,2,1,6,1,3,1,2,0,2,0,3,-1,7,4,4,3,3,-1,23,-10,-26,0
2066,2016-08-04 08:30:00,32,-0.4,0,0.0,1,1,0,0,1,0,0,1,2016,31,3,1,8,7,9,-2,3,-2,4,0,5,3,2,2,9,-3,1,-8,24,4,-9,0
2067,2016-08-05 08:30:00,22_33_2,0.6900000000000001,1,-0.22,0,0,2,1,3,0,0,3,2016,31,4,3,56,-53,18,-1,18,5,16,-13,9,5,10,-7,28,-24,2,-26,14,-7,-14,0
2068,2016-08-10 10:30:00,11,-1.42,0,0.0,0,1,0,0,1,0,0,1,2016,32,2,1,3,0,5,5,6,-5,6,-6,4,-1,6,3,9,5,6,-3,15,-8,-3,0
2069,2016-08-11 08:30:00,32,0.56,0,-2.24,0,0,1,0,1,0,0,1,2016,32,3,1,4,0,5,0,4,0,3,-2,3,3,2,-1,7,-2,0,-7,17,9,-2,0
2070,2016-08-12 08:30:00,10_29_23,-5.29,3,1.43,0,0,0,3,1,2,0,3,2016,32,4,3,34,31,19,19,11,-6,12,3,7,-6,8,3,14,2,10,-4,20,15,-28,1
2071,2016-08-12 10:00:00,28,-0.28,0,-0.48,0,0,0,1,1,0,0,1,2016,32,4,1,9,1,12,-10,16,-9,7,-1,8,0,5,-2,13,9,10,-3,26,-13,-14,0
2072,2016-08-16 08:30:00,7_3_5,-1.63,0,0.0,0,2,0,1,3,0,0,3,2016,33,1,3,28,10,33,-23,14,-3,16,-14,12,11,6,5,36,-30,0,-36,13,2,-11,0
2073,2016-08-17 10:30:00,11,-1.91,0,0.0,0,1,0,0,1,0,0,1,2016,33,2,1,7,-6,6,3,3,1,5,3,2,1,6,2,11,-2,9,-2,12,-2,-9,0
2074,2016-08-18 08:30:00,32_25,0.79,0,0.0,1,0,2,0,2,0,0,2,2016,33,3,2,21,-8,8,6,7,-3,6,3,6,1,6,-4,13,-6,1,-12,24,-12,-5,0
2075,2016-08-24 10:30:00,11,-2.91,0,0.0,0,1,0,0,1,0,0,1,2016,34,2,1,5,1,6,-5,8,7,7,-7,5,0,3,0,7,-2,2,-5,20,-13,-3,0
2076,2016-08-25 08:30:00,32_8,3.01,1,-0.46,1,1,1,0,2,0,0,2,2016,34,3,2,11,1,7,-4,6,1,10,7,4,1,6,1,5,3,5,0,12,0,-16,0
2077,2016-08-26 08:30:00,26,0.0,0,-0.43,1,1,0,0,1,0,0,1,2016,34,4,1,8,0,11,10,12,7,5,-1,4,-2,8,-3,13,-1,1,-12,10,-1,-52,1
2078,2016-08-30 10:00:00,4,1.19,1,-0.64,1,0,1,0,0,0,1,1,2016,35,1,1,5,-3,8,-5,7,5,8,-5,7,7,5,2,12,-6,5,-7,19,-12,-4,0
2079,2016-08-31 08:15:00,0,-0.12,0,2.03,1,1,0,0,0,1,0,1,2016,35,2,1,8,0,6,-3,3,1,3,3,4,-4,5,2,13,8,12,-1,10,-6,-7,0
2080,2016-08-31 10:30:00,11,-2.35,0,0.0,0,1,0,0,1,0,0,1,2016,35,2,1,6,-5,8,-2,9,0,3,-1,5,-1,9,4,11,3,8,-3,20,10,-1,0
2081,2016-09-01 08:30:00,32,-0.34,0,0.0,1,1,0,0,1,0,0,1,2016,35,3,1,7,-5,4,2,5,-3,3,0,3,0,3,3,10,-2,5,-5,13,-9,-6,0
2082,2016-09-01 10:00:00,17,-2.33,1,0.0,0,0,0,1,1,0,0,1,2016,35,3,1,31,27,18,7,12,-7,5,2,22,21,14,-3,19,11,14,-5,13,-4,-8,0
2083,2016-09-02 08:30:00,22_33_2,-2.2800000000000002,0,1.31,0,0,0,3,2,1,0,3,2016,35,4,3,83,72,29,-10,11,-4,18,-5,16,-1,17,-12,27,18,23,-4,54,-26,-65,1
2084,2016-09-06 10:00:00,18,-1.93,1,0.0,0,0,0,1,1,0,0,1,2016,36,1,1,50,48,10,-3,8,5,19,12,8,-1,10,6,26,8,25,-1,10,4,-13,0
