,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_min_30_60_after,reaction_min_30_60_after
4098,2017-08-07 15:00:00,12,-0.47,1,-0.04,0,0,0,1,1,0,0,0,1,0,2017,32,0,1,2,-2,4,-2,1,0,4,1,2,2,2,2,8,3,-5,0
4099,2017-08-08 06:00:00,45,4.76,2,0.0,0,0,1,0,1,0,0,0,1,0,2017,32,1,1,4,-3,2,1,1,0,3,1,2,0,3,2,8,3,-1,0
4100,2017-08-09 10:00:00,31,-0.34,0,-0.53,1,0,0,1,1,0,0,0,1,0,2017,32,2,1,13,10,9,-8,7,5,24,14,7,-2,6,3,57,-33,-5,0
4101,2017-08-09 10:30:00,18,-7.86,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,32,2,1,6,0,6,0,3,0,15,9,5,-4,9,4,44,24,-8,0
4102,2017-08-10 10:30:00,46,-2.14,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,32,3,1,13,13,6,0,4,0,17,16,8,-2,8,-4,31,-15,-5,0
4103,2017-08-10 14:00:00,25,0.75,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,32,3,1,3,-2,2,2,4,-2,4,-1,3,2,2,0,8,-1,-1,0
4104,2017-08-15 16:00:00,66,0.14,0,0.0,0,0,1,0,1,0,0,0,1,0,2017,33,1,1,3,-1,1,0,1,0,1,-1,1,-1,2,-2,7,5,-3,0
4105,2017-08-16 10:30:00,18,-11.879999999999999,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,33,2,1,7,4,3,0,4,3,5,3,3,0,14,-12,16,13,-1,0
4106,2017-08-17 10:00:00,7,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,33,3,1,19,6,9,2,6,0,14,-1,8,-2,4,-2,36,34,0,0
4107,2017-08-17 10:30:00,46,-1.33,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,33,3,1,17,-15,9,8,12,8,5,-3,11,10,12,6,36,13,-2,0
4108,2017-08-18 10:00:00,58,4.5,2,-0.78,0,0,2,0,2,0,0,0,0,1,2017,33,4,1,21,10,14,-8,7,-1,11,2,10,-6,15,12,19,-7,-5,0
4109,2017-08-22 09:00:00,35,-0.96,1,-0.88,0,0,0,1,0,0,1,0,1,0,2017,34,1,1,8,2,4,1,4,-2,5,-3,6,2,8,3,20,-6,-8,0
4110,2017-08-22 09:59:00,64,0.35,0,0.0,0,0,1,0,1,0,0,0,1,0,2017,34,1,1,6,3,4,-3,3,-1,4,3,5,-3,4,2,18,-8,-3,0
4111,2017-08-23 10:00:00,47,-2.72,2,2.86,2,0,0,2,0,2,0,0,0,1,2017,34,2,1,10,9,8,3,6,4,9,2,5,0,4,-3,12,3,-7,0
4112,2017-08-23 10:30:00,18,0.0,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,34,2,1,9,2,6,1,4,-3,5,-4,4,2,9,8,33,14,-5,0
4113,2017-08-24 08:30:00,69,-1.2000000000000002,0,0.0,3,3,0,0,3,0,0,1,0,0,2017,34,3,1,9,-3,6,1,4,-2,3,2,2,0,5,-1,17,9,-11,0
4114,2017-08-24 10:00:00,23,-2.24,0,-2.02,0,0,0,2,2,0,0,0,0,1,2017,34,3,1,5,4,4,-3,4,-2,4,0,3,-2,5,5,14,2,-12,0
4115,2017-08-24 10:30:00,46,-0.28,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,34,3,1,5,-2,7,-4,3,1,2,0,10,2,9,6,12,9,-5,0
4116,2017-08-29 09:00:00,65,-0.48,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,35,1,1,4,3,4,2,6,-4,6,2,2,2,4,-2,31,-13,-19,1
4117,2017-08-29 10:00:00,6,0.99,0,-3.06,3,0,3,0,0,0,3,1,0,0,2017,35,1,1,18,-14,9,7,8,-4,6,-2,7,6,6,2,14,-4,-9,0
4118,2017-08-30 08:15:00,0,3.18,3,2.2199999999999998,3,0,3,0,0,3,0,1,0,0,2017,35,2,1,9,2,7,0,3,0,28,-13,11,-3,9,9,33,-28,-2,0
4119,2017-08-30 10:30:00,18,-4.74,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,35,2,1,9,-7,8,5,13,-10,7,6,9,8,9,2,35,-16,-13,0
4120,2017-08-31 09:45:00,10,-0.12,0,0.0,0,2,0,0,2,0,0,0,0,1,2017,35,3,1,8,6,8,-8,7,1,13,-3,8,6,8,2,22,5,-1,0
4121,2017-08-31 10:00:00,50,-1.14,0,-2.44,0,0,0,2,0,0,2,0,0,1,2017,35,3,1,13,-3,8,6,8,2,6,-1,7,6,10,6,24,11,-9,0
4122,2017-08-31 10:30:00,46,-0.69,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,35,3,1,6,2,6,-2,4,-1,7,-5,13,8,26,18,24,16,-10,0
4123,2017-09-01 01:00:00,67,-1.61,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,35,4,1,4,-4,4,2,1,0,2,0,1,1,4,-3,9,-4,-4,0
4124,2017-09-01 09:45:00,29,-3.59,0,-2.34,0,1,0,0,1,0,0,0,1,0,2017,35,4,1,12,-11,8,-4,7,-4,15,-2,12,7,5,-1,50,-38,-8,0
4125,2017-09-05 10:00:00,24,0.0,0,1.18,0,2,0,0,0,2,0,0,0,1,2017,36,1,1,17,16,7,4,7,0,4,-2,5,-3,7,5,14,-13,-13,0
4126,2017-09-06 08:30:00,68,1.06,0,-0.3,0,0,2,0,2,0,0,0,0,1,2017,36,2,1,8,5,4,1,3,3,6,0,4,-2,5,-4,20,6,-7,0
4127,2017-09-06 09:45:00,30,-1.15,1,-5.62,1,0,0,1,1,0,0,0,1,0,2017,36,2,1,9,-7,4,0,4,2,20,4,11,0,10,-9,15,-8,-1,0
4128,2017-09-06 10:00:00,40,-0.81,0,0.0,0,0,0,3,3,0,0,1,0,0,2017,36,2,1,20,4,11,0,10,-9,7,-6,5,4,5,-1,14,-7,0,0
4129,2017-09-07 09:58:00,37,-0.24,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,36,3,1,11,6,7,3,13,3,6,-4,10,8,5,1,87,-42,-13,0
4130,2017-09-07 10:30:00,46,-0.57,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,36,3,1,10,-8,7,-4,9,-9,11,10,7,0,10,3,53,-3,-1,0
4131,2017-09-07 11:00:00,18,-0.66,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,36,3,1,8,-7,8,7,11,3,16,15,8,-6,7,-3,22,10,-6,0
4132,2017-09-08 10:00:00,31,-0.7,0,-1.08,1,0,0,1,1,0,0,0,1,0,2017,36,4,1,7,1,5,3,8,5,5,-1,8,-4,15,-5,27,-16,-9,0
4133,2017-09-08 15:00:00,12,0.68,0,-0.24,0,0,1,0,0,0,1,0,1,0,2017,36,4,1,12,11,2,-2,2,-2,4,-1,3,1,4,-2,7,-4,-5,0
4134,2017-09-12 06:00:00,45,-0.51,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,37,1,1,4,-2,1,0,4,0,6,5,2,0,6,-4,15,3,-28,1
4135,2017-09-12 10:00:00,43,1.42,2,-2.88,0,0,2,0,2,0,0,0,0,1,2017,37,1,1,6,2,10,5,4,2,13,8,6,-6,6,-2,21,16,-2,0
4136,2017-09-13 10:30:00,18,-2.19,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,37,2,1,9,-9,7,5,7,2,5,2,4,1,6,1,47,-39,-24,1
4137,2017-09-13 13:59:00,25,0.38,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,37,2,1,2,-1,5,-2,1,0,2,2,2,-2,3,-2,16,5,-10,0
4138,2017-09-14 10:30:00,46,-3.02,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,37,3,1,10,-7,7,-4,2,0,10,-5,6,1,6,-4,24,17,-2,0
4139,2017-09-18 10:00:00,44,-0.93,1,-1.83,3,0,0,1,0,0,1,0,1,0,2017,38,0,1,6,3,4,-2,3,-1,3,3,7,-2,5,-5,16,-1,-10,0
4140,2017-09-18 16:00:00,66,-0.98,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,38,0,1,3,1,2,-1,1,-1,2,0,5,4,2,1,12,2,-6,0
4141,2017-09-20 10:00:00,23,-2.24,0,0.0,0,0,0,2,2,0,0,0,0,1,2017,38,2,1,6,4,5,-5,5,-3,8,7,7,-5,8,5,11,4,-3,0
4142,2017-09-20 10:30:00,18,-2.2199999999999998,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,38,2,1,5,-2,5,3,5,1,3,0,3,-2,5,-3,10,3,-11,0
4143,2017-09-20 14:00:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,38,2,1,85,-63,31,-18,22,16,40,-35,30,-20,19,9,17,8,-14,0
4144,2017-09-21 09:00:00,35,-0.48,0,0.0,0,0,0,1,1,0,0,0,1,0,2017,38,3,1,6,2,8,-6,6,4,5,-2,3,0,6,-4,25,14,0,0
4145,2017-09-21 10:00:00,7,0.66,0,0.0,0,0,1,0,1,0,0,0,1,0,2017,38,3,1,7,-2,8,-2,4,0,7,-4,5,4,6,3,21,9,-10,0
4146,2017-09-21 10:30:00,46,-0.99,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,38,3,1,6,-4,5,0,5,1,6,-4,6,-2,12,8,21,14,-5,0
4147,2017-09-26 09:00:00,65,-0.46,0,-2.24,0,1,0,0,1,0,0,0,1,0,2017,39,1,1,5,-1,2,1,6,4,2,1,8,-8,6,6,15,3,-15,1
4148,2017-09-26 09:59:00,64,0.73,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,39,1,1,8,4,6,2,2,-1,7,0,6,-4,3,-1,17,-11,-17,1
4149,2017-09-27 10:00:00,50,-3.88,2,0.0,0,0,0,2,2,0,0,0,0,1,2017,39,2,1,9,1,6,3,12,7,5,-3,4,-4,3,-1,13,6,-1,0
4150,2017-09-27 10:30:00,18,-10.08,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,39,2,1,10,-6,5,3,6,3,6,4,13,8,17,-10,23,8,-1,0
4151,2017-09-28 10:30:00,46,-4.8,2,0.0,0,1,0,0,1,0,0,0,1,0,2017,39,3,1,7,-6,5,0,4,3,4,-3,5,-1,11,2,19,3,0,0
4152,2017-09-29 09:45:00,10,3.66,2,0.0,0,0,2,0,2,0,0,0,0,1,2017,39,4,1,18,-15,19,-2,12,-10,13,9,8,-5,5,1,16,-4,-4,0
4153,2017-09-29 10:00:00,63,-0.64,0,-2.18,0,2,0,0,2,0,0,0,0,1,2017,39,4,1,13,9,8,-5,5,1,6,2,5,-2,5,1,41,-33,-4,0
4154,2017-10-02 09:45:00,29,-0.88,0,-0.58,1,1,0,0,1,0,0,0,1,0,2017,40,0,1,8,-7,3,-2,6,2,17,-13,13,10,7,-3,12,4,-1,0
4155,2017-10-03 01:00:00,67,8.84,2,0.0,0,0,1,0,1,0,0,0,1,0,2017,40,1,1,4,-3,3,-3,2,1,5,-2,4,0,5,-2,5,2,-5,0
4156,2017-10-04 08:15:00,0,-0.27,0,-1.17,3,3,0,0,0,0,3,1,0,0,2017,40,2,1,14,-14,7,-4,4,1,5,0,8,-7,5,4,21,19,-5,0
4157,2017-10-04 09:45:00,30,-0.24,0,-1.06,0,1,0,0,1,0,0,0,1,0,2017,40,2,1,4,2,8,7,4,-3,13,-12,7,0,3,0,17,-10,-3,0
4158,2017-10-04 10:00:00,40,7.5600000000000005,3,0.0,0,0,3,0,3,0,0,1,0,0,2017,40,2,1,13,-12,7,0,3,0,7,-1,5,3,6,3,17,-8,-6,0
4159,2017-10-04 10:30:00,18,-9.93,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,40,2,1,5,4,3,0,7,5,9,-7,7,2,6,0,21,-2,-4,0
4160,2017-10-05 10:00:00,24,2.2,0,0.0,0,0,2,0,2,0,0,0,0,1,2017,40,3,1,9,-2,10,7,8,4,4,0,4,3,3,-3,22,-9,-18,1
4161,2017-10-05 10:30:00,46,-1.95,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,40,3,1,9,-3,4,-2,4,-1,6,-6,4,-2,9,-4,23,12,-9,0
4162,2017-10-06 10:00:00,31,0.37,0,-1.74,1,0,1,0,1,0,0,0,1,0,2017,40,4,1,11,-8,7,-4,11,8,5,-1,31,26,8,-1,18,8,-2,0
4163,2017-10-06 15:00:00,12,-0.51,0,-0.3,0,0,0,1,0,0,1,0,1,0,2017,40,4,1,3,-1,2,-1,2,-1,2,0,3,1,3,0,10,2,-3,0
4164,2017-10-10 06:00:00,45,-2.09,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,41,1,1,8,-3,4,-3,6,-2,2,-1,2,-2,1,0,27,24,-9,0
4165,2017-10-10 10:00:00,37,-3.39,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,41,1,1,6,3,5,-2,3,0,3,-1,3,1,6,2,23,16,-4,0
4166,2017-10-11 10:00:00,43,-0.34,0,-3.8,0,2,0,0,2,0,0,0,0,1,2017,41,2,1,4,-1,5,-4,4,-2,3,-3,3,-1,5,0,21,11,-5,0
4167,2017-10-12 10:30:00,46,-1.85,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,41,3,1,7,0,7,4,3,0,3,2,4,2,4,0,20,-9,-10,0
4168,2017-10-12 11:00:00,18,-1.1400000000000001,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,41,3,1,5,-3,2,0,11,-4,2,0,5,2,2,1,18,14,-3,0
4169,2017-10-16 08:30:00,21,1.82,2,0.0,0,0,2,0,2,0,0,0,0,1,2017,42,0,1,9,-1,6,1,5,-1,6,-5,8,7,5,3,15,-9,-9,0
4170,2017-10-17 08:30:00,41,-0.74,0,0.0,0,2,0,0,2,0,0,0,0,1,2017,42,1,1,7,-3,5,-3,3,1,5,-2,5,0,5,-5,12,6,-3,0
4171,2017-10-17 10:00:00,44,1.19,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,42,1,1,10,-4,5,-4,4,1,3,1,3,-1,6,5,10,-5,-1,0
4172,2017-10-17 16:00:00,66,1.17,1,-0.03,0,0,1,0,1,0,0,0,1,0,2017,42,1,1,1,-1,1,0,0,0,1,0,1,0,1,-1,5,-3,-3,0
4173,2017-10-18 10:30:00,18,-1.47,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,42,2,1,7,5,4,2,7,3,6,-4,5,1,7,2,17,2,-8,0
4174,2017-10-19 10:00:00,7,-2.3,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,42,3,1,6,2,4,0,4,-3,4,2,2,-2,5,-2,21,15,-2,0
4175,2017-10-19 10:30:00,46,-1.47,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,42,3,1,4,1,7,4,11,9,4,-3,4,-2,7,1,16,5,-7,0
4176,2017-10-20 10:00:00,23,2.28,0,0.0,0,0,2,0,2,0,0,0,0,1,2017,42,4,1,6,-1,3,0,4,-3,5,0,5,5,5,5,19,-13,-11,0
4177,2017-10-20 14:00:00,25,0.31,0,0.0,0,0,1,0,1,0,0,0,1,0,2017,42,4,1,3,-2,10,-9,14,5,9,-6,6,4,5,1,7,2,-1,0
4178,2017-10-24 09:59:00,64,-0.58,0,0.0,0,0,0,1,1,0,0,0,1,0,2017,43,1,1,4,2,6,5,9,2,8,2,10,4,6,0,11,-2,-12,0
4179,2017-10-25 09:00:00,35,1.11,0,2.39,1,0,1,0,0,1,0,0,1,0,2017,43,2,1,9,7,7,7,9,5,6,2,6,-2,5,-3,16,-2,-4,0
4180,2017-10-25 10:00:00,47,9.78,4,-0.16,0,0,2,0,2,0,0,0,0,1,2017,43,2,1,11,-5,6,-4,21,17,11,4,8,-1,4,-4,24,21,-2,0
4181,2017-10-25 10:30:00,18,-4.800000000000001,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,43,2,1,5,0,7,6,6,5,4,-2,5,-4,9,0,29,13,-7,0
4182,2017-10-26 10:00:00,50,-0.36,0,-2.64,0,0,0,2,0,0,2,0,0,1,2017,43,3,1,11,4,11,-8,8,6,4,2,5,-3,5,0,78,-51,-20,1
4183,2017-10-26 10:30:00,46,-0.52,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,43,3,1,5,-4,8,-7,4,-1,9,-3,7,-3,6,-1,50,-35,-11,0
4184,2017-10-27 10:00:00,63,-0.42,0,-9.12,2,2,0,0,2,0,0,0,0,1,2017,43,4,1,38,23,22,17,9,-7,8,-6,7,-3,9,-5,27,-19,-30,1
4185,2017-10-31 08:30:00,22,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2017,44,1,1,10,2,7,-6,5,-2,7,6,7,-7,5,5,12,4,-5,0
4186,2017-10-31 09:00:00,65,-0.51,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,44,1,1,9,3,8,2,4,-3,4,-2,4,4,4,-1,13,-3,-9,0
4187,2017-10-31 09:45:00,10,2.9,2,0.0,0,0,2,0,2,0,0,0,0,1,2017,44,1,1,7,3,4,0,4,0,11,-11,8,5,4,1,12,5,-1,0
4188,2017-10-31 10:00:00,6,5.46,3,2.91,0,0,3,0,0,3,0,1,0,0,2017,44,1,1,11,-11,8,5,4,1,4,2,5,4,3,-2,9,4,-6,0
4189,2017-11-01 01:00:00,67,0.68,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,44,2,1,2,-2,2,1,2,1,1,-1,1,1,0,0,4,0,-6,0
4190,2017-11-01 08:15:00,0,2.34,3,-3.24,3,0,3,0,0,0,3,1,0,0,2017,44,2,1,9,-6,11,-8,9,-4,7,0,5,2,4,1,9,-1,-10,0
4191,2017-11-01 09:45:00,29,-1.12,0,-3.48,1,1,0,0,1,0,0,0,1,0,2017,44,2,1,3,-2,7,3,5,1,13,10,10,6,10,5,15,-12,-3,0
4192,2017-11-01 10:30:00,18,-1.26,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,44,2,1,7,4,8,-3,5,-3,5,-2,3,-2,5,3,37,22,-10,0
4193,2017-11-01 14:00:00,26,0.0,0,0.0,0,2,0,0,2,0,0,0,0,1,2017,44,2,1,22,11,19,-15,12,-3,9,1,7,-4,8,-2,12,2,-2,0
4194,2017-11-02 10:30:00,46,-0.33,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,44,3,1,6,-4,11,-5,5,-4,6,3,4,-1,9,-2,48,35,-4,0
4195,2017-11-03 09:45:00,30,-0.49,1,-0.75,0,0,0,1,1,0,0,0,1,0,2017,44,4,1,6,-1,4,-4,4,3,18,-14,6,1,5,2,27,-24,-21,1
4196,2017-11-07 15:00:00,12,0.45,0,0.0,0,0,1,0,1,0,0,0,1,0,2017,45,1,1,3,0,2,2,3,1,2,0,2,1,2,0,14,11,-5,0
4197,2017-11-08 10:30:00,18,-6.720000000000001,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,45,2,1,5,2,4,2,3,1,3,1,5,0,15,-14,13,-4,-3,0
4198,2017-11-09 08:30:00,69,-2.94,0,0.0,3,0,0,3,3,0,0,1,0,0,2017,45,3,1,6,-4,8,-6,6,3,16,-13,5,-1,4,-2,11,-6,-4,0
4199,2017-11-09 10:00:00,31,0.0,0,-2.61,1,1,0,0,1,0,0,0,1,0,2017,45,3,1,5,-2,8,2,6,3,3,0,3,-2,5,-3,32,27,-9,0
4200,2017-11-09 10:30:00,46,0.0,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,45,3,1,3,1,6,-4,7,-4,4,0,3,0,3,2,29,22,-2,0
4201,2017-11-10 10:00:00,58,-1.6,2,-1.5,0,0,0,2,2,0,0,0,0,1,2017,45,4,1,9,3,3,0,3,2,3,-1,2,1,6,6,18,16,-16,1
4202,2017-11-13 14:00:00,25,-0.17,0,0.0,0,0,0,1,1,0,0,0,1,0,2017,46,0,1,3,2,2,1,2,0,4,-2,1,0,2,-1,6,2,-2,0
4203,2017-11-14 06:00:00,45,-0.3,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,46,1,1,3,2,1,-1,2,0,2,0,5,5,2,-1,12,-1,-2,0
4204,2017-11-15 10:00:00,5,0.0,0,2.24,0,1,0,0,0,1,0,0,1,0,2017,46,2,1,8,-5,8,-5,5,-1,6,3,4,-4,5,5,31,-25,-15,1
4205,2017-11-15 10:30:00,18,-6.66,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,46,2,1,4,-1,6,-3,5,0,9,4,6,-2,11,-10,22,-3,-8,0
4206,2017-11-15 16:00:00,66,0.91,1,1.69,3,0,1,0,0,1,0,0,1,0,2017,46,2,1,3,0,1,0,3,-1,3,-2,1,0,2,1,6,-1,-1,0
4207,2017-11-16 08:38:00,53,-0.84,0,0.0,0,0,0,2,2,0,0,0,0,1,2017,46,3,1,4,0,5,5,4,-2,2,-1,6,-5,10,6,20,11,-8,0
4208,2017-11-16 10:00:00,44,0.78,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,46,3,1,8,2,7,-6,4,2,12,-11,4,3,7,-6,17,4,-4,0
4209,2017-11-16 10:30:00,46,-0.57,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,46,3,1,5,2,5,0,4,2,6,5,7,3,5,-2,23,-13,-3,0
4210,2017-11-20 10:00:00,7,3.12,2,5.48,1,0,1,0,0,1,0,0,1,0,2017,47,0,1,8,-5,7,-4,5,-2,3,2,7,-4,2,0,19,-14,-5,0
4211,2017-11-21 10:00:00,23,1.18,0,-2.04,0,0,2,0,2,0,0,0,0,1,2017,47,1,1,6,-3,7,1,9,7,6,-3,6,-2,7,1,22,15,-13,0
4212,2017-11-22 10:00:00,63,-1.38,0,-3.16,0,2,0,0,2,0,0,0,0,1,2017,47,2,1,6,-4,10,8,7,7,8,5,5,2,6,-2,28,25,-11,0
4213,2017-11-22 10:30:00,18,-0.8400000000000001,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,47,2,1,5,4,6,-6,3,0,4,2,3,-2,6,-4,31,25,-2,0
4214,2017-11-22 12:00:00,46,-1.7,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,47,2,1,3,1,4,-3,3,0,4,4,4,3,4,4,15,3,-7,0
4215,2017-11-27 10:00:00,47,1.94,2,-3.48,2,0,2,0,0,0,2,0,0,1,2017,48,0,1,6,-5,4,-3,5,0,5,-2,4,1,2,1,27,-21,-16,1
4216,2017-11-28 09:59:00,64,3.4,1,0.0,0,0,1,0,1,0,0,0,1,0,2017,48,1,1,4,0,8,2,6,-2,8,-4,10,-1,8,8,22,-16,-15,1
4217,2017-11-28 10:00:00,6,8.34,3,-0.72,0,0,3,0,3,0,0,1,0,0,2017,48,1,1,4,0,8,2,6,-2,8,-4,10,-1,8,8,22,-16,-15,1
4218,2017-11-29 10:00:00,50,4.34,0,-5.4,2,0,2,0,0,0,2,0,0,1,2017,48,2,1,10,-5,8,7,9,6,7,4,8,3,9,-9,12,-1,-3,0
4219,2017-11-29 10:30:00,18,-1.41,3,0.0,0,3,0,0,3,0,0,1,0,0,2017,48,2,1,9,1,7,3,8,-1,6,4,4,3,5,-4,27,6,-4,0
4220,2017-11-30 09:45:00,10,0.78,0,0.0,0,0,2,0,2,0,0,0,0,1,2017,48,3,1,9,-5,9,2,14,11,12,11,6,-4,8,5,46,41,-1,0
4221,2017-11-30 10:30:00,46,-2.2,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,48,3,1,10,7,9,-5,8,7,6,5,20,-20,21,11,43,37,-13,0
4222,2017-12-01 00:00:00,67,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,48,4,1,1,-1,2,2,3,3,2,-1,2,-2,7,6,7,0,-3,0
4223,2017-12-01 09:45:00,29,-1.12,0,-1.68,0,1,0,0,1,0,0,0,1,0,2017,48,4,1,6,1,4,-1,8,-8,8,4,11,-9,7,1,14,-5,-2,0
4224,2017-12-04 10:00:00,24,2.2,0,2.52,0,0,2,0,0,2,0,0,0,1,2017,49,0,1,7,-1,7,-1,5,-1,7,-6,7,-2,6,6,14,-2,-1,0
4225,2017-12-05 08:30:00,68,-9.68,2,-18.46,4,0,0,2,0,0,2,0,0,1,2017,49,1,1,6,1,6,-1,5,0,3,-1,10,-9,8,3,26,-21,-22,1
4226,2017-12-05 09:45:00,30,-1.14,1,-0.73,0,0,0,1,1,0,0,0,1,0,2017,49,1,1,10,5,4,0,6,-4,10,-5,10,7,5,1,31,-15,-19,1
4227,2017-12-05 10:00:00,40,-2.0100000000000002,3,0.0,0,0,0,3,3,0,0,1,0,0,2017,49,1,1,10,-5,10,7,5,1,7,5,7,-5,8,-1,24,-1,-16,1
4228,2017-12-06 08:15:00,0,-0.09,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,49,2,1,8,-5,7,3,3,0,8,4,5,-3,6,-2,15,10,-16,1
4229,2017-12-06 09:59:00,37,-1.08,1,0.0,0,0,0,1,1,0,0,0,1,0,2017,49,2,1,7,1,5,2,5,-2,3,0,8,4,6,1,21,-18,-6,0
4230,2017-12-06 10:30:00,18,-3.63,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,49,2,1,5,-3,8,6,2,-1,7,-6,5,1,6,-4,22,-7,-12,0
4231,2017-12-07 08:30:00,69,-1.23,0,0.0,3,3,0,0,3,0,0,1,0,0,2017,49,3,1,6,3,9,-8,6,3,6,4,5,1,8,6,15,9,-7,0
4232,2017-12-07 10:30:00,46,-3.64,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,49,3,1,4,-1,5,0,5,2,6,3,5,4,11,-10,11,1,-1,0
4233,2017-12-07 15:00:00,12,0.76,0,-0.7,1,0,1,0,0,0,1,0,1,0,2017,49,3,1,5,5,3,-2,4,1,3,-1,4,2,2,-1,24,-23,-1,0
4234,2017-12-11 10:00:00,43,-0.11,0,4.11,2,1,0,0,0,1,0,0,1,0,2017,50,0,1,6,5,11,5,6,1,8,1,3,0,7,-7,19,17,-4,0
4235,2017-12-12 06:00:00,45,2.18,2,0.0,0,0,1,0,1,0,0,0,1,0,2017,50,1,1,2,0,3,1,4,4,4,-4,6,-4,3,-2,15,-8,0,0
4236,2017-12-12 14:00:00,25,-0.11,0,0.0,0,0,0,1,1,0,0,0,1,0,2017,50,1,1,1,1,2,2,3,2,4,-2,4,0,2,-2,15,7,0,0
4237,2017-12-13 10:30:00,18,-2.43,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,50,2,1,3,-2,6,-5,7,4,11,8,5,-4,4,0,18,-1,-2,0
4238,2017-12-13 14:00:00,26,0.0,0,0.0,0,3,0,0,3,0,0,1,0,0,2017,50,2,1,30,5,18,10,10,7,12,-5,7,0,5,-2,16,11,-4,0
4239,2017-12-14 10:00:00,5,0.0,0,0.0,0,1,0,0,1,0,0,0,1,0,2017,50,3,1,5,1,8,-3,7,-3,7,0,10,-9,9,-5,32,-19,-5,0
4240,2017-12-14 10:30:00,46,-5.41,1,0.0,0,1,0,0,1,0,0,0,1,0,2017,50,3,1,10,-7,8,7,5,-5,4,1,7,-2,7,1,32,-20,-11,0
4241,2017-12-15 08:30:00,21,-0.18,0,0.0,0,0,0,2,2,0,0,0,0,1,2017,50,4,1,8,5,6,-5,3,-1,10,-7,3,0,7,3,18,6,-12,0
4242,2017-12-15 16:00:00,66,-0.76,0,0.0,0,0,0,1,1,0,0,0,1,0,2017,50,4,1,3,2,2,-2,3,1,1,0,2,-1,1,1,6,-3,-5,0
