,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_candle_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_candle_max_30_120_after,reaction_max_30_120_after
1184,2012-06-26 10:00:00,4,-0.32,0,-0.79,1,0,0,1,0,0,1,1,2012,26,1,1,11,9,10,3,7,-3,13,-11,5,-1,9,-6,31,13,13,0
1185,2012-06-27 08:30:00,8,-0.29,0,0.0,0,0,0,1,1,0,0,1,2012,26,2,1,6,4,9,7,11,-9,8,-4,8,-1,6,1,24,-13,12,0
1186,2012-06-27 10:00:00,24,1.44,1,0.0,0,0,1,0,1,0,0,1,2012,26,2,1,12,10,8,-5,10,1,11,-4,8,3,6,0,28,-8,3,0
1187,2012-06-28 08:30:00,32,-0.21,0,-3.3,1,1,0,0,0,0,1,1,2012,26,3,1,14,7,7,-3,7,-1,12,9,6,-4,4,0,38,-25,17,0
1188,2012-07-02 10:00:00,17,-1.68,1,0.0,0,0,0,1,1,0,0,1,2012,27,0,1,11,-4,14,-9,7,0,7,-5,7,0,13,-11,11,0,20,0
1189,2012-07-05 08:15:00,0,2.76,1,-0.18,0,0,1,0,1,0,0,1,2012,27,3,1,15,3,28,-18,8,1,15,-4,23,-21,13,4,103,-82,13,0
1190,2012-07-05 08:30:00,32,2.21,1,-1.41,0,0,1,0,1,0,0,1,2012,27,3,1,15,-4,23,-21,13,4,9,3,13,10,10,-5,122,-101,3,0
1191,2012-07-05 10:00:00,18,-0.46,0,0.0,0,0,0,1,1,0,0,1,2012,27,3,1,12,-10,9,3,11,-4,11,5,6,0,11,5,39,-20,10,0
1192,2012-07-06 08:30:00,22_33,-0.22,0,0.25,0,1,0,1,1,1,0,2,2012,27,4,2,24,-13,19,2,18,-8,12,-9,17,-10,16,-9,30,-3,8,0
1193,2012-07-11 08:30:00,31,-0.05,0,-0.92,0,1,0,0,1,0,0,1,2012,28,2,1,9,-2,9,7,6,3,5,2,6,-2,3,1,26,-18,22,0
1194,2012-07-12 08:30:00,32,3.37,1,-1.22,0,0,1,0,1,0,0,1,2012,28,3,1,20,-12,5,0,8,4,4,1,7,6,5,-2,22,6,6,0
1195,2012-07-13 08:30:00,23,5.26,1,0.0,0,0,1,0,1,0,0,1,2012,28,4,1,9,-5,7,3,6,-3,7,5,17,-13,8,-7,20,-4,87,1
1196,2012-07-13 09:55:00,28,-0.85,0,-1.09,1,0,0,1,0,0,1,1,2012,28,4,1,11,5,11,3,19,9,9,-4,7,-1,8,-6,83,53,13,0
1197,2012-07-16 08:30:00,10_29,-3.8200000000000003,2,0.0,0,0,0,2,2,0,0,2,2012,29,0,2,23,18,18,13,6,2,7,5,13,6,11,9,28,-8,7,0
1198,2012-07-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2012,29,1,1,7,3,3,2,7,-1,4,1,4,2,6,1,17,-8,5,0
1199,2012-07-18 08:30:00,3,-0.39,0,0.0,0,1,0,0,1,0,0,1,2012,29,2,1,11,4,10,-5,11,-9,4,-3,12,5,8,-3,24,0,43,1
1200,2012-07-19 08:30:00,32,-1.32,1,-1.63,0,0,0,1,1,0,0,1,2012,29,3,1,18,-8,6,2,7,-1,7,-2,18,-13,7,-4,26,13,4,0
1201,2012-07-19 10:00:00,25_14,-5.2299999999999995,1,0.63,3,0,0,2,1,1,0,2,2012,29,3,2,16,1,11,-2,12,-4,11,8,4,1,7,4,45,-28,14,0
1202,2012-07-25 10:00:00,21,-1.76,0,0.79,1,0,0,1,0,1,0,1,2012,30,2,1,13,-10,6,4,8,5,8,-3,9,-3,7,2,36,-13,7,0
1203,2012-07-26 08:30:00,32_8,0.6799999999999999,1,-0.8,0,0,1,1,1,1,0,2,2012,30,3,2,26,18,18,-2,12,5,14,2,7,2,8,-4,42,22,36,1
1204,2012-07-26 10:00:00,24,-0.5,0,-0.63,1,0,0,1,0,0,1,1,2012,30,3,1,14,1,31,27,11,-10,12,-9,4,2,14,-8,25,-5,9,0
1205,2012-07-27 08:30:00,1,0.0,0,-0.85,0,1,0,0,0,0,1,1,2012,30,4,1,20,-15,31,-18,17,-5,14,-9,14,10,10,0,44,30,74,1
1206,2012-07-31 10:00:00,4,0.94,1,1.06,0,0,1,0,0,1,0,1,2012,31,1,1,16,-9,11,-5,13,10,9,4,7,3,8,1,34,-3,33,1
1207,2012-08-01 08:15:00,0,0.88,1,-0.46,0,0,1,0,1,0,0,1,2012,31,2,1,7,-1,11,-2,11,10,11,-6,6,-3,8,2,23,-11,20,0
1208,2012-08-01 10:00:00,17,-0.29,0,0.0,0,0,0,1,1,0,0,1,2012,31,2,1,14,11,12,-10,11,-8,12,-9,7,4,2,1,17,8,10,0
1209,2012-08-02 08:30:00,32,0.51,1,-2.98,0,0,1,0,1,0,0,1,2012,31,3,1,41,31,74,-51,51,-42,36,-21,52,-49,33,9,113,72,43,1
1210,2012-08-03 08:30:00,22_33,0.17999999999999994,1,-0.52,1,0,1,1,1,0,1,2,2012,31,4,2,33,-11,25,16,31,22,21,-16,15,-10,18,15,57,-34,89,1
1211,2012-08-03 10:00:00,18,0.42,0,0.0,0,0,1,0,1,0,0,1,2012,31,4,1,11,5,17,-12,8,2,7,2,20,16,8,4,87,61,55,1
1212,2012-08-09 08:30:00,31_32,1.77,2,-3.5,1,0,2,0,2,0,0,2,2012,32,3,2,9,5,10,2,5,-3,5,1,7,-6,9,5,17,-5,6,0
1213,2012-08-14 08:30:00,10_29_23,2.62,2,-2.51,2,1,2,0,1,0,2,3,2012,33,1,3,12,0,10,-6,14,-7,11,-6,8,-2,5,0,20,1,8,0
1214,2012-08-15 08:30:00,7,-2.24,0,0.0,0,0,0,1,1,0,0,1,2012,33,2,1,17,10,13,-3,13,-8,10,4,11,4,6,1,24,-5,10,0
1215,2012-08-16 08:30:00,32_3,1.3599999999999999,1,-3.35,0,1,1,0,2,0,0,2,2012,33,3,2,14,12,8,6,12,10,9,4,7,2,7,3,27,6,32,1
1216,2012-08-16 10:00:00,25,-0.3,0,0.0,0,0,0,1,1,0,0,1,2012,33,3,1,9,-5,8,7,6,1,6,6,12,5,9,6,21,3,14,0
1217,2012-08-17 09:55:00,28,0.63,0,-0.21,0,0,1,0,1,0,0,1,2012,33,4,1,8,7,22,-15,8,-2,16,-10,14,3,7,-5,43,-36,17,0
1218,2012-08-22 09:20:00,14,-0.44,0,0.0,0,0,0,1,1,0,0,1,2012,34,2,1,7,2,9,4,11,-3,8,6,9,6,18,16,28,-14,13,0
1219,2012-08-23 08:30:00,32,-0.41,0,-2.24,0,0,0,1,1,0,0,1,2012,34,3,1,18,-3,13,-6,6,1,8,3,5,-2,5,-2,28,2,21,0
1220,2012-08-23 10:00:00,21,0.51,0,0.55,1,0,1,0,0,1,0,1,2012,34,3,1,7,-1,4,1,8,-1,7,-3,10,6,24,18,17,-6,22,0
1221,2012-08-24 08:30:00,8,-1.2,0,-7.25,1,0,0,1,0,0,1,1,2012,34,4,1,9,5,12,-4,12,-9,20,-18,12,9,8,1,22,10,26,1
1222,2012-08-28 10:00:00,4,-1.55,1,-0.69,1,0,0,1,0,0,1,1,2012,35,1,1,13,12,11,-6,14,10,8,-1,7,2,5,-3,29,5,15,0
1223,2012-08-29 08:30:00,26,0.0,0,-1.08,1,1,0,0,1,0,0,1,2012,35,2,1,9,-2,22,18,9,-7,10,2,8,-2,10,-2,15,1,8,0
1224,2012-08-29 10:00:00,24,0.32,0,0.0,0,0,1,0,1,0,0,1,2012,35,2,1,7,-1,5,4,5,3,15,-11,7,1,8,5,36,-24,25,0
1225,2012-08-30 08:30:00,32,-0.3,0,-2.24,0,1,0,0,1,0,0,1,2012,35,3,1,7,-5,10,9,7,3,5,-3,8,-6,4,-1,17,3,15,0
1226,2012-09-04 10:00:00,17,-0.27,0,0.0,0,0,0,1,1,0,0,1,2012,36,1,1,20,18,16,-14,8,4,13,-5,10,-3,5,-2,31,8,15,0
1227,2012-09-06 08:15:00,0,1.16,1,1.13,0,0,1,0,0,1,0,1,2012,36,3,1,15,-7,15,3,17,-11,26,-4,28,-19,19,3,38,26,29,1
1228,2012-09-06 08:30:00,32,-0.5,0,-3.35,0,1,0,0,1,0,0,1,2012,36,3,1,26,-4,28,-19,19,3,29,-16,10,-3,14,6,38,0,15,0
1229,2012-09-06 10:00:00,18,1.26,0,0.0,0,0,1,0,1,0,0,1,2012,36,3,1,15,10,10,0,6,0,13,-8,12,7,8,5,46,-11,37,1
1230,2012-09-07 08:30:00,22_33,1.56,1,-0.79,1,0,1,1,1,0,1,2,2012,36,4,2,30,15,21,21,12,-4,30,25,9,-7,8,4,39,6,30,1
1231,2012-09-11 08:30:00,31,0.63,0,3.7,2,0,1,0,0,1,0,1,2012,37,1,1,8,-6,5,3,9,9,8,-1,18,14,14,7,22,-1,17,0
1232,2012-09-13 08:30:00,32_23,-0.31000000000000005,1,-3.65,0,0,1,1,2,0,0,2,2012,37,3,2,7,-3,6,-3,13,-8,7,5,5,0,4,-1,11,4,7,0
1233,2012-09-14 08:30:00,10_29_7,-1.5500000000000003,0,-1.75,1,0,2,1,2,0,1,3,2012,37,4,3,9,0,10,3,7,-5,6,3,8,2,7,3,29,-24,70,1
1234,2012-09-14 09:55:00,28,2.59,1,0.59,0,0,1,0,0,1,0,1,2012,37,4,1,19,14,26,18,9,-4,8,1,11,-3,10,-6,60,43,5,0
1235,2012-09-19 08:30:00,3,-0.34,0,0.0,0,1,0,0,1,0,0,1,2012,38,2,1,9,-5,6,3,12,5,11,10,9,0,8,5,25,-7,31,1
1236,2012-09-19 10:00:00,14,2.29,1,0.0,0,0,1,0,1,0,0,1,2012,38,2,1,25,23,10,0,13,11,8,-4,9,-2,9,5,36,-1,25,0
1237,2012-09-20 08:30:00,32,-1.92,0,-5.48,0,0,0,1,1,0,0,1,2012,38,3,1,9,4,10,-9,11,-10,9,1,7,1,5,2,19,10,4,0
1238,2012-09-20 10:00:00,25,0.31,0,0.0,0,0,1,0,1,0,0,1,2012,38,3,1,12,10,7,4,13,7,10,-8,5,-3,6,3,25,-20,16,0
1239,2012-09-25 10:00:00,4,1.85,1,1.24,0,0,1,0,0,1,0,1,2012,39,1,1,13,12,16,5,7,0,12,-3,6,2,9,-3,22,-13,14,0
1240,2012-09-26 10:00:00,21,-0.49,0,-0.14,0,0,0,1,1,0,0,1,2012,39,2,1,14,13,8,-3,7,-2,5,3,19,-15,6,-2,19,-8,18,0
1241,2012-09-27 08:30:00,32_8,2.2700000000000005,2,-6.930000000000001,1,0,1,1,1,0,1,2,2012,39,3,2,16,0,11,4,7,3,6,0,9,6,12,-10,28,9,7,0
1242,2012-09-27 10:00:00,24,-0.54,1,0.37,0,0,0,1,0,1,0,1,2012,39,3,1,11,-4,11,-7,10,3,8,-5,5,0,8,-5,16,-4,22,0
1243,2012-10-01 10:00:00,17,1.14,0,0.0,0,0,1,0,1,0,0,1,2012,40,0,1,25,18,12,6,12,-10,6,2,18,-14,6,0,34,-15,14,0
1244,2012-10-03 08:15:00,0,0.31,0,-1.69,1,0,1,0,0,0,1,1,2012,40,2,1,17,7,11,3,6,0,9,-6,10,-3,15,-13,21,-2,21,0
1245,2012-10-03 10:00:00,18,1.51,1,0.0,0,0,1,0,1,0,0,1,2012,40,2,1,18,-4,11,3,18,16,7,6,10,-4,6,-3,18,0,7,0
1246,2012-10-04 08:30:00,32,-0.33,0,-7.3,0,1,0,0,1,0,0,1,2012,40,3,1,28,20,12,-4,15,3,18,-15,13,10,15,8,48,20,9,0
1247,2012-10-05 08:30:00,22_33,3.07,1,1.63,1,1,1,0,1,1,0,2,2012,40,4,2,26,4,16,6,15,4,15,1,9,-6,12,6,28,-3,33,1
1248,2012-10-11 08:30:00,31_32,2.36,1,-3.5,0,1,1,0,2,0,0,2,2012,41,3,2,11,-3,9,3,7,2,8,-8,4,0,6,6,18,3,25,0
1249,2012-10-12 08:30:00,23,0.65,0,0.0,0,0,1,0,1,0,0,1,2012,41,4,1,18,13,13,-9,5,3,9,-3,8,6,9,4,22,2,3,0
1250,2012-10-12 09:55:00,28,1.55,1,-0.96,1,0,1,0,0,0,1,1,2012,41,4,1,7,3,6,0,10,-9,6,3,4,0,11,-8,21,-7,2,0
1251,2012-10-15 08:30:00,10_29,2.26,2,3.54,1,0,2,0,0,2,0,2,2012,42,0,2,7,1,8,-5,4,3,5,-4,12,-8,6,1,8,-7,7,0
1252,2012-10-16 08:30:00,7,-1.83,0,0.0,0,0,0,1,1,0,0,1,2012,42,1,1,8,0,7,-5,4,-1,3,-1,5,4,4,-1,49,40,11,0
1253,2012-10-17 08:30:00,3,2.64,1,0.0,0,0,1,0,1,0,0,1,2012,42,2,1,10,-6,10,-4,7,5,7,5,10,-3,6,-2,19,10,16,0
1254,2012-10-18 08:30:00,32,-1.16,1,-3.59,0,0,0,1,1,0,0,1,2012,42,3,1,10,-7,7,1,4,1,7,0,4,-3,3,-1,19,7,15,0
1255,2012-10-18 10:00:00,25,0.51,1,0.0,0,0,1,0,1,0,0,1,2012,42,3,1,13,-3,11,-3,7,-2,15,-10,8,-2,6,2,20,4,26,1
1256,2012-10-19 10:00:00,14,-0.11,0,-0.31,0,1,0,0,1,0,0,1,2012,42,4,1,9,-4,6,3,15,-15,8,-2,6,2,7,5,26,-14,9,0
1257,2012-10-24 10:00:00,21,0.18,0,-0.72,0,0,1,0,0,0,1,1,2012,43,2,1,13,-7,10,-6,7,-3,8,0,5,3,6,-2,18,19,6,0
1258,2012-10-25 08:30:00,32_8,2.1,1,-6.38,1,1,1,0,1,0,1,2,2012,43,3,2,18,-7,7,-6,8,2,8,3,4,2,4,-1,27,-12,14,0
1259,2012-10-25 10:00:00,24,-0.52,0,0.0,0,0,0,1,1,0,0,1,2012,43,3,1,6,0,7,0,6,-1,7,3,8,-4,2,0,25,-11,1,0
1260,2012-10-26 08:30:00,1,0.44,0,-0.55,0,0,1,0,0,0,1,1,2012,43,4,1,12,-6,19,10,15,8,10,-2,7,0,8,-5,21,5,41,1
1261,2012-11-01 08:15:00,0,0.59,0,-5.95,2,0,1,0,1,0,0,1,2012,44,3,1,7,-3,6,4,4,-3,13,10,4,-1,9,8,19,11,4,0
1262,2012-11-01 08:30:00,32,0.4,0,-3.59,0,0,1,0,1,0,0,1,2012,44,3,1,13,10,4,-1,9,8,4,3,4,1,6,-5,15,-3,10,0
1263,2012-11-01 10:00:00,4_17,0.30000000000000004,0,-2.89,1,1,1,0,1,0,1,2,2012,44,3,2,11,-5,4,2,11,7,5,0,6,-3,4,-3,14,0,4,0
1264,2012-11-02 08:30:00,22_33,0.93,1,1.04,1,1,1,0,1,1,0,2,2012,44,4,2,24,-15,25,-18,10,2,13,3,13,13,11,-7,29,6,10,0
1265,2012-11-05 10:00:00,18,-0.36,0,0.0,0,0,0,1,1,0,0,1,2012,45,0,1,13,9,6,-5,6,1,10,-7,7,5,8,-7,17,-11,12,0
1266,2012-11-08 08:30:00,31_32,2.2,2,-0.54,1,0,2,0,2,0,0,2,2012,45,3,2,18,-6,21,18,11,-2,21,4,11,6,16,7,35,-16,13,0
1267,2012-11-09 09:55:00,28,0.6,1,-0.47,1,0,1,0,1,0,0,1,2012,45,4,1,4,2,10,7,11,6,5,-2,11,-7,6,1,16,13,5,0
1268,2012-11-14 08:30:00,10_29_23,-1.5899999999999999,1,1.21,0,0,0,3,1,2,0,3,2012,46,2,3,10,0,15,-9,7,-3,7,2,5,2,3,0,30,13,16,0
1269,2012-11-15 08:30:00,32_7,-1.81,3,-3.96,1,0,1,1,1,0,1,2,2012,46,3,2,8,-5,8,4,4,1,6,-4,5,2,4,-2,13,5,38,1
1270,2012-11-15 10:00:00,25,-1.39,1,0.0,0,0,0,1,1,0,0,1,2012,46,3,1,19,8,11,5,5,3,6,4,5,0,6,-5,32,21,3,0
1271,2012-11-19 10:00:00,14,0.16,0,-1.83,2,0,1,0,0,0,1,1,2012,47,0,1,9,-1,8,-6,5,2,17,14,5,-1,7,-1,21,15,29,1
1272,2012-11-20 08:30:00,3,0.0,0,0.0,0,1,0,0,1,0,0,1,2012,47,1,1,7,-1,6,-1,3,-1,5,4,7,-5,4,-1,35,4,16,0
1273,2012-11-21 08:30:00,32,0.16,0,-5.54,3,0,1,0,0,0,1,1,2012,47,2,1,6,-5,4,1,7,7,7,-1,11,6,5,1,19,10,14,0
1274,2012-11-27 08:30:00,8,1.85,1,-0.48,0,0,1,0,0,0,1,1,2012,48,1,1,9,-2,9,-5,7,0,3,2,6,-2,6,-4,18,-3,7,0
1275,2012-11-27 10:00:00,4,0.12,0,0.84,0,0,1,0,0,1,0,1,2012,48,1,1,20,-14,5,2,6,-1,5,-2,7,-3,8,4,23,-6,22,0
1276,2012-11-28 10:00:00,21,-1.14,0,-2.22,1,0,0,1,0,0,1,1,2012,48,2,1,16,-12,9,6,7,4,5,-2,14,11,7,-1,19,-2,23,0
1277,2012-11-29 08:30:00,32_26,-0.49,0,-2.04,2,1,0,1,1,0,1,2,2012,48,3,2,8,2,7,-5,3,2,9,-7,6,-1,5,0,16,10,24,0
1278,2012-11-29 10:00:00,24,1.42,1,-0.38,0,0,1,0,1,0,0,1,2012,48,3,1,12,-2,17,-12,18,-10,8,-2,7,-2,4,1,28,20,13,0
1279,2012-12-03 10:00:00,17,-1.33,1,0.0,0,0,0,1,1,0,0,1,2012,49,0,1,10,2,7,-2,5,1,4,0,7,3,5,-1,19,-9,26,1
1280,2012-12-05 08:15:00,0,-0.45,0,-0.05,0,0,0,1,1,0,0,1,2012,49,2,1,7,-4,8,7,7,-1,8,-2,5,0,6,0,14,-3,12,0
1281,2012-12-05 10:00:00,18,0.94,0,0.0,0,0,1,0,1,0,0,1,2012,49,2,1,12,-6,7,2,5,2,5,0,5,1,4,0,18,8,3,0
1282,2012-12-06 08:30:00,32,0.24,0,-0.45,0,0,1,0,1,0,0,1,2012,49,3,1,13,-9,16,6,15,-8,8,-3,27,-22,10,-2,29,4,1,0
1283,2012-12-07 08:30:00,22_33,2.44,2,-1.1,1,0,2,0,1,0,1,2,2012,49,4,2,31,-13,16,-9,14,0,13,2,10,6,10,7,39,-17,20,0
1284,2012-12-07 09:55:00,28,-2.84,1,-3.35,1,0,0,1,0,0,1,1,2012,49,4,1,7,5,10,4,6,3,6,-3,8,-3,7,4,25,-2,41,1
1285,2012-12-11 08:30:00,31,-0.24,0,1.74,2,1,0,0,0,1,0,1,2012,50,1,1,3,1,8,-5,3,0,7,3,5,4,7,1,12,0,9,0
1286,2012-12-13 08:30:00,32_10_29_23,-0.38999999999999996,2,-0.43,0,1,1,2,4,0,0,4,2012,50,3,4,18,-9,7,-5,5,4,5,-2,6,3,5,4,26,11,20,0
1287,2012-12-14 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2012,50,4,1,10,-7,11,-5,6,0,4,2,3,-2,8,6,14,-7,21,0
1288,2012-12-19 08:30:00,3,-0.51,0,0.0,0,1,0,0,1,0,0,1,2012,51,2,1,5,0,6,-3,4,0,4,0,4,-2,4,-2,20,9,6,0
1289,2012-12-20 08:30:00,32,-0.08,0,-0.24,1,1,0,0,1,0,0,1,2012,51,3,1,12,10,7,1,16,11,13,12,7,0,5,-1,23,-2,4,0
1290,2012-12-20 10:00:00,25_14,2.48,2,-0.65,1,0,2,0,1,0,1,2,2012,51,3,2,10,-4,6,0,24,-19,18,-14,8,5,6,1,30,-13,1,0
1291,2012-12-21 08:30:00,8,1.07,1,0.68,0,0,1,0,0,1,0,1,2012,51,4,1,9,1,11,2,11,-6,8,2,5,-3,8,3,19,-9,4,0
1292,2012-12-27 08:30:00,32,1.35,1,-0.22,1,0,1,0,1,0,0,1,2012,52,3,1,8,1,6,4,4,4,5,-2,4,4,5,-1,20,-8,6,0
1293,2012-12-27 10:00:00,21_4,-1.4700000000000002,1,-2.39,2,0,0,2,0,0,2,2,2012,52,3,2,8,5,6,1,7,-3,12,-10,25,-21,17,-2,15,-14,18,0
1294,2012-12-28 10:00:00,24,0.7,0,-0.77,0,0,1,0,0,0,1,1,2012,52,4,1,3,2,9,-5,4,-2,8,5,5,-2,9,-8,30,16,15,0
1295,2013-01-02 10:00:00,17,0.37,0,0.0,0,0,1,0,1,0,0,1,2013,1,2,1,5,4,6,-4,7,3,10,-9,5,-1,9,8,22,6,1,0
1296,2013-01-03 08:15:00,0,3.05,1,1.36,1,0,1,0,0,1,0,1,2013,1,3,1,16,-11,7,-2,8,7,14,7,7,-2,6,5,21,-2,6,0
1297,2013-01-03 08:30:00,32,-1.38,1,-5.79,3,0,0,1,0,0,1,1,2013,1,3,1,14,7,7,-2,6,5,4,2,5,-1,4,3,24,1,5,0
1298,2013-01-04 08:30:00,22_33,-0.64,0,0.42,0,1,0,1,1,1,0,2,2013,1,4,2,28,16,23,-11,15,10,9,6,21,8,8,2,32,0,23,0
1299,2013-01-04 10:00:00,18,2.2,1,0.0,0,0,1,0,1,0,0,1,2013,1,4,1,15,-12,8,-1,6,-3,6,-2,6,2,3,-2,31,22,16,0
1300,2013-01-10 08:30:00,32,-0.63,0,1.06,3,0,0,1,0,1,0,1,2013,2,3,1,21,-12,15,13,37,30,20,17,16,7,19,15,30,16,42,1
1301,2013-01-11 08:30:00,31,-3.5,1,-0.11,0,0,0,1,1,0,0,1,2013,2,4,1,29,25,8,-3,14,-5,7,0,9,5,7,-5,92,66,26,1
1302,2013-01-15 08:30:00,10_29_23,1.09,0,0.0,0,0,2,1,1,1,1,3,2013,3,1,3,20,12,10,-7,6,2,6,-4,4,1,16,13,23,-3,19,0
1303,2013-01-16 08:30:00,7,-1.12,0,0.0,0,0,0,1,1,0,0,1,2013,3,2,1,8,6,13,-8,7,3,6,-1,9,-3,11,0,49,-27,26,1
1304,2013-01-17 08:30:00,32_3,1.73,1,-0.16,1,1,1,0,2,0,0,2,2013,3,3,2,20,-14,6,-1,8,-5,10,4,8,-4,10,-8,20,6,15,0
1305,2013-01-17 10:00:00,25,-1.56,1,0.0,0,0,0,1,1,0,0,1,2013,3,3,1,14,9,7,0,6,1,8,0,6,-5,7,4,22,1,15,0
1306,2013-01-18 09:55:00,28,-0.71,1,-1.52,1,0,0,1,0,0,1,1,2013,3,4,1,8,6,11,-10,9,-1,8,-6,6,0,5,-1,25,-9,7,0
1307,2013-01-22 10:00:00,14,-1.18,1,-1.96,1,0,0,1,0,0,1,1,2013,4,1,1,8,-1,11,-2,7,-3,11,-5,10,5,22,-19,20,1,22,0
1308,2013-01-24 08:30:00,32,1.42,1,0.0,1,0,1,0,1,0,0,1,2013,4,3,1,21,-16,10,6,17,13,10,-5,12,5,8,2,35,19,12,0
1309,2013-01-25 10:00:00,21,-1.68,0,2.02,1,0,0,1,0,1,0,1,2013,4,4,1,13,-5,4,-1,7,-5,6,-2,5,-3,6,-1,23,18,16,0
1310,2013-01-28 08:30:00,8,0.29,0,-0.68,0,0,1,0,0,0,1,1,2013,5,0,1,6,-4,9,-2,7,5,17,13,9,3,17,8,12,2,14,0
1311,2013-01-28 10:00:00,24,-1.73,1,-0.67,0,0,0,1,1,0,0,1,2013,5,0,1,14,-9,18,-16,12,-5,8,-2,15,14,5,0,26,2,20,0
1312,2013-01-29 10:00:00,4,-1.21,1,1.12,1,0,0,1,0,1,0,1,2013,5,1,1,12,3,13,-9,10,2,6,2,7,7,16,-11,50,42,6,0
1313,2013-01-30 08:15:00,0,0.77,0,-1.03,1,0,1,0,0,0,1,1,2013,5,2,1,13,-5,6,2,6,2,11,1,15,5,11,1,16,-9,23,0
1314,2013-01-30 08:30:00,1,-5.54,1,3.24,1,0,0,1,0,1,0,1,2013,5,2,1,11,1,15,5,11,1,11,5,9,-7,8,-8,16,-1,33,1
1315,2013-01-31 08:30:00,32,-0.27,0,0.0,1,0,0,1,1,0,0,1,2013,5,3,1,4,2,8,-2,6,2,10,-4,6,3,14,12,13,-8,13,0
1316,2013-02-01 08:30:00,22_33,-0.62,0,1.19,1,1,0,1,1,1,0,2,2013,5,4,2,21,9,23,19,11,1,9,0,13,-9,9,0,24,-8,6,0
1317,2013-02-01 10:00:00,17,1.68,1,0.0,0,0,1,0,1,0,0,1,2013,5,4,1,25,12,16,9,12,7,13,10,21,11,10,-5,67,-59,67,1
1318,2013-02-05 10:00:00,18,0.0,0,0.0,0,1,0,0,1,0,0,1,2013,6,1,1,19,15,11,7,9,-7,16,-11,9,-3,9,-1,47,12,64,1
1319,2013-02-07 08:30:00,32,-0.21,0,-0.48,0,0,0,1,1,0,0,1,2013,6,3,1,8,-2,29,-21,25,-10,36,-22,25,-8,22,-19,36,-24,15,0
1320,2013-02-08 08:30:00,31,1.68,1,-0.12,0,0,1,0,1,0,0,1,2013,6,4,1,9,3,9,4,10,9,7,-5,5,3,7,-3,44,-41,33,1
1321,2013-02-13 08:30:00,10_29,0.39,0,0.0,0,1,1,0,2,0,0,2,2013,7,2,2,11,2,6,-3,11,-8,5,3,11,6,6,3,50,-33,8,0
1322,2013-02-14 08:30:00,32,0.94,1,-0.68,0,0,1,0,1,0,0,1,2013,7,3,1,12,8,4,0,4,-1,7,-4,10,-4,8,-1,18,-2,18,0
1323,2013-02-15 09:55:00,28,0.26,0,0.0,0,0,1,0,1,0,0,1,2013,7,4,1,8,0,10,7,6,2,10,-1,7,3,9,0,18,-18,3,0
1324,2013-02-20 08:30:00,23_3,-0.48,0,-1.01,0,1,0,1,2,0,0,2,2013,8,2,2,11,10,3,-2,6,-1,6,3,4,1,7,-1,17,-1,4,0
1325,2013-02-21 08:30:00,32_7,0.6400000000000001,1,-0.77,1,0,1,1,2,0,0,2,2013,8,3,2,10,3,6,3,5,0,7,-4,5,0,6,4,23,6,32,1
1326,2013-02-21 10:00:00,25_14,-1.1300000000000001,1,-1.57,1,0,1,1,1,0,1,2,2013,8,3,2,34,29,15,-9,10,-3,5,-3,6,3,6,2,34,2,14,0
1327,2013-02-26 10:00:00,21_4,7.699999999999999,2,0.49,0,0,2,0,1,1,0,2,2013,9,1,2,32,-16,27,-27,19,-8,20,14,14,-6,18,-5,38,31,42,1
1328,2013-02-27 08:30:00,8,1.03,1,-0.64,0,0,1,0,0,0,1,1,2013,9,2,1,10,1,12,2,9,4,8,8,7,-6,7,-4,37,-33,42,1
1329,2013-02-27 10:00:00,24,0.77,0,15.83,3,0,1,0,0,1,0,1,2013,9,2,1,12,-5,10,3,21,19,11,-7,13,12,22,-7,29,14,3,0
1330,2013-02-28 08:30:00,32_26,-0.8500000000000001,2,-9.0,0,0,1,1,2,0,0,2,2013,9,3,2,11,2,10,9,9,-1,19,-15,8,0,6,-1,21,10,6,0
1331,2013-03-01 10:00:00,17,0.91,0,0.0,0,0,1,0,1,0,0,1,2013,9,4,1,21,-9,15,12,13,-7,16,-13,9,-1,13,9,40,-16,11,0
1332,2013-03-05 10:00:00,18,0.94,0,0.0,0,0,1,0,1,0,0,1,2013,10,1,1,17,-12,8,-5,11,-4,11,-9,8,4,5,-2,27,2,12,0
1333,2013-03-06 08:15:00,0,0.77,0,0.78,1,0,1,0,0,1,0,1,2013,10,2,1,11,-7,12,-6,8,7,5,2,7,-3,8,-3,18,1,7,0
1334,2013-03-07 08:30:00,31_32,0.72,1,-2.4899999999999998,0,0,1,1,2,0,0,2,2013,10,3,2,39,9,34,31,11,-4,32,6,19,5,23,4,46,-4,31,1
