,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,num_news
183,2008-01-04 10:00:00,18,0.75,-0.14974693904257844,0.0,0.75,-0.14974693904257844,0,1,0,1,0,0,1,1
184,2008-01-08 10:00:00,24,-271.43,-0.4425342709924783,516.67,245.23999999999995,0.3478257918034577,0,0,1,0,1,0,1,1
185,2008-01-11 08:30:00,31,-6.05,-1.6474918867420534,0.0,-6.05,-1.43333334018035,0,0,1,1,0,0,1,1
186,2008-01-15 08:30:00,10_29_23,-850.0,-2.786461206112539,-22.23,-872.23,-2.913633154524449,0,0,3,1,0,2,3,3
187,2008-01-16 08:30:00,7,0.0,-0.4472135954999581,0.0,0.0,-0.4472135954999579,1,0,0,1,0,0,1,1
188,2008-01-16 09:00:00,30,29.86,0.5323455791282683,0.0,29.86,0.6832977029272684,0,1,0,1,0,0,1,1
189,2008-01-17 08:30:00,3,-6.14,-1.1535533372625426,-0.87,-7.01,-0.9917415901659498,0,0,1,1,0,0,1,1
190,2008-01-18 10:00:00,28,7.62,1.5272173300630696,1.34,8.96,1.4453931084977492,0,1,0,0,1,0,1,1
191,2008-01-24 08:30:00,32,5.94,0.4503720368664611,-0.33,5.61,0.4882315074533281,0,1,0,1,0,0,1,1
192,2008-01-24 10:00:00,14,-1.21,-0.09407934370478736,0.0,-1.21,-0.14935091721223975,0,0,1,1,0,0,1,1
193,2008-01-28 10:00:00,21,-6.36,-0.4802339888728949,-2.01,-8.370000000000001,0.014408946040802981,0,0,1,0,0,1,1,1
194,2008-01-29 08:30:00,8,260.0,1.5965395622886622,42.86,302.86,1.4652956524284653,0,1,0,0,1,0,1,1
195,2008-01-29 10:00:00,4,1.03,0.8605004679024052,2.26,3.29,1.1160051994633062,0,1,0,0,1,0,1,1
196,2008-01-30 08:15:00,0,225.0,0.8438698235850891,7.5,232.5,0.8410621485989711,0,1,0,1,0,0,1,1
197,2008-01-30 08:30:00,1,-50.0,-1.330092126525226,25.64,-24.36,-0.2559976653325789,0,0,1,0,1,0,1,1
198,2008-01-30 14:15:00,15,0.0,0.4472135954999579,17.65,17.65,1.732907185130556,1,0,0,1,0,0,1,1
199,2008-02-01 08:30:00,22_33,-124.15,-0.47667710906897687,355.56,231.41,0.5052790001919639,0,1,1,1,1,0,2,2
200,2008-02-01 10:00:00,17,7.19,1.6106517756997676,0.0,7.19,1.6106517756997676,0,1,0,1,0,0,1,1
201,2008-02-05 10:00:00,18,-14.89,-1.7339411275790366,1.3,-13.59,-1.7240566779806974,0,0,1,1,0,0,1,1
202,2008-02-07 08:30:00,32,-4.71,-0.4052480402504165,-0.8,-5.51,-0.3982377561105935,0,0,1,1,0,0,1,1
203,2008-02-07 10:00:00,24,-50.0,0.029836381163527936,-15.38,-65.38,-0.6212807123028179,0,0,1,0,0,1,1,1
204,2008-02-13 08:30:00,10_29,300.0,1.2546544794439878,25.0,325.0,1.2033135248771554,0,2,0,1,1,0,2,2
205,2008-02-14 08:30:00,31,4.85,0.8399899093460297,0.0,4.85,0.6852696663775516,0,1,0,1,0,0,1,1
206,2008-02-15 09:00:00,30,-22.6,0.04048345205230395,0.0,-22.6,0.11571708509271506,0,0,1,1,0,0,1,1
207,2008-02-15 09:55:00,28,-8.42,-1.0583157772309384,-2.61,-11.03,-1.156904041073206,0,0,1,0,0,1,1,1
208,2008-02-20 08:30:00,7_3,50.0,1.636402591830393,-0.93,49.07,1.2598414340877806,1,1,0,2,0,0,2,2
