actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
5.7%,USD,2016-03-29 09:00:00,5.7%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.6%,accurate,13,2016-03-29 13:00:00+00:00,0.0,2016,1,3,Tuesday
96.2,USD,2016-03-29 10:00:00,93.9,better,High,CB Consumer Confidence,94.0,better,13,2016-03-29 14:00:00+00:00,2.45,2016,1,3,Tuesday
200K,USD,2016-03-30 08:15:00,195K,accurate,High,ADP Non-Farm Employment Change,205K,worse,13,2016-03-30 12:15:00+00:00,2.56,2016,1,3,Wednesday
2.3M,USD,2016-03-30 10:30:00,3.1M,accurate,High,Crude Oil Inventories,9.4M,accurate,13,2016-03-30 14:30:00+00:00,-25.81,2016,1,3,Wednesday
276K,USD,2016-03-31 08:30:00,266K,worse,High,Unemployment Claims,265K,accurate,13,2016-03-31 12:30:00+00:00,3.76,2016,1,3,Thursday
53.6,USD,2016-03-31 09:45:00,50.5,better,Medium,Chicago PMI,47.6,accurate,13,2016-03-31 13:45:00+00:00,6.14,2016,1,3,Thursday
-25B,USD,2016-03-31 10:30:00,-20B,accurate,Low,Natural Gas Storage,15B,accurate,13,2016-03-31 14:30:00+00:00,-25.0,2016,1,3,Thursday
0.3%,USD,2016-04-01 08:30:00,0.2%,better,High,Average Hourly Earnings m/m,-0.1%,accurate,13,2016-04-01 12:30:00+00:00,50.0,2016,2,4,Friday
215K,USD,2016-04-01 08:30:00,206K,better,High,Non-Farm Employment Change,245K,accurate,13,2016-04-01 12:30:00+00:00,4.37,2016,2,4,Friday
5.0%,USD,2016-04-01 08:30:00,4.9%,worse,High,Unemployment Rate,4.9%,accurate,13,2016-04-01 12:30:00+00:00,2.04,2016,2,4,Friday
51.5,USD,2016-04-01 09:45:00,51.5,accurate,Low,Final Manufacturing PMI,51.4,accurate,13,2016-04-01 13:45:00+00:00,0.0,2016,2,4,Friday
51.8,USD,2016-04-01 10:00:00,50.8,better,High,ISM Manufacturing PMI,49.5,accurate,13,2016-04-01 14:00:00+00:00,1.97,2016,2,4,Friday
91.0,USD,2016-04-01 10:00:00,90.6,accurate,Medium,Revised UoM Consumer Sentiment,90.0,accurate,13,2016-04-01 14:00:00+00:00,0.44,2016,2,4,Friday
-0.5%,USD,2016-04-01 10:00:00,0.2%,worse,Low,Construction Spending m/m,2.1%,better,13,2016-04-01 14:00:00+00:00,-350.0,2016,2,4,Friday
51.5,USD,2016-04-01 10:00:00,44.5,better,Low,ISM Manufacturing Prices,38.5,accurate,13,2016-04-01 14:00:00+00:00,15.73,2016,2,4,Friday
16.6M,USD,2016-04-01 01:00:00,17.6M,worse,Low,Total Vehicle Sales,17.5M,accurate,13,2016-04-01 05:00:00+00:00,-5.68,2016,2,4,Friday
5.08M,USD,2016-03-21 10:00:00,5.32M,worse,Medium,Existing Home Sales,5.47M,accurate,12,2016-03-21 14:00:00+00:00,-4.51,2016,1,3,Monday
0.5%,USD,2016-03-22 09:00:00,0.5%,accurate,Low,HPI m/m,0.5%,better,12,2016-03-22 13:00:00+00:00,0.0,2016,1,3,Tuesday
51.4,USD,2016-03-22 09:45:00,51.6,accurate,Low,Flash Manufacturing PMI,51.0,accurate,12,2016-03-22 13:45:00+00:00,-0.39,2016,1,3,Tuesday
22,USD,2016-03-22 09:59:00,-1,better,Low,Richmond Manufacturing Index,-4,accurate,12,2016-03-22 13:59:00+00:00,2300.0,2016,1,3,Tuesday
512K,USD,2016-03-23 10:00:00,512K,accurate,Medium,New Home Sales,502K,better,12,2016-03-23 14:00:00+00:00,0.0,2016,1,3,Wednesday
9.4M,USD,2016-03-23 10:30:00,2.5M,accurate,High,Crude Oil Inventories,1.3M,accurate,12,2016-03-23 14:30:00+00:00,276.0,2016,1,3,Wednesday
-1.0%,USD,2016-03-24 08:30:00,-0.2%,worse,High,Core Durable Goods Orders m/m,1.7%,accurate,12,2016-03-24 12:30:00+00:00,-400.0,2016,1,3,Thursday
265K,USD,2016-03-24 08:30:00,267K,accurate,High,Unemployment Claims,259K,better,12,2016-03-24 12:30:00+00:00,-0.75,2016,1,3,Thursday
-2.8%,USD,2016-03-24 08:30:00,-3.0%,better,Medium,Durable Goods Orders m/m,4.7%,worse,12,2016-03-24 12:30:00+00:00,6.67,2016,1,3,Thursday
51.0,USD,2016-03-24 09:45:00,51.3,accurate,Low,Flash Services PMI,49.7,accurate,12,2016-03-24 13:45:00+00:00,-0.58,2016,1,3,Thursday
15B,USD,2016-03-24 10:30:00,20B,accurate,Low,Natural Gas Storage,-1B,accurate,12,2016-03-24 14:30:00+00:00,-25.0,2016,1,3,Thursday
1.4%,USD,2016-03-25 08:30:00,1.0%,better,High,Final GDP q/q,1.0%,accurate,12,2016-03-25 12:30:00+00:00,40.0,2016,1,3,Friday
0.9%,USD,2016-03-25 08:30:00,0.9%,accurate,Low,Final GDP Price Index q/q,0.9%,accurate,12,2016-03-25 12:30:00+00:00,0.0,2016,1,3,Friday
-0.1%,USD,2016-03-15 08:30:00,-0.2%,better,High,Core Retail Sales m/m,-0.4%,worse,11,2016-03-15 12:30:00+00:00,50.0,2016,1,3,Tuesday
-0.2%,USD,2016-03-15 08:30:00,-0.2%,accurate,High,PPI m/m,0.1%,accurate,11,2016-03-15 12:30:00+00:00,0.0,2016,1,3,Tuesday
-0.1%,USD,2016-03-15 08:30:00,-0.1%,accurate,High,Retail Sales m/m,-0.4%,worse,11,2016-03-15 12:30:00+00:00,0.0,2016,1,3,Tuesday
0.0%,USD,2016-03-15 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.4%,accurate,11,2016-03-15 12:30:00+00:00,-100.0,2016,1,3,Tuesday
0.6,USD,2016-03-15 08:30:00,-10.3,better,Medium,Empire State Manufacturing Index,-16.6,accurate,11,2016-03-15 12:30:00+00:00,105.83,2016,1,3,Tuesday
0.1%,USD,2016-03-15 10:00:00,0.0%,worse,Low,Business Inventories m/m,0.1%,accurate,11,2016-03-15 14:00:00+00:00,100.0,2016,1,3,Tuesday
58,USD,2016-03-15 10:00:00,59,worse,Low,NAHB Housing Market Index,58,accurate,11,2016-03-15 14:00:00+00:00,-1.69,2016,1,3,Tuesday
-12.0B,USD,2016-03-15 16:00:00,3.2B,worse,Low,TIC Long-Term Purchases,-29.4B,accurate,11,2016-03-15 20:00:00+00:00,-475.0,2016,1,3,Tuesday
1.17M,USD,2016-03-16 08:30:00,1.20M,worse,High,Building Permits,1.20M,accurate,11,2016-03-16 12:30:00+00:00,-2.5,2016,1,3,Wednesday
-0.2%,USD,2016-03-16 08:30:00,-0.2%,accurate,High,CPI m/m,0.0%,accurate,11,2016-03-16 12:30:00+00:00,0.0,2016,1,3,Wednesday
0.3%,USD,2016-03-16 08:30:00,0.2%,better,High,Core CPI m/m,0.3%,accurate,11,2016-03-16 12:30:00+00:00,50.0,2016,1,3,Wednesday
1.18M,USD,2016-03-16 08:30:00,1.15M,better,Medium,Housing Starts,1.12M,accurate,11,2016-03-16 12:30:00+00:00,2.61,2016,1,3,Wednesday
76.7%,USD,2016-03-16 09:15:00,76.9%,worse,Medium,Capacity Utilization Rate,77.1%,accurate,11,2016-03-16 13:15:00+00:00,-0.26,2016,1,3,Wednesday
-0.5%,USD,2016-03-16 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,0.8%,worse,11,2016-03-16 13:15:00+00:00,-150.0,2016,1,3,Wednesday
1.3M,USD,2016-03-16 10:30:00,2.9M,accurate,High,Crude Oil Inventories,3.9M,accurate,11,2016-03-16 14:30:00+00:00,-55.17,2016,1,3,Wednesday
<0.50%,USD,2016-03-16 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,11,2016-03-16 18:00:00+00:00,0.0,2016,1,3,Wednesday
12.4,USD,2016-03-17 08:30:00,-1.4,better,High,Philly Fed Manufacturing Index,-2.8,accurate,11,2016-03-17 12:30:00+00:00,985.71,2016,1,3,Thursday
265K,USD,2016-03-17 08:30:00,267K,accurate,High,Unemployment Claims,258K,accurate,11,2016-03-17 12:30:00+00:00,-0.75,2016,1,3,Thursday
-125B,USD,2016-03-17 08:30:00,-117B,worse,Medium,Current Account,-130B,worse,11,2016-03-17 12:30:00+00:00,-6.84,2016,1,3,Thursday
5.54M,USD,2016-03-17 10:00:00,5.57M,accurate,Medium,JOLTS Job Openings,5.28M,worse,11,2016-03-17 14:00:00+00:00,-0.54,2016,1,3,Thursday
0.1%,USD,2016-03-17 10:00:00,0.2%,worse,Low,CB Leading Index m/m,-0.2%,accurate,11,2016-03-17 14:00:00+00:00,-50.0,2016,1,3,Thursday
-1B,USD,2016-03-17 10:30:00,-9B,accurate,Low,Natural Gas Storage,-57B,accurate,11,2016-03-17 14:30:00+00:00,88.89,2016,1,3,Thursday
90.0,USD,2016-03-18 10:00:00,92.1,worse,High,Prelim UoM Consumer Sentiment,91.7,better,11,2016-03-18 14:00:00+00:00,-2.28,2016,1,3,Friday
10.5B,USD,2016-03-07 15:00:00,16.8B,worse,Low,Consumer Credit m/m,21.4B,accurate,10,2016-03-07 20:00:00+00:00,-37.5,2016,1,3,Monday
92.9,USD,2016-03-08 06:00:00,94.5,worse,Low,NFIB Small Business Index,93.9,accurate,10,2016-03-08 11:00:00+00:00,-1.69,2016,1,3,Tuesday
0.3%,USD,2016-03-09 10:00:00,-0.2%,worse,Low,Final Wholesale Inventories m/m,0.0%,worse,10,2016-03-09 15:00:00+00:00,250.0,2016,1,3,Wednesday
3.9M,USD,2016-03-09 10:30:00,3.0M,accurate,High,Crude Oil Inventories,10.4M,accurate,10,2016-03-09 15:30:00+00:00,30.0,2016,1,3,Wednesday
259K,USD,2016-03-10 08:30:00,272K,better,High,Unemployment Claims,277K,accurate,10,2016-03-10 13:30:00+00:00,-4.78,2016,1,3,Thursday
-57B,USD,2016-03-10 10:30:00,-51B,accurate,Low,Natural Gas Storage,-48B,accurate,10,2016-03-10 15:30:00+00:00,-11.76,2016,1,3,Thursday
-192.6B,USD,2016-03-10 14:00:00,-198.3B,better,Low,Federal Budget Balance,55.2B,accurate,10,2016-03-10 19:00:00+00:00,2.87,2016,1,3,Thursday
-0.3%,USD,2016-03-11 08:30:00,-0.7%,better,Medium,Import Prices m/m,-1.0%,accurate,10,2016-03-11 13:30:00+00:00,57.14,2016,1,3,Friday
47.6,USD,2016-02-29 09:45:00,52.1,worse,Medium,Chicago PMI,55.6,accurate,9,2016-02-29 14:45:00+00:00,-8.64,2016,1,2,Monday
-2.5%,USD,2016-02-29 10:00:00,0.6%,worse,Medium,Pending Home Sales m/m,0.9%,better,9,2016-02-29 15:00:00+00:00,-516.67,2016,1,2,Monday
51.3,USD,2016-03-01 09:45:00,51.0,accurate,Low,Final Manufacturing PMI,51.0,accurate,9,2016-03-01 14:45:00+00:00,0.59,2016,1,3,Tuesday
49.5,USD,2016-03-01 10:00:00,48.5,better,High,ISM Manufacturing PMI,48.2,accurate,9,2016-03-01 15:00:00+00:00,2.06,2016,1,3,Tuesday
1.5%,USD,2016-03-01 10:00:00,0.5%,better,Low,Construction Spending m/m,0.6%,better,9,2016-03-01 15:00:00+00:00,200.0,2016,1,3,Tuesday
46.8,USD,2016-03-01 10:00:00,46.9,accurate,Low,IBD/TIPP Economic Optimism,47.8,accurate,9,2016-03-01 15:00:00+00:00,-0.21,2016,1,3,Tuesday
38.5,USD,2016-03-01 10:00:00,35.5,better,Low,ISM Manufacturing Prices,33.5,accurate,9,2016-03-01 15:00:00+00:00,8.45,2016,1,3,Tuesday
17.5M,USD,2016-03-01 00:00:00,17.6M,accurate,Low,Total Vehicle Sales,17.6M,accurate,9,2016-03-01 05:00:00+00:00,-0.57,2016,1,3,Tuesday
214K,USD,2016-03-02 08:15:00,185K,better,High,ADP Non-Farm Employment Change,193K,worse,9,2016-03-02 13:15:00+00:00,15.68,2016,1,3,Wednesday
10.4M,USD,2016-03-02 10:30:00,2.5M,accurate,High,Crude Oil Inventories,3.5M,accurate,9,2016-03-02 15:30:00+00:00,316.0,2016,1,3,Wednesday
278K,USD,2016-03-03 08:30:00,271K,worse,High,Unemployment Claims,272K,accurate,9,2016-03-03 13:30:00+00:00,2.58,2016,1,3,Thursday
-2.2%,USD,2016-03-03 08:30:00,-3.2%,worse,Medium,Revised Nonfarm Productivity q/q,-3.0%,accurate,9,2016-03-03 13:30:00+00:00,31.25,2016,1,3,Thursday
3.3%,USD,2016-03-03 08:30:00,4.8%,worse,Low,Revised Unit Labor Costs q/q,4.5%,accurate,9,2016-03-03 13:30:00+00:00,-31.25,2016,1,3,Thursday
49.7,USD,2016-03-03 09:45:00,49.8,accurate,Low,Final Services PMI,49.8,accurate,9,2016-03-03 14:45:00+00:00,-0.2,2016,1,3,Thursday
53.4,USD,2016-03-03 10:00:00,53.2,accurate,High,ISM Non-Manufacturing PMI,53.5,accurate,9,2016-03-03 15:00:00+00:00,0.38,2016,1,3,Thursday
1.6%,USD,2016-03-03 10:00:00,2.1%,worse,Medium,Factory Orders m/m,-2.9%,accurate,9,2016-03-03 15:00:00+00:00,-23.81,2016,1,3,Thursday
-48B,USD,2016-03-03 10:30:00,-49B,accurate,Low,Natural Gas Storage,-117B,accurate,9,2016-03-03 15:30:00+00:00,2.04,2016,1,3,Thursday
-0.1%,USD,2016-03-04 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.5%,accurate,9,2016-03-04 13:30:00+00:00,-150.0,2016,1,3,Friday
242K,USD,2016-03-04 08:30:00,195K,better,High,Non-Farm Employment Change,172K,better,9,2016-03-04 13:30:00+00:00,24.1,2016,1,3,Friday
4.9%,USD,2016-03-04 08:30:00,4.9%,accurate,High,Unemployment Rate,4.9%,accurate,9,2016-03-04 13:30:00+00:00,0.0,2016,1,3,Friday
-45.7B,USD,2016-03-04 08:30:00,-43.8B,worse,Medium,Trade Balance,-44.7B,worse,9,2016-03-04 13:30:00+00:00,-4.34,2016,1,3,Friday
51.0,USD,2016-02-22 09:45:00,52.3,worse,Low,Flash Manufacturing PMI,52.4,accurate,8,2016-02-22 14:45:00+00:00,-2.49,2016,1,2,Monday
5.7%,USD,2016-02-23 09:00:00,5.8%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.7%,accurate,8,2016-02-23 14:00:00+00:00,-1.72,2016,1,2,Tuesday
92.2,USD,2016-02-23 10:00:00,97.4,worse,High,CB Consumer Confidence,97.8,accurate,8,2016-02-23 15:00:00+00:00,-5.34,2016,1,2,Tuesday
5.47M,USD,2016-02-23 10:00:00,5.37M,better,Medium,Existing Home Sales,5.45M,accurate,8,2016-02-23 15:00:00+00:00,1.86,2016,1,2,Tuesday
-4,USD,2016-02-23 10:00:00,2,worse,Low,Richmond Manufacturing Index,2,accurate,8,2016-02-23 15:00:00+00:00,-300.0,2016,1,2,Tuesday
49.8,USD,2016-02-24 09:45:00,53.4,worse,Low,Flash Services PMI,53.2,worse,8,2016-02-24 14:45:00+00:00,-6.74,2016,1,2,Wednesday
494K,USD,2016-02-24 10:00:00,522K,worse,Medium,New Home Sales,544K,accurate,8,2016-02-24 15:00:00+00:00,-5.36,2016,1,2,Wednesday
3.5M,USD,2016-02-24 10:30:00,2.0M,accurate,High,Crude Oil Inventories,2.1M,accurate,8,2016-02-24 15:30:00+00:00,75.0,2016,1,2,Wednesday
1.8%,USD,2016-02-25 08:30:00,0.2%,better,High,Core Durable Goods Orders m/m,-1.0%,better,8,2016-02-25 13:30:00+00:00,800.0,2016,1,2,Thursday
272K,USD,2016-02-25 08:30:00,271K,accurate,High,Unemployment Claims,262K,accurate,8,2016-02-25 13:30:00+00:00,0.37,2016,1,2,Thursday
4.9%,USD,2016-02-25 08:30:00,3.0%,better,Medium,Durable Goods Orders m/m,-5.0%,accurate,8,2016-02-25 13:30:00+00:00,63.33,2016,1,2,Thursday
0.4%,USD,2016-02-25 09:02:00,0.5%,worse,Low,HPI m/m,0.6%,better,8,2016-02-25 14:02:00+00:00,-20.0,2016,1,2,Thursday
-117B,USD,2016-02-25 10:30:00,-125B,accurate,Low,Natural Gas Storage,-158B,accurate,8,2016-02-25 15:30:00+00:00,6.4,2016,1,2,Thursday
1.0%,USD,2016-02-26 08:30:00,0.4%,better,High,Prelim GDP q/q,0.7%,accurate,8,2016-02-26 13:30:00+00:00,150.0,2016,1,2,Friday
-62.2B,USD,2016-02-26 08:30:00,-61.1B,worse,Medium,Goods Trade Balance,-61.5B,accurate,8,2016-02-26 13:30:00+00:00,-1.8,2016,1,2,Friday
0.9%,USD,2016-02-26 08:30:00,0.8%,accurate,Low,Prelim GDP Price Index q/q,0.8%,accurate,8,2016-02-26 13:30:00+00:00,12.5,2016,1,2,Friday
0.3%,USD,2016-02-26 10:00:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,better,8,2016-02-26 15:00:00+00:00,200.0,2016,1,2,Friday
0.5%,USD,2016-02-26 10:00:00,0.3%,better,Medium,Personal Spending m/m,0.1%,better,8,2016-02-26 15:00:00+00:00,66.67,2016,1,2,Friday
91.7,USD,2016-02-26 10:00:00,91.1,better,Medium,Revised UoM Consumer Sentiment,90.7,accurate,8,2016-02-26 15:00:00+00:00,0.66,2016,1,2,Friday
0.5%,USD,2016-02-26 10:00:00,0.4%,better,Low,Personal Income m/m,0.3%,accurate,8,2016-02-26 15:00:00+00:00,25.0,2016,1,2,Friday
-16.6,USD,2016-02-16 08:30:00,-10.5,worse,Medium,Empire State Manufacturing Index,-19.4,accurate,7,2016-02-16 13:30:00+00:00,-58.1,2016,1,2,Tuesday
58,USD,2016-02-16 10:00:00,60,worse,Low,NAHB Housing Market Index,61,better,7,2016-02-16 15:00:00+00:00,-3.33,2016,1,2,Tuesday
-29.4B,USD,2016-02-16 16:00:00,30.2B,worse,Low,TIC Long-Term Purchases,31.4B,accurate,7,2016-02-16 21:00:00+00:00,-197.35,2016,1,2,Tuesday
1.20M,USD,2016-02-17 08:30:00,1.21M,accurate,High,Building Permits,1.20M,worse,7,2016-02-17 13:30:00+00:00,-0.83,2016,1,2,Wednesday
0.1%,USD,2016-02-17 08:30:00,-0.2%,better,High,PPI m/m,-0.2%,accurate,7,2016-02-17 13:30:00+00:00,150.0,2016,1,2,Wednesday
0.4%,USD,2016-02-17 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,7,2016-02-17 13:30:00+00:00,300.0,2016,1,2,Wednesday
1.10M,USD,2016-02-17 08:30:00,1.16M,worse,Medium,Housing Starts,1.14M,accurate,7,2016-02-17 13:30:00+00:00,-5.17,2016,1,2,Wednesday
77.1%,USD,2016-02-17 09:15:00,76.7%,better,Medium,Capacity Utilization Rate,76.4%,accurate,7,2016-02-17 14:15:00+00:00,0.52,2016,1,2,Wednesday
0.9%,USD,2016-02-17 09:15:00,0.3%,better,Medium,Industrial Production m/m,-0.7%,worse,7,2016-02-17 14:15:00+00:00,200.0,2016,1,2,Wednesday
-2.8,USD,2016-02-18 08:30:00,-2.9,accurate,High,Philly Fed Manufacturing Index,-3.5,accurate,7,2016-02-18 13:30:00+00:00,3.45,2016,1,2,Thursday
262K,USD,2016-02-18 08:30:00,275K,better,High,Unemployment Claims,269K,accurate,7,2016-02-18 13:30:00+00:00,-4.73,2016,1,2,Thursday
-0.2%,USD,2016-02-18 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,-0.3%,worse,7,2016-02-18 15:00:00+00:00,-100.0,2016,1,2,Thursday
-158B,USD,2016-02-18 10:30:00,-154B,accurate,Low,Natural Gas Storage,-70B,accurate,7,2016-02-18 15:30:00+00:00,-2.6,2016,1,2,Thursday
2.1M,USD,2016-02-18 11:00:00,3.2M,accurate,High,Crude Oil Inventories,-0.8M,accurate,7,2016-02-18 16:00:00+00:00,-34.38,2016,1,2,Thursday
0.0%,USD,2016-02-19 08:30:00,-0.1%,better,High,CPI m/m,-0.1%,accurate,7,2016-02-19 13:30:00+00:00,100.0,2016,1,2,Friday
0.3%,USD,2016-02-19 08:30:00,0.2%,better,High,Core CPI m/m,0.1%,accurate,7,2016-02-19 13:30:00+00:00,50.0,2016,1,2,Friday
93.9,USD,2016-02-09 06:00:00,94.6,accurate,Low,NFIB Small Business Index,95.2,accurate,6,2016-02-09 11:00:00+00:00,-0.74,2016,1,2,Tuesday
5.61M,USD,2016-02-09 10:00:00,5.41M,better,Medium,JOLTS Job Openings,5.35M,worse,6,2016-02-09 15:00:00+00:00,3.7,2016,1,2,Tuesday
-0.1%,USD,2016-02-09 10:00:00,-0.1%,accurate,Low,Final Wholesale Inventories m/m,-0.4%,better,6,2016-02-09 15:00:00+00:00,0.0,2016,1,2,Tuesday
-0.8M,USD,2016-02-10 10:30:00,3.1M,accurate,High,Crude Oil Inventories,7.8M,accurate,6,2016-02-10 15:30:00+00:00,-125.81,2016,1,2,Wednesday
55.2B,USD,2016-02-10 14:00:00,10.3B,better,Low,Federal Budget Balance,-14.4B,accurate,6,2016-02-10 19:00:00+00:00,435.92,2016,1,2,Wednesday
269K,USD,2016-02-11 08:30:00,287K,better,High,Unemployment Claims,285K,accurate,6,2016-02-11 13:30:00+00:00,-6.27,2016,1,2,Thursday
-70B,USD,2016-02-11 10:30:00,-82B,accurate,Low,Natural Gas Storage,-152B,accurate,6,2016-02-11 15:30:00+00:00,14.63,2016,1,2,Thursday
0.1%,USD,2016-02-12 08:30:00,0.0%,better,High,Core Retail Sales m/m,0.1%,better,6,2016-02-12 13:30:00+00:00,100.0,2016,1,2,Friday
0.2%,USD,2016-02-12 08:30:00,0.1%,better,High,Retail Sales m/m,0.2%,better,6,2016-02-12 13:30:00+00:00,100.0,2016,1,2,Friday
-1.1%,USD,2016-02-12 08:30:00,-1.4%,better,Medium,Import Prices m/m,-1.1%,accurate,6,2016-02-12 13:30:00+00:00,21.43,2016,1,2,Friday
90.7,USD,2016-02-12 10:00:00,92.6,worse,High,Prelim UoM Consumer Sentiment,92.0,worse,6,2016-02-12 15:00:00+00:00,-2.05,2016,1,2,Friday
0.1%,USD,2016-02-12 10:00:00,0.1%,accurate,Low,Business Inventories m/m,-0.1%,worse,6,2016-02-12 15:00:00+00:00,0.0,2016,1,2,Friday
0.0%,USD,2016-02-01 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.2%,better,5,2016-02-01 13:30:00+00:00,-100.0,2016,1,2,Monday
0.0%,USD,2016-02-01 08:30:00,0.1%,worse,Medium,Personal Spending m/m,0.5%,better,5,2016-02-01 13:30:00+00:00,-100.0,2016,1,2,Monday
0.3%,USD,2016-02-01 08:30:00,0.2%,better,Low,Personal Income m/m,0.3%,accurate,5,2016-02-01 13:30:00+00:00,50.0,2016,1,2,Monday
52.4,USD,2016-02-01 09:45:00,52.7,accurate,Low,Final Manufacturing PMI,52.7,accurate,5,2016-02-01 14:45:00+00:00,-0.57,2016,1,2,Monday
48.2,USD,2016-02-01 10:00:00,48.6,worse,High,ISM Manufacturing PMI,48.2,accurate,5,2016-02-01 15:00:00+00:00,-0.82,2016,1,2,Monday
0.1%,USD,2016-02-01 10:00:00,0.6%,worse,Low,Construction Spending m/m,-0.6%,accurate,5,2016-02-01 15:00:00+00:00,-83.33,2016,1,2,Monday
33.5,USD,2016-02-01 10:00:00,34.7,worse,Low,ISM Manufacturing Prices,33.5,accurate,5,2016-02-01 15:00:00+00:00,-3.46,2016,1,2,Monday
47.8,USD,2016-02-02 10:00:00,47.8,accurate,Low,IBD/TIPP Economic Optimism,47.3,accurate,5,2016-02-02 15:00:00+00:00,0.0,2016,1,2,Tuesday
17.6M,USD,2016-02-02 00:00:00,17.4M,better,Low,Total Vehicle Sales,17.3M,accurate,5,2016-02-02 05:00:00+00:00,1.15,2016,1,2,Tuesday
205K,USD,2016-02-03 08:15:00,193K,better,High,ADP Non-Farm Employment Change,267K,better,5,2016-02-03 13:15:00+00:00,6.22,2016,1,2,Wednesday
53.2,USD,2016-02-03 09:45:00,53.7,worse,Low,Final Services PMI,53.7,accurate,5,2016-02-03 14:45:00+00:00,-0.93,2016,1,2,Wednesday
53.5,USD,2016-02-03 10:00:00,55.1,worse,High,ISM Non-Manufacturing PMI,55.3,accurate,5,2016-02-03 15:00:00+00:00,-2.9,2016,1,2,Wednesday
7.8M,USD,2016-02-03 10:30:00,3.7M,accurate,High,Crude Oil Inventories,8.4M,accurate,5,2016-02-03 15:30:00+00:00,110.81,2016,1,2,Wednesday
285K,USD,2016-02-04 08:30:00,279K,worse,High,Unemployment Claims,277K,accurate,5,2016-02-04 13:30:00+00:00,2.15,2016,1,2,Thursday
-3.0%,USD,2016-02-04 08:30:00,-1.5%,better,Medium,Prelim Nonfarm Productivity q/q,2.2%,worse,5,2016-02-04 13:30:00+00:00,-100.0,2016,1,2,Thursday
4.5%,USD,2016-02-04 08:30:00,3.9%,better,Medium,Prelim Unit Labor Costs q/q,1.8%,better,5,2016-02-04 13:30:00+00:00,15.38,2016,1,2,Thursday
-2.9%,USD,2016-02-04 10:00:00,-2.5%,worse,Medium,Factory Orders m/m,-0.7%,worse,5,2016-02-04 15:00:00+00:00,-16.0,2016,1,2,Thursday
-152B,USD,2016-02-04 10:30:00,-170B,accurate,Low,Natural Gas Storage,-211B,accurate,5,2016-02-04 15:30:00+00:00,10.59,2016,1,2,Thursday
0.5%,USD,2016-02-05 08:30:00,0.3%,better,High,Average Hourly Earnings m/m,0.0%,accurate,5,2016-02-05 13:30:00+00:00,66.67,2016,1,2,Friday
151K,USD,2016-02-05 08:30:00,189K,worse,High,Non-Farm Employment Change,262K,worse,5,2016-02-05 13:30:00+00:00,-20.11,2016,1,2,Friday
4.9%,USD,2016-02-05 08:30:00,5.0%,better,High,Unemployment Rate,5.0%,accurate,5,2016-02-05 13:30:00+00:00,-2.0,2016,1,2,Friday
-43.4B,USD,2016-02-05 08:30:00,-42.9B,accurate,Medium,Trade Balance,-42.2B,accurate,5,2016-02-05 13:30:00+00:00,-1.17,2016,1,2,Friday
21.3B,USD,2016-02-05 15:00:00,16.1B,better,Low,Consumer Credit m/m,14.0B,accurate,5,2016-02-05 20:00:00+00:00,32.3,2016,1,2,Friday
0.5%,USD,2016-01-26 09:00:00,0.4%,better,Low,HPI m/m,0.5%,accurate,4,2016-01-26 14:00:00+00:00,25.0,2016,1,1,Tuesday
5.8%,USD,2016-01-26 09:00:00,5.7%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.5%,accurate,4,2016-01-26 14:00:00+00:00,1.75,2016,1,1,Tuesday
53.7,USD,2016-01-26 09:45:00,53.9,accurate,Low,Flash Services PMI,54.3,better,4,2016-01-26 14:45:00+00:00,-0.37,2016,1,1,Tuesday
98.1,USD,2016-01-26 10:00:00,96.6,better,High,CB Consumer Confidence,96.3,accurate,4,2016-01-26 15:00:00+00:00,1.55,2016,1,1,Tuesday
2,USD,2016-01-26 10:00:00,3,worse,Low,Richmond Manufacturing Index,6,accurate,4,2016-01-26 15:00:00+00:00,-33.33,2016,1,1,Tuesday
544K,USD,2016-01-27 10:00:00,501K,better,Medium,New Home Sales,491K,accurate,4,2016-01-27 15:00:00+00:00,8.58,2016,1,1,Wednesday
8.4M,USD,2016-01-27 10:30:00,3.8M,accurate,High,Crude Oil Inventories,4.0M,accurate,4,2016-01-27 15:30:00+00:00,121.05,2016,1,1,Wednesday
<0.50%,USD,2016-01-27 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.50%,accurate,4,2016-01-27 19:00:00+00:00,0.0,2016,1,1,Wednesday
-1.2%,USD,2016-01-28 08:30:00,-0.1%,worse,High,Core Durable Goods Orders m/m,0.0%,accurate,4,2016-01-28 13:30:00+00:00,-1100.0,2016,1,1,Thursday
278K,USD,2016-01-28 08:30:00,281K,accurate,High,Unemployment Claims,294K,accurate,4,2016-01-28 13:30:00+00:00,-1.07,2016,1,1,Thursday
