actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
74.2,USD,2010-12-10 09:55:00,72.4,better,High,Prelim UoM Consumer Sentiment,71.6,better,50,2010-12-10 14:55:00+00:00,-2.49,2010,4,12,Friday
-150.4B,USD,2010-12-10 14:00:00,-129.8B,worse,Medium,Federal Budget Balance,-140.4B,accurate,50,2010-12-10 19:00:00+00:00,15.87,2010,4,12,Friday
0.6%,USD,2010-11-30 09:00:00,1.2%,worse,Medium,S&P/CS Composite-20 HPI y/y,1.7%,accurate,49,2010-11-30 14:00:00+00:00,50.0,2010,4,11,Tuesday
62.5,USD,2010-11-30 09:45:00,60.1,better,Medium,Chicago PMI,60.6,accurate,49,2010-11-30 14:45:00+00:00,-3.99,2010,4,11,Tuesday
54.1,USD,2010-11-30 10:00:00,52.7,better,High,CB Consumer Confidence,49.9,accurate,49,2010-11-30 15:00:00+00:00,-2.66,2010,4,11,Tuesday
93K,USD,2010-12-01 08:15:00,70K,better,High,ADP Non-Farm Employment Change,82K,better,49,2010-12-01 13:15:00+00:00,-32.86,2010,4,12,Wednesday
2.3%,USD,2010-12-01 08:30:00,2.4%,accurate,Medium,Revised Nonfarm Productivity q/q,1.9%,accurate,49,2010-12-01 13:30:00+00:00,4.17,2010,4,12,Wednesday
-0.1%,USD,2010-12-01 08:30:00,-0.2%,accurate,Low,Revised Unit Labor Costs q/q,-0.1%,accurate,49,2010-12-01 13:30:00+00:00,-50.0,2010,4,12,Wednesday
56.6,USD,2010-12-01 10:00:00,56.4,accurate,High,ISM Manufacturing PMI,56.9,accurate,49,2010-12-01 15:00:00+00:00,-0.35,2010,4,12,Wednesday
0.7%,USD,2010-12-01 10:00:00,-0.3%,better,Low,Construction Spending m/m,0.7%,accurate,49,2010-12-01 15:00:00+00:00,-333.33,2010,4,12,Wednesday
69.5,USD,2010-12-01 10:00:00,70.9,worse,Low,ISM Manufacturing Prices,71.0,accurate,49,2010-12-01 15:00:00+00:00,1.97,2010,4,12,Wednesday
1.1M,USD,2010-12-01 10:30:00,-0.8M,accurate,Medium,Crude Oil Inventories,1.0M,accurate,49,2010-12-01 15:30:00+00:00,-237.5,2010,4,12,Wednesday
12.3M,USD,2010-12-01 00:00:00,12.1M,better,Low,Total Vehicle Sales,12.3M,accurate,49,2010-12-01 05:00:00+00:00,-1.65,2010,4,12,Wednesday
436K,USD,2010-12-02 08:30:00,425K,worse,High,Unemployment Claims,410K,accurate,49,2010-12-02 13:30:00+00:00,-2.59,2010,4,12,Thursday
10.4%,USD,2010-12-02 10:00:00,-0.7%,better,High,Pending Home Sales m/m,-1.8%,accurate,49,2010-12-02 15:00:00+00:00,-1585.71,2010,4,12,Thursday
-23B,USD,2010-12-02 10:30:00,-26B,accurate,Low,Natural Gas Storage,-6B,accurate,49,2010-12-02 15:30:00+00:00,-11.54,2010,4,12,Thursday
39K,USD,2010-12-03 08:30:00,143K,worse,High,Non-Farm Employment Change,172K,better,49,2010-12-03 13:30:00+00:00,72.73,2010,4,12,Friday
9.8%,USD,2010-12-03 08:30:00,9.6%,worse,High,Unemployment Rate,9.6%,accurate,49,2010-12-03 13:30:00+00:00,-2.08,2010,4,12,Friday
0.0%,USD,2010-12-03 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,better,49,2010-12-03 13:30:00+00:00,100.0,2010,4,12,Friday
55.0,USD,2010-12-03 10:00:00,54.7,accurate,High,ISM Non-Manufacturing PMI,54.3,accurate,49,2010-12-03 15:00:00+00:00,-0.55,2010,4,12,Friday
-0.9%,USD,2010-12-03 10:00:00,-0.7%,worse,Medium,Factory Orders m/m,3.0%,better,49,2010-12-03 15:00:00+00:00,28.57,2010,4,12,Friday
2.5%,USD,2010-11-23 08:30:00,2.3%,better,High,Prelim GDP q/q,2.0%,accurate,48,2010-11-23 13:30:00+00:00,-8.7,2010,4,11,Tuesday
2.3%,USD,2010-11-23 08:30:00,2.3%,accurate,Low,Prelim GDP Price Index q/q,2.3%,accurate,48,2010-11-23 13:30:00+00:00,0.0,2010,4,11,Tuesday
9,USD,2010-11-23 09:59:00,6,better,Low,Richmond Manufacturing Index,5,accurate,48,2010-11-23 15:00:00+00:00,-50.0,2010,4,11,Tuesday
4.43M,USD,2010-11-23 10:00:00,4.51M,worse,High,Existing Home Sales,4.50M,accurate,48,2010-11-23 15:00:00+00:00,1.77,2010,4,11,Tuesday
-2.7%,USD,2010-11-24 08:30:00,0.7%,worse,High,Core Durable Goods Orders m/m,1.3%,better,48,2010-11-24 13:30:00+00:00,485.71,2010,4,11,Wednesday
407K,USD,2010-11-24 08:30:00,434K,better,High,Unemployment Claims,441K,accurate,48,2010-11-24 13:30:00+00:00,6.22,2010,4,11,Wednesday
0.0%,USD,2010-11-24 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.0%,accurate,48,2010-11-24 13:30:00+00:00,100.0,2010,4,11,Wednesday
-3.3%,USD,2010-11-24 08:30:00,0.2%,worse,Medium,Durable Goods Orders m/m,5.0%,better,48,2010-11-24 13:30:00+00:00,1750.0,2010,4,11,Wednesday
0.4%,USD,2010-11-24 08:30:00,0.5%,worse,Medium,Personal Spending m/m,0.3%,better,48,2010-11-24 13:30:00+00:00,20.0,2010,4,11,Wednesday
0.5%,USD,2010-11-24 08:30:00,0.4%,better,Low,Personal Income m/m,0.0%,better,48,2010-11-24 13:30:00+00:00,-25.0,2010,4,11,Wednesday
71.6,USD,2010-11-24 09:55:00,69.5,better,Medium,Revised UoM Consumer Sentiment,69.3,accurate,48,2010-11-24 14:55:00+00:00,-3.02,2010,4,11,Wednesday
283K,USD,2010-11-24 10:00:00,311K,worse,High,New Home Sales,308K,accurate,48,2010-11-24 15:00:00+00:00,9.0,2010,4,11,Wednesday
-0.7%,USD,2010-11-24 10:00:00,-0.1%,worse,Low,HPI m/m,0.0%,worse,48,2010-11-24 15:00:00+00:00,600.0,2010,4,11,Wednesday
1.0M,USD,2010-11-24 10:30:00,-1.9M,accurate,Medium,Crude Oil Inventories,-7.3M,accurate,48,2010-11-24 15:30:00+00:00,-152.63,2010,4,11,Wednesday
-6B,USD,2010-11-24 12:00:00,-6B,accurate,Low,Natural Gas Storage,3B,accurate,48,2010-11-24 17:00:00+00:00,0.0,2010,4,11,Wednesday
0.4%,USD,2010-11-15 08:30:00,0.4%,accurate,High,Core Retail Sales m/m,0.5%,better,47,2010-11-15 13:30:00+00:00,0.0,2010,4,11,Monday
1.2%,USD,2010-11-15 08:30:00,0.7%,better,High,Retail Sales m/m,0.7%,better,47,2010-11-15 13:30:00+00:00,-71.43,2010,4,11,Monday
-11.1,USD,2010-11-15 08:30:00,13.9,worse,Medium,Empire State Manufacturing Index,15.7,accurate,47,2010-11-15 13:30:00+00:00,179.86,2010,4,11,Monday
0.9%,USD,2010-11-15 10:00:00,0.6%,worse,Medium,Business Inventories m/m,0.9%,worse,47,2010-11-15 15:00:00+00:00,-50.0,2010,4,11,Monday
0.4%,USD,2010-11-16 08:30:00,0.7%,worse,High,PPI m/m,0.4%,accurate,47,2010-11-16 13:30:00+00:00,42.86,2010,4,11,Tuesday
-0.6%,USD,2010-11-16 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.1%,accurate,47,2010-11-16 13:30:00+00:00,400.0,2010,4,11,Tuesday
81.0B,USD,2010-11-16 09:00:00,100.3B,worse,High,TIC Long-Term Purchases,128.7B,accurate,47,2010-11-16 14:00:00+00:00,19.24,2010,4,11,Tuesday
74.8%,USD,2010-11-16 09:15:00,74.9%,accurate,Medium,Capacity Utilization Rate,74.8%,accurate,47,2010-11-16 14:15:00+00:00,0.13,2010,4,11,Tuesday
0.0%,USD,2010-11-16 09:15:00,0.4%,worse,Medium,Industrial Production m/m,-0.2%,accurate,47,2010-11-16 14:15:00+00:00,100.0,2010,4,11,Tuesday
16,USD,2010-11-16 10:00:00,17,worse,Low,NAHB Housing Market Index,15,worse,47,2010-11-16 15:00:00+00:00,5.88,2010,4,11,Tuesday
0.55M,USD,2010-11-17 08:30:00,0.57M,accurate,High,Building Permits,0.55M,accurate,47,2010-11-17 13:30:00+00:00,3.51,2010,4,11,Wednesday
0.0%,USD,2010-11-17 08:30:00,0.1%,worse,High,Core CPI m/m,0.0%,accurate,47,2010-11-17 13:30:00+00:00,100.0,2010,4,11,Wednesday
0.2%,USD,2010-11-17 08:30:00,0.3%,worse,Medium,CPI m/m,0.1%,accurate,47,2010-11-17 13:30:00+00:00,33.33,2010,4,11,Wednesday
0.52M,USD,2010-11-17 08:30:00,0.59M,worse,Medium,Housing Starts,0.59M,accurate,47,2010-11-17 13:30:00+00:00,11.86,2010,4,11,Wednesday
-7.3M,USD,2010-11-17 10:30:00,-0.5M,accurate,Medium,Crude Oil Inventories,-3.3M,accurate,47,2010-11-17 15:30:00+00:00,1360.0,2010,4,11,Wednesday
439K,USD,2010-11-18 08:30:00,442K,accurate,High,Unemployment Claims,437K,accurate,47,2010-11-18 13:30:00+00:00,0.68,2010,4,11,Thursday
22.5,USD,2010-11-18 10:00:00,5.1,better,High,Philly Fed Manufacturing Index,1.0,accurate,47,2010-11-18 15:00:00+00:00,-341.18,2010,4,11,Thursday
0.5%,USD,2010-11-18 10:00:00,0.5%,accurate,Low,CB Leading Index m/m,0.5%,better,47,2010-11-18 15:00:00+00:00,0.0,2010,4,11,Thursday
3B,USD,2010-11-18 10:30:00,11B,accurate,Low,Natural Gas Storage,19B,accurate,47,2010-11-18 15:30:00+00:00,72.73,2010,4,11,Thursday
91.7,USD,2010-11-09 07:30:00,91.0,accurate,Low,NFIB Small Business Index,89.0,accurate,46,2010-11-09 12:30:00+00:00,-0.77,2010,4,11,Tuesday
1.5%,USD,2010-11-09 10:00:00,0.6%,worse,Low,Final Wholesale Inventories m/m,1.2%,worse,46,2010-11-09 15:00:00+00:00,-150.0,2010,4,11,Tuesday
46.7,USD,2010-11-09 10:00:00,47.8,worse,Low,IBD/TIPP Economic Optimism,46.4,accurate,46,2010-11-09 15:00:00+00:00,2.3,2010,4,11,Tuesday
-44.0B,USD,2010-11-10 08:30:00,-45.0B,better,High,Trade Balance,-46.5B,accurate,46,2010-11-10 13:30:00+00:00,-2.22,2010,4,11,Wednesday
435K,USD,2010-11-10 08:30:00,451K,better,High,Unemployment Claims,459K,accurate,46,2010-11-10 13:30:00+00:00,3.55,2010,4,11,Wednesday
0.9%,USD,2010-11-10 08:30:00,1.1%,worse,Medium,Import Prices m/m,-0.1%,better,46,2010-11-10 13:30:00+00:00,18.18,2010,4,11,Wednesday
-3.3M,USD,2010-11-10 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,2.0M,accurate,46,2010-11-10 15:30:00+00:00,400.0,2010,4,11,Wednesday
19B,USD,2010-11-10 12:00:00,24B,accurate,Low,Natural Gas Storage,67B,accurate,46,2010-11-10 17:00:00+00:00,20.83,2010,4,11,Wednesday
-140.4B,USD,2010-11-10 14:00:00,-151.5B,better,Medium,Federal Budget Balance,-34.5B,accurate,46,2010-11-10 19:00:00+00:00,-7.33,2010,4,11,Wednesday
69.3,USD,2010-11-12 09:55:00,69.1,accurate,High,Prelim UoM Consumer Sentiment,67.7,accurate,46,2010-11-12 14:55:00+00:00,-0.29,2010,4,11,Friday
0.0%,USD,2010-11-01 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,45,2010-11-01 12:30:00+00:00,100.0,2010,4,11,Monday
0.2%,USD,2010-11-01 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.5%,better,45,2010-11-01 12:30:00+00:00,50.0,2010,4,11,Monday
-0.1%,USD,2010-11-01 08:30:00,0.3%,worse,Low,Personal Income m/m,0.4%,worse,45,2010-11-01 12:30:00+00:00,133.33,2010,4,11,Monday
56.9,USD,2010-11-01 10:00:00,54.2,better,High,ISM Manufacturing PMI,54.4,accurate,45,2010-11-01 14:00:00+00:00,-4.98,2010,4,11,Monday
0.5%,USD,2010-11-01 10:00:00,-0.5%,better,Low,Construction Spending m/m,-0.2%,worse,45,2010-11-01 14:00:00+00:00,-200.0,2010,4,11,Monday
71.0,USD,2010-11-01 10:00:00,70.7,accurate,Low,ISM Manufacturing Prices,70.5,accurate,45,2010-11-01 14:00:00+00:00,-0.42,2010,4,11,Monday
43K,USD,2010-11-03 08:15:00,21K,better,High,ADP Non-Farm Employment Change,-2K,better,45,2010-11-03 12:15:00+00:00,-104.76,2010,4,11,Wednesday
54.3,USD,2010-11-03 10:00:00,53.5,better,High,ISM Non-Manufacturing PMI,53.2,accurate,45,2010-11-03 14:00:00+00:00,-1.5,2010,4,11,Wednesday
2.1%,USD,2010-11-03 10:00:00,1.3%,better,Medium,Factory Orders m/m,0.0%,better,45,2010-11-03 14:00:00+00:00,-61.54,2010,4,11,Wednesday
2.0M,USD,2010-11-03 10:30:00,1.7M,accurate,Medium,Crude Oil Inventories,5.0M,accurate,45,2010-11-03 14:30:00+00:00,-17.65,2010,4,11,Wednesday
12.3M,USD,2010-11-03 01:00:00,11.8M,better,Low,Total Vehicle Sales,11.8M,accurate,45,2010-11-03 05:00:00+00:00,-4.24,2010,4,11,Wednesday
<0.25%,USD,2010-11-03 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,45,2010-11-03 18:15:00+00:00,0.0,2010,4,11,Wednesday
457K,USD,2010-11-04 08:30:00,437K,worse,High,Unemployment Claims,437K,accurate,45,2010-11-04 12:30:00+00:00,-4.58,2010,4,11,Thursday
1.9%,USD,2010-11-04 08:30:00,0.9%,worse,Medium,Prelim Nonfarm Productivity q/q,-1.8%,better,45,2010-11-04 12:30:00+00:00,-111.11,2010,4,11,Thursday
-0.1%,USD,2010-11-04 08:30:00,0.8%,worse,Medium,Prelim Unit Labor Costs q/q,1.1%,better,45,2010-11-04 12:30:00+00:00,112.5,2010,4,11,Thursday
67B,USD,2010-11-04 10:30:00,62B,accurate,Low,Natural Gas Storage,71B,accurate,45,2010-11-04 14:30:00+00:00,-8.06,2010,4,11,Thursday
151K,USD,2010-11-05 08:30:00,63K,better,High,Non-Farm Employment Change,-41K,better,45,2010-11-05 12:30:00+00:00,-139.68,2010,4,11,Friday
9.6%,USD,2010-11-05 08:30:00,9.6%,accurate,High,Unemployment Rate,9.6%,accurate,45,2010-11-05 12:30:00+00:00,0.0,2010,4,11,Friday
0.2%,USD,2010-11-05 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.1%,better,45,2010-11-05 12:30:00+00:00,0.0,2010,4,11,Friday
-1.8%,USD,2010-11-05 12:30:00,3.2%,worse,High,Pending Home Sales m/m,4.4%,accurate,45,2010-11-05 16:30:00+00:00,156.25,2010,4,11,Friday
2.1B,USD,2010-11-05 15:00:00,-3.1B,better,Low,Consumer Credit m/m,-4.9B,worse,45,2010-11-05 19:00:00+00:00,-167.74,2010,4,11,Friday
4.53M,USD,2010-10-25 10:00:00,4.29M,better,High,Existing Home Sales,4.12M,accurate,44,2010-10-25 14:00:00+00:00,-5.59,2010,4,10,Monday
1.7%,USD,2010-10-26 09:00:00,2.4%,worse,Medium,S&P/CS Composite-20 HPI y/y,3.2%,accurate,44,2010-10-26 13:00:00+00:00,29.17,2010,4,10,Tuesday
5,USD,2010-10-26 09:59:00,-1,better,Low,Richmond Manufacturing Index,-2,accurate,44,2010-10-26 14:00:00+00:00,-600.0,2010,4,10,Tuesday
50.2,USD,2010-10-26 10:00:00,49.3,better,High,CB Consumer Confidence,48.6,accurate,44,2010-10-26 14:00:00+00:00,-1.83,2010,4,10,Tuesday
0.4%,USD,2010-10-26 10:00:00,-0.2%,better,Low,HPI m/m,-0.7%,worse,44,2010-10-26 14:00:00+00:00,-300.0,2010,4,10,Tuesday
-0.8%,USD,2010-10-27 08:30:00,0.4%,worse,High,Core Durable Goods Orders m/m,1.9%,accurate,44,2010-10-27 12:30:00+00:00,300.0,2010,4,10,Wednesday
3.3%,USD,2010-10-27 08:30:00,1.7%,better,Medium,Durable Goods Orders m/m,-1.0%,better,44,2010-10-27 12:30:00+00:00,-94.12,2010,4,10,Wednesday
307K,USD,2010-10-27 10:00:00,301K,better,High,New Home Sales,288K,accurate,44,2010-10-27 14:00:00+00:00,-1.99,2010,4,10,Wednesday
5.0M,USD,2010-10-27 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,0.7M,accurate,44,2010-10-27 14:30:00+00:00,-354.55,2010,4,10,Wednesday
434K,USD,2010-10-28 08:30:00,453K,better,High,Unemployment Claims,455K,accurate,44,2010-10-28 12:30:00+00:00,4.19,2010,4,10,Thursday
71B,USD,2010-10-28 10:30:00,72B,accurate,Low,Natural Gas Storage,93B,accurate,44,2010-10-28 14:30:00+00:00,1.39,2010,4,10,Thursday
2.0%,USD,2010-10-29 08:30:00,2.1%,worse,High,Advance GDP q/q,1.7%,worse,44,2010-10-29 12:30:00+00:00,4.76,2010,4,10,Friday
2.3%,USD,2010-10-29 08:30:00,1.9%,better,Medium,Advance GDP Price Index q/q,1.9%,accurate,44,2010-10-29 12:30:00+00:00,-21.05,2010,4,10,Friday
0.4%,USD,2010-10-29 08:30:00,0.6%,worse,Medium,Employment Cost Index q/q,0.5%,accurate,44,2010-10-29 12:30:00+00:00,33.33,2010,4,10,Friday
60.6,USD,2010-10-29 09:45:00,58.1,better,Medium,Chicago PMI,60.4,accurate,44,2010-10-29 13:45:00+00:00,-4.3,2010,4,10,Friday
67.7,USD,2010-10-29 09:55:00,68.2,accurate,Medium,Revised UoM Consumer Sentiment,67.9,accurate,44,2010-10-29 13:55:00+00:00,0.73,2010,4,10,Friday
128.7B,USD,2010-10-18 09:00:00,47.5B,better,High,TIC Long-Term Purchases,61.2B,accurate,43,2010-10-18 13:00:00+00:00,-170.95,2010,4,10,Monday
74.7%,USD,2010-10-18 09:15:00,74.8%,accurate,Medium,Capacity Utilization Rate,74.8%,accurate,43,2010-10-18 13:15:00+00:00,0.13,2010,4,10,Monday
-0.2%,USD,2010-10-18 09:15:00,0.3%,worse,Medium,Industrial Production m/m,0.2%,accurate,43,2010-10-18 13:15:00+00:00,166.67,2010,4,10,Monday
16,USD,2010-10-18 09:58:00,14,better,Low,NAHB Housing Market Index,13,accurate,43,2010-10-18 14:00:00+00:00,-14.29,2010,4,10,Monday
0.54M,USD,2010-10-19 08:30:00,0.58M,worse,High,Building Permits,0.57M,accurate,43,2010-10-19 12:30:00+00:00,6.9,2010,4,10,Tuesday
0.61M,USD,2010-10-19 08:30:00,0.59M,accurate,Medium,Housing Starts,0.61M,accurate,43,2010-10-19 12:30:00+00:00,-3.39,2010,4,10,Tuesday
