actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
2.0,USD,2013-03-21 10:00:00,-1.6,better,High,Philly Fed Manufacturing Index,-12.5,accurate,12,2013-03-21 14:00:00+00:00,225.0,2013,1,3,Thursday
0.5%,USD,2013-03-21 10:00:00,0.3%,better,Low,CB Leading Index m/m,0.5%,better,12,2013-03-21 14:00:00+00:00,66.67,2013,1,3,Thursday
-62B,USD,2013-03-21 10:30:00,-70B,accurate,Low,Natural Gas Storage,-145B,accurate,12,2013-03-21 14:30:00+00:00,11.43,2013,1,3,Thursday
90.8,USD,2013-03-12 07:30:00,91.3,accurate,Low,NFIB Small Business Index,88.9,accurate,11,2013-03-12 11:30:00+00:00,-0.55,2013,1,3,Tuesday
3.69M,USD,2013-03-12 11:00:00,3.67M,accurate,Medium,JOLTS Job Openings,3.61M,accurate,11,2013-03-12 15:00:00+00:00,0.54,2013,1,3,Tuesday
1.0%,USD,2013-03-13 08:30:00,0.5%,better,High,Core Retail Sales m/m,0.4%,better,11,2013-03-13 12:30:00+00:00,100.0,2013,1,3,Wednesday
1.1%,USD,2013-03-13 08:30:00,0.5%,better,High,Retail Sales m/m,0.2%,better,11,2013-03-13 12:30:00+00:00,120.0,2013,1,3,Wednesday
1.1%,USD,2013-03-13 08:30:00,0.5%,better,Medium,Import Prices m/m,0.6%,accurate,11,2013-03-13 12:30:00+00:00,120.0,2013,1,3,Wednesday
1.0%,USD,2013-03-13 10:00:00,0.5%,worse,Medium,Business Inventories m/m,0.3%,worse,11,2013-03-13 14:00:00+00:00,100.0,2013,1,3,Wednesday
2.6M,USD,2013-03-13 10:30:00,2.3M,accurate,Medium,Crude Oil Inventories,3.8M,accurate,11,2013-03-13 14:30:00+00:00,13.04,2013,1,3,Wednesday
-203.5B,USD,2013-03-13 13:20:00,-200.0B,worse,Medium,Federal Budget Balance,2.9B,accurate,11,2013-03-13 17:20:00+00:00,-1.75,2013,1,3,Wednesday
0.7%,USD,2013-03-14 08:30:00,0.7%,accurate,High,PPI m/m,0.2%,accurate,11,2013-03-14 12:30:00+00:00,0.0,2013,1,3,Thursday
332K,USD,2013-03-14 08:30:00,348K,better,High,Unemployment Claims,342K,accurate,11,2013-03-14 12:30:00+00:00,-4.6,2013,1,3,Thursday
0.2%,USD,2013-03-14 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.2%,accurate,11,2013-03-14 12:30:00+00:00,0.0,2013,1,3,Thursday
-110B,USD,2013-03-14 08:30:00,-111B,accurate,Medium,Current Account,-112B,worse,11,2013-03-14 12:30:00+00:00,0.9,2013,1,3,Thursday
-145B,USD,2013-03-14 10:30:00,-136B,accurate,Low,Natural Gas Storage,-146B,accurate,11,2013-03-14 14:30:00+00:00,-6.62,2013,1,3,Thursday
0.2%,USD,2013-03-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.3%,accurate,11,2013-03-15 12:30:00+00:00,0.0,2013,1,3,Friday
0.7%,USD,2013-03-15 08:30:00,0.6%,better,Medium,CPI m/m,0.0%,accurate,11,2013-03-15 12:30:00+00:00,16.67,2013,1,3,Friday
9.2,USD,2013-03-15 08:30:00,9.8,worse,Medium,Empire State Manufacturing Index,10.0,accurate,11,2013-03-15 12:30:00+00:00,-6.12,2013,1,3,Friday
25.7B,USD,2013-03-15 09:00:00,39.3B,worse,Medium,TIC Long-Term Purchases,64.2B,accurate,11,2013-03-15 13:00:00+00:00,-34.61,2013,1,3,Friday
79.6%,USD,2013-03-15 09:12:00,79.4%,better,Medium,Capacity Utilization Rate,79.2%,accurate,11,2013-03-15 13:12:00+00:00,0.25,2013,1,3,Friday
0.7%,USD,2013-03-15 09:12:00,0.4%,better,Medium,Industrial Production m/m,0.0%,better,11,2013-03-15 13:12:00+00:00,75.0,2013,1,3,Friday
71.8,USD,2013-03-15 09:55:00,78.2,worse,High,Prelim UoM Consumer Sentiment,77.6,better,11,2013-03-15 13:55:00+00:00,-8.18,2013,1,3,Friday
56.0,USD,2013-03-05 10:00:00,55.0,better,High,ISM Non-Manufacturing PMI,55.2,accurate,10,2013-03-05 15:00:00+00:00,1.82,2013,1,3,Tuesday
42.2,USD,2013-03-05 10:00:00,47.8,worse,Low,IBD/TIPP Economic Optimism,47.3,accurate,10,2013-03-05 15:00:00+00:00,-11.72,2013,1,3,Tuesday
198K,USD,2013-03-06 08:15:00,172K,better,High,ADP Non-Farm Employment Change,215K,better,10,2013-03-06 13:15:00+00:00,15.12,2013,1,3,Wednesday
-2.0%,USD,2013-03-06 10:00:00,-2.2%,better,Medium,Factory Orders m/m,1.3%,worse,10,2013-03-06 15:00:00+00:00,9.09,2013,1,3,Wednesday
3.8M,USD,2013-03-06 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,1.1M,accurate,10,2013-03-06 15:30:00+00:00,322.22,2013,1,3,Wednesday
-44.4B,USD,2013-03-07 08:30:00,-42.8B,worse,High,Trade Balance,-38.1B,accurate,10,2013-03-07 13:30:00+00:00,-3.74,2013,1,3,Thursday
340K,USD,2013-03-07 08:30:00,354K,better,High,Unemployment Claims,347K,accurate,10,2013-03-07 13:30:00+00:00,-3.95,2013,1,3,Thursday
-1.9%,USD,2013-03-07 08:30:00,-1.6%,better,Medium,Revised Nonfarm Productivity q/q,-2.0%,accurate,10,2013-03-07 13:30:00+00:00,-18.75,2013,1,3,Thursday
4.6%,USD,2013-03-07 08:30:00,4.4%,better,Low,Revised Unit Labor Costs q/q,4.5%,accurate,10,2013-03-07 13:30:00+00:00,4.55,2013,1,3,Thursday
-146B,USD,2013-03-07 10:30:00,-135B,accurate,Low,Natural Gas Storage,-171B,accurate,10,2013-03-07 15:30:00+00:00,-8.15,2013,1,3,Thursday
16.2B,USD,2013-03-07 15:00:00,15.2B,better,Low,Consumer Credit m/m,15.1B,better,10,2013-03-07 20:00:00+00:00,6.58,2013,1,3,Thursday
236K,USD,2013-03-08 08:30:00,162K,better,High,Non-Farm Employment Change,119K,worse,10,2013-03-08 13:30:00+00:00,45.68,2013,1,3,Friday
7.7%,USD,2013-03-08 08:30:00,7.9%,better,High,Unemployment Rate,7.9%,accurate,10,2013-03-08 13:30:00+00:00,-2.53,2013,1,3,Friday
0.2%,USD,2013-03-08 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.1%,worse,10,2013-03-08 13:30:00+00:00,0.0,2013,1,3,Friday
1.2%,USD,2013-03-08 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.1%,worse,10,2013-03-08 15:00:00+00:00,200.0,2013,1,3,Friday
6.8%,USD,2013-02-26 09:00:00,6.7%,accurate,Medium,S&P/CS Composite-20 HPI y/y,5.4%,accurate,9,2013-02-26 14:00:00+00:00,1.49,2013,1,2,Tuesday
0.6%,USD,2013-02-26 09:00:00,0.6%,accurate,Low,HPI m/m,0.4%,worse,9,2013-02-26 14:00:00+00:00,0.0,2013,1,2,Tuesday
6,USD,2013-02-26 09:59:00,-4,better,Low,Richmond Manufacturing Index,-12,accurate,9,2013-02-26 14:59:00+00:00,250.0,2013,1,2,Tuesday
69.6,USD,2013-02-26 10:00:00,60.8,better,High,CB Consumer Confidence,58.4,accurate,9,2013-02-26 15:00:00+00:00,14.47,2013,1,2,Tuesday
437K,USD,2013-02-26 10:00:00,381K,better,High,New Home Sales,378K,better,9,2013-02-26 15:00:00+00:00,14.7,2013,1,2,Tuesday
1.9%,USD,2013-02-27 08:30:00,0.3%,better,High,Core Durable Goods Orders m/m,1.0%,worse,9,2013-02-27 13:30:00+00:00,533.33,2013,1,2,Wednesday
-5.2%,USD,2013-02-27 08:30:00,-4.8%,worse,Medium,Durable Goods Orders m/m,4.3%,worse,9,2013-02-27 13:30:00+00:00,-8.33,2013,1,2,Wednesday
4.5%,USD,2013-02-27 10:00:00,1.7%,better,High,Pending Home Sales m/m,-1.9%,better,9,2013-02-27 15:00:00+00:00,164.71,2013,1,2,Wednesday
1.1M,USD,2013-02-27 10:30:00,2.4M,accurate,Medium,Crude Oil Inventories,4.1M,accurate,9,2013-02-27 15:30:00+00:00,-54.17,2013,1,2,Wednesday
0.1%,USD,2013-02-28 08:30:00,0.5%,worse,High,Prelim GDP q/q,-0.1%,accurate,9,2013-02-28 13:30:00+00:00,-80.0,2013,1,2,Thursday
344K,USD,2013-02-28 08:30:00,361K,better,High,Unemployment Claims,366K,accurate,9,2013-02-28 13:30:00+00:00,-4.71,2013,1,2,Thursday
0.9%,USD,2013-02-28 08:30:00,0.6%,better,Low,Prelim GDP Price Index q/q,0.6%,accurate,9,2013-02-28 13:30:00+00:00,50.0,2013,1,2,Thursday
56.8,USD,2013-02-28 09:45:00,54.6,better,Medium,Chicago PMI,55.6,accurate,9,2013-02-28 14:45:00+00:00,4.03,2013,1,2,Thursday
-171B,USD,2013-02-28 10:30:00,-165B,accurate,Low,Natural Gas Storage,-127B,accurate,9,2013-02-28 15:30:00+00:00,-3.64,2013,1,2,Thursday
0.1%,USD,2013-03-01 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.0%,accurate,9,2013-03-01 13:30:00+00:00,0.0,2013,1,3,Friday
0.2%,USD,2013-03-01 08:30:00,0.2%,accurate,Medium,Personal Spending m/m,0.1%,worse,9,2013-03-01 13:30:00+00:00,0.0,2013,1,3,Friday
-3.6%,USD,2013-03-01 08:30:00,-2.3%,worse,Low,Personal Income m/m,2.6%,accurate,9,2013-03-01 13:30:00+00:00,-56.52,2013,1,3,Friday
54.3,USD,2013-03-01 09:00:00,55.2,worse,Low,Final Manufacturing PMI,55.2,accurate,9,2013-03-01 14:00:00+00:00,-1.63,2013,1,3,Friday
77.6,USD,2013-03-01 09:55:00,76.3,better,Medium,Revised UoM Consumer Sentiment,76.3,accurate,9,2013-03-01 14:55:00+00:00,1.7,2013,1,3,Friday
54.2,USD,2013-03-01 10:00:00,52.7,better,High,ISM Manufacturing PMI,53.1,accurate,9,2013-03-01 15:00:00+00:00,2.85,2013,1,3,Friday
-2.1%,USD,2013-03-01 10:00:00,0.6%,worse,Low,Construction Spending m/m,1.1%,accurate,9,2013-03-01 15:00:00+00:00,-450.0,2013,1,3,Friday
61.5,USD,2013-03-01 10:00:00,57.3,better,Low,ISM Manufacturing Prices,56.5,accurate,9,2013-03-01 15:00:00+00:00,7.33,2013,1,3,Friday
15.4M,USD,2013-03-01 00:00:00,15.1M,better,Low,Total Vehicle Sales,15.3M,accurate,9,2013-03-01 05:00:00+00:00,1.99,2013,1,3,Friday
46,USD,2013-02-19 10:00:00,48,worse,Low,NAHB Housing Market Index,47,accurate,8,2013-02-19 15:00:00+00:00,-4.17,2013,1,2,Tuesday
0.93M,USD,2013-02-20 08:30:00,0.92M,accurate,High,Building Permits,0.91M,accurate,8,2013-02-20 13:30:00+00:00,1.09,2013,1,2,Wednesday
0.2%,USD,2013-02-20 08:30:00,0.3%,worse,High,PPI m/m,-0.2%,accurate,8,2013-02-20 13:30:00+00:00,-33.33,2013,1,2,Wednesday
0.2%,USD,2013-02-20 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.1%,accurate,8,2013-02-20 13:30:00+00:00,0.0,2013,1,2,Wednesday
0.89M,USD,2013-02-20 08:30:00,0.93M,worse,Medium,Housing Starts,0.97M,accurate,8,2013-02-20 13:30:00+00:00,-4.3,2013,1,2,Wednesday
0.3%,USD,2013-02-21 08:30:00,0.2%,better,High,Core CPI m/m,0.1%,accurate,8,2013-02-21 13:30:00+00:00,50.0,2013,1,2,Thursday
362K,USD,2013-02-21 08:30:00,353K,worse,High,Unemployment Claims,342K,accurate,8,2013-02-21 13:30:00+00:00,2.55,2013,1,2,Thursday
0.0%,USD,2013-02-21 08:30:00,0.1%,worse,Medium,CPI m/m,0.0%,accurate,8,2013-02-21 13:30:00+00:00,-100.0,2013,1,2,Thursday
55.2,USD,2013-02-21 09:00:00,55.6,worse,Medium,Flash Manufacturing PMI,55.8,accurate,8,2013-02-21 14:00:00+00:00,-0.72,2013,1,2,Thursday
4.92M,USD,2013-02-21 10:00:00,4.89M,better,High,Existing Home Sales,4.90M,worse,8,2013-02-21 15:00:00+00:00,0.61,2013,1,2,Thursday
-12.5,USD,2013-02-21 10:00:00,1.1,worse,High,Philly Fed Manufacturing Index,-5.8,accurate,8,2013-02-21 15:00:00+00:00,-1236.36,2013,1,2,Thursday
0.2%,USD,2013-02-21 10:00:00,0.2%,accurate,Low,CB Leading Index m/m,0.5%,accurate,8,2013-02-21 15:00:00+00:00,0.0,2013,1,2,Thursday
-127B,USD,2013-02-21 10:30:00,-119B,accurate,Low,Natural Gas Storage,-157B,accurate,8,2013-02-21 15:30:00+00:00,-6.72,2013,1,2,Thursday
4.1M,USD,2013-02-21 11:00:00,1.9M,accurate,Medium,Crude Oil Inventories,0.6M,accurate,8,2013-02-21 16:00:00+00:00,115.79,2013,1,2,Thursday
88.9,USD,2013-02-12 07:30:00,89.0,accurate,Low,NFIB Small Business Index,88.0,accurate,7,2013-02-12 12:30:00+00:00,-0.11,2013,1,2,Tuesday
3.62M,USD,2013-02-12 10:00:00,3.73M,worse,Medium,JOLTS Job Openings,3.79M,better,7,2013-02-12 15:00:00+00:00,-2.95,2013,1,2,Tuesday
2.9B,USD,2013-02-12 13:46:00,-4.6B,better,Medium,Federal Budget Balance,-1.2B,accurate,7,2013-02-12 18:46:00+00:00,163.04,2013,1,2,Tuesday
0.2%,USD,2013-02-13 08:30:00,0.1%,better,High,Core Retail Sales m/m,0.3%,accurate,7,2013-02-13 13:30:00+00:00,100.0,2013,1,2,Wednesday
0.1%,USD,2013-02-13 08:30:00,0.1%,accurate,High,Retail Sales m/m,0.5%,accurate,7,2013-02-13 13:30:00+00:00,0.0,2013,1,2,Wednesday
0.6%,USD,2013-02-13 08:30:00,0.8%,worse,Medium,Import Prices m/m,-0.5%,worse,7,2013-02-13 13:30:00+00:00,-25.0,2013,1,2,Wednesday
0.1%,USD,2013-02-13 10:00:00,0.3%,better,Medium,Business Inventories m/m,0.2%,better,7,2013-02-13 15:00:00+00:00,-66.67,2013,1,2,Wednesday
0.6M,USD,2013-02-13 10:30:00,2.4M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,7,2013-02-13 15:30:00+00:00,-75.0,2013,1,2,Wednesday
341K,USD,2013-02-14 08:30:00,361K,better,High,Unemployment Claims,368K,accurate,7,2013-02-14 13:30:00+00:00,-5.54,2013,1,2,Thursday
-157B,USD,2013-02-14 10:30:00,-166B,accurate,Low,Natural Gas Storage,-118B,accurate,7,2013-02-14 15:30:00+00:00,5.42,2013,1,2,Thursday
10.0,USD,2013-02-15 08:30:00,-2.1,better,Medium,Empire State Manufacturing Index,-7.8,accurate,7,2013-02-15 13:30:00+00:00,576.19,2013,1,2,Friday
64.2B,USD,2013-02-15 09:00:00,34.3B,better,Medium,TIC Long-Term Purchases,52.4B,accurate,7,2013-02-15 14:00:00+00:00,87.17,2013,1,2,Friday
79.1%,USD,2013-02-15 09:15:00,78.9%,better,Medium,Capacity Utilization Rate,79.3%,better,7,2013-02-15 14:15:00+00:00,0.25,2013,1,2,Friday
-0.1%,USD,2013-02-15 09:15:00,0.2%,worse,Medium,Industrial Production m/m,0.4%,better,7,2013-02-15 14:15:00+00:00,-150.0,2013,1,2,Friday
76.3,USD,2013-02-15 09:55:00,74.8,better,High,Prelim UoM Consumer Sentiment,71.3,accurate,7,2013-02-15 14:55:00+00:00,2.01,2013,1,2,Friday
1.8%,USD,2013-02-04 10:00:00,2.3%,worse,Medium,Factory Orders m/m,-0.3%,worse,6,2013-02-04 15:00:00+00:00,-21.74,2013,1,2,Monday
55.2,USD,2013-02-05 10:00:00,55.2,accurate,High,ISM Non-Manufacturing PMI,56.1,accurate,6,2013-02-05 15:00:00+00:00,0.0,2013,1,2,Tuesday
47.3,USD,2013-02-05 10:00:00,46.1,better,Low,IBD/TIPP Economic Optimism,46.5,accurate,6,2013-02-05 15:00:00+00:00,2.6,2013,1,2,Tuesday
2.6M,USD,2013-02-06 10:30:00,2.7M,accurate,Medium,Crude Oil Inventories,5.9M,accurate,6,2013-02-06 15:30:00+00:00,-3.7,2013,1,2,Wednesday
366K,USD,2013-02-07 08:30:00,361K,worse,High,Unemployment Claims,371K,accurate,6,2013-02-07 13:30:00+00:00,1.39,2013,1,2,Thursday
-2.0%,USD,2013-02-07 08:30:00,-1.3%,better,Medium,Prelim Nonfarm Productivity q/q,2.9%,worse,6,2013-02-07 13:30:00+00:00,-53.85,2013,1,2,Thursday
4.5%,USD,2013-02-07 08:30:00,3.1%,better,Medium,Prelim Unit Labor Costs q/q,-1.9%,worse,6,2013-02-07 13:30:00+00:00,45.16,2013,1,2,Thursday
-118B,USD,2013-02-07 10:30:00,-135B,accurate,Low,Natural Gas Storage,-194B,accurate,6,2013-02-07 15:30:00+00:00,12.59,2013,1,2,Thursday
14.6B,USD,2013-02-07 15:00:00,14.1B,better,Low,Consumer Credit m/m,15.9B,accurate,6,2013-02-07 20:00:00+00:00,3.55,2013,1,2,Thursday
-38.5B,USD,2013-02-08 08:30:00,-45.7B,better,High,Trade Balance,-48.6B,accurate,6,2013-02-08 13:30:00+00:00,15.75,2013,1,2,Friday
-0.1%,USD,2013-02-08 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.4%,better,6,2013-02-08 15:00:00+00:00,-120.0,2013,1,2,Friday
1.3%,USD,2013-01-28 08:30:00,0.8%,better,High,Core Durable Goods Orders m/m,1.2%,worse,5,2013-01-28 13:30:00+00:00,62.5,2013,1,1,Monday
4.6%,USD,2013-01-28 08:30:00,1.8%,better,Medium,Durable Goods Orders m/m,0.8%,accurate,5,2013-01-28 13:30:00+00:00,155.56,2013,1,1,Monday
-4.3%,USD,2013-01-28 10:00:00,0.5%,worse,High,Pending Home Sales m/m,1.6%,accurate,5,2013-01-28 15:00:00+00:00,-960.0,2013,1,1,Monday
5.5%,USD,2013-01-29 09:00:00,5.5%,accurate,Medium,S&P/CS Composite-20 HPI y/y,4.2%,accurate,5,2013-01-29 14:00:00+00:00,0.0,2013,1,1,Tuesday
58.6,USD,2013-01-29 10:00:00,64.8,worse,High,CB Consumer Confidence,66.7,better,5,2013-01-29 15:00:00+00:00,-9.57,2013,1,1,Tuesday
192K,USD,2013-01-30 08:15:00,164K,better,High,ADP Non-Farm Employment Change,185K,worse,5,2013-01-30 13:15:00+00:00,17.07,2013,1,1,Wednesday
-0.1%,USD,2013-01-30 08:30:00,1.1%,worse,High,Advance GDP q/q,3.1%,better,5,2013-01-30 13:30:00+00:00,-109.09,2013,1,1,Wednesday
0.6%,USD,2013-01-30 08:30:00,1.5%,worse,Medium,Advance GDP Price Index q/q,2.7%,accurate,5,2013-01-30 13:30:00+00:00,-60.0,2013,1,1,Wednesday
5.9M,USD,2013-01-30 10:30:00,2.9M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,5,2013-01-30 15:30:00+00:00,103.45,2013,1,1,Wednesday
<0.25%,USD,2013-01-30 14:15:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,5,2013-01-30 19:15:00+00:00,0.0,2013,1,1,Wednesday
368K,USD,2013-01-31 08:30:00,362K,worse,High,Unemployment Claims,330K,accurate,5,2013-01-31 13:30:00+00:00,1.66,2013,1,1,Thursday
0.0%,USD,2013-01-31 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.0%,accurate,5,2013-01-31 13:30:00+00:00,-100.0,2013,1,1,Thursday
0.5%,USD,2013-01-31 08:30:00,0.6%,worse,Medium,Employment Cost Index q/q,0.4%,accurate,5,2013-01-31 13:30:00+00:00,-16.67,2013,1,1,Thursday
0.2%,USD,2013-01-31 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.4%,accurate,5,2013-01-31 13:30:00+00:00,-50.0,2013,1,1,Thursday
2.6%,USD,2013-01-31 08:30:00,0.7%,better,Low,Personal Income m/m,1.0%,better,5,2013-01-31 13:30:00+00:00,271.43,2013,1,1,Thursday
55.6,USD,2013-01-31 09:45:00,51.1,better,Medium,Chicago PMI,51.6,accurate,5,2013-01-31 14:45:00+00:00,8.81,2013,1,1,Thursday
-194B,USD,2013-01-31 10:30:00,-202B,accurate,Low,Natural Gas Storage,-172B,accurate,5,2013-01-31 15:30:00+00:00,3.96,2013,1,1,Thursday
157K,USD,2013-02-01 08:30:00,161K,accurate,High,Non-Farm Employment Change,196K,better,5,2013-02-01 13:30:00+00:00,-2.48,2013,1,2,Friday
7.9%,USD,2013-02-01 08:30:00,7.8%,worse,High,Unemployment Rate,7.8%,accurate,5,2013-02-01 13:30:00+00:00,1.28,2013,1,2,Friday
0.2%,USD,2013-02-01 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.3%,accurate,5,2013-02-01 13:30:00+00:00,0.0,2013,1,2,Friday
55.8,USD,2013-02-01 09:00:00,56.1,accurate,Low,Final Manufacturing PMI,56.1,accurate,5,2013-02-01 14:00:00+00:00,-0.53,2013,1,2,Friday
73.8,USD,2013-02-01 09:55:00,71.4,better,Medium,Revised UoM Consumer Sentiment,71.3,accurate,5,2013-02-01 14:55:00+00:00,3.36,2013,1,2,Friday
53.1,USD,2013-02-01 10:00:00,50.8,better,High,ISM Manufacturing PMI,50.7,accurate,5,2013-02-01 15:00:00+00:00,4.53,2013,1,2,Friday
0.9%,USD,2013-02-01 10:00:00,0.6%,better,Low,Construction Spending m/m,0.1%,better,5,2013-02-01 15:00:00+00:00,50.0,2013,1,2,Friday
56.5,USD,2013-02-01 10:00:00,56.3,accurate,Low,ISM Manufacturing Prices,55.5,accurate,5,2013-02-01 15:00:00+00:00,0.36,2013,1,2,Friday
15.3M,USD,2013-02-01 00:00:00,15.2M,accurate,Low,Total Vehicle Sales,15.4M,accurate,5,2013-02-01 05:00:00+00:00,0.66,2013,1,2,Friday
-12,USD,2013-01-22 09:59:00,4,worse,Low,Richmond Manufacturing Index,5,accurate,4,2013-01-22 14:59:00+00:00,-400.0,2013,1,1,Tuesday
4.94M,USD,2013-01-22 10:00:00,5.09M,worse,High,Existing Home Sales,4.99M,worse,4,2013-01-22 15:00:00+00:00,-2.95,2013,1,1,Tuesday
0.6%,USD,2013-01-23 09:00:00,0.7%,worse,Low,HPI m/m,0.6%,better,4,2013-01-23 14:00:00+00:00,-14.29,2013,1,1,Wednesday
330K,USD,2013-01-24 08:30:00,359K,better,High,Unemployment Claims,335K,accurate,4,2013-01-24 13:30:00+00:00,-8.08,2013,1,1,Thursday
56.1,USD,2013-01-24 09:00:00,53.2,better,Medium,Flash Manufacturing PMI,54.0,accurate,4,2013-01-24 14:00:00+00:00,5.45,2013,1,1,Thursday
0.5%,USD,2013-01-24 10:00:00,0.4%,better,Low,CB Leading Index m/m,0.0%,better,4,2013-01-24 15:00:00+00:00,25.0,2013,1,1,Thursday
-172B,USD,2013-01-24 10:30:00,-167B,accurate,Low,Natural Gas Storage,-148B,accurate,4,2013-01-24 15:30:00+00:00,-2.99,2013,1,1,Thursday
2.8M,USD,2013-01-24 11:00:00,1.9M,accurate,Medium,Crude Oil Inventories,-1.0M,accurate,4,2013-01-24 16:00:00+00:00,47.37,2013,1,1,Thursday
369K,USD,2013-01-25 10:00:00,387K,worse,High,New Home Sales,398K,better,4,2013-01-25 15:00:00+00:00,-4.65,2013,1,1,Friday
0.3%,USD,2013-01-15 08:30:00,0.2%,better,High,Core Retail Sales m/m,-0.1%,worse,3,2013-01-15 13:30:00+00:00,50.0,2013,1,1,Tuesday
-0.2%,USD,2013-01-15 08:30:00,-0.1%,worse,High,PPI m/m,-0.8%,accurate,3,2013-01-15 13:30:00+00:00,-100.0,2013,1,1,Tuesday
0.5%,USD,2013-01-15 08:30:00,0.2%,better,High,Retail Sales m/m,0.4%,better,3,2013-01-15 13:30:00+00:00,150.0,2013,1,1,Tuesday
0.1%,USD,2013-01-15 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.1%,accurate,3,2013-01-15 13:30:00+00:00,-50.0,2013,1,1,Tuesday
-7.8,USD,2013-01-15 08:30:00,1.9,worse,Medium,Empire State Manufacturing Index,-8.1,accurate,3,2013-01-15 13:30:00+00:00,-510.53,2013,1,1,Tuesday
0.3%,USD,2013-01-15 10:00:00,0.3%,accurate,Medium,Business Inventories m/m,0.3%,better,3,2013-01-15 15:00:00+00:00,0.0,2013,1,1,Tuesday
0.1%,USD,2013-01-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,3,2013-01-16 13:30:00+00:00,-50.0,2013,1,1,Wednesday
0.0%,USD,2013-01-16 08:30:00,0.0%,accurate,Medium,CPI m/m,-0.3%,accurate,3,2013-01-16 13:30:00+00:00,0.0,2013,1,1,Wednesday
52.3B,USD,2013-01-16 09:00:00,19.8B,better,Medium,TIC Long-Term Purchases,-1.0B,worse,3,2013-01-16 14:00:00+00:00,164.14,2013,1,1,Wednesday
78.8%,USD,2013-01-16 09:15:00,78.6%,better,Medium,Capacity Utilization Rate,78.7%,better,3,2013-01-16 14:15:00+00:00,0.25,2013,1,1,Wednesday
0.3%,USD,2013-01-16 09:15:00,0.2%,better,Medium,Industrial Production m/m,1.0%,worse,3,2013-01-16 14:15:00+00:00,50.0,2013,1,1,Wednesday
47,USD,2013-01-16 10:00:00,48,worse,Low,NAHB Housing Market Index,47,accurate,3,2013-01-16 15:00:00+00:00,-2.08,2013,1,1,Wednesday
-1.0M,USD,2013-01-16 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,1.3M,accurate,3,2013-01-16 15:30:00+00:00,-150.0,2013,1,1,Wednesday
0.90M,USD,2013-01-17 08:30:00,0.91M,accurate,High,Building Permits,0.90M,accurate,3,2013-01-17 13:30:00+00:00,-1.1,2013,1,1,Thursday
335K,USD,2013-01-17 08:30:00,369K,better,High,Unemployment Claims,372K,accurate,3,2013-01-17 13:30:00+00:00,-9.21,2013,1,1,Thursday
0.95M,USD,2013-01-17 08:30:00,0.89M,better,Medium,Housing Starts,0.85M,accurate,3,2013-01-17 13:30:00+00:00,6.74,2013,1,1,Thursday
-5.8,USD,2013-01-17 10:00:00,7.1,worse,High,Philly Fed Manufacturing Index,8.1,accurate,3,2013-01-17 15:00:00+00:00,-181.69,2013,1,1,Thursday
-148B,USD,2013-01-17 10:30:00,-131B,accurate,Low,Natural Gas Storage,-201B,accurate,3,2013-01-17 15:30:00+00:00,-12.98,2013,1,1,Thursday
71.3,USD,2013-01-18 09:55:00,75.1,worse,High,Prelim UoM Consumer Sentiment,72.9,worse,3,2013-01-18 14:55:00+00:00,-5.06,2013,1,1,Friday
88.0,USD,2013-01-08 07:30:00,87.2,accurate,Low,NFIB Small Business Index,87.5,accurate,2,2013-01-08 12:30:00+00:00,0.92,2013,1,1,Tuesday
46.5,USD,2013-01-08 10:00:00,46.3,accurate,Low,IBD/TIPP Economic Optimism,45.1,accurate,2,2013-01-08 15:00:00+00:00,0.43,2013,1,1,Tuesday
16.0B,USD,2013-01-08 15:00:00,12.9B,better,Low,Consumer Credit m/m,14.1B,accurate,2,2013-01-08 20:00:00+00:00,24.03,2013,1,1,Tuesday
1.3M,USD,2013-01-09 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,-11.1M,accurate,2,2013-01-09 15:30:00+00:00,44.44,2013,1,1,Wednesday
371K,USD,2013-01-10 08:30:00,361K,worse,High,Unemployment Claims,367K,better,2,2013-01-10 13:30:00+00:00,2.77,2013,1,1,Thursday
3.68M,USD,2013-01-10 10:00:00,3.68M,accurate,Medium,JOLTS Job Openings,3.67M,accurate,2,2013-01-10 15:00:00+00:00,0.0,2013,1,1,Thursday
