actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
59.8B,USD,2012-01-18 08:56:00,27.3B,better,High,TIC Long-Term Purchases,8.3B,better,3,2012-01-18 13:55:00+00:00,-119.05,2012,1,1,Wednesday,12827,12827,12812,12815,12816,12803,12804,13,down,11,11,12818,12802,12815,16,up,0,11,12818,12804,12811,14,down,4,4,12826,12817,12823,9,up,8,6,12842,12830,12836,12,up,21,5,12841,12824,12840,17,up,25,15,12815,12807,12815,8,down,0,1,12818,12813,12818,5,up,3,3,12856,12850,12851,6,up,36,1
78.1%,USD,2012-01-18 09:15:00,78.2%,accurate,Medium,Capacity Utilization Rate,77.8%,accurate,3,2012-01-18 14:15:00+00:00,0.13,2012,1,1,Wednesday,12811,12813,12807,12811,12819,12805,12816,14,up,5,5,12826,12817,12823,9,up,12,6,12824,12816,12823,8,down,12,0,12830,12814,12826,16,up,15,2,12832,12819,12822,13,down,11,9,12838,12829,12830,9,up,19,7,12827,12822,12822,5,down,11,1,12830,12823,12830,7,up,19,4,12849,12846,12847,3,up,36,0
0.4%,USD,2012-01-18 09:15:00,0.5%,worse,Medium,Industrial Production m/m,-0.3%,worse,3,2012-01-18 14:15:00+00:00,20.0,2012,1,1,Wednesday,12811,12813,12807,12811,12819,12805,12816,14,up,5,5,12826,12817,12823,9,up,12,6,12824,12816,12823,8,down,12,0,12830,12814,12826,16,up,15,2,12832,12819,12822,13,down,11,9,12838,12829,12830,9,up,19,7,12827,12822,12822,5,down,11,1,12830,12823,12830,7,up,19,4,12849,12846,12847,3,up,36,0
25,USD,2012-01-18 10:00:00,22,better,Low,NAHB Housing Market Index,21,accurate,3,2012-01-18 15:00:00+00:00,-13.64,2012,1,1,Wednesday,12836,12836,12830,12836,12840,12834,12840,6,up,4,4,12840,12827,12831,13,down,5,9,12832,12819,12822,13,down,14,9,12842,12834,12834,8,up,2,7,12819,12813,12816,6,down,20,1,12822,12817,12818,5,up,18,1,12827,12815,12825,12,up,11,7,12852,12848,12850,4,up,14,1,12843,12836,12837,7,down,1,4
0.68M,USD,2012-01-19 08:30:00,0.68M,accurate,High,Building Permits,0.68M,accurate,3,2012-01-19 13:30:00+00:00,0.0,2012,1,1,Thursday,12911,12913,12910,12911,12914,12896,12904,18,down,7,7,12921,12903,12921,18,up,10,17,12923,12914,12914,9,down,3,7,12917,12903,12907,14,down,4,4,12900,12893,12900,7,down,11,5,12894,12891,12893,3,down,18,2,12888,12884,12887,4,down,24,0,12904,12898,12903,6,up,8,4,12926,12922,12925,4,up,14,2
0.1%,USD,2012-01-19 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,3,2012-01-19 13:30:00+00:00,0.0,2012,1,1,Thursday,12911,12913,12910,12911,12914,12896,12904,18,down,7,7,12921,12903,12921,18,up,10,17,12923,12914,12914,9,down,3,7,12917,12903,12907,14,down,4,4,12900,12893,12900,7,down,11,5,12894,12891,12893,3,down,18,2,12888,12884,12887,4,down,24,0,12904,12898,12903,6,up,8,4,12926,12922,12925,4,up,14,2
352K,USD,2012-01-19 08:30:00,387K,better,High,Unemployment Claims,402K,accurate,3,2012-01-19 13:30:00+00:00,9.04,2012,1,1,Thursday,12911,12913,12910,12911,12914,12896,12904,18,down,7,7,12921,12903,12921,18,up,10,17,12923,12914,12914,9,down,3,7,12917,12903,12907,14,down,4,4,12900,12893,12900,7,down,11,5,12894,12891,12893,3,down,18,2,12888,12884,12887,4,down,24,0,12904,12898,12903,6,up,8,4,12926,12922,12925,4,up,14,2
0.0%,USD,2012-01-19 08:30:00,0.1%,worse,Medium,CPI m/m,0.0%,accurate,3,2012-01-19 13:30:00+00:00,100.0,2012,1,1,Thursday,12911,12913,12910,12911,12914,12896,12904,18,down,7,7,12921,12903,12921,18,up,10,17,12923,12914,12914,9,down,3,7,12917,12903,12907,14,down,4,4,12900,12893,12900,7,down,11,5,12894,12891,12893,3,down,18,2,12888,12884,12887,4,down,24,0,12904,12898,12903,6,up,8,4,12926,12922,12925,4,up,14,2
0.66M,USD,2012-01-19 08:30:00,0.69M,worse,Medium,Housing Starts,0.69M,accurate,3,2012-01-19 13:30:00+00:00,4.35,2012,1,1,Thursday,12911,12913,12910,12911,12914,12896,12904,18,down,7,7,12921,12903,12921,18,up,10,17,12923,12914,12914,9,down,3,7,12917,12903,12907,14,down,4,4,12900,12893,12900,7,down,11,5,12894,12891,12893,3,down,18,2,12888,12884,12887,4,down,24,0,12904,12898,12903,6,up,8,4,12926,12922,12925,4,up,14,2
7.3,USD,2012-01-19 10:00:00,10.7,worse,High,Philly Fed Manufacturing Index,10.3,accurate,3,2012-01-19 15:00:00+00:00,31.78,2012,1,1,Thursday,12891,12894,12891,12893,12893,12885,12887,8,down,6,6,12888,12875,12881,13,down,12,7,12885,12880,12881,5,down,12,0,12888,12884,12887,4,up,6,0,12899,12891,12891,8,up,2,5,12904,12898,12903,6,up,10,4,12939,12930,12936,9,up,43,0,12931,12922,12931,9,down,38,9,12945,12938,12938,7,up,45,1
-87B,USD,2012-01-19 10:30:00,-88B,accurate,Low,Natural Gas Storage,-95B,accurate,3,2012-01-19 15:30:00+00:00,-1.14,2012,1,1,Thursday,12887,12888,12884,12887,12893,12885,12891,8,up,4,4,12891,12884,12886,7,down,1,4,12899,12885,12896,14,up,9,10,12899,12891,12891,8,down,4,5,12904,12898,12903,6,up,16,4,12939,12930,12936,9,up,49,0,12926,12922,12925,4,down,38,2,12945,12934,12943,11,up,56,9,12941,12936,12937,5,down,50,4
-3.4M,USD,2012-01-19 11:00:00,2.9M,accurate,Medium,Crude Oil Inventories,5.0M,accurate,3,2012-01-19 16:00:00+00:00,217.24,2012,1,1,Thursday,12896,12899,12891,12891,12895,12891,12892,4,up,1,1,12894,12884,12886,10,down,5,6,12891,12885,12888,6,up,3,2,12904,12898,12903,6,up,12,4,12939,12930,12936,9,up,45,0,12926,12922,12925,4,down,34,2,12931,12922,12931,9,up,40,9,12945,12938,12938,7,up,47,1,12935,12932,12934,3,down,43,0
4.61M,USD,2012-01-20 10:00:00,4.65M,worse,High,Existing Home Sales,4.39M,worse,3,2012-01-20 15:00:00+00:00,0.86,2012,1,1,Friday,12924,12928,12920,12921,12925,12916,12917,9,down,4,4,12917,12908,12916,9,down,5,1,12926,12914,12925,12,up,4,9,12945,12931,12941,14,up,20,8,12927,12917,12918,10,down,3,8,12935,12921,12935,14,up,14,12,12947,12937,12946,10,up,25,9,12935,12928,12930,7,down,9,5,12928,12925,12925,3,down,4,1
12,USD,2012-01-24 09:59:00,6,better,Low,Richmond Manufacturing Index,3,accurate,4,2012-01-24 15:00:00+00:00,-100.0,2012,1,1,Tuesday,12966,12972,12964,12968,12978,12962,12975,16,up,7,7,12980,12972,12975,8,down,7,0,12984,12973,12983,11,up,15,8,12986,12978,12980,8,down,12,5,12989,12979,12980,10,down,12,7,13003,12996,13000,7,up,32,4,13006,13001,13003,5,up,35,1,13025,13018,13022,7,up,54,3,13021,13017,13021,4,down,53,4
-3.5%,USD,2012-01-25 10:00:00,-0.6%,worse,High,Pending Home Sales m/m,7.3%,accurate,4,2012-01-25 15:00:00+00:00,483.33,2012,1,1,Wednesday,12954,12957,12951,12952,12957,12948,12956,9,up,4,4,12961,12954,12959,7,up,7,3,12960,12955,12959,5,down,7,0,12966,12962,12966,4,up,14,4,12976,12971,12974,5,up,22,2,12979,12975,12977,4,up,25,0,12977,12968,12976,9,down,24,8,13058,13040,13048,18,up,96,7,13087,13082,13087,5,up,135,5
1.0%,USD,2012-01-25 10:00:00,0.3%,better,Low,HPI m/m,-0.7%,worse,4,2012-01-25 15:00:00+00:00,-233.33,2012,1,1,Wednesday,12954,12957,12951,12952,12957,12948,12956,9,up,4,4,12961,12954,12959,7,up,7,3,12960,12955,12959,5,down,7,0,12966,12962,12966,4,up,14,4,12976,12971,12974,5,up,22,2,12979,12975,12977,4,up,25,0,12977,12968,12976,9,down,24,8,13058,13040,13048,18,up,96,7,13087,13082,13087,5,up,135,5
3.6M,USD,2012-01-25 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,-3.4M,accurate,4,2012-01-25 15:30:00+00:00,-300.0,2012,1,1,Wednesday,12962,12966,12962,12966,12967,12960,12961,7,down,5,5,12967,12959,12965,8,up,1,4,12969,12964,12969,5,up,3,4,12976,12971,12974,5,up,8,2,12979,12975,12977,4,up,11,0,12977,12968,12976,9,down,10,8,13014,12985,13014,29,up,48,29,13098,13086,13097,12,up,131,8,13062,13054,13056,8,down,90,5
<0.25%,USD,2012-01-25 12:28:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,4,2012-01-25 17:30:00+00:00,0.0,2012,1,1,Wednesday,12985,13014,12985,13014,13036,13005,13031,31,up,17,17,13039,13027,13029,12,down,15,2,13031,13018,13023,13,down,9,6,13058,13040,13048,18,up,34,7,13098,13086,13097,12,up,83,8,13087,13082,13087,5,down,73,5,13062,13054,13056,8,down,42,5,13097,13089,13096,8,up,82,7,13109,13106,13107,3,up,93,1
2.1%,USD,2012-01-26 08:30:00,0.9%,better,High,Core Durable Goods Orders m/m,0.5%,better,4,2012-01-26 13:30:00+00:00,-133.33,2012,1,1,Thursday,13158,13168,13158,13164,13175,13160,13170,15,up,6,6,13173,13163,13171,10,up,7,1,13171,13162,13163,9,down,1,8,13171,13166,13169,5,up,5,0,13172,13158,13172,14,up,8,13,13171,13160,13164,11,down,0,2,13157,13151,13154,6,down,10,3,13161,13155,13161,6,up,3,3,13146,13138,13140,8,down,24,1
377K,USD,2012-01-26 08:30:00,371K,worse,High,Unemployment Claims,356K,accurate,4,2012-01-26 13:30:00+00:00,-1.62,2012,1,1,Thursday,13158,13168,13158,13164,13175,13160,13170,15,up,6,6,13173,13163,13171,10,up,7,1,13171,13162,13163,9,down,1,8,13171,13166,13169,5,up,5,0,13172,13158,13172,14,up,8,13,13171,13160,13164,11,down,0,2,13157,13151,13154,6,down,10,3,13161,13155,13161,6,up,3,3,13146,13138,13140,8,down,24,1
3.0%,USD,2012-01-26 08:30:00,2.1%,better,Medium,Durable Goods Orders m/m,4.3%,better,4,2012-01-26 13:30:00+00:00,-42.86,2012,1,1,Thursday,13158,13168,13158,13164,13175,13160,13170,15,up,6,6,13173,13163,13171,10,up,7,1,13171,13162,13163,9,down,1,8,13171,13166,13169,5,up,5,0,13172,13158,13172,14,up,8,13,13171,13160,13164,11,down,0,2,13157,13151,13154,6,down,10,3,13161,13155,13161,6,up,3,3,13146,13138,13140,8,down,24,1
307K,USD,2012-01-26 10:00:00,321K,worse,High,New Home Sales,314K,accurate,4,2012-01-26 15:00:00+00:00,4.36,2012,1,1,Thursday,13166,13171,13160,13164,13179,13162,13179,17,up,15,15,13179,13164,13168,15,down,4,11,13171,13164,13166,7,down,2,2,13157,13151,13154,6,down,10,3,13158,13150,13157,8,up,7,4,13161,13155,13161,6,up,3,3,13161,13152,13152,9,down,12,2,13151,13147,13148,4,down,16,1,13112,13105,13106,7,down,58,6
