actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
-3.7M,USD,2009-12-16 10:30:00,-2.1M,accurate,Medium,Crude Oil Inventories,-3.8M,accurate,51,2009-12-16 15:30:00+00:00,76.19,2009,4,12,Wednesday
<0.25%,USD,2009-12-16 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,51,2009-12-16 19:15:00+00:00,0.0,2009,4,12,Wednesday
480K,USD,2009-12-17 08:30:00,466K,worse,High,Unemployment Claims,473K,accurate,51,2009-12-17 13:30:00+00:00,-3.0,2009,4,12,Thursday
20.4,USD,2009-12-17 10:00:00,16.2,better,High,Philly Fed Manufacturing Index,16.7,accurate,51,2009-12-17 15:00:00+00:00,-25.93,2009,4,12,Thursday
0.9%,USD,2009-12-17 10:00:00,0.8%,better,Low,CB Leading Index m/m,0.3%,accurate,51,2009-12-17 15:00:00+00:00,-12.5,2009,4,12,Thursday
-207B,USD,2009-12-17 10:30:00,-175B,accurate,Low,Natural Gas Storage,-64B,accurate,51,2009-12-17 15:30:00+00:00,18.29,2009,4,12,Thursday
-3.5B,USD,2009-12-07 15:00:00,-9.6B,better,Low,Consumer Credit m/m,-8.8B,better,50,2009-12-07 20:00:00+00:00,-63.54,2009,4,12,Monday
46.8,USD,2009-12-08 10:00:00,49.5,worse,Low,IBD/TIPP Economic Optimism,47.9,accurate,50,2009-12-08 15:00:00+00:00,5.45,2009,4,12,Tuesday
0.3%,USD,2009-12-09 10:00:00,-0.6%,worse,Low,Final Wholesale Inventories m/m,-0.8%,worse,50,2009-12-09 15:00:00+00:00,-150.0,2009,4,12,Wednesday
-3.8M,USD,2009-12-09 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,2.1M,accurate,50,2009-12-09 15:30:00+00:00,642.86,2009,4,12,Wednesday
-32.9B,USD,2009-12-10 08:30:00,-36.9B,better,High,Trade Balance,-35.7B,better,50,2009-12-10 13:30:00+00:00,-10.84,2009,4,12,Thursday
474K,USD,2009-12-10 08:30:00,463K,worse,High,Unemployment Claims,457K,accurate,50,2009-12-10 13:30:00+00:00,-2.38,2009,4,12,Thursday
-64B,USD,2009-12-10 10:30:00,-45B,accurate,Low,Natural Gas Storage,2B,accurate,50,2009-12-10 15:30:00+00:00,42.22,2009,4,12,Thursday
-120.3B,USD,2009-12-10 14:00:00,-136.0B,better,Medium,Federal Budget Balance,-176.4B,accurate,50,2009-12-10 19:00:00+00:00,-11.54,2009,4,12,Thursday
1.2%,USD,2009-12-11 08:30:00,0.5%,better,High,Core Retail Sales m/m,0.0%,worse,50,2009-12-11 13:30:00+00:00,-140.0,2009,4,12,Friday
1.3%,USD,2009-12-11 08:30:00,0.6%,better,High,Retail Sales m/m,1.1%,worse,50,2009-12-11 13:30:00+00:00,-116.67,2009,4,12,Friday
1.7%,USD,2009-12-11 08:30:00,1.2%,better,Medium,Import Prices m/m,0.8%,accurate,50,2009-12-11 13:30:00+00:00,-41.67,2009,4,12,Friday
73.4,USD,2009-12-11 09:55:00,68.6,better,High,Prelim UoM Consumer Sentiment,67.4,better,50,2009-12-11 14:55:00+00:00,-7.0,2009,4,12,Friday
0.2%,USD,2009-12-11 10:00:00,-0.3%,worse,Medium,Business Inventories m/m,-0.5%,better,50,2009-12-11 15:00:00+00:00,-166.67,2009,4,12,Friday
56.1,USD,2009-11-30 09:45:00,53.4,better,High,Chicago PMI,54.2,accurate,49,2009-11-30 14:45:00+00:00,-5.06,2009,4,11,Monday
53.6,USD,2009-12-01 10:00:00,54.8,worse,High,ISM Manufacturing PMI,55.7,accurate,49,2009-12-01 15:00:00+00:00,2.19,2009,4,12,Tuesday
3.7%,USD,2009-12-01 10:00:00,-0.4%,better,High,Pending Home Sales m/m,6.0%,accurate,49,2009-12-01 15:00:00+00:00,-1025.0,2009,4,12,Tuesday
0.0%,USD,2009-12-01 10:00:00,-0.4%,better,Low,Construction Spending m/m,-1.6%,worse,49,2009-12-01 15:00:00+00:00,-100.0,2009,4,12,Tuesday
55.0,USD,2009-12-01 10:00:00,65.1,worse,Low,ISM Manufacturing Prices,65.0,accurate,49,2009-12-01 15:00:00+00:00,15.51,2009,4,12,Tuesday
10.9M,USD,2009-12-01 00:00:00,10.5M,better,Low,Total Vehicle Sales,10.5M,accurate,49,2009-12-01 05:00:00+00:00,-3.81,2009,4,12,Tuesday
-169K,USD,2009-12-02 08:15:00,-149K,worse,High,ADP Non-Farm Employment Change,-195K,better,49,2009-12-02 13:15:00+00:00,13.42,2009,4,12,Wednesday
2.1M,USD,2009-12-02 10:30:00,-0.4M,accurate,Medium,Crude Oil Inventories,1.0M,accurate,49,2009-12-02 15:30:00+00:00,-625.0,2009,4,12,Wednesday
457K,USD,2009-12-03 08:30:00,479K,better,High,Unemployment Claims,462K,accurate,49,2009-12-03 13:30:00+00:00,4.59,2009,4,12,Thursday
8.1%,USD,2009-12-03 08:30:00,8.5%,better,Medium,Revised Nonfarm Productivity q/q,9.5%,accurate,49,2009-12-03 13:30:00+00:00,4.71,2009,4,12,Thursday
-2.5%,USD,2009-12-03 08:30:00,-4.3%,better,Low,Revised Unit Labor Costs q/q,-5.2%,accurate,49,2009-12-03 13:30:00+00:00,-41.86,2009,4,12,Thursday
48.7,USD,2009-12-03 10:00:00,51.6,worse,High,ISM Non-Manufacturing PMI,50.6,accurate,49,2009-12-03 15:00:00+00:00,5.62,2009,4,12,Thursday
2B,USD,2009-12-03 10:30:00,1B,accurate,Low,Natural Gas Storage,2B,accurate,49,2009-12-03 15:30:00+00:00,-100.0,2009,4,12,Thursday
-11K,USD,2009-12-04 08:30:00,-119K,better,High,Non-Farm Employment Change,-111K,better,49,2009-12-04 13:30:00+00:00,-90.76,2009,4,12,Friday
10.0%,USD,2009-12-04 08:30:00,10.2%,better,High,Unemployment Rate,10.2%,accurate,49,2009-12-04 13:30:00+00:00,1.96,2009,4,12,Friday
0.1%,USD,2009-12-04 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,accurate,49,2009-12-04 13:30:00+00:00,50.0,2009,4,12,Friday
0.6%,USD,2009-12-04 10:00:00,0.1%,better,Medium,Factory Orders m/m,1.6%,better,49,2009-12-04 15:00:00+00:00,-500.0,2009,4,12,Friday
6.10M,USD,2009-11-23 10:00:00,5.71M,better,High,Existing Home Sales,5.54M,worse,48,2009-11-23 15:00:00+00:00,-6.83,2009,4,11,Monday
2.8%,USD,2009-11-24 08:30:00,2.9%,worse,High,Prelim GDP q/q,3.5%,accurate,48,2009-11-24 13:30:00+00:00,3.45,2009,4,11,Tuesday
0.5%,USD,2009-11-24 08:30:00,0.8%,worse,Low,Prelim GDP Price Index q/q,0.8%,accurate,48,2009-11-24 13:30:00+00:00,37.5,2009,4,11,Tuesday
-9.4%,USD,2009-11-24 09:00:00,-9.1%,worse,Medium,S&P/CS Composite-20 HPI y/y,-11.3%,accurate,48,2009-11-24 14:00:00+00:00,3.3,2009,4,11,Tuesday
1,USD,2009-11-24 09:59:00,10,worse,Low,Richmond Manufacturing Index,7,accurate,48,2009-11-24 15:00:00+00:00,90.0,2009,4,11,Tuesday
49.5,USD,2009-11-24 10:00:00,47.6,better,High,CB Consumer Confidence,48.7,better,48,2009-11-24 15:00:00+00:00,-3.99,2009,4,11,Tuesday
0.0%,USD,2009-11-24 10:00:00,0.2%,worse,Low,HPI m/m,-0.5%,worse,48,2009-11-24 15:00:00+00:00,100.0,2009,4,11,Tuesday
-1.3%,USD,2009-11-25 08:30:00,0.7%,worse,High,Core Durable Goods Orders m/m,1.8%,better,48,2009-11-25 13:30:00+00:00,285.71,2009,4,11,Wednesday
466K,USD,2009-11-25 08:30:00,500K,better,High,Unemployment Claims,501K,accurate,48,2009-11-25 13:30:00+00:00,6.8,2009,4,11,Wednesday
0.2%,USD,2009-11-25 08:30:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,accurate,48,2009-11-25 13:30:00+00:00,-100.0,2009,4,11,Wednesday
-0.6%,USD,2009-11-25 08:30:00,0.5%,worse,Medium,Durable Goods Orders m/m,2.0%,better,48,2009-11-25 13:30:00+00:00,220.0,2009,4,11,Wednesday
0.7%,USD,2009-11-25 08:30:00,0.6%,better,Medium,Personal Spending m/m,-0.6%,worse,48,2009-11-25 13:30:00+00:00,-16.67,2009,4,11,Wednesday
0.2%,USD,2009-11-25 08:30:00,0.2%,accurate,Low,Personal Income m/m,0.2%,better,48,2009-11-25 13:30:00+00:00,0.0,2009,4,11,Wednesday
67.4,USD,2009-11-25 09:55:00,67.1,accurate,Medium,Revised UoM Consumer Sentiment,66.0,accurate,48,2009-11-25 14:55:00+00:00,-0.45,2009,4,11,Wednesday
430K,USD,2009-11-25 10:00:00,408K,better,High,New Home Sales,405K,better,48,2009-11-25 15:00:00+00:00,-5.39,2009,4,11,Wednesday
1.0M,USD,2009-11-25 10:30:00,1.6M,accurate,Medium,Crude Oil Inventories,-0.9M,accurate,48,2009-11-25 15:30:00+00:00,37.5,2009,4,11,Wednesday
2B,USD,2009-11-25 12:00:00,17B,accurate,Low,Natural Gas Storage,20B,accurate,48,2009-11-25 17:00:00+00:00,88.24,2009,4,11,Wednesday
0.2%,USD,2009-11-16 08:30:00,0.4%,worse,High,Core Retail Sales m/m,0.4%,worse,47,2009-11-16 13:30:00+00:00,50.0,2009,4,11,Monday
1.4%,USD,2009-11-16 08:30:00,1.0%,better,High,Retail Sales m/m,-2.3%,worse,47,2009-11-16 13:30:00+00:00,-40.0,2009,4,11,Monday
23.5,USD,2009-11-16 08:30:00,29.9,worse,Medium,Empire State Manufacturing Index,34.6,accurate,47,2009-11-16 13:30:00+00:00,21.4,2009,4,11,Monday
-0.4%,USD,2009-11-16 10:00:00,-0.7%,worse,Medium,Business Inventories m/m,-1.6%,better,47,2009-11-16 15:00:00+00:00,-42.86,2009,4,11,Monday
0.3%,USD,2009-11-17 08:30:00,0.6%,worse,High,PPI m/m,-0.6%,accurate,47,2009-11-17 13:30:00+00:00,50.0,2009,4,11,Tuesday
-0.6%,USD,2009-11-17 08:30:00,0.1%,worse,Medium,Core PPI m/m,-0.1%,accurate,47,2009-11-17 13:30:00+00:00,700.0,2009,4,11,Tuesday
40.7B,USD,2009-11-17 09:00:00,27.3B,better,High,TIC Long-Term Purchases,34.2B,better,47,2009-11-17 14:00:00+00:00,-49.08,2009,4,11,Tuesday
70.7%,USD,2009-11-17 09:15:00,70.9%,worse,Medium,Capacity Utilization Rate,70.5%,accurate,47,2009-11-17 14:15:00+00:00,0.28,2009,4,11,Tuesday
0.1%,USD,2009-11-17 09:15:00,0.4%,worse,Medium,Industrial Production m/m,0.6%,worse,47,2009-11-17 14:15:00+00:00,75.0,2009,4,11,Tuesday
17,USD,2009-11-17 13:00:00,19,worse,Low,NAHB Housing Market Index,17,worse,47,2009-11-17 18:00:00+00:00,10.53,2009,4,11,Tuesday
0.55M,USD,2009-11-18 08:30:00,0.59M,worse,High,Building Permits,0.57M,accurate,47,2009-11-18 13:30:00+00:00,6.78,2009,4,11,Wednesday
0.2%,USD,2009-11-18 08:30:00,0.1%,better,High,Core CPI m/m,0.2%,accurate,47,2009-11-18 13:30:00+00:00,-100.0,2009,4,11,Wednesday
0.3%,USD,2009-11-18 08:30:00,0.2%,better,Medium,CPI m/m,0.2%,accurate,47,2009-11-18 13:30:00+00:00,-50.0,2009,4,11,Wednesday
0.53M,USD,2009-11-18 08:30:00,0.61M,worse,Medium,Housing Starts,0.59M,accurate,47,2009-11-18 13:30:00+00:00,13.11,2009,4,11,Wednesday
-0.9M,USD,2009-11-18 10:30:00,0.8M,accurate,Medium,Crude Oil Inventories,1.8M,accurate,47,2009-11-18 15:30:00+00:00,212.5,2009,4,11,Wednesday
505K,USD,2009-11-19 08:30:00,503K,accurate,High,Unemployment Claims,505K,accurate,47,2009-11-19 13:30:00+00:00,-0.4,2009,4,11,Thursday
16.7,USD,2009-11-19 10:00:00,12.3,better,Medium,Philly Fed Manufacturing Index,11.5,accurate,47,2009-11-19 15:00:00+00:00,-35.77,2009,4,11,Thursday
0.3%,USD,2009-11-19 10:00:00,0.5%,worse,Low,CB Leading Index m/m,1.0%,accurate,47,2009-11-19 15:00:00+00:00,40.0,2009,4,11,Thursday
20B,USD,2009-11-19 10:30:00,21B,accurate,Low,Natural Gas Storage,25B,accurate,47,2009-11-19 15:30:00+00:00,4.76,2009,4,11,Thursday
47.9,USD,2009-11-10 10:00:00,50.3,worse,Low,IBD/TIPP Economic Optimism,48.7,accurate,46,2009-11-10 15:00:00+00:00,4.77,2009,4,11,Tuesday
502K,USD,2009-11-12 08:30:00,512K,better,High,Unemployment Claims,514K,accurate,46,2009-11-12 13:30:00+00:00,1.95,2009,4,11,Thursday
1.8M,USD,2009-11-12 11:00:00,0.8M,accurate,Medium,Crude Oil Inventories,-4.0M,accurate,46,2009-11-12 16:00:00+00:00,-125.0,2009,4,11,Thursday
-176.4B,USD,2009-11-12 14:00:00,-152.5B,worse,Medium,Federal Budget Balance,-46.6B,accurate,46,2009-11-12 19:00:00+00:00,15.67,2009,4,11,Thursday
-36.5B,USD,2009-11-13 08:30:00,-31.8B,worse,High,Trade Balance,-30.8B,accurate,46,2009-11-13 13:30:00+00:00,14.78,2009,4,11,Friday
0.7%,USD,2009-11-13 08:30:00,1.1%,worse,Medium,Import Prices m/m,0.2%,accurate,46,2009-11-13 13:30:00+00:00,36.36,2009,4,11,Friday
66.0,USD,2009-11-13 09:55:00,71.1,worse,High,Prelim UoM Consumer Sentiment,70.6,better,46,2009-11-13 14:55:00+00:00,7.17,2009,4,11,Friday
25B,USD,2009-11-13 10:30:00,17B,accurate,Low,Natural Gas Storage,29B,accurate,46,2009-11-13 15:30:00+00:00,-47.06,2009,4,11,Friday
55.7,USD,2009-11-02 10:00:00,53.1,better,High,ISM Manufacturing PMI,52.6,accurate,45,2009-11-02 15:00:00+00:00,-4.9,2009,4,11,Monday
6.1%,USD,2009-11-02 10:00:00,0.2%,better,High,Pending Home Sales m/m,6.4%,accurate,45,2009-11-02 15:00:00+00:00,-2950.0,2009,4,11,Monday
0.8%,USD,2009-11-02 10:00:00,-0.3%,better,Low,Construction Spending m/m,-0.1%,worse,45,2009-11-02 15:00:00+00:00,-366.67,2009,4,11,Monday
65.0,USD,2009-11-02 10:00:00,64.1,better,Low,ISM Manufacturing Prices,63.5,accurate,45,2009-11-02 15:00:00+00:00,-1.4,2009,4,11,Monday
0.9%,USD,2009-11-03 10:00:00,1.1%,worse,Medium,Factory Orders m/m,-0.8%,accurate,45,2009-11-03 15:00:00+00:00,18.18,2009,4,11,Tuesday
10.5M,USD,2009-11-03 00:00:00,9.7M,better,Low,Total Vehicle Sales,9.2M,accurate,45,2009-11-03 05:00:00+00:00,-8.25,2009,4,11,Tuesday
-203K,USD,2009-11-04 08:15:00,-188K,worse,High,ADP Non-Farm Employment Change,-227K,better,45,2009-11-04 13:15:00+00:00,7.98,2009,4,11,Wednesday
50.6,USD,2009-11-04 10:00:00,51.6,worse,High,ISM Non-Manufacturing PMI,50.9,accurate,45,2009-11-04 15:00:00+00:00,1.94,2009,4,11,Wednesday
-4.0M,USD,2009-11-04 10:30:00,1.7M,accurate,Medium,Crude Oil Inventories,0.8M,accurate,45,2009-11-04 15:30:00+00:00,335.29,2009,4,11,Wednesday
<0.25%,USD,2009-11-04 14:19:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,45,2009-11-04 19:20:00+00:00,0.0,2009,4,11,Wednesday
512K,USD,2009-11-05 08:30:00,523K,better,High,Unemployment Claims,532K,accurate,45,2009-11-05 13:30:00+00:00,2.1,2009,4,11,Thursday
9.5%,USD,2009-11-05 08:30:00,6.2%,worse,Medium,Prelim Nonfarm Productivity q/q,6.6%,worse,45,2009-11-05 13:30:00+00:00,-53.23,2009,4,11,Thursday
-5.2%,USD,2009-11-05 08:30:00,-3.8%,worse,Medium,Prelim Unit Labor Costs q/q,-5.9%,accurate,45,2009-11-05 13:30:00+00:00,36.84,2009,4,11,Thursday
29B,USD,2009-11-05 10:30:00,30B,accurate,Low,Natural Gas Storage,25B,accurate,45,2009-11-05 15:30:00+00:00,3.33,2009,4,11,Thursday
-190K,USD,2009-11-06 08:30:00,-173K,worse,High,Non-Farm Employment Change,-219K,better,45,2009-11-06 13:30:00+00:00,9.83,2009,4,11,Friday
10.2%,USD,2009-11-06 08:30:00,9.9%,worse,High,Unemployment Rate,9.8%,accurate,45,2009-11-06 13:30:00+00:00,-3.03,2009,4,11,Friday
0.3%,USD,2009-11-06 08:30:00,0.1%,better,Medium,Average Hourly Earnings m/m,0.1%,accurate,45,2009-11-06 13:30:00+00:00,-200.0,2009,4,11,Friday
-0.9%,USD,2009-11-06 10:00:00,-0.9%,accurate,Low,Final Wholesale Inventories m/m,-1.3%,accurate,45,2009-11-06 15:00:00+00:00,0.0,2009,4,11,Friday
-14.8B,USD,2009-11-06 15:00:00,-9.9B,worse,Low,Consumer Credit m/m,-9.9B,better,45,2009-11-06 20:00:00+00:00,49.49,2009,4,11,Friday
-11.3%,USD,2009-10-27 09:00:00,-11.9%,better,Medium,S&P/CS Composite-20 HPI y/y,-13.3%,accurate,44,2009-10-27 13:00:00+00:00,-5.04,2009,4,10,Tuesday
47.7,USD,2009-10-27 10:00:00,53.7,worse,High,CB Consumer Confidence,53.4,accurate,44,2009-10-27 14:00:00+00:00,11.17,2009,4,10,Tuesday
7,USD,2009-10-27 10:00:00,14,worse,Low,Richmond Manufacturing Index,14,accurate,44,2009-10-27 14:00:00+00:00,50.0,2009,4,10,Tuesday
0.9%,USD,2009-10-28 08:30:00,0.6%,better,High,Core Durable Goods Orders m/m,-0.4%,worse,44,2009-10-28 12:30:00+00:00,-50.0,2009,4,10,Wednesday
1.0%,USD,2009-10-28 08:30:00,1.2%,worse,Medium,Durable Goods Orders m/m,-2.6%,worse,44,2009-10-28 12:30:00+00:00,16.67,2009,4,10,Wednesday
402K,USD,2009-10-28 10:00:00,443K,worse,High,New Home Sales,417K,worse,44,2009-10-28 14:00:00+00:00,9.26,2009,4,10,Wednesday
0.8M,USD,2009-10-28 10:30:00,1.6M,accurate,Medium,Crude Oil Inventories,1.3M,accurate,44,2009-10-28 14:30:00+00:00,50.0,2009,4,10,Wednesday
3.5%,USD,2009-10-29 08:30:00,3.2%,better,High,Advance GDP q/q,-0.7%,better,44,2009-10-29 12:30:00+00:00,-9.37,2009,4,10,Thursday
530K,USD,2009-10-29 08:30:00,522K,worse,High,Unemployment Claims,531K,accurate,44,2009-10-29 12:30:00+00:00,-1.53,2009,4,10,Thursday
0.8%,USD,2009-10-29 08:30:00,1.2%,worse,Medium,Advance GDP Price Index q/q,0.0%,worse,44,2009-10-29 12:30:00+00:00,33.33,2009,4,10,Thursday
25B,USD,2009-10-29 10:30:00,27B,accurate,Low,Natural Gas Storage,18B,accurate,44,2009-10-29 14:30:00+00:00,7.41,2009,4,10,Thursday
0.1%,USD,2009-10-30 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,44,2009-10-30 12:30:00+00:00,50.0,2009,4,10,Friday
0.4%,USD,2009-10-30 08:30:00,0.4%,accurate,Medium,Employment Cost Index q/q,0.4%,accurate,44,2009-10-30 12:30:00+00:00,0.0,2009,4,10,Friday
-0.5%,USD,2009-10-30 08:30:00,-0.4%,worse,Medium,Personal Spending m/m,1.4%,better,44,2009-10-30 12:30:00+00:00,25.0,2009,4,10,Friday
0.0%,USD,2009-10-30 08:30:00,0.1%,worse,Low,Personal Income m/m,0.1%,worse,44,2009-10-30 12:30:00+00:00,100.0,2009,4,10,Friday
54.2,USD,2009-10-30 09:45:00,48.8,better,Medium,Chicago PMI,46.1,accurate,44,2009-10-30 13:45:00+00:00,-11.07,2009,4,10,Friday
70.6,USD,2009-10-30 09:55:00,70.1,accurate,Medium,Revised UoM Consumer Sentiment,69.4,accurate,44,2009-10-30 13:55:00+00:00,-0.71,2009,4,10,Friday
18,USD,2009-10-19 13:00:00,20,worse,Low,NAHB Housing Market Index,19,accurate,43,2009-10-19 17:00:00+00:00,10.0,2009,4,10,Monday
0.57M,USD,2009-10-20 08:30:00,0.59M,accurate,High,Building Permits,0.58M,accurate,43,2009-10-20 12:30:00+00:00,3.39,2009,4,10,Tuesday
-0.6%,USD,2009-10-20 08:30:00,0.1%,worse,High,PPI m/m,1.7%,accurate,43,2009-10-20 12:30:00+00:00,700.0,2009,4,10,Tuesday
-0.1%,USD,2009-10-20 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.2%,accurate,43,2009-10-20 12:30:00+00:00,200.0,2009,4,10,Tuesday
0.59M,USD,2009-10-20 08:30:00,0.62M,worse,Medium,Housing Starts,0.59M,accurate,43,2009-10-20 12:30:00+00:00,4.84,2009,4,10,Tuesday
1.3M,USD,2009-10-21 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,0.4M,accurate,43,2009-10-21 14:30:00+00:00,-44.44,2009,4,10,Wednesday
531K,USD,2009-10-22 08:30:00,516K,worse,High,Unemployment Claims,520K,worse,43,2009-10-22 12:30:00+00:00,-2.91,2009,4,10,Thursday
1.0%,USD,2009-10-22 10:00:00,0.9%,better,Low,CB Leading Index m/m,0.4%,worse,43,2009-10-22 14:00:00+00:00,-11.11,2009,4,10,Thursday
-0.3%,USD,2009-10-22 10:00:00,0.3%,worse,Low,HPI m/m,0.3%,accurate,43,2009-10-22 14:00:00+00:00,200.0,2009,4,10,Thursday
18B,USD,2009-10-22 10:30:00,22B,accurate,Low,Natural Gas Storage,58B,accurate,43,2009-10-22 14:30:00+00:00,18.18,2009,4,10,Thursday
5.57M,USD,2009-10-23 10:00:00,5.37M,better,High,Existing Home Sales,5.09M,accurate,43,2009-10-23 14:00:00+00:00,-3.72,2009,4,10,Friday
48.7,USD,2009-10-13 10:00:00,53.1,worse,Low,IBD/TIPP Economic Optimism,52.5,accurate,42,2009-10-13 14:00:00+00:00,8.29,2009,4,10,Tuesday
