datetime_gmt,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,forecast_error_diff,year,quarter,month,weekday,volatility_60_0_before,pips_agg_60_0_before,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_0_90_after,pips_agg_0_90_after,volatility_0_120_after,pips_agg_0_120_after,volatility_0_150_after,pips_agg_0_150_after,volatility_0_180_after,pips_agg_0_180_after,volatility_0_210_after,pips_agg_0_210_after,volatility_0_240_after,pips_agg_0_240_after,open_released,high_released,low_released,close_released,high_0_5_after,low_0_5_after,close_0_5_after,volatility_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,high_5_10_after,low_5_10_after,close_5_10_after,volatility_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,high_10_15_after,low_10_15_after,close_10_15_after,volatility_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,high_15_20_after,low_15_20_after,close_15_20_after,volatility_15_20_after,direction_candle_15_20_after,direction_agg_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,high_20_25_after,low_20_25_after,close_20_25_after,volatility_20_25_after,direction_candle_20_25_after,direction_agg_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,high_25_30_after,low_25_30_after,close_25_30_after,volatility_25_30_after,direction_candle_25_30_after,direction_agg_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,previous_value,previous_error_diff,total_error_diff,forecast_error_diff_mean,forecast_error_diff_std,forecast_error_diff_zscore,forecast_error_diff_upper_quantile,forecast_error_diff_lower_quantile,forecast_error_diff_oulier_class,previous_error_diff_mean,previous_error_diff_std,previous_error_diff_zscore,previous_error_diff_upper_quantile,previous_error_diff_lower_quantile,previous_error_diff_oulier_class,total_error_diff_mean,total_error_diff_std,total_error_diff_zscore,total_error_diff_upper_quantile,total_error_diff_lower_quantile,total_error_diff_oulier_class
2018-07-31 13:00:00+00:00,6.5%,USD,2018-07-31 09:00:00,6.4%,accurate,Low,S&P/CS Composite-20 HPI y/y,6.7%,accurate,31,0.1,2018,3,7,1,24,-11,22,-6,29,-21,29,-19,32,-25,36,-24,36,-21,36,-27,36,-24,11733,11733,11726,11727,11728,11722,11723,6,0,0,-4,-4,11724,11715,11715,9,0,-1,-12,-8,11716,11708,11711,8,0,-1,-16,-4,11713,11706,11713,7,0,-1,-14,2,11723,11710,11721,13,0,0,-6,8,11727,11715,11715,12,0,-1,-12,-5,6.6%,0.1,0.2,0.18000000000000002,0.303315017762062,-0.26,0.2,-0.1,0,-5.551115123125783e-18,0.07071067811865471,1.41,0.0,-0.1,0,0.18000000000000008,0.3420526275297413,0.06,0.15,-0.1,0
2018-08-28 13:00:00+00:00,6.3%,USD,2018-08-28 09:00:00,6.4%,accurate,Low,S&P/CS Composite-20 HPI y/y,6.5%,accurate,35,-0.1,2018,3,8,1,16,2,13,6,19,13,30,-10,30,-7,30,3,30,3,30,0,30,3,11715,11717,11713,11716,11720,11714,11719,6,0,0,3,3,11727,11715,11720,12,0,0,4,1,11724,11717,11723,7,0,0,7,3,11725,11720,11724,5,0,0,8,1,11727,11723,11724,4,0,0,8,0,11727,11724,11726,3,0,1,10,2,6.5%,0.0,-0.1,0.10000000000000005,0.31622776601683783,-0.63,0.2,-0.1,0,-5.551115123125783e-18,0.07071067811865471,0.0,0.0,-0.1,0,0.10000000000000009,0.3535533905932737,-0.57,0.19999999999999998,-0.1,0
2018-09-25 13:00:00+00:00,5.9%,USD,2018-09-25 09:00:00,6.2%,worse,Low,S&P/CS Composite-20 HPI y/y,6.4%,accurate,39,-0.3,2018,3,9,1,12,0,12,3,13,6,16,7,16,-1,26,-11,27,-10,27,-5,27,-7,11774,11779,11774,11779,11782,11776,11776,6,0,0,-3,-3,11782,11776,11780,6,0,0,1,4,11784,11777,11779,7,0,0,0,-1,11787,11778,11786,9,0,0,7,7,11788,11784,11785,4,0,0,6,-1,11785,11782,11783,3,0,0,4,-2,6.3%,0.1,-0.19999999999999998,-0.059999999999999956,0.26076809620810576,-0.92,0.2,-0.1,0,0.019999999999999997,0.08366600265340753,0.96,0.0,-0.1,0,-0.039999999999999904,0.28809720581775855,-0.56,0.19999999999999998,-0.1,0
2015-01-27 14:45:00+00:00,54.0,USD,2015-01-27 09:45:00,53.9,accurate,Low,Flash Services PMI,53.3,accurate,5,0.1,2015,1,1,1,71,53,35,-11,69,22,69,18,69,-17,69,-12,89,-32,89,-25,89,-36,11375,11388,11369,11382,11386,11374,11380,12,0,0,-2,-2,11388,11380,11384,8,0,0,2,4,11384,11369,11374,15,-1,0,-8,-10,11377,11360,11364,17,0,-1,-18,-9,11365,11353,11357,12,0,-2,-25,-8,11362,11355,11358,7,0,-2,-24,1,53.3,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.1,0.0,0.1,0.1,0
2015-02-24 14:45:00+00:00,57.0,USD,2015-02-24 09:45:00,54.5,better,Low,Flash Services PMI,54.2,accurate,9,2.5,2015,1,2,1,24,-4,63,3,63,10,70,28,70,2,70,-11,70,9,70,13,70,16,11326,11330,11326,11326,11328,11325,11328,3,0,0,2,2,11330,11324,11326,6,0,0,0,-2,11327,11319,11319,8,0,0,-7,-7,11335,11288,11309,47,-1,-1,-17,-11,11328,11299,11319,29,1,0,-7,10,11337,11316,11326,21,0,0,0,7,54.0,0.2,2.7,1.3,1.697056274847714,0.71,2.5,2.5,0,0.1,0.14142135623730953,0.71,0.2,0.2,0,1.4000000000000001,1.8384776310850237,0.71,2.7,2.7,0
2015-03-26 13:45:00+00:00,58.6,USD,2015-03-26 09:45:00,57.2,better,Low,Flash Services PMI,57.1,accurate,13,1.4,2015,1,3,3,36,9,70,-62,74,-68,74,-59,74,-44,74,-58,74,-66,87,-77,115,-108,10978,10981,10974,10981,10980,10954,10957,26,-2,-2,-24,-23,10959,10939,10957,20,0,-2,-24,-1,10967,10956,10959,11,0,-2,-22,2,10961,10931,10933,30,-2,-2,-48,-26,10941,10915,10917,26,-1,-2,-64,-16,10930,10913,10926,17,0,-2,-55,9,57.0,0.1,1.5,1.3333333333333333,1.2013880860626733,0.06,1.4,1.4,0,0.10000000000000002,0.1,-0.0,0.1,0.1,0,1.4333333333333336,1.3012814197295424,0.05,1.5,1.5,0
2015-04-27 13:45:00+00:00,57.8,USD,2015-04-27 09:45:00,59.1,worse,Low,Flash Services PMI,59.2,better,18,-1.3,2015,2,4,0,35,19,26,13,28,17,58,41,58,45,66,57,78,69,78,51,78,44,10847,10852,10845,10851,10857,10851,10855,6,0,0,4,4,10855,10850,10851,5,0,0,0,-3,10855,10849,10853,6,0,0,2,2,10872,10851,10868,21,1,1,17,15,10872,10864,10869,8,0,1,18,1,10875,10867,10867,8,0,1,16,-2,58.6,0.6,-0.7000000000000001,0.675,1.6418993066973786,-1.2,-1.3,-1.3,0,0.225,0.26299556396765833,1.43,0.6,0.6,0,0.9000000000000001,1.5055453054181622,-1.06,-0.7000000000000001,-0.7000000000000001,0
2015-05-26 13:45:00+00:00,56.4,USD,2015-05-26 09:45:00,57.0,worse,Low,Flash Services PMI,57.4,worse,22,-0.6,2015,2,5,1,32,11,48,-25,48,-29,48,-17,48,-26,52,-39,52,-32,52,-27,52,-45,10907,10916,10907,10916,10921,10914,10917,7,0,0,1,1,10920,10913,10917,7,0,0,1,0,10920,10911,10913,9,0,0,-3,-4,10912,10898,10903,14,0,-1,-13,-9,10910,10903,10908,7,0,0,-8,5,10910,10898,10900,12,0,-1,-16,-8,57.8,-0.4,-1.0,0.42000000000000004,1.531992167081803,-0.67,-0.6,-0.6,0,0.1,0.36055512754639896,-1.39,-0.4,-0.4,0,0.5200000000000001,1.556277610196844,-0.98,-1.0,-1.0,0
2015-06-25 13:45:00+00:00,54.8,USD,2015-06-25 09:45:00,56.5,worse,Low,Flash Services PMI,56.2,accurate,26,-1.7,2015,2,6,3,25,3,31,-2,31,-3,31,-11,31,-5,31,-3,31,-3,31,4,35,3,11196,11210,11196,11202,11210,11197,11205,13,0,0,3,3,11208,11199,11201,9,0,0,-1,-3,11202,11194,11196,8,0,0,-6,-6,11196,11185,11189,11,0,-1,-13,-7,11190,11179,11188,11,0,-1,-14,-1,11195,11186,11195,9,0,0,-7,7,56.4,-0.2,-1.9,0.06000000000000003,1.8119050747762697,-0.97,1.4,-0.6,0,0.06,0.3847076812334269,-0.68,0.2,0.0,0,0.12000000000000013,1.9084024732744402,-1.06,1.5,-0.7000000000000001,0
2015-07-28 13:45:00+00:00,55.2,USD,2015-07-28 09:45:00,55.1,accurate,Low,Flash Services PMI,54.8,accurate,31,0.1,2015,3,7,1,11,6,34,13,34,6,34,4,34,3,34,12,34,17,34,13,34,20,11034,11038,11034,11037,11038,11030,11031,8,0,0,-6,-7,11037,11031,11035,6,0,0,-2,4,11040,11033,11039,7,0,0,2,4,11058,11039,11054,19,1,1,17,15,11064,11052,11057,12,0,1,20,4,11058,11048,11048,10,0,1,11,-9,54.8,0.0,0.1,-0.41999999999999993,1.2275992831539122,0.42,0.75,-0.95,0,0.019999999999999997,0.37682887362833545,-0.05,0.15000000000000002,-0.1,0,-0.3999999999999999,1.2806248474865698,0.39,0.8,-0.8500000000000001,0
2015-08-25 13:45:00+00:00,55.2,USD,2015-08-25 09:45:00,54.1,better,Low,Flash Services PMI,55.7,better,35,1.1,2015,3,8,1,31,-3,39,-19,48,-31,81,-68,81,-60,81,-63,81,-61,81,-57,81,-43,11467,11479,11464,11473,11478,11456,11468,22,0,0,-5,-5,11471,11460,11469,11,0,0,-4,0,11469,11453,11462,16,0,-1,-11,-7,11478,11454,11471,24,0,0,-2,9,11471,11454,11457,17,-1,-1,-16,-14,11465,11451,11456,14,0,-1,-17,-1,55.2,0.5,1.6,-0.47999999999999987,1.118928058455949,1.41,0.75,-0.95,0,0.1,0.43588989435406733,0.92,0.15000000000000002,-0.1,0,-0.3799999999999999,1.317952958189328,1.5,0.8,-0.8500000000000001,0
2015-09-25 13:45:00+00:00,55.6,USD,2015-09-25 09:45:00,55.5,accurate,Low,Flash Services PMI,56.1,better,39,0.1,2015,3,9,4,55,38,27,10,30,3,35,-5,46,19,46,16,46,12,46,6,46,-10,11186,11194,11177,11181,11190,11176,11176,14,0,0,-5,-5,11178,11167,11173,11,0,0,-8,-3,11177,11172,11175,5,0,0,-6,2,11188,11170,11186,18,1,0,5,11,11189,11177,11182,12,0,0,1,-4,11194,11181,11182,13,0,0,1,0,55.2,0.9,1.0,-0.19999999999999987,1.0344080432788598,0.29,1.25,-0.95,0,0.15999999999999998,0.5319774431308155,1.39,0.35,-0.1,0,-0.03999999999999988,1.4293355099485916,0.73,1.55,-0.8500000000000001,0
2015-10-27 13:45:00+00:00,54.4,USD,2015-10-27 09:45:00,55.3,worse,Low,Flash Services PMI,55.1,worse,44,-0.9,2015,4,10,1,27,-9,22,-18,22,-9,22,-12,22,-6,31,1,31,-10,31,-14,31,-12,11059,11059,11049,11049,11051,11040,11045,11,0,0,-4,-4,11044,11038,11039,6,0,-1,-10,-5,11044,11037,11041,7,0,0,-8,2,11052,11039,11039,13,0,-1,-10,-2,11042,11034,11038,8,0,-1,-11,0,11042,11035,11038,7,0,-1,-11,0,55.6,-0.5,-1.4,-0.2599999999999999,1.0714476188783097,-0.6,1.1,-0.6,0,0.13999999999999999,0.5594640292279747,-1.14,0.5,0.0,0,-0.11999999999999984,1.5056560032092323,-0.85,1.5,-0.7000000000000001,0
2015-11-25 14:45:00+00:00,56.5,USD,2015-11-25 09:45:00,55.2,better,Low,Flash Services PMI,54.8,better,48,1.3,2015,4,11,2,17,-2,27,9,29,8,47,28,52,30,75,48,75,45,75,42,75,40,10581,10583,10579,10581,10584,10581,10583,3,0,0,2,2,10585,10580,10581,5,0,0,0,-2,10581,10576,10579,5,0,0,-2,-2,10584,10566,10574,18,0,0,-7,-5,10591,10573,10588,18,1,0,7,14,10589,10585,10589,4,0,0,8,1,54.4,0.4,1.7000000000000002,0.34000000000000014,0.8876936408468856,1.08,0.6000000000000001,-0.75,0,0.26,0.5319774431308155,0.26,0.35,-0.1,0,0.6000000000000002,1.2864680330268607,0.86,1.25,-0.8500000000000001,0
2015-12-18 14:45:00+00:00,53.7,USD,2015-12-18 09:45:00,55.9,worse,Low,Flash Services PMI,56.1,worse,51,-2.2,2015,4,12,4,19,8,46,23,46,24,46,18,46,12,46,17,46,17,46,10,46,14,10818,10828,10811,10828,10828,10819,10822,9,0,0,-6,-6,10825,10817,10819,8,0,0,-9,-2,10836,10818,10836,18,1,0,8,17,10848,10833,10848,15,1,1,20,12,10850,10842,10849,8,0,2,21,1,10862,10848,10858,14,1,2,30,10,56.5,-0.4,-2.6,-0.11999999999999991,1.4567086187704115,-1.43,1.2000000000000002,-0.75,0,0.18,0.6058052492344385,-0.96,0.45,-0.1,0,0.060000000000000164,1.9462785001124583,-1.37,1.55,-0.8500000000000001,0
2016-01-26 14:45:00+00:00,53.7,USD,2016-01-26 09:45:00,53.9,accurate,Low,Flash Services PMI,54.3,better,4,-0.2,2016,1,1,1,18,-2,13,4,17,9,23,9,30,24,30,19,30,8,30,18,30,12,10839,10839,10828,10831,10837,10827,10836,10,0,0,5,5,10837,10831,10836,6,0,0,5,0,10838,10835,10836,3,0,0,5,0,10837,10830,10834,7,0,0,3,-2,10840,10832,10833,8,0,0,2,-1,10836,10831,10835,5,0,0,4,2,53.7,0.6,0.39999999999999997,-0.37999999999999995,1.2911235417263522,0.14,1.2000000000000002,-1.1,0,0.2,0.6204836822995429,0.64,0.45,-0.30000000000000004,0,-0.17999999999999985,1.7753872816937717,0.33,1.55,-1.2,0
2016-02-24 14:45:00+00:00,49.8,USD,2016-02-24 09:45:00,53.4,worse,Low,Flash Services PMI,53.2,worse,8,-3.6,2016,1,2,2,38,-5,51,49,54,31,56,49,59,42,59,32,59,36,59,34,59,41,10979,10987,10979,10987,11012,10987,11007,25,1,1,20,20,11014,11006,11012,8,0,2,25,5,11017,11009,11009,8,0,2,22,-3,11019,11008,11013,11,0,2,26,4,11028,11010,11025,18,1,2,38,12,11027,11020,11024,7,0,2,37,-1,53.7,-0.5,-4.1,-1.1199999999999999,1.8753666308218242,-1.32,1.1,-0.9,0,-0.08,0.535723809439155,-0.78,0.5,-0.2,0,-1.1999999999999997,2.311925604339378,-1.25,1.5,-1.0,0
2016-03-24 13:45:00+00:00,51.0,USD,2016-03-24 09:45:00,51.3,accurate,Low,Flash Services PMI,49.7,accurate,12,-0.3,2016,1,3,3,18,-10,14,0,14,-3,18,0,22,9,22,8,27,12,27,11,30,16,11159,11160,11157,11159,11162,11158,11162,4,0,0,3,3,11161,11158,11160,3,0,0,1,-1,11162,11159,11160,3,0,0,1,0,11168,11155,11156,13,0,0,-3,-4,11159,11154,11158,5,0,0,-1,2,11160,11156,11159,4,0,0,0,1,49.8,-0.1,-0.4,-0.9999999999999998,1.911805429430516,0.37,0.6000000000000001,-1.1,0,0.0,0.484767985741633,-0.21,0.45,-0.30000000000000004,0,-1.0,2.3334523779156067,0.26,1.25,-1.2,0
2016-04-26 13:45:00+00:00,52.1,USD,2016-04-26 09:45:00,52.3,accurate,Low,Flash Services PMI,51.3,accurate,17,-0.2,2016,2,4,1,36,17,20,-1,31,-11,40,-24,40,-13,40,-19,40,-20,50,-34,54,-39,11328,11329,11323,11327,11327,11320,11321,7,0,0,-6,-6,11324,11319,11320,5,0,0,-7,-1,11330,11318,11328,12,0,0,1,8,11337,11328,11333,9,0,0,6,5,11338,11330,11334,8,0,0,7,1,11338,11332,11333,6,0,0,6,-1,51.0,0.3,0.09999999999999998,-1.2999999999999998,1.5427248620541512,0.71,0.6000000000000001,-1.1,0,-0.020000000000000007,0.4658325879540847,0.69,0.45,-0.30000000000000004,0,-1.32,1.9485892332659542,0.73,1.25,-1.2,0
2016-05-25 13:45:00+00:00,51.2,USD,2016-05-25 09:45:00,53.1,worse,Low,Flash Services PMI,52.8,better,21,-1.9,2016,2,5,2,11,-2,24,-17,24,-17,32,-5,36,10,36,5,36,4,36,9,38,11,11146,11151,11145,11150,11153,11148,11149,5,0,0,-1,-1,11151,11147,11150,4,0,0,0,1,11152,11147,11151,5,0,0,1,1,11152,11145,11147,7,0,0,-3,-4,11148,11144,11144,4,0,0,-6,-3,11151,11143,11150,8,0,0,0,6,52.1,0.7,-1.2,-1.2399999999999998,1.5043270920913443,-0.44,0.6000000000000001,-1.1,0,0.19999999999999998,0.5,1.0,0.45,-0.30000000000000004,0,-1.0400000000000003,1.8146625030566976,-0.09,1.25,-1.2,0
2016-06-27 13:45:00+00:00,51.3,USD,2016-06-27 09:45:00,52.0,worse,Low,Flash Services PMI,51.3,accurate,26,-0.7,2016,2,6,0,44,27,39,3,43,-13,57,-11,57,8,61,18,61,18,72,25,72,7,11015,11016,11004,11006,11009,10990,10991,19,-1,-1,-15,-15,11012,10990,11010,22,1,0,4,19,11013,11001,11013,12,0,0,7,4,11024,11011,11013,13,0,0,7,-2,11029,11013,11020,16,0,1,14,6,11021,11012,11013,9,0,0,7,-7,51.2,0.1,-0.6,-1.3399999999999996,1.4328293687665674,0.45,0.1,-1.3,0,0.09999999999999998,0.447213595499958,0.0,0.5,-0.2,0,-1.2400000000000002,1.6652327164693825,0.38,1.0,-1.2,0
2016-07-26 13:45:00+00:00,50.9,USD,2016-07-26 09:45:00,51.2,accurate,Low,Flash Services PMI,51.4,accurate,30,-0.3,2016,3,7,1,20,13,18,-9,23,-10,28,-18,28,-17,28,-16,28,-14,28,-13,28,-11,10999,11001,10995,11001,11006,11001,11003,5,0,0,2,2,11005,11001,11003,4,0,0,2,0,11005,10997,11002,8,0,0,1,-2,11003,10989,10991,14,-1,-1,-10,-11,10997,10989,10996,8,0,0,-5,5,10996,10988,10995,8,0,0,-6,-1,51.3,0.1,-0.19999999999999998,-0.6799999999999996,0.7085195833567339,0.54,0.1,-1.1,0,0.21999999999999997,0.30331501776206204,-0.4,0.45,-0.15000000000000002,0,-0.4600000000000003,0.4878524367060187,0.53,0.7,-1.1,0
2016-08-25 13:45:00+00:00,50.9,USD,2016-08-25 09:45:00,51.9,worse,Low,Flash Services PMI,51.4,better,34,-1.0,2016,3,8,3,9,-1,8,0,12,-5,19,-10,19,-12,25,-17,25,-14,25,-13,25,-12,11291,11292,11289,11291,11295,11291,11294,4,0,0,3,3,11295,11292,11295,3,0,0,4,1,11296,11293,11294,3,0,0,3,-1,11296,11292,11296,4,0,0,5,1,11296,11292,11293,4,0,0,2,-2,11293,11290,11290,3,0,0,-1,-3,50.9,0.5,-0.5,-0.8199999999999997,0.6833739825307953,-0.26,0.1,-1.1,0,0.33999999999999997,0.2607680962081059,0.61,0.45,-0.15000000000000002,0,-0.4800000000000003,0.4868264577855234,-0.04,0.7,-1.1,0
2016-09-27 13:45:00+00:00,51.9,USD,2016-09-27 09:45:00,51.1,better,Low,Flash Services PMI,51.0,accurate,39,0.8,2016,3,9,1,18,12,21,-10,28,-17,30,-16,30,-12,30,-5,30,1,35,7,35,9,11208,11214,11206,11213,11217,11211,11217,6,0,0,4,4,11221,11216,11220,5,0,0,7,3,11220,11214,11214,6,0,0,1,-6,11220,11212,11218,8,0,0,5,4,11218,11211,11212,7,0,0,-1,-6,11214,11208,11212,6,0,0,-1,0,50.9,0.1,0.9,-0.6199999999999998,0.9884331034521252,1.44,0.1,-1.15,0,0.3,0.282842712474619,-0.71,0.5,-0.15000000000000002,0,-0.3200000000000004,0.7726577508832745,1.58,0.7,-1.1,0
2016-10-26 13:45:00+00:00,54.8,USD,2016-10-26 09:45:00,52.4,better,Low,Flash Services PMI,52.3,better,43,2.4,2016,4,10,2,30,18,26,-23,26,-22,29,-27,33,-24,33,-23,33,-24,33,-30,37,-37,10940,10942,10935,10941,10941,10917,10930,24,-1,-1,-11,-11,10935,10926,10932,9,0,0,-9,2,10933,10926,10929,7,0,-1,-12,-3,10931,10923,10924,8,0,-1,-17,-6,10927,10919,10922,8,0,-1,-19,-2,10924,10915,10918,9,0,-2,-23,-4,51.9,0.4,2.8,0.2400000000000002,1.3867227552759058,1.56,0.1,-1.0,1,0.24,0.19493588689617936,0.82,0.5,-0.1,0,0.47999999999999954,1.4272350892547454,1.63,0.9,-1.0,0
2016-11-25 14:45:00+00:00,54.7,USD,2016-11-25 09:45:00,54.9,accurate,Low,Flash Services PMI,54.8,accurate,47,-0.2,2016,4,11,4,30,22,23,-20,23,-16,23,-18,27,-22,34,-31,34,-23,34,-25,34,-19,10615,10624,10615,10621,10623,10613,10617,10,0,0,-4,-4,10622,10612,10612,10,0,0,-9,-5,10615,10611,10611,4,0,-1,-10,-1,10611,10605,10608,6,0,-1,-13,-3,10612,10607,10611,5,0,-1,-10,3,10613,10608,10611,5,0,-1,-10,0,54.8,0.0,-0.2,0.3400000000000002,1.31833227981416,-0.41,0.45,-0.95,0,0.21999999999999997,0.21679483388678808,-1.01,0.45,-0.05,0,0.5599999999999995,1.3612494260788508,-0.56,0.95,-0.8500000000000001,0
2016-12-19 14:45:00+00:00,53.4,USD,2016-12-19 09:45:00,55.2,worse,Low,Flash Services PMI,54.6,accurate,51,-1.8,2016,4,12,0,26,18,24,13,24,7,24,2,24,13,24,7,24,7,24,13,38,-16,10430,10436,10428,10435,10441,10435,10438,6,0,0,3,3,10441,10436,10437,5,0,0,2,-1,10439,10429,10430,10,0,0,-5,-7,10435,10428,10433,7,0,0,-2,4,10442,10433,10439,9,0,0,4,6,10445,10436,10441,9,0,0,6,2,54.7,-0.1,-1.9000000000000001,0.0400000000000002,1.6334013591276335,-1.13,0.45,-0.95,0,0.18,0.25884358211089575,-1.08,0.45,-0.05,0,0.21999999999999947,1.7541379649275028,-1.21,0.95,-0.8500000000000001,0
2017-01-26 14:45:00+00:00,55.1,USD,2017-01-26 09:45:00,54.4,better,Low,Flash Services PMI,53.9,better,4,0.7,2017,1,1,3,32,-17,13,-5,22,-15,30,-21,35,-25,35,-13,35,-13,38,7,38,3,10677,10688,10677,10687,10691,10685,10688,6,0,0,1,0,10691,10686,10691,5,0,0,4,3,10691,10683,10686,8,0,0,-1,-4,10692,10683,10689,9,0,0,2,3,10693,10687,10688,6,0,0,1,-1,10689,10682,10685,7,0,0,-2,-3,53.4,0.5,1.2,0.3800000000000002,1.5368799562750501,0.21,0.45,-1.15,0,0.18,0.25884358211089575,1.24,0.45,-0.1,0,0.5599999999999994,1.7444196742756604,0.37,0.95,-1.1,0
2017-02-21 14:45:00+00:00,53.9,USD,2017-02-21 09:45:00,55.8,worse,Low,Flash Services PMI,55.6,better,8,-1.9,2017,1,2,1,17,-8,23,6,23,12,23,4,25,23,25,19,25,20,25,15,25,18,10526,10529,10526,10527,10543,10527,10543,16,1,1,16,15,10550,10542,10545,8,0,1,18,2,10550,10541,10542,9,0,1,15,-3,10546,10536,10537,10,0,1,10,-5,10541,10537,10539,4,0,1,12,2,10540,10533,10533,7,0,0,6,-6,55.1,0.5,-1.4,-0.15999999999999978,1.8036074961032957,-0.96,0.7,-1.0,0,0.25999999999999995,0.2880972058177587,0.83,0.5,-0.1,0,0.09999999999999945,1.9261360284258224,-0.78,1.0,-1.0,0
2017-03-24 13:45:00+00:00,52.9,USD,2017-03-24 09:45:00,53.9,worse,Low,Flash Services PMI,53.8,accurate,12,-1.0,2017,1,3,4,13,-6,13,6,13,1,13,2,21,12,23,12,24,9,24,15,24,10,10799,10800,10795,10796,10802,10796,10799,6,0,0,3,3,10799,10796,10797,3,0,0,1,-2,10799,10796,10798,3,0,0,2,1,10799,10795,10796,4,0,0,0,-2,10796,10791,10794,5,0,0,-2,-1,10796,10793,10795,3,0,0,-1,1,53.9,-0.1,-1.1,-0.8399999999999999,1.1013627921806692,-0.15,0.39999999999999997,-1.15,0,0.15999999999999995,0.3130495168499706,-0.83,0.5,-0.05,0,-0.6800000000000005,1.2194260945215174,-0.34,0.95,-1.1,0
2017-04-21 13:45:00+00:00,52.5,USD,2017-04-21 09:45:00,53.7,worse,Low,Flash Services PMI,52.8,accurate,16,-1.2,2017,2,4,4,15,4,19,-1,19,-12,20,-12,20,-7,20,-14,23,-22,24,-12,24,-1,10704,10706,10703,10705,10706,10704,10704,2,0,0,-1,-1,10706,10703,10704,3,0,0,-1,0,10704,10696,10698,8,0,0,-7,-6,10699,10693,10694,6,0,-1,-11,-4,10698,10687,10690,11,0,-1,-15,-4,10697,10690,10696,7,0,0,-9,6,52.9,-0.1,-1.3,-1.0399999999999998,1.0454664030948102,-0.15,0.39999999999999997,-1.15,0,0.13999999999999996,0.32863353450309973,-0.73,0.5,-0.1,0,-0.9000000000000006,1.2103718436910205,-0.33,0.95,-1.15,0
2017-05-23 13:45:00+00:00,54.0,USD,2017-05-23 09:45:00,53.3,better,Low,Flash Services PMI,53.1,better,21,0.7,2017,2,5,1,16,2,24,-18,27,-21,27,-10,36,-1,56,-34,67,-49,67,-45,67,-32,11238,11239,11236,11237,11238,11236,11238,2,0,0,1,1,11240,11226,11226,14,-1,-1,-11,-12,11230,11225,11226,5,0,-1,-11,0,11233,11222,11224,11,0,-1,-13,-1,11225,11220,11223,5,0,-1,-14,-1,11226,11219,11220,7,0,-1,-17,-3,52.5,0.6,1.2999999999999998,-0.5399999999999998,1.1802542099056457,1.05,0.39999999999999997,-1.25,0,0.27999999999999997,0.3492849839314596,0.92,0.5,-0.1,0,-0.26000000000000056,1.3831124321616086,1.13,0.95,-1.25,0
2017-06-23 13:45:00+00:00,53.0,USD,2017-06-23 09:45:00,53.9,worse,Low,Flash Services PMI,53.6,worse,25,-0.9,2017,2,6,4,15,6,17,11,23,21,26,19,26,16,26,16,26,13,26,13,26,15,11182,11184,11182,11183,11188,11183,11187,5,0,0,4,4,11187,11185,11187,2,0,0,4,0,11196,11186,11196,10,0,1,13,9,11196,11187,11187,9,0,0,4,-9,11194,11185,11192,9,0,0,9,4,11193,11189,11189,4,0,0,6,-3,54.0,-0.4,-1.3,-0.8599999999999998,0.9555103348473003,-0.04,0.7,-1.2,0,0.09999999999999998,0.43011626335213143,-1.16,0.5,-0.1,0,-0.7600000000000005,1.1567194992737007,-0.47,1.0,-1.2,0
2017-07-24 13:45:00+00:00,54.2,USD,2017-07-24 09:45:00,54.3,accurate,Low,Flash Services PMI,54.2,better,30,-0.1,2017,3,7,0,24,-14,7,-2,7,-3,16,2,16,3,17,-5,24,-5,24,-1,24,-2,11634,11640,11633,11640,11640,11636,11637,4,0,0,-3,-3,11638,11635,11638,3,0,0,-2,1,11640,11635,11638,5,0,0,-2,0,11640,11636,11637,4,0,0,-3,-1,11638,11635,11636,3,0,0,-4,-1,11638,11635,11638,3,0,0,-2,2,53.0,1.2,1.0999999999999999,-0.4999999999999997,0.790569415042095,0.51,0.39999999999999997,-1.1,0,0.23999999999999994,0.650384501660364,1.48,0.5,-0.1,0,-0.26000000000000056,1.3371611720357428,1.02,0.95,-1.25,0
2017-08-23 13:45:00+00:00,56.9,USD,2017-08-23 09:45:00,55.0,better,Low,Flash Services PMI,54.7,better,34,1.9,2017,3,8,2,12,-10,33,25,33,24,33,23,33,15,33,10,33,14,33,21,33,21,11792,11795,11787,11789,11792,11787,11790,5,0,0,1,1,11796,11790,11796,6,0,0,7,6,11798,11795,11798,3,0,0,9,2,11808,11798,11807,10,0,1,18,9,11811,11803,11809,8,0,1,20,3,11814,11808,11813,6,0,2,24,4,54.2,0.5,2.4,0.08000000000000025,1.25777581468241,1.45,0.39999999999999997,-1.1,0,0.36,0.6268971207462992,0.22,0.5,-0.1,0,0.4399999999999994,1.6637307474468341,1.18,1.0499999999999998,-1.25,0
