,datetime,new_id,impact,forecast_error_ratio_zscore,total_error_ratio_zscore,num_news,pips_agg_30,pips_agg_60
163,2017-09-28 08:30:00,20_11,"['High', 'High']",-0.9014024269729968,-1.08370038742277,2,11,9
164,2017-10-02 10:00:00,12,['High'],0.827203872551916,0.827203872551916,1,2,17
165,2017-10-04 08:15:00,0,['High'],-0.5234731064792709,-0.7145383235972602,1,19,20
166,2017-10-04 10:00:00,13,['High'],1.4952793487800802,1.4952793487800802,1,8,5
167,2017-10-04 10:30:00,9,['High'],1.7594217620982713,1.7594217620982713,1,3,4
168,2017-10-05 08:30:00,20,['High'],0.168584945566883,0.1615530469408627,1,10,20
169,2017-10-06 08:30:00,14_21_2,"['High', 'High', 'High']",1.2403679421526934,1.5056639646023586,3,8,5
170,2017-10-12 08:30:00,20_15,"['High', 'High']",-0.06123760827128344,0.045488396377477675,2,6,5
171,2017-10-12 11:00:00,9,['High'],-0.40271930770182973,-0.40271930770182973,1,3,7
172,2017-10-13 08:30:00,8_19_6_5,"['High', 'High', 'High', 'High']",1.6475312361092285,1.5413799823419536,4,50,66
173,2017-10-18 08:30:00,3,['High'],-0.4341327088083371,-0.8402886568077069,1,7,8
174,2017-10-18 10:30:00,9,['High'],-0.4803947606724096,-0.4803947606724096,1,9,1
175,2017-10-19 08:30:00,20,['High'],0.3869068353118603,0.2811731010883745,1,9,3
176,2017-10-25 08:30:00,7,['High'],1.3924675766712231,1.2389403401166978,1,2,14
177,2017-10-25 10:30:00,9,['High'],-0.7558516053932608,-0.7558516053932608,1,5,4
178,2017-10-26 08:30:00,20,['High'],-0.5243583330189449,-0.6169832925488926,1,17,5
179,2017-10-27 08:30:00,1,['High'],0.7556704803480082,0.10403592397767687,1,8,10
180,2017-10-31 10:00:00,4,['High'],0.9441483263691999,1.1680631833796082,1,1,2
181,2017-11-01 08:15:00,0,['High'],0.6873828225886324,-0.2914171216051573,1,15,26
182,2017-11-01 10:00:00,12,['High'],-1.3223074131974757,-1.3223074131974757,1,23,20
183,2017-11-01 10:30:00,9,['High'],-0.3160037861144277,-0.3160037861144277,1,3,6
184,2017-11-02 08:30:00,20,['High'],-0.2863202192903516,-0.4135169121162932,1,7,20
185,2017-11-03 08:30:00,14_21_2,"['High', 'High', 'High']",-0.45854563750279986,1.1646172703464828,3,5,7
186,2017-11-03 10:00:00,13,['High'],0.32540444784664024,0.3254044478466402,1,21,36
187,2017-11-08 10:30:00,9,['High'],-1.307542298094983,-1.307542298094983,1,8,7
188,2017-11-09 08:30:00,20,['High'],-1.3714155878507617,-1.3534724934836084,1,22,18
189,2017-11-14 08:30:00,15,['High'],1.4485706899109565,1.4485706899109565,1,4,8
190,2017-11-15 08:30:00,8_19_6_5,"['High', 'High', 'High', 'High']",2.7208261292266753,2.088417814836929,4,7,21
191,2017-11-15 10:30:00,9,['High'],-0.8759741859129655,-0.8759741859129655,1,12,15
192,2017-11-16 08:30:00,20,['High'],-1.2244245716145077,-1.2203457123885004,1,6,7
193,2017-11-17 08:30:00,3,['High'],0.4876730613290832,0.3632063078931712,1,3,9
194,2017-11-22 08:30:00,20_7,"['High', 'High']",0.7227746043351939,0.04806646308183826,2,5,21
195,2017-11-22 10:30:00,9,['High'],0.9749428010057852,0.9749428010057852,1,6,2
196,2017-11-28 10:00:00,4,['High'],0.8914425083397217,0.8154355922516209,1,3,8
197,2017-11-29 08:30:00,17,['High'],-0.5200033205583094,0.2620511798214331,1,12,12
198,2017-11-29 10:30:00,9,['High'],0.6664075436213271,0.6664075436213271,1,6,19
199,2017-11-30 08:30:00,20,['High'],0.5999547281357344,0.6508014414662145,1,9,28
200,2017-12-01 10:00:00,12,['High'],-0.4793697266119512,-0.4793697266119512,1,5,4
201,2017-12-05 10:00:00,13,['High'],-0.6431084235129754,-0.6431084235129751,1,7,4
202,2017-12-06 08:15:00,0,['High'],-0.5375149709257254,-0.5113898906030865,1,1,14
203,2017-12-06 10:30:00,9,['High'],0.9234426181834916,0.9234426181834916,1,7,14
204,2017-12-07 08:30:00,20,['High'],0.7369421248744606,0.8988391088911954,1,9,1
205,2017-12-08 08:30:00,14_21_2,"['High', 'High', 'High']",0.15672864358286334,-1.2189615095863178,3,24,25
206,2017-12-12 08:30:00,15,['High'],-0.07390067651317576,-0.07390067651317576,1,16,29
