actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
-146B,USD,2007-12-13 10:30:00,-127B,accurate,Low,Natural Gas Storage,-88B,accurate,50,2007-12-13 15:30:00+00:00,14.96,2007,4,12,Thursday
0.3%,USD,2007-12-14 08:30:00,0.2%,better,High,Core CPI m/m,0.2%,accurate,50,2007-12-14 13:30:00+00:00,-50.0,2007,4,12,Friday
0.8%,USD,2007-12-14 08:30:00,0.6%,better,Medium,CPI m/m,0.3%,accurate,50,2007-12-14 13:30:00+00:00,-33.33,2007,4,12,Friday
81.5%,USD,2007-12-14 09:15:00,81.7%,worse,Medium,Capacity Utilization Rate,81.4%,worse,50,2007-12-14 14:15:00+00:00,0.24,2007,4,12,Friday
0.3%,USD,2007-12-14 09:15:00,0.1%,better,Medium,Industrial Production m/m,-0.7%,worse,50,2007-12-14 14:15:00+00:00,-200.0,2007,4,12,Friday
50.8,USD,2007-12-03 10:00:00,50.5,accurate,High,ISM Manufacturing PMI,50.9,accurate,49,2007-12-03 15:00:00+00:00,-0.59,2007,4,12,Monday
67.5,USD,2007-12-03 10:00:00,65.5,better,Low,ISM Manufacturing Prices,63.0,accurate,49,2007-12-03 15:00:00+00:00,-3.05,2007,4,12,Monday
16.2M,USD,2007-12-03 00:00:00,16.1M,accurate,Low,Total Vehicle Sales,16.1M,accurate,49,2007-12-03 05:00:00+00:00,-0.62,2007,4,12,Monday
189K,USD,2007-12-05 08:15:00,50K,better,High,ADP Non-Farm Employment Change,119K,better,49,2007-12-05 13:15:00+00:00,-278.0,2007,4,12,Wednesday
6.3%,USD,2007-12-05 08:30:00,5.7%,worse,Medium,Revised Nonfarm Productivity q/q,4.9%,accurate,49,2007-12-05 13:30:00+00:00,-10.53,2007,4,12,Wednesday
-2.0%,USD,2007-12-05 08:30:00,-1.0%,worse,Low,Revised Unit Labor Costs q/q,-0.2%,accurate,49,2007-12-05 13:30:00+00:00,100.0,2007,4,12,Wednesday
54.1,USD,2007-12-05 10:00:00,55.0,worse,High,ISM Non-Manufacturing PMI,55.8,accurate,49,2007-12-05 15:00:00+00:00,1.64,2007,4,12,Wednesday
0.5%,USD,2007-12-05 10:00:00,0.1%,better,Medium,Factory Orders m/m,0.3%,accurate,49,2007-12-05 15:00:00+00:00,-400.0,2007,4,12,Wednesday
-7.9M,USD,2007-12-05 10:30:00,-1.3M,accurate,Low,Crude Oil Inventories,-0.5M,accurate,49,2007-12-05 15:30:00+00:00,507.69,2007,4,12,Wednesday
338K,USD,2007-12-06 08:30:00,335K,accurate,Medium,Unemployment Claims,353K,accurate,49,2007-12-06 13:30:00+00:00,-0.9,2007,4,12,Thursday
-88B,USD,2007-12-06 10:30:00,-79B,accurate,Low,Natural Gas Storage,-12B,accurate,49,2007-12-06 15:30:00+00:00,11.39,2007,4,12,Thursday
94K,USD,2007-12-07 08:30:00,75K,better,High,Non-Farm Employment Change,170K,accurate,49,2007-12-07 13:30:00+00:00,-25.33,2007,4,12,Friday
4.7%,USD,2007-12-07 08:30:00,4.8%,better,High,Unemployment Rate,4.7%,accurate,49,2007-12-07 13:30:00+00:00,2.08,2007,4,12,Friday
0.5%,USD,2007-12-07 08:30:00,0.3%,better,Medium,Average Hourly Earnings m/m,0.1%,worse,49,2007-12-07 13:30:00+00:00,-66.67,2007,4,12,Friday
74.5,USD,2007-12-07 10:00:00,75.0,accurate,High,Prelim UoM Consumer Sentiment,76.1,better,49,2007-12-07 15:00:00+00:00,0.67,2007,4,12,Friday
4.7B,USD,2007-12-07 15:00:00,6.0B,worse,Low,Consumer Credit m/m,3.2B,worse,49,2007-12-07 20:00:00+00:00,21.67,2007,4,12,Friday
-4.9%,USD,2007-11-27 09:00:00,-5.0%,accurate,Low,S&P/CS Composite-20 HPI y/y,-4.3%,accurate,48,2007-11-27 14:00:00+00:00,-2.0,2007,4,11,Tuesday
87.3,USD,2007-11-27 10:00:00,91.5,worse,High,CB Consumer Confidence,95.2,worse,48,2007-11-27 15:00:00+00:00,4.59,2007,4,11,Tuesday
0,USD,2007-11-27 10:00:00,-2,better,Low,Richmond Manufacturing Index,-5,accurate,48,2007-11-27 15:00:00+00:00,-100.0,2007,4,11,Tuesday
-0.7%,USD,2007-11-28 08:30:00,0.4%,worse,High,Core Durable Goods Orders m/m,1.1%,better,48,2007-11-28 13:30:00+00:00,275.0,2007,4,11,Wednesday
-0.4%,USD,2007-11-28 08:30:00,0.0%,worse,Medium,Durable Goods Orders m/m,-1.4%,better,48,2007-11-28 13:30:00+00:00,-400.0,2007,4,11,Wednesday
4.97M,USD,2007-11-28 10:00:00,5.00M,worse,High,Existing Home Sales,5.03M,accurate,48,2007-11-28 15:00:00+00:00,0.6,2007,4,11,Wednesday
-0.5M,USD,2007-11-28 10:30:00,-1.0M,accurate,Low,Crude Oil Inventories,-1.1M,accurate,48,2007-11-28 15:30:00+00:00,-50.0,2007,4,11,Wednesday
4.9%,USD,2007-11-29 08:30:00,4.9%,accurate,High,Prelim GDP q/q,3.9%,accurate,48,2007-11-29 13:30:00+00:00,0.0,2007,4,11,Thursday
352K,USD,2007-11-29 08:30:00,330K,worse,Medium,Unemployment Claims,329K,accurate,48,2007-11-29 13:30:00+00:00,-6.67,2007,4,11,Thursday
0.9%,USD,2007-11-29 08:30:00,0.8%,accurate,Low,Prelim GDP Price Index q/q,0.8%,accurate,48,2007-11-29 13:30:00+00:00,-12.5,2007,4,11,Thursday
728K,USD,2007-11-29 10:00:00,750K,worse,High,New Home Sales,716K,worse,48,2007-11-29 15:00:00+00:00,2.93,2007,4,11,Thursday
-12B,USD,2007-11-29 10:30:00,-20B,accurate,Low,Natural Gas Storage,4B,accurate,48,2007-11-29 15:30:00+00:00,-40.0,2007,4,11,Thursday
0.2%,USD,2007-11-30 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,48,2007-11-30 13:30:00+00:00,0.0,2007,4,11,Friday
0.2%,USD,2007-11-30 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.3%,accurate,48,2007-11-30 13:30:00+00:00,33.33,2007,4,11,Friday
0.2%,USD,2007-11-30 08:30:00,0.4%,worse,Low,Personal Income m/m,0.4%,accurate,48,2007-11-30 13:30:00+00:00,50.0,2007,4,11,Friday
52.9,USD,2007-11-30 09:45:00,51.0,better,Medium,Chicago PMI,49.7,accurate,48,2007-11-30 14:45:00+00:00,-3.73,2007,4,11,Friday
-0.8%,USD,2007-11-30 10:00:00,-0.2%,worse,Low,Construction Spending m/m,0.2%,accurate,48,2007-11-30 15:00:00+00:00,300.0,2007,4,11,Friday
19,USD,2007-11-19 13:00:00,17,better,Medium,NAHB Housing Market Index,19,better,47,2007-11-19 18:00:00+00:00,-11.76,2007,4,11,Monday
1.18M,USD,2007-11-20 08:30:00,1.20M,accurate,Medium,Building Permits,1.26M,better,47,2007-11-20 13:30:00+00:00,1.67,2007,4,11,Tuesday
1.23M,USD,2007-11-20 08:30:00,1.17M,better,Medium,Housing Starts,1.19M,accurate,47,2007-11-20 13:30:00+00:00,-5.13,2007,4,11,Tuesday
330K,USD,2007-11-21 08:30:00,330K,accurate,Medium,Unemployment Claims,341K,accurate,47,2007-11-21 13:30:00+00:00,0.0,2007,4,11,Wednesday
76.1,USD,2007-11-21 10:00:00,75.0,better,Medium,Revised UoM Consumer Sentiment,75.0,accurate,47,2007-11-21 15:00:00+00:00,-1.47,2007,4,11,Wednesday
-0.5%,USD,2007-11-21 10:00:00,-0.3%,worse,Low,CB Leading Index m/m,0.1%,worse,47,2007-11-21 15:00:00+00:00,66.67,2007,4,11,Wednesday
-1.1M,USD,2007-11-21 10:30:00,0.8M,accurate,Low,Crude Oil Inventories,2.8M,accurate,47,2007-11-21 15:30:00+00:00,237.5,2007,4,11,Wednesday
4B,USD,2007-11-21 10:30:00,2B,accurate,Low,Natural Gas Storage,-9B,accurate,47,2007-11-21 15:30:00+00:00,-100.0,2007,4,11,Wednesday
43.8,USD,2007-11-13 10:00:00,46.3,worse,Low,IBD/TIPP Economic Optimism,47.3,accurate,46,2007-11-13 15:00:00+00:00,5.4,2007,4,11,Tuesday
-55.6B,USD,2007-11-13 14:00:00,-55.7B,accurate,Medium,Federal Budget Balance,111.6B,accurate,46,2007-11-13 19:00:00+00:00,-0.18,2007,4,11,Tuesday
0.2%,USD,2007-11-13 15:00:00,-2.6%,better,High,Pending Home Sales m/m,-6.5%,accurate,46,2007-11-13 20:00:00+00:00,-107.69,2007,4,11,Tuesday
0.2%,USD,2007-11-14 08:30:00,0.3%,worse,High,Core Retail Sales m/m,0.3%,worse,46,2007-11-14 13:30:00+00:00,33.33,2007,4,11,Wednesday
0.1%,USD,2007-11-14 08:30:00,0.3%,worse,High,PPI m/m,1.1%,accurate,46,2007-11-14 13:30:00+00:00,66.67,2007,4,11,Wednesday
0.2%,USD,2007-11-14 08:30:00,0.2%,accurate,High,Retail Sales m/m,0.7%,better,46,2007-11-14 13:30:00+00:00,0.0,2007,4,11,Wednesday
0.0%,USD,2007-11-14 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.1%,accurate,46,2007-11-14 13:30:00+00:00,100.0,2007,4,11,Wednesday
0.4%,USD,2007-11-14 10:00:00,0.5%,better,Medium,Business Inventories m/m,0.3%,worse,46,2007-11-14 15:00:00+00:00,20.0,2007,4,11,Wednesday
0.2%,USD,2007-11-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,46,2007-11-15 13:30:00+00:00,0.0,2007,4,11,Thursday
0.3%,USD,2007-11-15 08:30:00,0.3%,accurate,Medium,CPI m/m,0.3%,accurate,46,2007-11-15 13:30:00+00:00,0.0,2007,4,11,Thursday
27.4,USD,2007-11-15 08:30:00,18.0,better,Medium,Empire State Manufacturing Index,28.8,accurate,46,2007-11-15 13:30:00+00:00,-52.22,2007,4,11,Thursday
339K,USD,2007-11-15 08:30:00,320K,worse,Low,Unemployment Claims,319K,accurate,46,2007-11-15 13:30:00+00:00,-5.94,2007,4,11,Thursday
2.8M,USD,2007-11-15 10:30:00,-0.8M,accurate,Low,Crude Oil Inventories,-0.8M,accurate,46,2007-11-15 15:30:00+00:00,-450.0,2007,4,11,Thursday
-9B,USD,2007-11-15 10:30:00,-8B,accurate,Low,Natural Gas Storage,36B,accurate,46,2007-11-15 15:30:00+00:00,12.5,2007,4,11,Thursday
8.2,USD,2007-11-15 12:00:00,5.0,better,Medium,Philly Fed Manufacturing Index,6.8,accurate,46,2007-11-15 17:00:00+00:00,-64.0,2007,4,11,Thursday
26.4B,USD,2007-11-16 09:00:00,72.0B,worse,High,TIC Long-Term Purchases,-70.6B,accurate,46,2007-11-16 14:00:00+00:00,63.33,2007,4,11,Friday
81.7%,USD,2007-11-16 09:15:00,82.0%,worse,Medium,Capacity Utilization Rate,82.2%,accurate,46,2007-11-16 14:15:00+00:00,0.37,2007,4,11,Friday
-0.5%,USD,2007-11-16 09:15:00,0.1%,worse,Medium,Industrial Production m/m,0.2%,better,46,2007-11-16 14:15:00+00:00,600.0,2007,4,11,Friday
55.8,USD,2007-11-05 10:00:00,54.0,better,High,ISM Non-Manufacturing PMI,54.8,accurate,45,2007-11-05 15:00:00+00:00,-3.33,2007,4,11,Monday
4.9%,USD,2007-11-07 08:30:00,3.0%,worse,Medium,Prelim Nonfarm Productivity q/q,2.6%,worse,45,2007-11-07 13:30:00+00:00,-63.33,2007,4,11,Wednesday
-0.2%,USD,2007-11-07 08:30:00,1.1%,worse,Medium,Prelim Unit Labor Costs q/q,1.4%,worse,45,2007-11-07 13:30:00+00:00,118.18,2007,4,11,Wednesday
0.8%,USD,2007-11-07 10:00:00,0.2%,worse,Low,Final Wholesale Inventories m/m,0.7%,worse,45,2007-11-07 15:00:00+00:00,-300.0,2007,4,11,Wednesday
-0.8M,USD,2007-11-07 10:30:00,-1.3M,accurate,Medium,Crude Oil Inventories,-3.9M,accurate,45,2007-11-07 15:30:00+00:00,-38.46,2007,4,11,Wednesday
3.7B,USD,2007-11-07 15:00:00,10.0B,worse,Low,Consumer Credit m/m,15.4B,better,45,2007-11-07 20:00:00+00:00,63.0,2007,4,11,Wednesday
317K,USD,2007-11-08 08:30:00,325K,better,Medium,Unemployment Claims,330K,accurate,45,2007-11-08 13:30:00+00:00,2.46,2007,4,11,Thursday
36B,USD,2007-11-08 10:30:00,30B,accurate,Low,Natural Gas Storage,66B,accurate,45,2007-11-08 15:30:00+00:00,-20.0,2007,4,11,Thursday
-56.5B,USD,2007-11-09 08:30:00,-59.0B,better,High,Trade Balance,-56.8B,better,45,2007-11-09 13:30:00+00:00,-4.24,2007,4,11,Friday
1.8%,USD,2007-11-09 08:30:00,1.0%,better,Medium,Import Prices m/m,0.8%,worse,45,2007-11-09 13:30:00+00:00,-80.0,2007,4,11,Friday
75.0,USD,2007-11-09 10:00:00,80.0,worse,High,Prelim UoM Consumer Sentiment,80.9,worse,45,2007-11-09 15:00:00+00:00,6.25,2007,4,11,Friday
-4.4%,USD,2007-10-30 09:00:00,-4.2%,worse,Low,S&P/CS Composite-20 HPI y/y,-3.8%,accurate,44,2007-10-30 13:00:00+00:00,4.76,2007,4,10,Tuesday
95.6,USD,2007-10-30 10:00:00,99.0,worse,High,CB Consumer Confidence,99.5,accurate,44,2007-10-30 14:00:00+00:00,3.43,2007,4,10,Tuesday
106K,USD,2007-10-31 08:15:00,60K,better,Medium,ADP Non-Farm Employment Change,61K,accurate,44,2007-10-31 12:15:00+00:00,-76.67,2007,4,10,Wednesday
3.9%,USD,2007-10-31 08:30:00,3.1%,better,High,Advance GDP q/q,3.8%,better,44,2007-10-31 12:30:00+00:00,-25.81,2007,4,10,Wednesday
0.8%,USD,2007-10-31 08:30:00,2.0%,worse,Medium,Advance GDP Price Index q/q,2.6%,accurate,44,2007-10-31 12:30:00+00:00,60.0,2007,4,10,Wednesday
0.8%,USD,2007-10-31 08:30:00,0.9%,worse,Medium,Employment Cost Index q/q,0.9%,accurate,44,2007-10-31 12:30:00+00:00,11.11,2007,4,10,Wednesday
49.7,USD,2007-10-31 09:45:00,53.0,worse,Medium,Chicago PMI,54.2,accurate,44,2007-10-31 13:45:00+00:00,6.23,2007,4,10,Wednesday
0.3%,USD,2007-10-31 10:00:00,-0.4%,better,Low,Construction Spending m/m,-0.2%,worse,44,2007-10-31 14:00:00+00:00,-175.0,2007,4,10,Wednesday
-3.9M,USD,2007-10-31 10:30:00,0.4M,accurate,Medium,Crude Oil Inventories,-5.3M,accurate,44,2007-10-31 14:30:00+00:00,1075.0,2007,4,10,Wednesday
4.50%,USD,2007-10-31 14:15:00,4.50%,accurate,High,Federal Funds Rate,4.75%,accurate,44,2007-10-31 18:15:00+00:00,0.0,2007,4,10,Wednesday
0.2%,USD,2007-11-01 08:30:00,0.2%,accurate,High,Core PCE Price Index m/m,0.1%,accurate,44,2007-11-01 12:30:00+00:00,0.0,2007,4,11,Thursday
0.3%,USD,2007-11-01 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.5%,worse,44,2007-11-01 12:30:00+00:00,25.0,2007,4,11,Thursday
327K,USD,2007-11-01 08:30:00,330K,accurate,Medium,Unemployment Claims,333K,accurate,44,2007-11-01 12:30:00+00:00,0.91,2007,4,11,Thursday
0.4%,USD,2007-11-01 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.4%,better,44,2007-11-01 12:30:00+00:00,0.0,2007,4,11,Thursday
50.9,USD,2007-11-01 10:00:00,51.7,worse,High,ISM Manufacturing PMI,52.0,accurate,44,2007-11-01 14:00:00+00:00,1.55,2007,4,11,Thursday
63.0,USD,2007-11-01 10:00:00,63.0,accurate,Low,ISM Manufacturing Prices,59.0,accurate,44,2007-11-01 14:00:00+00:00,0.0,2007,4,11,Thursday
66B,USD,2007-11-01 10:30:00,59B,accurate,Low,Natural Gas Storage,68B,accurate,44,2007-11-01 14:30:00+00:00,-11.86,2007,4,11,Thursday
16.1M,USD,2007-11-01 01:00:00,16.0M,accurate,Low,Total Vehicle Sales,16.2M,accurate,44,2007-11-01 05:00:00+00:00,-0.63,2007,4,11,Thursday
166K,USD,2007-11-02 08:30:00,82K,better,High,Non-Farm Employment Change,96K,worse,44,2007-11-02 12:30:00+00:00,-102.44,2007,4,11,Friday
4.7%,USD,2007-11-02 08:30:00,4.7%,accurate,High,Unemployment Rate,4.7%,accurate,44,2007-11-02 12:30:00+00:00,0.0,2007,4,11,Friday
0.2%,USD,2007-11-02 08:30:00,0.3%,worse,Medium,Average Hourly Earnings m/m,0.3%,worse,44,2007-11-02 12:30:00+00:00,33.33,2007,4,11,Friday
0.2%,USD,2007-11-02 10:00:00,-0.5%,better,Medium,Factory Orders m/m,-3.5%,worse,44,2007-11-02 14:00:00+00:00,-140.0,2007,4,11,Friday
-5,USD,2007-10-23 10:00:00,7,worse,Low,Richmond Manufacturing Index,14,accurate,43,2007-10-23 14:00:00+00:00,171.43,2007,4,10,Tuesday
5.04M,USD,2007-10-24 10:00:00,5.25M,worse,High,Existing Home Sales,5.48M,accurate,43,2007-10-24 14:00:00+00:00,4.0,2007,4,10,Wednesday
-5.3M,USD,2007-10-24 10:30:00,1.0M,accurate,Medium,Crude Oil Inventories,1.8M,accurate,43,2007-10-24 14:30:00+00:00,630.0,2007,4,10,Wednesday
0.3%,USD,2007-10-25 08:30:00,0.7%,worse,High,Core Durable Goods Orders m/m,0.1%,better,43,2007-10-25 12:30:00+00:00,57.14,2007,4,10,Thursday
-1.7%,USD,2007-10-25 08:30:00,1.6%,worse,Medium,Durable Goods Orders m/m,-5.3%,worse,43,2007-10-25 12:30:00+00:00,206.25,2007,4,10,Thursday
331K,USD,2007-10-25 08:30:00,320K,worse,Medium,Unemployment Claims,339K,accurate,43,2007-10-25 12:30:00+00:00,-3.44,2007,4,10,Thursday
770K,USD,2007-10-25 10:00:00,770K,accurate,High,New Home Sales,735K,worse,43,2007-10-25 14:00:00+00:00,0.0,2007,4,10,Thursday
68B,USD,2007-10-25 10:30:00,54B,accurate,Low,Natural Gas Storage,39B,accurate,43,2007-10-25 14:30:00+00:00,-25.93,2007,4,10,Thursday
80.9,USD,2007-10-26 10:00:00,82.0,worse,Medium,Revised UoM Consumer Sentiment,82.0,accurate,43,2007-10-26 14:00:00+00:00,1.34,2007,4,10,Friday
28.8,USD,2007-10-15 08:30:00,13.0,better,Medium,Empire State Manufacturing Index,14.7,accurate,42,2007-10-15 12:30:00+00:00,-121.54,2007,4,10,Monday
-69.3B,USD,2007-10-16 09:00:00,60.0B,worse,High,TIC Long-Term Purchases,19.5B,accurate,42,2007-10-16 13:00:00+00:00,215.5,2007,4,10,Tuesday
82.1%,USD,2007-10-16 09:15:00,82.2%,accurate,Medium,Capacity Utilization Rate,82.1%,accurate,42,2007-10-16 13:15:00+00:00,0.12,2007,4,10,Tuesday
0.1%,USD,2007-10-16 09:15:00,0.1%,accurate,Medium,Industrial Production m/m,0.0%,worse,42,2007-10-16 13:15:00+00:00,0.0,2007,4,10,Tuesday
18,USD,2007-10-16 13:00:00,19,worse,Medium,NAHB Housing Market Index,20,accurate,42,2007-10-16 17:00:00+00:00,5.26,2007,4,10,Tuesday
0.2%,USD,2007-10-17 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,42,2007-10-17 12:30:00+00:00,0.0,2007,4,10,Wednesday
1.23M,USD,2007-10-17 08:30:00,1.29M,worse,Medium,Building Permits,1.32M,accurate,42,2007-10-17 12:30:00+00:00,4.65,2007,4,10,Wednesday
0.3%,USD,2007-10-17 08:30:00,0.2%,better,Medium,CPI m/m,-0.1%,accurate,42,2007-10-17 12:30:00+00:00,-50.0,2007,4,10,Wednesday
1.19M,USD,2007-10-17 08:30:00,1.28M,worse,Medium,Housing Starts,1.33M,accurate,42,2007-10-17 12:30:00+00:00,7.03,2007,4,10,Wednesday
1.8M,USD,2007-10-17 10:30:00,0.8M,accurate,Medium,Crude Oil Inventories,-1.7M,accurate,42,2007-10-17 14:30:00+00:00,-125.0,2007,4,10,Wednesday
337K,USD,2007-10-18 08:30:00,315K,worse,Medium,Unemployment Claims,309K,accurate,42,2007-10-18 12:30:00+00:00,-6.98,2007,4,10,Thursday
0.3%,USD,2007-10-18 10:00:00,0.3%,accurate,Low,CB Leading Index m/m,-0.8%,worse,42,2007-10-18 14:00:00+00:00,0.0,2007,4,10,Thursday
