actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
-0.1%,USD,2015-12-23 08:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,0.6%,accurate,52,2015-12-23 13:30:00+00:00,200.0,2015,4,12,Wednesday
0.1%,USD,2015-12-23 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.0%,accurate,52,2015-12-23 13:30:00+00:00,0.0,2015,4,12,Wednesday
0.0%,USD,2015-12-23 08:30:00,-0.6%,better,Medium,Durable Goods Orders m/m,2.9%,accurate,52,2015-12-23 13:30:00+00:00,-100.0,2015,4,12,Wednesday
0.3%,USD,2015-12-23 08:30:00,0.2%,better,Low,Personal Income m/m,0.4%,accurate,52,2015-12-23 13:30:00+00:00,-50.0,2015,4,12,Wednesday
490K,USD,2015-12-23 10:00:00,507K,worse,Medium,New Home Sales,470K,worse,52,2015-12-23 15:00:00+00:00,3.35,2015,4,12,Wednesday
92.6,USD,2015-12-23 10:00:00,92.1,accurate,Medium,Revised UoM Consumer Sentiment,91.8,accurate,52,2015-12-23 15:00:00+00:00,-0.54,2015,4,12,Wednesday
-5.9M,USD,2015-12-23 10:30:00,1.4M,accurate,Medium,Crude Oil Inventories,4.8M,accurate,52,2015-12-23 15:30:00+00:00,521.43,2015,4,12,Wednesday
267K,USD,2015-12-24 08:30:00,270K,accurate,High,Unemployment Claims,272K,accurate,52,2015-12-24 13:30:00+00:00,1.11,2015,4,12,Thursday
-32B,USD,2015-12-24 10:30:00,-26B,accurate,Low,Natural Gas Storage,-34B,accurate,52,2015-12-24 15:30:00+00:00,23.08,2015,4,12,Thursday
0.0%,USD,2015-12-15 08:30:00,0.0%,accurate,High,CPI m/m,0.2%,accurate,51,2015-12-15 13:30:00+00:00,0.0,2015,4,12,Tuesday
0.2%,USD,2015-12-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,51,2015-12-15 13:30:00+00:00,0.0,2015,4,12,Tuesday
-4.6,USD,2015-12-15 08:30:00,-5.7,better,Medium,Empire State Manufacturing Index,-10.7,accurate,51,2015-12-15 13:30:00+00:00,-19.3,2015,4,12,Tuesday
61,USD,2015-12-15 10:00:00,63,worse,Low,NAHB Housing Market Index,62,accurate,51,2015-12-15 15:00:00+00:00,3.17,2015,4,12,Tuesday
-16.6B,USD,2015-12-15 16:00:00,32.4B,worse,Low,TIC Long-Term Purchases,33.6B,accurate,51,2015-12-15 21:00:00+00:00,151.23,2015,4,12,Tuesday
1.29M,USD,2015-12-16 08:30:00,1.16M,better,High,Building Permits,1.16M,accurate,51,2015-12-16 13:30:00+00:00,-11.21,2015,4,12,Wednesday
1.17M,USD,2015-12-16 08:30:00,1.14M,better,Medium,Housing Starts,1.06M,accurate,51,2015-12-16 13:30:00+00:00,-2.63,2015,4,12,Wednesday
77.0%,USD,2015-12-16 09:15:00,77.3%,worse,Medium,Capacity Utilization Rate,77.5%,accurate,51,2015-12-16 14:15:00+00:00,0.39,2015,4,12,Wednesday
-0.6%,USD,2015-12-16 09:15:00,0.0%,worse,Medium,Industrial Production m/m,-0.4%,worse,51,2015-12-16 14:15:00+00:00,-600.0,2015,4,12,Wednesday
51.3,USD,2015-12-16 09:45:00,52.7,worse,Low,Flash Manufacturing PMI,52.8,accurate,51,2015-12-16 14:45:00+00:00,2.66,2015,4,12,Wednesday
4.8M,USD,2015-12-16 10:30:00,-0.3M,accurate,Medium,Crude Oil Inventories,-3.6M,accurate,51,2015-12-16 15:30:00+00:00,-1700.0,2015,4,12,Wednesday
<0.50%,USD,2015-12-16 14:00:00,<0.50%,accurate,High,Federal Funds Rate,<0.25%,accurate,51,2015-12-16 19:00:00+00:00,0.0,2015,4,12,Wednesday
-5.9,USD,2015-12-17 08:30:00,2.1,worse,High,Philly Fed Manufacturing Index,1.9,accurate,51,2015-12-17 13:30:00+00:00,380.95,2015,4,12,Thursday
271K,USD,2015-12-17 08:30:00,271K,accurate,High,Unemployment Claims,282K,accurate,51,2015-12-17 13:30:00+00:00,0.0,2015,4,12,Thursday
-124B,USD,2015-12-17 08:30:00,-123B,accurate,Medium,Current Account,-111B,accurate,51,2015-12-17 13:30:00+00:00,0.81,2015,4,12,Thursday
0.4%,USD,2015-12-17 10:00:00,0.2%,better,Low,CB Leading Index m/m,0.6%,accurate,51,2015-12-17 15:00:00+00:00,-100.0,2015,4,12,Thursday
-34B,USD,2015-12-17 10:30:00,-58B,accurate,Low,Natural Gas Storage,-76B,accurate,51,2015-12-17 15:30:00+00:00,-41.38,2015,4,12,Thursday
53.7,USD,2015-12-18 09:45:00,55.9,worse,Low,Flash Services PMI,56.1,worse,51,2015-12-18 14:45:00+00:00,3.94,2015,4,12,Friday
16.0B,USD,2015-12-07 15:00:00,18.3B,worse,Low,Consumer Credit m/m,28.6B,worse,50,2015-12-07 20:00:00+00:00,12.57,2015,4,12,Monday
94.8,USD,2015-12-08 06:00:00,96.6,worse,Low,NFIB Small Business Index,96.1,accurate,50,2015-12-08 11:00:00+00:00,1.86,2015,4,12,Tuesday
47.2,USD,2015-12-08 10:00:00,45.2,better,Low,IBD/TIPP Economic Optimism,45.5,accurate,50,2015-12-08 15:00:00+00:00,-4.42,2015,4,12,Tuesday
5.38M,USD,2015-12-08 10:02:00,5.59M,worse,Medium,JOLTS Job Openings,5.53M,accurate,50,2015-12-08 15:00:00+00:00,3.76,2015,4,12,Tuesday
-0.1%,USD,2015-12-09 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.2%,better,50,2015-12-09 15:00:00+00:00,150.0,2015,4,12,Wednesday
-3.6M,USD,2015-12-09 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,1.2M,accurate,50,2015-12-09 15:30:00+00:00,614.29,2015,4,12,Wednesday
282K,USD,2015-12-10 08:30:00,266K,worse,High,Unemployment Claims,269K,accurate,50,2015-12-10 13:30:00+00:00,-6.02,2015,4,12,Thursday
-0.4%,USD,2015-12-10 08:30:00,-0.8%,better,Medium,Import Prices m/m,-0.3%,better,50,2015-12-10 13:30:00+00:00,-50.0,2015,4,12,Thursday
-76B,USD,2015-12-10 10:30:00,-64B,accurate,Low,Natural Gas Storage,-53B,accurate,50,2015-12-10 15:30:00+00:00,18.75,2015,4,12,Thursday
-64.6B,USD,2015-12-10 14:00:00,-68.2B,better,Low,Federal Budget Balance,-136.5B,accurate,50,2015-12-10 19:00:00+00:00,-5.28,2015,4,12,Thursday
0.4%,USD,2015-12-11 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.1%,worse,50,2015-12-11 13:30:00+00:00,-33.33,2015,4,12,Friday
0.3%,USD,2015-12-11 08:30:00,0.0%,better,High,PPI m/m,-0.4%,accurate,50,2015-12-11 13:30:00+00:00,300.0,2015,4,12,Friday
0.2%,USD,2015-12-11 08:30:00,0.2%,accurate,High,Retail Sales m/m,0.1%,accurate,50,2015-12-11 13:30:00+00:00,0.0,2015,4,12,Friday
0.3%,USD,2015-12-11 08:30:00,0.2%,better,Medium,Core PPI m/m,-0.3%,accurate,50,2015-12-11 13:30:00+00:00,-50.0,2015,4,12,Friday
91.8,USD,2015-12-11 10:00:00,92.3,accurate,High,Prelim UoM Consumer Sentiment,91.3,worse,50,2015-12-11 15:00:00+00:00,0.54,2015,4,12,Friday
0.0%,USD,2015-12-11 10:00:00,0.1%,better,Low,Business Inventories m/m,0.1%,better,50,2015-12-11 15:00:00+00:00,100.0,2015,4,12,Friday
48.7,USD,2015-11-30 09:45:00,54.3,worse,Medium,Chicago PMI,56.2,accurate,49,2015-11-30 14:45:00+00:00,10.31,2015,4,11,Monday
0.2%,USD,2015-11-30 10:00:00,1.6%,worse,Medium,Pending Home Sales m/m,-1.6%,better,49,2015-11-30 15:00:00+00:00,87.5,2015,4,11,Monday
52.8,USD,2015-12-01 09:45:00,52.6,accurate,Low,Final Manufacturing PMI,52.6,accurate,49,2015-12-01 14:45:00+00:00,-0.38,2015,4,12,Tuesday
48.6,USD,2015-12-01 10:00:00,50.6,worse,High,ISM Manufacturing PMI,50.1,accurate,49,2015-12-01 15:00:00+00:00,3.95,2015,4,12,Tuesday
1.0%,USD,2015-12-01 10:00:00,0.5%,better,Low,Construction Spending m/m,0.6%,accurate,49,2015-12-01 15:00:00+00:00,-100.0,2015,4,12,Tuesday
35.5,USD,2015-12-01 10:00:00,40.0,worse,Low,ISM Manufacturing Prices,39.0,accurate,49,2015-12-01 15:00:00+00:00,11.25,2015,4,12,Tuesday
18.2M,USD,2015-12-01 00:00:00,18.0M,better,Low,Total Vehicle Sales,18.2M,accurate,49,2015-12-01 05:00:00+00:00,-1.11,2015,4,12,Tuesday
217K,USD,2015-12-02 08:15:00,191K,better,High,ADP Non-Farm Employment Change,196K,better,49,2015-12-02 13:15:00+00:00,-13.61,2015,4,12,Wednesday
2.2%,USD,2015-12-02 08:30:00,2.2%,accurate,Medium,Revised Nonfarm Productivity q/q,1.6%,accurate,49,2015-12-02 13:30:00+00:00,0.0,2015,4,12,Wednesday
1.8%,USD,2015-12-02 08:30:00,1.1%,better,Low,Revised Unit Labor Costs q/q,1.4%,accurate,49,2015-12-02 13:30:00+00:00,-63.64,2015,4,12,Wednesday
1.2M,USD,2015-12-02 10:30:00,-0.6M,accurate,Medium,Crude Oil Inventories,1.0M,accurate,49,2015-12-02 15:30:00+00:00,-300.0,2015,4,12,Wednesday
269K,USD,2015-12-03 08:30:00,269K,accurate,High,Unemployment Claims,260K,accurate,49,2015-12-03 13:30:00+00:00,0.0,2015,4,12,Thursday
56.1,USD,2015-12-03 09:45:00,56.5,worse,Low,Final Services PMI,56.5,accurate,49,2015-12-03 14:45:00+00:00,0.71,2015,4,12,Thursday
55.9,USD,2015-12-03 10:00:00,58.1,worse,High,ISM Non-Manufacturing PMI,59.1,accurate,49,2015-12-03 15:00:00+00:00,3.79,2015,4,12,Thursday
1.5%,USD,2015-12-03 10:00:00,1.2%,better,Medium,Factory Orders m/m,-0.8%,better,49,2015-12-03 15:00:00+00:00,-25.0,2015,4,12,Thursday
-53B,USD,2015-12-03 10:30:00,-22B,accurate,Low,Natural Gas Storage,9B,accurate,49,2015-12-03 15:30:00+00:00,140.91,2015,4,12,Thursday
0.2%,USD,2015-12-04 08:30:00,0.2%,accurate,High,Average Hourly Earnings m/m,0.4%,accurate,49,2015-12-04 13:30:00+00:00,0.0,2015,4,12,Friday
211K,USD,2015-12-04 08:30:00,201K,better,High,Non-Farm Employment Change,298K,better,49,2015-12-04 13:30:00+00:00,-4.98,2015,4,12,Friday
5.0%,USD,2015-12-04 08:30:00,5.0%,accurate,High,Unemployment Rate,5.0%,accurate,49,2015-12-04 13:30:00+00:00,0.0,2015,4,12,Friday
-43.9B,USD,2015-12-04 08:30:00,-40.6B,worse,Medium,Trade Balance,-42.5B,worse,49,2015-12-04 13:30:00+00:00,8.13,2015,4,12,Friday
52.6,USD,2015-11-23 09:45:00,54.0,worse,Low,Flash Manufacturing PMI,54.1,accurate,48,2015-11-23 14:45:00+00:00,2.59,2015,4,11,Monday
5.36M,USD,2015-11-23 10:00:00,5.39M,worse,Medium,Existing Home Sales,5.55M,accurate,48,2015-11-23 15:00:00+00:00,0.56,2015,4,11,Monday
2.1%,USD,2015-11-24 08:30:00,2.0%,better,High,Prelim GDP q/q,1.5%,accurate,48,2015-11-24 13:30:00+00:00,-5.0,2015,4,11,Tuesday
-58.4B,USD,2015-11-24 08:30:00,-61.8B,better,Medium,Goods Trade Balance,-59.1B,accurate,48,2015-11-24 13:30:00+00:00,-5.5,2015,4,11,Tuesday
1.3%,USD,2015-11-24 08:30:00,1.2%,accurate,Low,Prelim GDP Price Index q/q,1.2%,accurate,48,2015-11-24 13:30:00+00:00,-8.33,2015,4,11,Tuesday
5.5%,USD,2015-11-24 09:00:00,5.2%,better,Low,S&P/CS Composite-20 HPI y/y,5.1%,accurate,48,2015-11-24 14:00:00+00:00,-5.77,2015,4,11,Tuesday
-3,USD,2015-11-24 09:59:00,0,worse,Low,Richmond Manufacturing Index,-1,accurate,48,2015-11-24 15:00:00+00:00,-300.0,2015,4,11,Tuesday
90.4,USD,2015-11-24 10:00:00,99.3,worse,High,CB Consumer Confidence,99.1,better,48,2015-11-24 15:00:00+00:00,8.96,2015,4,11,Tuesday
0.5%,USD,2015-11-25 08:30:00,0.5%,accurate,High,Core Durable Goods Orders m/m,-0.3%,accurate,48,2015-11-25 13:30:00+00:00,0.0,2015,4,11,Wednesday
260K,USD,2015-11-25 08:30:00,273K,better,High,Unemployment Claims,272K,accurate,48,2015-11-25 13:30:00+00:00,4.76,2015,4,11,Wednesday
0.0%,USD,2015-11-25 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.2%,better,48,2015-11-25 13:30:00+00:00,100.0,2015,4,11,Wednesday
3.0%,USD,2015-11-25 08:30:00,1.6%,better,Medium,Durable Goods Orders m/m,-0.8%,better,48,2015-11-25 13:30:00+00:00,-87.5,2015,4,11,Wednesday
0.1%,USD,2015-11-25 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.1%,accurate,48,2015-11-25 13:30:00+00:00,66.67,2015,4,11,Wednesday
0.4%,USD,2015-11-25 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.2%,better,48,2015-11-25 13:30:00+00:00,0.0,2015,4,11,Wednesday
0.8%,USD,2015-11-25 09:00:00,0.5%,better,Low,HPI m/m,0.3%,accurate,48,2015-11-25 14:00:00+00:00,-60.0,2015,4,11,Wednesday
56.5,USD,2015-11-25 09:45:00,55.2,better,Low,Flash Services PMI,54.8,better,48,2015-11-25 14:45:00+00:00,-2.36,2015,4,11,Wednesday
495K,USD,2015-11-25 10:00:00,500K,worse,Medium,New Home Sales,447K,worse,48,2015-11-25 15:00:00+00:00,1.0,2015,4,11,Wednesday
91.3,USD,2015-11-25 10:00:00,93.2,worse,Medium,Revised UoM Consumer Sentiment,93.1,accurate,48,2015-11-25 15:00:00+00:00,2.04,2015,4,11,Wednesday
1.0M,USD,2015-11-25 10:30:00,1.2M,accurate,Medium,Crude Oil Inventories,0.3M,accurate,48,2015-11-25 15:30:00+00:00,16.67,2015,4,11,Wednesday
9B,USD,2015-11-25 12:00:00,5B,accurate,Low,Natural Gas Storage,15B,accurate,48,2015-11-25 17:00:00+00:00,-80.0,2015,4,11,Wednesday
-10.7,USD,2015-11-16 08:30:00,-5.3,worse,Medium,Empire State Manufacturing Index,-11.4,accurate,47,2015-11-16 13:30:00+00:00,101.89,2015,4,11,Monday
0.2%,USD,2015-11-17 08:30:00,0.2%,accurate,High,CPI m/m,-0.2%,accurate,47,2015-11-17 13:30:00+00:00,0.0,2015,4,11,Tuesday
0.2%,USD,2015-11-17 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,47,2015-11-17 13:30:00+00:00,0.0,2015,4,11,Tuesday
77.5%,USD,2015-11-17 09:15:00,77.5%,accurate,Medium,Capacity Utilization Rate,77.7%,better,47,2015-11-17 14:15:00+00:00,0.0,2015,4,11,Tuesday
-0.2%,USD,2015-11-17 09:15:00,0.1%,worse,Medium,Industrial Production m/m,-0.2%,accurate,47,2015-11-17 14:15:00+00:00,300.0,2015,4,11,Tuesday
62,USD,2015-11-17 10:00:00,64,worse,Low,NAHB Housing Market Index,65,better,47,2015-11-17 15:00:00+00:00,3.12,2015,4,11,Tuesday
33.6B,USD,2015-11-17 16:00:00,23.3B,better,Low,TIC Long-Term Purchases,20.8B,accurate,47,2015-11-17 21:00:00+00:00,-44.21,2015,4,11,Tuesday
1.15M,USD,2015-11-18 08:30:00,1.15M,accurate,High,Building Permits,1.11M,accurate,47,2015-11-18 13:30:00+00:00,0.0,2015,4,11,Wednesday
1.06M,USD,2015-11-18 08:30:00,1.16M,worse,Medium,Housing Starts,1.19M,accurate,47,2015-11-18 13:30:00+00:00,8.62,2015,4,11,Wednesday
0.3M,USD,2015-11-18 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,4.2M,accurate,47,2015-11-18 15:30:00+00:00,85.0,2015,4,11,Wednesday
1.9,USD,2015-11-19 08:30:00,0.1,better,High,Philly Fed Manufacturing Index,-4.5,accurate,47,2015-11-19 13:30:00+00:00,-1800.0,2015,4,11,Thursday
271K,USD,2015-11-19 08:30:00,272K,accurate,High,Unemployment Claims,276K,accurate,47,2015-11-19 13:30:00+00:00,0.37,2015,4,11,Thursday
0.6%,USD,2015-11-19 10:00:00,0.5%,better,Low,CB Leading Index m/m,-0.1%,better,47,2015-11-19 15:00:00+00:00,-20.0,2015,4,11,Thursday
15B,USD,2015-11-19 10:30:00,23B,accurate,Low,Natural Gas Storage,49B,accurate,47,2015-11-19 15:30:00+00:00,34.78,2015,4,11,Thursday
96.1,USD,2015-11-10 05:58:00,96.4,accurate,Low,NFIB Small Business Index,96.1,accurate,46,2015-11-10 11:00:00+00:00,0.31,2015,4,11,Tuesday
-0.5%,USD,2015-11-10 08:30:00,-0.1%,worse,Medium,Import Prices m/m,-0.6%,worse,46,2015-11-10 13:30:00+00:00,400.0,2015,4,11,Tuesday
0.5%,USD,2015-11-10 10:00:00,0.0%,worse,Low,Final Wholesale Inventories m/m,0.3%,worse,46,2015-11-10 15:00:00+00:00,500.0,2015,4,11,Tuesday
276K,USD,2015-11-12 08:30:00,270K,worse,High,Unemployment Claims,276K,accurate,46,2015-11-12 13:30:00+00:00,-2.22,2015,4,11,Thursday
5.53M,USD,2015-11-12 10:00:00,5.39M,better,Medium,JOLTS Job Openings,5.38M,accurate,46,2015-11-12 15:00:00+00:00,-2.6,2015,4,11,Thursday
4.2M,USD,2015-11-12 11:00:00,0.8M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,46,2015-11-12 16:00:00+00:00,-425.0,2015,4,11,Thursday
-136.5B,USD,2015-11-12 13:57:00,-130.2B,worse,Low,Federal Budget Balance,91.1B,accurate,46,2015-11-12 18:55:00+00:00,4.84,2015,4,11,Thursday
0.2%,USD,2015-11-13 08:30:00,0.4%,worse,High,Core Retail Sales m/m,-0.4%,worse,46,2015-11-13 13:30:00+00:00,50.0,2015,4,11,Friday
-0.4%,USD,2015-11-13 08:30:00,0.2%,worse,High,PPI m/m,-0.5%,accurate,46,2015-11-13 13:30:00+00:00,300.0,2015,4,11,Friday
0.1%,USD,2015-11-13 08:30:00,0.3%,worse,High,Retail Sales m/m,0.0%,worse,46,2015-11-13 13:30:00+00:00,66.67,2015,4,11,Friday
-0.3%,USD,2015-11-13 08:30:00,0.1%,worse,Medium,Core PPI m/m,-0.3%,accurate,46,2015-11-13 13:30:00+00:00,400.0,2015,4,11,Friday
93.1,USD,2015-11-13 10:00:00,91.3,better,High,Prelim UoM Consumer Sentiment,90.0,worse,46,2015-11-13 15:00:00+00:00,-1.97,2015,4,11,Friday
0.3%,USD,2015-11-13 10:00:00,0.1%,worse,Low,Business Inventories m/m,0.1%,worse,46,2015-11-13 15:00:00+00:00,-200.0,2015,4,11,Friday
49B,USD,2015-11-13 10:30:00,51B,accurate,Low,Natural Gas Storage,52B,accurate,46,2015-11-13 15:30:00+00:00,3.92,2015,4,11,Friday
54.1,USD,2015-11-02 09:45:00,54.0,accurate,Low,Final Manufacturing PMI,54.0,accurate,45,2015-11-02 14:45:00+00:00,-0.19,2015,4,11,Monday
50.1,USD,2015-11-02 10:00:00,50.0,accurate,High,ISM Manufacturing PMI,50.2,accurate,45,2015-11-02 15:00:00+00:00,-0.2,2015,4,11,Monday
0.6%,USD,2015-11-02 10:00:00,0.5%,accurate,Low,Construction Spending m/m,0.7%,accurate,45,2015-11-02 15:00:00+00:00,-20.0,2015,4,11,Monday
39.0,USD,2015-11-02 10:00:00,39.5,worse,Low,ISM Manufacturing Prices,38.0,accurate,45,2015-11-02 15:00:00+00:00,1.27,2015,4,11,Monday
-1.0%,USD,2015-11-03 10:00:00,-0.8%,worse,Medium,Factory Orders m/m,-2.1%,worse,45,2015-11-03 15:00:00+00:00,25.0,2015,4,11,Tuesday
45.5,USD,2015-11-03 10:00:00,47.5,worse,Low,IBD/TIPP Economic Optimism,47.3,accurate,45,2015-11-03 15:00:00+00:00,4.21,2015,4,11,Tuesday
18.2M,USD,2015-11-03 00:00:00,17.8M,better,Low,Total Vehicle Sales,18.2M,accurate,45,2015-11-03 05:00:00+00:00,-2.25,2015,4,11,Tuesday
182K,USD,2015-11-04 08:15:00,183K,accurate,High,ADP Non-Farm Employment Change,190K,worse,45,2015-11-04 13:15:00+00:00,0.55,2015,4,11,Wednesday
-40.8B,USD,2015-11-04 08:30:00,-42.7B,better,High,Trade Balance,-48.0B,accurate,45,2015-11-04 13:30:00+00:00,-4.45,2015,4,11,Wednesday
54.8,USD,2015-11-04 09:45:00,54.6,accurate,Low,Final Services PMI,54.4,accurate,45,2015-11-04 14:45:00+00:00,-0.37,2015,4,11,Wednesday
59.1,USD,2015-11-04 10:00:00,56.6,better,High,ISM Non-Manufacturing PMI,56.9,accurate,45,2015-11-04 15:00:00+00:00,-4.42,2015,4,11,Wednesday
2.8M,USD,2015-11-04 10:30:00,2.5M,accurate,Medium,Crude Oil Inventories,3.4M,accurate,45,2015-11-04 15:30:00+00:00,-12.0,2015,4,11,Wednesday
276K,USD,2015-11-05 08:30:00,263K,worse,High,Unemployment Claims,260K,accurate,45,2015-11-05 13:30:00+00:00,-4.94,2015,4,11,Thursday
1.6%,USD,2015-11-05 08:30:00,0.1%,worse,Medium,Prelim Nonfarm Productivity q/q,3.3%,worse,45,2015-11-05 13:30:00+00:00,-1500.0,2015,4,11,Thursday
1.4%,USD,2015-11-05 08:30:00,2.2%,worse,Medium,Prelim Unit Labor Costs q/q,-1.4%,worse,45,2015-11-05 13:30:00+00:00,36.36,2015,4,11,Thursday
52B,USD,2015-11-05 10:30:00,60B,accurate,Low,Natural Gas Storage,63B,accurate,45,2015-11-05 15:30:00+00:00,13.33,2015,4,11,Thursday
0.4%,USD,2015-11-06 08:30:00,0.2%,better,High,Average Hourly Earnings m/m,0.0%,accurate,45,2015-11-06 13:30:00+00:00,-100.0,2015,4,11,Friday
271K,USD,2015-11-06 08:30:00,181K,better,High,Non-Farm Employment Change,137K,accurate,45,2015-11-06 13:30:00+00:00,-49.72,2015,4,11,Friday
5.0%,USD,2015-11-06 08:30:00,5.0%,accurate,High,Unemployment Rate,5.1%,accurate,45,2015-11-06 13:30:00+00:00,0.0,2015,4,11,Friday
28.9B,USD,2015-11-06 15:00:00,17.6B,better,Low,Consumer Credit m/m,16.0B,accurate,45,2015-11-06 20:00:00+00:00,-64.2,2015,4,11,Friday
468K,USD,2015-10-26 10:00:00,546K,worse,Medium,New Home Sales,529K,worse,44,2015-10-26 14:00:00+00:00,14.29,2015,4,10,Monday
-0.4%,USD,2015-10-27 08:30:00,0.0%,worse,High,Core Durable Goods Orders m/m,-0.2%,worse,44,2015-10-27 12:30:00+00:00,-400.0,2015,4,10,Tuesday
-1.2%,USD,2015-10-27 08:30:00,-1.1%,accurate,Medium,Durable Goods Orders m/m,-2.3%,worse,44,2015-10-27 12:30:00+00:00,9.09,2015,4,10,Tuesday
5.1%,USD,2015-10-27 09:00:00,5.1%,accurate,Low,S&P/CS Composite-20 HPI y/y,4.9%,accurate,44,2015-10-27 13:00:00+00:00,0.0,2015,4,10,Tuesday
54.4,USD,2015-10-27 09:45:00,55.3,worse,Low,Flash Services PMI,55.1,worse,44,2015-10-27 13:45:00+00:00,1.63,2015,4,10,Tuesday
-1,USD,2015-10-27 09:59:00,-3,better,Low,Richmond Manufacturing Index,-5,accurate,44,2015-10-27 14:00:00+00:00,-66.67,2015,4,10,Tuesday
97.6,USD,2015-10-27 10:00:00,102.5,worse,High,CB Consumer Confidence,102.6,worse,44,2015-10-27 14:00:00+00:00,4.78,2015,4,10,Tuesday
-58.6B,USD,2015-10-28 08:30:00,-64.9B,better,Medium,Goods Trade Balance,-67.2B,accurate,44,2015-10-28 12:30:00+00:00,-9.71,2015,4,10,Wednesday
3.4M,USD,2015-10-28 10:30:00,3.7M,accurate,Medium,Crude Oil Inventories,8.0M,accurate,44,2015-10-28 14:30:00+00:00,8.11,2015,4,10,Wednesday
<0.25%,USD,2015-10-28 14:00:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,44,2015-10-28 18:00:00+00:00,0.0,2015,4,10,Wednesday
1.5%,USD,2015-10-29 08:30:00,1.6%,worse,High,Advance GDP q/q,3.9%,better,44,2015-10-29 12:30:00+00:00,6.25,2015,4,10,Thursday
260K,USD,2015-10-29 08:30:00,264K,accurate,High,Unemployment Claims,259K,accurate,44,2015-10-29 12:30:00+00:00,1.52,2015,4,10,Thursday
1.2%,USD,2015-10-29 08:30:00,1.5%,worse,Medium,Advance GDP Price Index q/q,2.1%,accurate,44,2015-10-29 12:30:00+00:00,20.0,2015,4,10,Thursday
-2.3%,USD,2015-10-29 10:00:00,1.1%,worse,Medium,Pending Home Sales m/m,-1.4%,accurate,44,2015-10-29 14:00:00+00:00,309.09,2015,4,10,Thursday
63B,USD,2015-10-29 10:30:00,70B,accurate,Low,Natural Gas Storage,81B,accurate,44,2015-10-29 14:30:00+00:00,10.0,2015,4,10,Thursday
