actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
0.1%,USD,2011-08-02 08:30:00,0.3%,worse,Low,Personal Income m/m,0.2%,worse,31,2011-08-02 12:30:00+00:00,-66.67,2011,3,8,Tuesday
12.2M,USD,2011-08-02 01:00:00,11.9M,better,Low,Total Vehicle Sales,11.5M,accurate,31,2011-08-02 05:00:00+00:00,2.52,2011,3,8,Tuesday
114K,USD,2011-08-03 08:15:00,101K,better,High,ADP Non-Farm Employment Change,145K,worse,31,2011-08-03 12:15:00+00:00,12.87,2011,3,8,Wednesday
52.7,USD,2011-08-03 10:00:00,53.8,worse,High,ISM Non-Manufacturing PMI,53.3,accurate,31,2011-08-03 14:00:00+00:00,-2.04,2011,3,8,Wednesday
-0.8%,USD,2011-08-03 10:00:00,-0.4%,worse,Medium,Factory Orders m/m,0.6%,worse,31,2011-08-03 14:00:00+00:00,-100.0,2011,3,8,Wednesday
1.0M,USD,2011-08-03 10:30:00,1.3M,accurate,Medium,Crude Oil Inventories,2.3M,accurate,31,2011-08-03 14:30:00+00:00,-23.08,2011,3,8,Wednesday
400K,USD,2011-08-04 08:30:00,404K,accurate,High,Unemployment Claims,401K,accurate,31,2011-08-04 12:30:00+00:00,-0.99,2011,3,8,Thursday
44B,USD,2011-08-04 10:30:00,39B,accurate,Low,Natural Gas Storage,43B,accurate,31,2011-08-04 14:30:00+00:00,12.82,2011,3,8,Thursday
117K,USD,2011-08-05 08:30:00,89K,better,High,Non-Farm Employment Change,46K,better,31,2011-08-05 12:30:00+00:00,31.46,2011,3,8,Friday
9.1%,USD,2011-08-05 08:30:00,9.2%,better,High,Unemployment Rate,9.2%,accurate,31,2011-08-05 12:30:00+00:00,-1.09,2011,3,8,Friday
0.4%,USD,2011-08-05 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.0%,accurate,31,2011-08-05 12:30:00+00:00,100.0,2011,3,8,Friday
15.5B,USD,2011-08-05 15:00:00,5.0B,better,Low,Consumer Credit m/m,5.1B,accurate,31,2011-08-05 19:00:00+00:00,210.0,2011,3,8,Friday
35.8,USD,2011-08-05 17:30:00,43.1,worse,Low,IBD/TIPP Economic Optimism,41.4,accurate,31,2011-08-05 21:30:00+00:00,-16.94,2011,3,8,Friday
-4.5%,USD,2011-07-26 09:00:00,-4.6%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-4.2%,worse,30,2011-07-26 13:00:00+00:00,2.17,2011,3,7,Tuesday
59.5,USD,2011-07-26 10:00:00,57.1,better,High,CB Consumer Confidence,57.6,worse,30,2011-07-26 14:00:00+00:00,4.2,2011,3,7,Tuesday
312K,USD,2011-07-26 10:00:00,321K,worse,High,New Home Sales,315K,worse,30,2011-07-26 14:00:00+00:00,-2.8,2011,3,7,Tuesday
-1,USD,2011-07-26 10:00:00,5,worse,Low,Richmond Manufacturing Index,3,accurate,30,2011-07-26 14:00:00+00:00,-120.0,2011,3,7,Tuesday
0.1%,USD,2011-07-27 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,0.7%,accurate,30,2011-07-27 12:30:00+00:00,-80.0,2011,3,7,Wednesday
-2.1%,USD,2011-07-27 08:30:00,0.4%,worse,Medium,Durable Goods Orders m/m,1.9%,accurate,30,2011-07-27 12:30:00+00:00,-625.0,2011,3,7,Wednesday
2.3M,USD,2011-07-27 10:30:00,-1.2M,accurate,Medium,Crude Oil Inventories,-3.7M,accurate,30,2011-07-27 14:30:00+00:00,291.67,2011,3,7,Wednesday
398K,USD,2011-07-28 08:30:00,413K,better,High,Unemployment Claims,422K,accurate,30,2011-07-28 12:30:00+00:00,-3.63,2011,3,7,Thursday
2.4%,USD,2011-07-28 10:00:00,-1.5%,better,High,Pending Home Sales m/m,8.2%,accurate,30,2011-07-28 14:00:00+00:00,260.0,2011,3,7,Thursday
43B,USD,2011-07-28 10:30:00,38B,accurate,Low,Natural Gas Storage,60B,accurate,30,2011-07-28 14:30:00+00:00,13.16,2011,3,7,Thursday
1.3%,USD,2011-07-29 08:30:00,1.7%,worse,High,Advance GDP q/q,1.9%,better,30,2011-07-29 12:30:00+00:00,-23.53,2011,3,7,Friday
2.3%,USD,2011-07-29 08:30:00,2.0%,better,Medium,Advance GDP Price Index q/q,2.0%,accurate,30,2011-07-29 12:30:00+00:00,15.0,2011,3,7,Friday
0.7%,USD,2011-07-29 08:30:00,0.5%,better,Medium,Employment Cost Index q/q,0.6%,accurate,30,2011-07-29 12:30:00+00:00,40.0,2011,3,7,Friday
58.8,USD,2011-07-29 09:45:00,60.1,worse,Medium,Chicago PMI,61.1,accurate,30,2011-07-29 13:45:00+00:00,-2.16,2011,3,7,Friday
63.7,USD,2011-07-29 09:55:00,64.1,accurate,Medium,Revised UoM Consumer Sentiment,63.8,accurate,30,2011-07-29 13:55:00+00:00,-0.62,2011,3,7,Friday
23.6B,USD,2011-07-18 09:00:00,48.4B,worse,High,TIC Long-Term Purchases,30.6B,accurate,29,2011-07-18 13:00:00+00:00,-51.24,2011,3,7,Monday
15,USD,2011-07-18 10:00:00,15,accurate,Low,NAHB Housing Market Index,13,accurate,29,2011-07-18 14:00:00+00:00,0.0,2011,3,7,Monday
0.62M,USD,2011-07-19 08:30:00,0.61M,accurate,High,Building Permits,0.61M,accurate,29,2011-07-19 12:30:00+00:00,1.64,2011,3,7,Tuesday
0.63M,USD,2011-07-19 08:30:00,0.58M,better,Medium,Housing Starts,0.55M,accurate,29,2011-07-19 12:30:00+00:00,8.62,2011,3,7,Tuesday
4.77M,USD,2011-07-20 10:00:00,4.92M,worse,High,Existing Home Sales,4.81M,accurate,29,2011-07-20 14:00:00+00:00,-3.05,2011,3,7,Wednesday
-3.7M,USD,2011-07-20 10:30:00,-1.5M,accurate,Medium,Crude Oil Inventories,-3.1M,accurate,29,2011-07-20 14:30:00+00:00,-146.67,2011,3,7,Wednesday
418K,USD,2011-07-21 08:30:00,409K,worse,High,Unemployment Claims,408K,accurate,29,2011-07-21 12:30:00+00:00,2.2,2011,3,7,Thursday
3.2,USD,2011-07-21 10:00:00,2.7,better,High,Philly Fed Manufacturing Index,-7.7,accurate,29,2011-07-21 14:00:00+00:00,18.52,2011,3,7,Thursday
0.3%,USD,2011-07-21 10:00:00,0.2%,better,Low,CB Leading Index m/m,0.8%,accurate,29,2011-07-21 14:00:00+00:00,50.0,2011,3,7,Thursday
0.4%,USD,2011-07-21 10:00:00,0.4%,accurate,Low,HPI m/m,0.2%,worse,29,2011-07-21 14:00:00+00:00,0.0,2011,3,7,Thursday
60B,USD,2011-07-21 10:30:00,67B,accurate,Low,Natural Gas Storage,84B,accurate,29,2011-07-21 14:30:00+00:00,-10.45,2011,3,7,Thursday
90.8,USD,2011-07-12 07:30:00,91.3,accurate,Low,NFIB Small Business Index,90.9,accurate,28,2011-07-12 11:30:00+00:00,-0.55,2011,3,7,Tuesday
-50.2B,USD,2011-07-12 08:30:00,-44.1B,worse,High,Trade Balance,-43.6B,accurate,28,2011-07-12 12:30:00+00:00,-13.83,2011,3,7,Tuesday
41.4,USD,2011-07-12 10:00:00,45.7,worse,Low,IBD/TIPP Economic Optimism,44.6,accurate,28,2011-07-12 14:00:00+00:00,-9.41,2011,3,7,Tuesday
-0.5%,USD,2011-07-13 08:30:00,-0.7%,better,Medium,Import Prices m/m,0.1%,accurate,28,2011-07-13 12:30:00+00:00,28.57,2011,3,7,Wednesday
-3.1M,USD,2011-07-13 10:30:00,-2.3M,accurate,Medium,Crude Oil Inventories,-0.9M,accurate,28,2011-07-13 14:30:00+00:00,-34.78,2011,3,7,Wednesday
-43.1B,USD,2011-07-13 14:00:00,-68.0B,better,Medium,Federal Budget Balance,-57.6B,accurate,28,2011-07-13 18:00:00+00:00,36.62,2011,3,7,Wednesday
0.0%,USD,2011-07-14 08:30:00,0.1%,worse,High,Core Retail Sales m/m,0.2%,worse,28,2011-07-14 12:30:00+00:00,-100.0,2011,3,7,Thursday
-0.4%,USD,2011-07-14 08:30:00,-0.2%,worse,High,PPI m/m,0.2%,accurate,28,2011-07-14 12:30:00+00:00,-100.0,2011,3,7,Thursday
0.1%,USD,2011-07-14 08:30:00,-0.1%,better,High,Retail Sales m/m,-0.1%,better,28,2011-07-14 12:30:00+00:00,200.0,2011,3,7,Thursday
405K,USD,2011-07-14 08:30:00,413K,better,High,Unemployment Claims,427K,worse,28,2011-07-14 12:30:00+00:00,-1.94,2011,3,7,Thursday
0.3%,USD,2011-07-14 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,28,2011-07-14 12:30:00+00:00,50.0,2011,3,7,Thursday
1.0%,USD,2011-07-14 10:00:00,0.7%,worse,Medium,Business Inventories m/m,1.0%,worse,28,2011-07-14 14:00:00+00:00,42.86,2011,3,7,Thursday
84B,USD,2011-07-14 10:30:00,79B,accurate,Low,Natural Gas Storage,95B,accurate,28,2011-07-14 14:30:00+00:00,6.33,2011,3,7,Thursday
0.3%,USD,2011-07-15 08:30:00,0.2%,better,High,Core CPI m/m,0.3%,accurate,28,2011-07-15 12:30:00+00:00,50.0,2011,3,7,Friday
-0.2%,USD,2011-07-15 08:30:00,-0.1%,worse,Medium,CPI m/m,0.2%,accurate,28,2011-07-15 12:30:00+00:00,-100.0,2011,3,7,Friday
-3.8,USD,2011-07-15 08:30:00,4.5,worse,Medium,Empire State Manufacturing Index,-7.8,accurate,28,2011-07-15 12:30:00+00:00,-184.44,2011,3,7,Friday
76.7%,USD,2011-07-15 09:15:00,77.0%,worse,Medium,Capacity Utilization Rate,76.7%,accurate,28,2011-07-15 13:15:00+00:00,-0.39,2011,3,7,Friday
0.2%,USD,2011-07-15 09:15:00,0.4%,worse,Medium,Industrial Production m/m,-0.1%,worse,28,2011-07-15 13:15:00+00:00,-50.0,2011,3,7,Friday
63.8,USD,2011-07-15 09:55:00,72.5,worse,High,Prelim UoM Consumer Sentiment,71.5,accurate,28,2011-07-15 13:55:00+00:00,-12.0,2011,3,7,Friday
0.8%,USD,2011-07-05 10:00:00,1.1%,worse,Medium,Factory Orders m/m,-0.9%,better,27,2011-07-05 14:00:00+00:00,-27.27,2011,3,7,Tuesday
53.3,USD,2011-07-06 10:00:00,53.9,worse,High,ISM Non-Manufacturing PMI,54.6,accurate,27,2011-07-06 14:00:00+00:00,-1.11,2011,3,7,Wednesday
157K,USD,2011-07-07 08:15:00,67K,better,High,ADP Non-Farm Employment Change,36K,accurate,27,2011-07-07 12:15:00+00:00,134.33,2011,3,7,Thursday
418K,USD,2011-07-07 08:30:00,421K,accurate,High,Unemployment Claims,432K,accurate,27,2011-07-07 12:30:00+00:00,-0.71,2011,3,7,Thursday
95B,USD,2011-07-07 10:30:00,80B,accurate,Low,Natural Gas Storage,78B,accurate,27,2011-07-07 14:30:00+00:00,18.75,2011,3,7,Thursday
-0.9M,USD,2011-07-07 11:00:00,-2.4M,accurate,Medium,Crude Oil Inventories,-4.4M,accurate,27,2011-07-07 15:00:00+00:00,62.5,2011,3,7,Thursday
18K,USD,2011-07-08 08:30:00,97K,worse,High,Non-Farm Employment Change,25K,worse,27,2011-07-08 12:30:00+00:00,-81.44,2011,3,7,Friday
9.2%,USD,2011-07-08 08:30:00,9.1%,worse,High,Unemployment Rate,9.1%,accurate,27,2011-07-08 12:30:00+00:00,1.1,2011,3,7,Friday
0.0%,USD,2011-07-08 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,accurate,27,2011-07-08 12:30:00+00:00,-100.0,2011,3,7,Friday
1.8%,USD,2011-07-08 10:00:00,0.6%,worse,Medium,Final Wholesale Inventories m/m,1.1%,worse,27,2011-07-08 14:00:00+00:00,200.0,2011,3,7,Friday
5.1B,USD,2011-07-08 15:00:00,5.1B,accurate,Low,Consumer Credit m/m,5.7B,worse,27,2011-07-08 19:00:00+00:00,0.0,2011,3,7,Friday
0.3%,USD,2011-06-27 08:30:00,0.2%,better,Medium,Core PCE Price Index m/m,0.2%,accurate,26,2011-06-27 12:30:00+00:00,50.0,2011,2,6,Monday
0.0%,USD,2011-06-27 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.3%,worse,26,2011-06-27 12:30:00+00:00,-100.0,2011,2,6,Monday
0.3%,USD,2011-06-27 08:30:00,0.4%,worse,Low,Personal Income m/m,0.3%,worse,26,2011-06-27 12:30:00+00:00,-25.0,2011,2,6,Monday
-4.0%,USD,2011-06-28 09:00:00,-3.9%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-3.8%,worse,26,2011-06-28 13:00:00+00:00,-2.56,2011,2,6,Tuesday
58.5,USD,2011-06-28 09:43:00,60.8,worse,High,CB Consumer Confidence,61.7,better,26,2011-06-28 13:43:00+00:00,-3.78,2011,2,6,Tuesday
3,USD,2011-06-28 10:00:00,2,better,Low,Richmond Manufacturing Index,-6,accurate,26,2011-06-28 14:00:00+00:00,50.0,2011,2,6,Tuesday
8.2%,USD,2011-06-29 10:00:00,2.4%,better,High,Pending Home Sales m/m,-11.3%,better,26,2011-06-29 14:00:00+00:00,241.67,2011,2,6,Wednesday
-4.4M,USD,2011-06-29 10:30:00,-1.5M,accurate,Medium,Crude Oil Inventories,-1.7M,accurate,26,2011-06-29 14:30:00+00:00,-193.33,2011,2,6,Wednesday
428K,USD,2011-06-30 08:30:00,419K,worse,High,Unemployment Claims,429K,accurate,26,2011-06-30 12:30:00+00:00,2.15,2011,2,6,Thursday
61.1,USD,2011-06-30 09:45:00,54.1,better,Medium,Chicago PMI,56.6,accurate,26,2011-06-30 13:45:00+00:00,12.94,2011,2,6,Thursday
78B,USD,2011-06-30 10:30:00,80B,accurate,Low,Natural Gas Storage,98B,accurate,26,2011-06-30 14:30:00+00:00,-2.5,2011,2,6,Thursday
71.5,USD,2011-07-01 09:55:00,72.0,accurate,Medium,Revised UoM Consumer Sentiment,71.8,accurate,26,2011-07-01 13:55:00+00:00,-0.69,2011,3,7,Friday
55.3,USD,2011-07-01 10:00:00,51.9,better,High,ISM Manufacturing PMI,53.5,accurate,26,2011-07-01 14:00:00+00:00,6.55,2011,3,7,Friday
-0.6%,USD,2011-07-01 10:00:00,0.1%,worse,Low,Construction Spending m/m,-0.6%,worse,26,2011-07-01 14:00:00+00:00,-700.0,2011,3,7,Friday
68.0,USD,2011-07-01 10:00:00,72.3,worse,Low,ISM Manufacturing Prices,76.5,accurate,26,2011-07-01 14:00:00+00:00,-5.95,2011,3,7,Friday
11.5M,USD,2011-07-01 01:00:00,12.0M,worse,Low,Total Vehicle Sales,11.8M,accurate,26,2011-07-01 05:00:00+00:00,-4.17,2011,3,7,Friday
4.81M,USD,2011-06-21 10:00:00,4.82M,accurate,High,Existing Home Sales,5.00M,worse,25,2011-06-21 14:00:00+00:00,-0.21,2011,2,6,Tuesday
0.8%,USD,2011-06-22 10:07:00,-0.2%,better,Low,HPI m/m,-0.4%,worse,25,2011-06-22 14:07:00+00:00,500.0,2011,2,6,Wednesday
-1.7M,USD,2011-06-22 10:30:00,-0.1M,accurate,Medium,Crude Oil Inventories,-3.4M,accurate,25,2011-06-22 14:30:00+00:00,-1600.0,2011,2,6,Wednesday
<0.25%,USD,2011-06-22 12:27:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,25,2011-06-22 16:27:00+00:00,0.0,2011,2,6,Wednesday
429K,USD,2011-06-23 08:30:00,414K,worse,High,Unemployment Claims,420K,worse,25,2011-06-23 12:30:00+00:00,3.62,2011,2,6,Thursday
319K,USD,2011-06-23 10:00:00,311K,better,High,New Home Sales,326K,better,25,2011-06-23 14:00:00+00:00,2.57,2011,2,6,Thursday
98B,USD,2011-06-23 10:30:00,91B,accurate,Low,Natural Gas Storage,69B,accurate,25,2011-06-23 14:30:00+00:00,7.69,2011,2,6,Thursday
0.6%,USD,2011-06-24 08:30:00,1.0%,worse,High,Core Durable Goods Orders m/m,-0.4%,better,25,2011-06-24 12:30:00+00:00,-40.0,2011,2,6,Friday
1.9%,USD,2011-06-24 08:30:00,1.6%,better,Medium,Durable Goods Orders m/m,-2.7%,better,25,2011-06-24 12:30:00+00:00,18.75,2011,2,6,Friday
1.9%,USD,2011-06-24 08:30:00,1.9%,accurate,Medium,Final GDP q/q,1.8%,accurate,25,2011-06-24 12:30:00+00:00,0.0,2011,2,6,Friday
2.0%,USD,2011-06-24 08:30:00,1.9%,accurate,Low,Final GDP Price Index q/q,1.9%,accurate,25,2011-06-24 12:30:00+00:00,5.26,2011,2,6,Friday
90.9,USD,2011-06-14 07:30:00,90.6,accurate,Low,NFIB Small Business Index,91.2,accurate,24,2011-06-14 11:30:00+00:00,0.33,2011,2,6,Tuesday
0.3%,USD,2011-06-14 08:30:00,0.3%,accurate,High,Core Retail Sales m/m,0.5%,worse,24,2011-06-14 12:30:00+00:00,0.0,2011,2,6,Tuesday
0.2%,USD,2011-06-14 08:30:00,0.1%,better,High,PPI m/m,0.8%,accurate,24,2011-06-14 12:30:00+00:00,100.0,2011,2,6,Tuesday
-0.2%,USD,2011-06-14 08:30:00,-0.3%,better,High,Retail Sales m/m,0.3%,worse,24,2011-06-14 12:30:00+00:00,33.33,2011,2,6,Tuesday
0.2%,USD,2011-06-14 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.3%,accurate,24,2011-06-14 12:30:00+00:00,0.0,2011,2,6,Tuesday
0.8%,USD,2011-06-14 10:00:00,0.9%,better,Medium,Business Inventories m/m,1.3%,worse,24,2011-06-14 14:00:00+00:00,-11.11,2011,2,6,Tuesday
0.3%,USD,2011-06-15 08:30:00,0.2%,better,High,Core CPI m/m,0.2%,accurate,24,2011-06-15 12:30:00+00:00,50.0,2011,2,6,Wednesday
0.2%,USD,2011-06-15 08:30:00,0.2%,accurate,Medium,CPI m/m,0.4%,accurate,24,2011-06-15 12:30:00+00:00,0.0,2011,2,6,Wednesday
-7.8,USD,2011-06-15 08:30:00,13.0,worse,Medium,Empire State Manufacturing Index,11.9,accurate,24,2011-06-15 12:30:00+00:00,-160.0,2011,2,6,Wednesday
30.6B,USD,2011-06-15 09:00:00,45.3B,worse,High,TIC Long-Term Purchases,24.0B,accurate,24,2011-06-15 13:00:00+00:00,-32.45,2011,2,6,Wednesday
76.7%,USD,2011-06-15 09:15:00,77.1%,worse,Medium,Capacity Utilization Rate,76.7%,worse,24,2011-06-15 13:15:00+00:00,-0.52,2011,2,6,Wednesday
0.1%,USD,2011-06-15 09:15:00,0.3%,worse,Medium,Industrial Production m/m,0.0%,accurate,24,2011-06-15 13:15:00+00:00,-66.67,2011,2,6,Wednesday
13,USD,2011-06-15 10:00:00,16,worse,Low,NAHB Housing Market Index,16,accurate,24,2011-06-15 14:00:00+00:00,-18.75,2011,2,6,Wednesday
-3.4M,USD,2011-06-15 10:30:00,-0.9M,accurate,Medium,Crude Oil Inventories,-4.8M,accurate,24,2011-06-15 14:30:00+00:00,-277.78,2011,2,6,Wednesday
0.61M,USD,2011-06-16 08:30:00,0.55M,better,High,Building Permits,0.56M,accurate,24,2011-06-16 12:30:00+00:00,10.91,2011,2,6,Thursday
414K,USD,2011-06-16 08:30:00,421K,better,High,Unemployment Claims,430K,accurate,24,2011-06-16 12:30:00+00:00,-1.66,2011,2,6,Thursday
-119B,USD,2011-06-16 08:30:00,-126B,better,Medium,Current Account,-112B,accurate,24,2011-06-16 12:30:00+00:00,5.56,2011,2,6,Thursday
0.56M,USD,2011-06-16 08:30:00,0.54M,accurate,Medium,Housing Starts,0.54M,accurate,24,2011-06-16 12:30:00+00:00,3.7,2011,2,6,Thursday
-7.7,USD,2011-06-16 10:00:00,7.1,worse,High,Philly Fed Manufacturing Index,3.9,accurate,24,2011-06-16 14:00:00+00:00,-208.45,2011,2,6,Thursday
69B,USD,2011-06-16 10:30:00,65B,accurate,Low,Natural Gas Storage,80B,accurate,24,2011-06-16 14:30:00+00:00,6.15,2011,2,6,Thursday
71.8,USD,2011-06-17 09:55:00,74.2,worse,High,Prelim UoM Consumer Sentiment,74.3,better,24,2011-06-17 13:55:00+00:00,-3.23,2011,2,6,Friday
0.8%,USD,2011-06-17 10:00:00,0.3%,better,Low,CB Leading Index m/m,-0.4%,worse,24,2011-06-17 14:00:00+00:00,166.67,2011,2,6,Friday
44.6,USD,2011-06-07 10:00:00,42.1,better,Low,IBD/TIPP Economic Optimism,42.8,accurate,23,2011-06-07 14:00:00+00:00,5.94,2011,2,6,Tuesday
6.2B,USD,2011-06-07 15:00:00,5.2B,better,Low,Consumer Credit m/m,4.8B,worse,23,2011-06-07 19:00:00+00:00,19.23,2011,2,6,Tuesday
-4.8M,USD,2011-06-08 10:30:00,-1.4M,accurate,Medium,Crude Oil Inventories,2.9M,accurate,23,2011-06-08 14:30:00+00:00,-242.86,2011,2,6,Wednesday
-43.7B,USD,2011-06-09 08:30:00,-48.6B,better,High,Trade Balance,-46.8B,better,23,2011-06-09 12:30:00+00:00,10.08,2011,2,6,Thursday
427K,USD,2011-06-09 08:30:00,424K,accurate,High,Unemployment Claims,426K,accurate,23,2011-06-09 12:30:00+00:00,0.71,2011,2,6,Thursday
0.8%,USD,2011-06-09 10:00:00,1.0%,better,Low,Final Wholesale Inventories m/m,1.3%,worse,23,2011-06-09 14:00:00+00:00,-20.0,2011,2,6,Thursday
80B,USD,2011-06-09 10:30:00,77B,accurate,Low,Natural Gas Storage,83B,accurate,23,2011-06-09 14:30:00+00:00,3.9,2011,2,6,Thursday
0.2%,USD,2011-06-10 08:30:00,-0.6%,better,Medium,Import Prices m/m,2.1%,accurate,23,2011-06-10 12:30:00+00:00,133.33,2011,2,6,Friday
-57.6B,USD,2011-06-10 14:00:00,-123.2B,better,Medium,Federal Budget Balance,-40.4B,accurate,23,2011-06-10 18:00:00+00:00,53.25,2011,2,6,Friday
-3.6%,USD,2011-05-31 09:00:00,-3.4%,worse,Medium,S&P/CS Composite-20 HPI y/y,-3.4%,accurate,22,2011-05-31 13:00:00+00:00,-5.88,2011,2,5,Tuesday
56.6,USD,2011-05-31 09:45:00,63.8,worse,Medium,Chicago PMI,67.6,accurate,22,2011-05-31 13:45:00+00:00,-11.29,2011,2,5,Tuesday
60.8,USD,2011-05-31 10:00:00,66.3,worse,High,CB Consumer Confidence,66.0,better,22,2011-05-31 14:00:00+00:00,-8.3,2011,2,5,Tuesday
38K,USD,2011-06-01 08:15:00,177K,worse,High,ADP Non-Farm Employment Change,177K,accurate,22,2011-06-01 12:15:00+00:00,-78.53,2011,2,6,Wednesday
53.5,USD,2011-06-01 10:00:00,58.1,worse,High,ISM Manufacturing PMI,60.4,accurate,22,2011-06-01 14:00:00+00:00,-7.92,2011,2,6,Wednesday
0.4%,USD,2011-06-01 10:00:00,0.4%,accurate,Low,Construction Spending m/m,0.1%,worse,22,2011-06-01 14:00:00+00:00,0.0,2011,2,6,Wednesday
76.5,USD,2011-06-01 10:00:00,81.9,worse,Low,ISM Manufacturing Prices,85.5,accurate,22,2011-06-01 14:00:00+00:00,-6.59,2011,2,6,Wednesday
11.8M,USD,2011-06-01 01:00:00,12.9M,worse,Low,Total Vehicle Sales,13.2M,accurate,22,2011-06-01 05:00:00+00:00,-8.53,2011,2,6,Wednesday
422K,USD,2011-06-02 08:30:00,416K,worse,High,Unemployment Claims,428K,accurate,22,2011-06-02 12:30:00+00:00,1.44,2011,2,6,Thursday
1.8%,USD,2011-06-02 08:30:00,1.8%,accurate,Medium,Revised Nonfarm Productivity q/q,1.6%,accurate,22,2011-06-02 12:30:00+00:00,0.0,2011,2,6,Thursday
0.7%,USD,2011-06-02 08:30:00,0.8%,accurate,Low,Revised Unit Labor Costs q/q,1.0%,accurate,22,2011-06-02 12:30:00+00:00,-12.5,2011,2,6,Thursday
-1.2%,USD,2011-06-02 10:00:00,-0.7%,worse,Medium,Factory Orders m/m,3.8%,better,22,2011-06-02 14:00:00+00:00,-71.43,2011,2,6,Thursday
83B,USD,2011-06-02 10:30:00,92B,accurate,Low,Natural Gas Storage,105B,accurate,22,2011-06-02 14:30:00+00:00,-9.78,2011,2,6,Thursday
2.9M,USD,2011-06-02 11:00:00,-1.5M,accurate,Medium,Crude Oil Inventories,0.6M,accurate,22,2011-06-02 15:00:00+00:00,293.33,2011,2,6,Thursday
54K,USD,2011-06-03 08:30:00,161K,worse,High,Non-Farm Employment Change,232K,worse,22,2011-06-03 12:30:00+00:00,-66.46,2011,2,6,Friday
9.1%,USD,2011-06-03 08:30:00,9.0%,worse,High,Unemployment Rate,9.0%,accurate,22,2011-06-03 12:30:00+00:00,1.11,2011,2,6,Friday
0.3%,USD,2011-06-03 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.1%,accurate,22,2011-06-03 12:30:00+00:00,50.0,2011,2,6,Friday
54.6,USD,2011-06-03 10:00:00,53.8,better,High,ISM Non-Manufacturing PMI,52.8,accurate,22,2011-06-03 14:00:00+00:00,1.49,2011,2,6,Friday
323K,USD,2011-05-24 10:00:00,305K,better,High,New Home Sales,301K,accurate,21,2011-05-24 14:00:00+00:00,5.9,2011,2,5,Tuesday
-6,USD,2011-05-24 10:00:00,10,worse,Low,Richmond Manufacturing Index,10,accurate,21,2011-05-24 14:00:00+00:00,-160.0,2011,2,5,Tuesday
-1.5%,USD,2011-05-25 08:30:00,0.7%,worse,High,Core Durable Goods Orders m/m,2.5%,better,21,2011-05-25 12:30:00+00:00,-314.29,2011,2,5,Wednesday
-3.6%,USD,2011-05-25 08:30:00,-2.0%,worse,Medium,Durable Goods Orders m/m,4.4%,better,21,2011-05-25 12:30:00+00:00,-80.0,2011,2,5,Wednesday
-0.3%,USD,2011-05-25 10:00:00,-0.7%,better,Low,HPI m/m,-1.5%,better,21,2011-05-25 14:00:00+00:00,57.14,2011,2,5,Wednesday
0.6M,USD,2011-05-25 10:30:00,-1.6M,accurate,Medium,Crude Oil Inventories,0.0M,accurate,21,2011-05-25 14:30:00+00:00,137.5,2011,2,5,Wednesday
1.8%,USD,2011-05-26 08:30:00,2.2%,worse,High,Prelim GDP q/q,1.8%,accurate,21,2011-05-26 12:30:00+00:00,-18.18,2011,2,5,Thursday
424K,USD,2011-05-26 08:30:00,403K,worse,High,Unemployment Claims,414K,worse,21,2011-05-26 12:30:00+00:00,5.21,2011,2,5,Thursday
1.9%,USD,2011-05-26 08:30:00,1.9%,accurate,Low,Prelim GDP Price Index q/q,1.9%,accurate,21,2011-05-26 12:30:00+00:00,0.0,2011,2,5,Thursday
105B,USD,2011-05-26 10:30:00,93B,accurate,Low,Natural Gas Storage,92B,accurate,21,2011-05-26 14:30:00+00:00,12.9,2011,2,5,Thursday
0.2%,USD,2011-05-27 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,21,2011-05-27 12:30:00+00:00,0.0,2011,2,5,Friday
0.4%,USD,2011-05-27 08:30:00,0.5%,worse,Medium,Personal Spending m/m,0.5%,worse,21,2011-05-27 12:30:00+00:00,-20.0,2011,2,5,Friday
0.4%,USD,2011-05-27 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.4%,worse,21,2011-05-27 12:30:00+00:00,0.0,2011,2,5,Friday
74.3,USD,2011-05-27 09:55:00,72.5,better,Medium,Revised UoM Consumer Sentiment,72.4,accurate,21,2011-05-27 13:55:00+00:00,2.48,2011,2,5,Friday
-11.6%,USD,2011-05-27 10:00:00,-0.9%,worse,High,Pending Home Sales m/m,3.5%,worse,21,2011-05-27 14:00:00+00:00,-1188.89,2011,2,5,Friday
11.9,USD,2011-05-16 08:30:00,20.7,worse,Medium,Empire State Manufacturing Index,21.7,accurate,20,2011-05-16 12:30:00+00:00,-42.51,2011,2,5,Monday
24.0B,USD,2011-05-16 09:00:00,57.7B,worse,High,TIC Long-Term Purchases,27.2B,accurate,20,2011-05-16 13:00:00+00:00,-58.41,2011,2,5,Monday
