actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
0.1%,USD,2011-02-28 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.0%,accurate,9,2011-02-28 13:30:00+00:00,0.0,2011,1,2,Monday
0.2%,USD,2011-02-28 08:30:00,0.5%,worse,Medium,Personal Spending m/m,0.5%,worse,9,2011-02-28 13:30:00+00:00,-60.0,2011,1,2,Monday
1.0%,USD,2011-02-28 08:30:00,0.4%,better,Low,Personal Income m/m,0.4%,accurate,9,2011-02-28 13:30:00+00:00,150.0,2011,1,2,Monday
71.2,USD,2011-02-28 09:45:00,67.9,better,Medium,Chicago PMI,68.8,accurate,9,2011-02-28 14:45:00+00:00,4.86,2011,1,2,Monday
-2.8%,USD,2011-02-28 10:00:00,-2.2%,worse,High,Pending Home Sales m/m,-3.2%,worse,9,2011-02-28 15:00:00+00:00,-27.27,2011,1,2,Monday
61.4,USD,2011-03-01 10:00:00,60.9,better,High,ISM Manufacturing PMI,60.8,accurate,9,2011-03-01 15:00:00+00:00,0.82,2011,1,3,Tuesday
-0.7%,USD,2011-03-01 10:00:00,-0.4%,worse,Low,Construction Spending m/m,-1.6%,better,9,2011-03-01 15:00:00+00:00,-75.0,2011,1,3,Tuesday
82.0,USD,2011-03-01 10:00:00,82.7,worse,Low,ISM Manufacturing Prices,81.5,accurate,9,2011-03-01 15:00:00+00:00,-0.85,2011,1,3,Tuesday
13.4M,USD,2011-03-01 00:00:00,12.7M,better,Low,Total Vehicle Sales,12.6M,accurate,9,2011-03-01 05:00:00+00:00,5.51,2011,1,3,Tuesday
217K,USD,2011-03-02 08:15:00,178K,better,High,ADP Non-Farm Employment Change,189K,accurate,9,2011-03-02 13:15:00+00:00,21.91,2011,1,3,Wednesday
-0.4M,USD,2011-03-02 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,0.8M,accurate,9,2011-03-02 15:30:00+00:00,-136.36,2011,1,3,Wednesday
368K,USD,2011-03-03 08:30:00,394K,better,High,Unemployment Claims,388K,accurate,9,2011-03-03 13:30:00+00:00,-6.6,2011,1,3,Thursday
2.6%,USD,2011-03-03 08:30:00,2.6%,accurate,Medium,Revised Nonfarm Productivity q/q,2.6%,accurate,9,2011-03-03 13:30:00+00:00,0.0,2011,1,3,Thursday
-0.6%,USD,2011-03-03 08:30:00,-0.6%,accurate,Low,Revised Unit Labor Costs q/q,-0.6%,accurate,9,2011-03-03 13:30:00+00:00,0.0,2011,1,3,Thursday
59.7,USD,2011-03-03 10:00:00,59.6,accurate,High,ISM Non-Manufacturing PMI,59.4,accurate,9,2011-03-03 15:00:00+00:00,0.17,2011,1,3,Thursday
-85B,USD,2011-03-03 10:30:00,-89B,accurate,Low,Natural Gas Storage,-81B,accurate,9,2011-03-03 15:30:00+00:00,4.49,2011,1,3,Thursday
192K,USD,2011-03-04 08:30:00,191K,accurate,High,Non-Farm Employment Change,63K,better,9,2011-03-04 13:30:00+00:00,0.52,2011,1,3,Friday
8.9%,USD,2011-03-04 08:30:00,9.1%,better,High,Unemployment Rate,9.0%,accurate,9,2011-03-04 13:30:00+00:00,-2.2,2011,1,3,Friday
0.0%,USD,2011-03-04 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.4%,accurate,9,2011-03-04 13:30:00+00:00,-100.0,2011,1,3,Friday
3.1%,USD,2011-03-04 10:00:00,2.1%,better,Medium,Factory Orders m/m,1.4%,better,9,2011-03-04 15:00:00+00:00,47.62,2011,1,3,Friday
-2.4%,USD,2011-02-22 09:00:00,-2.2%,worse,Medium,S&P/CS Composite-20 HPI y/y,-1.6%,accurate,8,2011-02-22 14:00:00+00:00,-9.09,2011,1,2,Tuesday
25,USD,2011-02-22 09:59:00,18,better,Low,Richmond Manufacturing Index,18,accurate,8,2011-02-22 14:59:00+00:00,38.89,2011,1,2,Tuesday
70.4,USD,2011-02-22 10:00:00,65.1,better,High,CB Consumer Confidence,64.8,better,8,2011-02-22 15:00:00+00:00,8.14,2011,1,2,Tuesday
5.36M,USD,2011-02-23 10:00:00,5.27M,better,High,Existing Home Sales,5.22M,worse,8,2011-02-23 15:00:00+00:00,1.71,2011,1,2,Wednesday
-3.6%,USD,2011-02-24 08:30:00,0.4%,worse,High,Core Durable Goods Orders m/m,3.0%,better,8,2011-02-24 13:30:00+00:00,-1000.0,2011,1,2,Thursday
391K,USD,2011-02-24 08:30:00,403K,better,High,Unemployment Claims,413K,accurate,8,2011-02-24 13:30:00+00:00,-2.98,2011,1,2,Thursday
2.7%,USD,2011-02-24 08:30:00,2.5%,better,Medium,Durable Goods Orders m/m,-0.4%,better,8,2011-02-24 13:30:00+00:00,8.0,2011,1,2,Thursday
284K,USD,2011-02-24 10:00:00,330K,worse,High,New Home Sales,325K,worse,8,2011-02-24 15:00:00+00:00,-13.94,2011,1,2,Thursday
-0.3%,USD,2011-02-24 10:06:00,-0.2%,worse,Low,HPI m/m,-0.3%,worse,8,2011-02-24 15:06:00+00:00,-50.0,2011,1,2,Thursday
-81B,USD,2011-02-24 10:30:00,-73B,accurate,Low,Natural Gas Storage,-233B,accurate,8,2011-02-24 15:30:00+00:00,-10.96,2011,1,2,Thursday
0.8M,USD,2011-02-24 11:00:00,1.1M,accurate,Medium,Crude Oil Inventories,0.9M,accurate,8,2011-02-24 16:00:00+00:00,-27.27,2011,1,2,Thursday
2.8%,USD,2011-02-25 08:30:00,3.3%,worse,High,Prelim GDP q/q,3.2%,accurate,8,2011-02-25 13:30:00+00:00,-15.15,2011,1,2,Friday
0.4%,USD,2011-02-25 08:30:00,0.3%,accurate,Low,Prelim GDP Price Index q/q,0.3%,accurate,8,2011-02-25 13:30:00+00:00,33.33,2011,1,2,Friday
77.5,USD,2011-02-25 09:55:00,75.5,better,Medium,Revised UoM Consumer Sentiment,75.1,accurate,8,2011-02-25 14:55:00+00:00,2.65,2011,1,2,Friday
0.3%,USD,2011-02-15 08:30:00,0.6%,worse,High,Core Retail Sales m/m,0.3%,worse,7,2011-02-15 13:30:00+00:00,-50.0,2011,1,2,Tuesday
0.3%,USD,2011-02-15 08:30:00,0.5%,worse,High,Retail Sales m/m,0.5%,worse,7,2011-02-15 13:30:00+00:00,-40.0,2011,1,2,Tuesday
15.4,USD,2011-02-15 08:30:00,14.7,better,Medium,Empire State Manufacturing Index,11.9,accurate,7,2011-02-15 13:30:00+00:00,4.76,2011,1,2,Tuesday
1.5%,USD,2011-02-15 08:30:00,0.9%,better,Medium,Import Prices m/m,1.2%,accurate,7,2011-02-15 13:30:00+00:00,66.67,2011,1,2,Tuesday
65.9B,USD,2011-02-15 09:00:00,91.3B,worse,High,TIC Long-Term Purchases,85.1B,accurate,7,2011-02-15 14:00:00+00:00,-27.82,2011,1,2,Tuesday
0.8%,USD,2011-02-15 10:00:00,0.7%,worse,Medium,Business Inventories m/m,0.4%,worse,7,2011-02-15 15:00:00+00:00,14.29,2011,1,2,Tuesday
16,USD,2011-02-15 10:00:00,16,accurate,Low,NAHB Housing Market Index,16,accurate,7,2011-02-15 15:00:00+00:00,0.0,2011,1,2,Tuesday
0.56M,USD,2011-02-16 08:30:00,0.57M,accurate,High,Building Permits,0.63M,accurate,7,2011-02-16 13:30:00+00:00,-1.75,2011,1,2,Wednesday
0.8%,USD,2011-02-16 08:30:00,0.9%,worse,High,PPI m/m,1.1%,accurate,7,2011-02-16 13:30:00+00:00,-11.11,2011,1,2,Wednesday
0.5%,USD,2011-02-16 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,7,2011-02-16 13:30:00+00:00,150.0,2011,1,2,Wednesday
0.60M,USD,2011-02-16 08:30:00,0.55M,better,Medium,Housing Starts,0.52M,accurate,7,2011-02-16 13:30:00+00:00,9.09,2011,1,2,Wednesday
76.1%,USD,2011-02-16 09:15:00,76.4%,worse,Medium,Capacity Utilization Rate,76.2%,better,7,2011-02-16 14:15:00+00:00,-0.39,2011,1,2,Wednesday
-0.1%,USD,2011-02-16 09:15:00,0.5%,worse,Medium,Industrial Production m/m,1.2%,better,7,2011-02-16 14:15:00+00:00,-120.0,2011,1,2,Wednesday
0.9M,USD,2011-02-16 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,1.9M,accurate,7,2011-02-16 15:30:00+00:00,-50.0,2011,1,2,Wednesday
0.2%,USD,2011-02-17 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,accurate,7,2011-02-17 13:30:00+00:00,100.0,2011,1,2,Thursday
410K,USD,2011-02-17 08:30:00,401K,worse,High,Unemployment Claims,385K,accurate,7,2011-02-17 13:30:00+00:00,2.24,2011,1,2,Thursday
0.4%,USD,2011-02-17 08:30:00,0.3%,better,Medium,CPI m/m,0.5%,accurate,7,2011-02-17 13:30:00+00:00,33.33,2011,1,2,Thursday
35.9,USD,2011-02-17 10:00:00,20.8,better,High,Philly Fed Manufacturing Index,19.3,accurate,7,2011-02-17 15:00:00+00:00,72.6,2011,1,2,Thursday
0.1%,USD,2011-02-17 10:00:00,0.3%,worse,Low,CB Leading Index m/m,0.8%,worse,7,2011-02-17 15:00:00+00:00,-66.67,2011,1,2,Thursday
-233B,USD,2011-02-17 10:30:00,-233B,accurate,Low,Natural Gas Storage,-209B,accurate,7,2011-02-17 15:30:00+00:00,0.0,2011,1,2,Thursday
6.1B,USD,2011-02-07 15:00:00,2.2B,better,Low,Consumer Credit m/m,2.0B,better,6,2011-02-07 20:00:00+00:00,177.27,2011,1,2,Monday
94.1,USD,2011-02-08 07:30:00,94.0,accurate,Low,NFIB Small Business Index,92.6,accurate,6,2011-02-08 12:30:00+00:00,0.11,2011,1,2,Tuesday
50.9,USD,2011-02-08 10:00:00,52.8,worse,Low,IBD/TIPP Economic Optimism,51.9,accurate,6,2011-02-08 15:00:00+00:00,-3.6,2011,1,2,Tuesday
1.9M,USD,2011-02-09 10:30:00,2.2M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,6,2011-02-09 15:30:00+00:00,-13.64,2011,1,2,Wednesday
383K,USD,2011-02-10 08:30:00,411K,better,High,Unemployment Claims,419K,accurate,6,2011-02-10 13:30:00+00:00,-6.81,2011,1,2,Thursday
1.0%,USD,2011-02-10 10:00:00,0.7%,worse,Low,Final Wholesale Inventories m/m,0.0%,worse,6,2011-02-10 15:00:00+00:00,42.86,2011,1,2,Thursday
-209B,USD,2011-02-10 10:30:00,-191B,accurate,Low,Natural Gas Storage,-189B,accurate,6,2011-02-10 15:30:00+00:00,-9.42,2011,1,2,Thursday
-49.8B,USD,2011-02-10 13:55:00,-69.5B,better,Medium,Federal Budget Balance,-78.1B,accurate,6,2011-02-10 18:55:00+00:00,28.35,2011,1,2,Thursday
-40.6B,USD,2011-02-11 08:30:00,-40.4B,accurate,High,Trade Balance,-38.3B,accurate,6,2011-02-11 13:30:00+00:00,-0.5,2011,1,2,Friday
75.1,USD,2011-02-11 09:55:00,74.8,accurate,High,Prelim UoM Consumer Sentiment,74.2,better,6,2011-02-11 14:55:00+00:00,0.4,2011,1,2,Friday
0.0%,USD,2011-01-31 08:30:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,5,2011-01-31 13:30:00+00:00,-100.0,2011,1,1,Monday
0.7%,USD,2011-01-31 08:30:00,0.6%,better,Medium,Personal Spending m/m,0.3%,worse,5,2011-01-31 13:30:00+00:00,16.67,2011,1,1,Monday
0.4%,USD,2011-01-31 08:30:00,0.5%,worse,Low,Personal Income m/m,0.4%,better,5,2011-01-31 13:30:00+00:00,-20.0,2011,1,1,Monday
68.8,USD,2011-01-31 09:45:00,65.5,better,Medium,Chicago PMI,68.6,accurate,5,2011-01-31 14:45:00+00:00,5.04,2011,1,1,Monday
60.8,USD,2011-02-01 10:00:00,57.8,better,High,ISM Manufacturing PMI,57.0,accurate,5,2011-02-01 15:00:00+00:00,5.19,2011,1,2,Tuesday
-2.5%,USD,2011-02-01 10:00:00,0.1%,worse,Low,Construction Spending m/m,-0.2%,worse,5,2011-02-01 15:00:00+00:00,-2600.0,2011,1,2,Tuesday
81.5,USD,2011-02-01 10:00:00,73.6,better,Low,ISM Manufacturing Prices,72.5,accurate,5,2011-02-01 15:00:00+00:00,10.73,2011,1,2,Tuesday
12.6M,USD,2011-02-01 00:00:00,12.8M,worse,Low,Total Vehicle Sales,12.6M,accurate,5,2011-02-01 05:00:00+00:00,-1.56,2011,1,2,Tuesday
187K,USD,2011-02-02 08:15:00,148K,better,High,ADP Non-Farm Employment Change,247K,worse,5,2011-02-02 13:15:00+00:00,26.35,2011,1,2,Wednesday
2.6M,USD,2011-02-02 10:30:00,2.5M,accurate,Medium,Crude Oil Inventories,4.8M,accurate,5,2011-02-02 15:30:00+00:00,4.0,2011,1,2,Wednesday
415K,USD,2011-02-03 08:30:00,420K,better,High,Unemployment Claims,457K,accurate,5,2011-02-03 13:30:00+00:00,-1.19,2011,1,2,Thursday
2.6%,USD,2011-02-03 08:30:00,2.1%,worse,Medium,Prelim Nonfarm Productivity q/q,2.3%,worse,5,2011-02-03 13:30:00+00:00,23.81,2011,1,2,Thursday
-0.6%,USD,2011-02-03 08:30:00,0.4%,worse,Medium,Prelim Unit Labor Costs q/q,-0.1%,accurate,5,2011-02-03 13:30:00+00:00,-250.0,2011,1,2,Thursday
59.4,USD,2011-02-03 10:00:00,57.2,better,High,ISM Non-Manufacturing PMI,57.1,accurate,5,2011-02-03 15:00:00+00:00,3.85,2011,1,2,Thursday
0.2%,USD,2011-02-03 10:00:00,-0.2%,better,Medium,Factory Orders m/m,1.3%,better,5,2011-02-03 15:00:00+00:00,200.0,2011,1,2,Thursday
-189B,USD,2011-02-03 10:30:00,-185B,accurate,Low,Natural Gas Storage,-174B,accurate,5,2011-02-03 15:30:00+00:00,-2.16,2011,1,2,Thursday
36K,USD,2011-02-04 08:30:00,138K,worse,High,Non-Farm Employment Change,121K,better,5,2011-02-04 13:30:00+00:00,-73.91,2011,1,2,Friday
9.0%,USD,2011-02-04 08:30:00,9.5%,better,High,Unemployment Rate,9.4%,accurate,5,2011-02-04 13:30:00+00:00,-5.26,2011,1,2,Friday
0.4%,USD,2011-02-04 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.1%,accurate,5,2011-02-04 13:30:00+00:00,100.0,2011,1,2,Friday
-1.6%,USD,2011-01-25 09:00:00,-1.4%,worse,Medium,S&P/CS Composite-20 HPI y/y,-0.8%,accurate,4,2011-01-25 14:00:00+00:00,-14.29,2011,1,1,Tuesday
18,USD,2011-01-25 09:59:00,23,worse,Low,Richmond Manufacturing Index,25,accurate,4,2011-01-25 14:59:00+00:00,-21.74,2011,1,1,Tuesday
60.6,USD,2011-01-25 10:00:00,54.4,better,High,CB Consumer Confidence,53.3,better,4,2011-01-25 15:00:00+00:00,11.4,2011,1,1,Tuesday
0.0%,USD,2011-01-25 10:00:00,-0.1%,better,Low,HPI m/m,0.2%,worse,4,2011-01-25 15:00:00+00:00,100.0,2011,1,1,Tuesday
329K,USD,2011-01-26 10:00:00,302K,better,High,New Home Sales,280K,worse,4,2011-01-26 15:00:00+00:00,8.94,2011,1,1,Wednesday
4.8M,USD,2011-01-26 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,4,2011-01-26 15:30:00+00:00,433.33,2011,1,1,Wednesday
<0.25%,USD,2011-01-26 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,4,2011-01-26 19:15:00+00:00,0.0,2011,1,1,Wednesday
0.5%,USD,2011-01-27 08:30:00,0.9%,worse,High,Core Durable Goods Orders m/m,4.5%,better,4,2011-01-27 13:30:00+00:00,-44.44,2011,1,1,Thursday
454K,USD,2011-01-27 08:30:00,407K,worse,High,Unemployment Claims,403K,accurate,4,2011-01-27 13:30:00+00:00,11.55,2011,1,1,Thursday
-2.5%,USD,2011-01-27 08:30:00,1.6%,worse,Medium,Durable Goods Orders m/m,-0.1%,better,4,2011-01-27 13:30:00+00:00,-256.25,2011,1,1,Thursday
2.0%,USD,2011-01-27 10:00:00,0.9%,better,High,Pending Home Sales m/m,3.1%,worse,4,2011-01-27 15:00:00+00:00,122.22,2011,1,1,Thursday
-174B,USD,2011-01-27 10:30:00,-121B,accurate,Low,Natural Gas Storage,-243B,accurate,4,2011-01-27 15:30:00+00:00,-43.8,2011,1,1,Thursday
3.2%,USD,2011-01-28 08:30:00,3.5%,worse,High,Advance GDP q/q,2.6%,better,4,2011-01-28 13:30:00+00:00,-8.57,2011,1,1,Friday
0.3%,USD,2011-01-28 08:30:00,1.7%,worse,Medium,Advance GDP Price Index q/q,2.1%,worse,4,2011-01-28 13:30:00+00:00,-82.35,2011,1,1,Friday
0.4%,USD,2011-01-28 08:30:00,0.5%,worse,Medium,Employment Cost Index q/q,0.4%,accurate,4,2011-01-28 13:30:00+00:00,-20.0,2011,1,1,Friday
74.2,USD,2011-01-28 09:55:00,73.1,better,Medium,Revised UoM Consumer Sentiment,72.7,accurate,4,2011-01-28 14:55:00+00:00,1.5,2011,1,1,Friday
11.9,USD,2011-01-18 08:30:00,12.6,worse,Medium,Empire State Manufacturing Index,10.6,accurate,3,2011-01-18 13:30:00+00:00,-5.56,2011,1,1,Tuesday
85.1B,USD,2011-01-18 09:00:00,43.4B,better,High,TIC Long-Term Purchases,28.9B,accurate,3,2011-01-18 14:00:00+00:00,96.08,2011,1,1,Tuesday
16,USD,2011-01-18 10:00:00,17,worse,Low,NAHB Housing Market Index,16,accurate,3,2011-01-18 15:00:00+00:00,-5.88,2011,1,1,Tuesday
0.64M,USD,2011-01-19 08:30:00,0.56M,better,High,Building Permits,0.54M,accurate,3,2011-01-19 13:30:00+00:00,14.29,2011,1,1,Wednesday
0.53M,USD,2011-01-19 08:30:00,0.55M,accurate,Medium,Housing Starts,0.55M,accurate,3,2011-01-19 13:30:00+00:00,-3.64,2011,1,1,Wednesday
404K,USD,2011-01-20 08:30:00,422K,better,High,Unemployment Claims,441K,accurate,3,2011-01-20 13:30:00+00:00,-4.27,2011,1,1,Thursday
5.28M,USD,2011-01-20 10:00:00,4.88M,better,High,Existing Home Sales,4.70M,accurate,3,2011-01-20 15:00:00+00:00,8.2,2011,1,1,Thursday
19.3,USD,2011-01-20 10:00:00,20.7,worse,High,Philly Fed Manufacturing Index,24.3,accurate,3,2011-01-20 15:00:00+00:00,-6.76,2011,1,1,Thursday
1.0%,USD,2011-01-20 10:00:00,0.7%,better,Low,CB Leading Index m/m,1.1%,accurate,3,2011-01-20 15:00:00+00:00,42.86,2011,1,1,Thursday
-243B,USD,2011-01-20 10:30:00,-223B,accurate,Low,Natural Gas Storage,-138B,accurate,3,2011-01-20 15:30:00+00:00,-8.97,2011,1,1,Thursday
2.6M,USD,2011-01-20 11:00:00,-1.1M,accurate,Medium,Crude Oil Inventories,-2.2M,accurate,3,2011-01-20 16:00:00+00:00,336.36,2011,1,1,Thursday
92.6,USD,2011-01-11 07:30:00,94.6,worse,Low,NFIB Small Business Index,93.2,accurate,2,2011-01-11 12:30:00+00:00,-2.11,2011,1,1,Tuesday
-0.2%,USD,2011-01-11 10:00:00,1.1%,better,Low,Final Wholesale Inventories m/m,1.7%,better,2,2011-01-11 15:00:00+00:00,-118.18,2011,1,1,Tuesday
51.9,USD,2011-01-11 19:22:00,47.1,better,Low,IBD/TIPP Economic Optimism,45.8,accurate,2,2011-01-12 00:22:00+00:00,10.19,2011,1,1,Tuesday
1.1%,USD,2011-01-12 08:30:00,1.3%,worse,Medium,Import Prices m/m,1.5%,better,2,2011-01-12 13:30:00+00:00,-15.38,2011,1,1,Wednesday
-2.2M,USD,2011-01-12 10:30:00,0.4M,accurate,Medium,Crude Oil Inventories,-4.2M,accurate,2,2011-01-12 15:30:00+00:00,-650.0,2011,1,1,Wednesday
-80.0B,USD,2011-01-12 14:00:00,-81.1B,accurate,Medium,Federal Budget Balance,-150.4B,accurate,2,2011-01-12 19:00:00+00:00,1.36,2011,1,1,Wednesday
1.1%,USD,2011-01-13 08:30:00,0.8%,better,High,PPI m/m,0.8%,accurate,2,2011-01-13 13:30:00+00:00,37.5,2011,1,1,Thursday
-38.3B,USD,2011-01-13 08:30:00,-40.8B,better,High,Trade Balance,-38.4B,accurate,2,2011-01-13 13:30:00+00:00,6.13,2011,1,1,Thursday
445K,USD,2011-01-13 08:30:00,405K,worse,High,Unemployment Claims,410K,accurate,2,2011-01-13 13:30:00+00:00,9.88,2011,1,1,Thursday
0.2%,USD,2011-01-13 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.3%,accurate,2,2011-01-13 13:30:00+00:00,0.0,2011,1,1,Thursday
-138B,USD,2011-01-13 10:30:00,-146B,accurate,Low,Natural Gas Storage,-135B,accurate,2,2011-01-13 15:30:00+00:00,5.48,2011,1,1,Thursday
0.1%,USD,2011-01-14 08:30:00,0.1%,accurate,High,Core CPI m/m,0.1%,accurate,2,2011-01-14 13:30:00+00:00,0.0,2011,1,1,Friday
0.5%,USD,2011-01-14 08:30:00,0.7%,worse,High,Core Retail Sales m/m,1.0%,worse,2,2011-01-14 13:30:00+00:00,-28.57,2011,1,1,Friday
0.6%,USD,2011-01-14 08:30:00,0.8%,worse,High,Retail Sales m/m,0.8%,accurate,2,2011-01-14 13:30:00+00:00,-25.0,2011,1,1,Friday
0.5%,USD,2011-01-14 08:30:00,0.4%,better,Medium,CPI m/m,0.1%,accurate,2,2011-01-14 13:30:00+00:00,25.0,2011,1,1,Friday
76.0%,USD,2011-01-14 09:15:00,75.6%,better,Medium,Capacity Utilization Rate,75.4%,better,2,2011-01-14 14:15:00+00:00,0.53,2011,1,1,Friday
0.8%,USD,2011-01-14 09:15:00,0.5%,better,Medium,Industrial Production m/m,0.3%,worse,2,2011-01-14 14:15:00+00:00,60.0,2011,1,1,Friday
72.7,USD,2011-01-14 09:55:00,75.5,worse,High,Prelim UoM Consumer Sentiment,74.5,accurate,2,2011-01-14 14:55:00+00:00,-3.71,2011,1,1,Friday
0.2%,USD,2011-01-14 10:00:00,0.7%,better,Medium,Business Inventories m/m,0.8%,worse,2,2011-01-14 15:00:00+00:00,-71.43,2011,1,1,Friday
57.0,USD,2011-01-03 10:00:00,57.0,accurate,High,ISM Manufacturing PMI,56.6,accurate,1,2011-01-03 15:00:00+00:00,0.0,2011,1,1,Monday
0.4%,USD,2011-01-03 10:00:00,0.2%,accurate,Low,Construction Spending m/m,0.7%,accurate,1,2011-01-03 15:00:00+00:00,100.0,2011,1,1,Monday
72.5,USD,2011-01-03 10:00:00,71.2,better,Low,ISM Manufacturing Prices,69.5,accurate,1,2011-01-03 15:00:00+00:00,1.83,2011,1,1,Monday
0.7%,USD,2011-01-04 10:00:00,-0.1%,better,Medium,Factory Orders m/m,-0.7%,better,1,2011-01-04 15:00:00+00:00,800.0,2011,1,1,Tuesday
12.6M,USD,2011-01-04 00:00:00,12.3M,better,Low,Total Vehicle Sales,12.3M,accurate,1,2011-01-04 05:00:00+00:00,2.44,2011,1,1,Tuesday
297K,USD,2011-01-05 08:15:00,101K,better,High,ADP Non-Farm Employment Change,92K,accurate,1,2011-01-05 13:15:00+00:00,194.06,2011,1,1,Wednesday
57.1,USD,2011-01-05 10:00:00,55.6,better,High,ISM Non-Manufacturing PMI,55.0,accurate,1,2011-01-05 15:00:00+00:00,2.7,2011,1,1,Wednesday
-4.2M,USD,2011-01-05 10:30:00,-1.4M,accurate,Medium,Crude Oil Inventories,-1.3M,accurate,1,2011-01-05 15:30:00+00:00,-200.0,2011,1,1,Wednesday
409K,USD,2011-01-06 08:30:00,400K,worse,High,Unemployment Claims,391K,accurate,1,2011-01-06 13:30:00+00:00,2.25,2011,1,1,Thursday
-135B,USD,2011-01-06 10:30:00,-135B,accurate,Low,Natural Gas Storage,-136B,accurate,1,2011-01-06 15:30:00+00:00,0.0,2011,1,1,Thursday
103K,USD,2011-01-07 08:30:00,159K,worse,High,Non-Farm Employment Change,71K,better,1,2011-01-07 13:30:00+00:00,-35.22,2011,1,1,Friday
9.4%,USD,2011-01-07 08:30:00,9.7%,better,High,Unemployment Rate,9.8%,accurate,1,2011-01-07 13:30:00+00:00,-3.09,2011,1,1,Friday
0.1%,USD,2011-01-07 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.0%,accurate,1,2011-01-07 13:30:00+00:00,-50.0,2011,1,1,Friday
1.3B,USD,2011-01-07 15:00:00,0.1B,better,Low,Consumer Credit m/m,7.0B,better,1,2011-01-07 20:00:00+00:00,1200.0,2011,1,1,Friday
