,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
3,clf,rforest,all,ALL_NO_1_1_1,30_60,included,basic,0.70,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.70,0.72,0.62,0.79,0.60,259.00,758.00,275.00,"{'0': {'precision': 0.6237942122186495, 'recall': 0.749034749034749, 'f1-score': 0.6807017543859649, 'support': 259}, '1': {'precision': 0.7948328267477204, 'recall': 0.6899736147757256, 'f1-score': 0.7387005649717513, 'support': 758}, '2': {'precision': 0.5975232198142415, 'recall': 0.7018181818181818, 'f1-score': 0.6454849498327758, 'support': 275}, 'micro avg': {'precision': 0.7043343653250774, 'recall': 0.7043343653250774, 'f1-score': 0.7043343653250774, 'support': 1292}, 'macro avg': {'precision': 0.6720500862602039, 'recall': 0.7136088485428854, 'f1-score': 0.6882957563968306, 'support': 1292}, 'weighted avg': {'precision': 0.7185486602850764, 'recall': 0.7043343653250774, 'f1-score': 0.7072330834663823, 'support': 1292}}",16.67
4,clf,xgb,all,ALL_NO_1_1_1,30_60,included,basic,0.71,{'n_estimators': 10},0.70,0.71,0.63,0.78,0.62,259.00,740.00,293.00,"{'0': {'precision': 0.6270096463022508, 'recall': 0.752895752895753, 'f1-score': 0.6842105263157895, 'support': 259}, '1': {'precision': 0.7750759878419453, 'recall': 0.6891891891891891, 'f1-score': 0.7296137339055795, 'support': 740}, '2': {'precision': 0.6160990712074303, 'recall': 0.6791808873720137, 'f1-score': 0.6461038961038961, 'support': 293}, 'micro avg': {'precision': 0.6996904024767802, 'recall': 0.6996904024767802, 'f1-score': 0.6996904024767802, 'support': 1292}, 'macro avg': {'precision': 0.6727282351172089, 'recall': 0.7070886098189852, 'f1-score': 0.6866427187750883, 'support': 1292}, 'weighted avg': {'precision': 0.7093411433893959, 'recall': 0.6996904024767802, 'f1-score': 0.7015736307773683, 'support': 1292}}",0.69
5,clf,gboosting,all,ALL_NO_1_1_1,30_60,included,basic,0.71,{'n_estimators': 10},0.70,0.72,0.61,0.80,0.58,250.00,774.00,268.00,"{'0': {'precision': 0.6141479099678456, 'recall': 0.764, 'f1-score': 0.6809269162210339, 'support': 250}, '1': {'precision': 0.7993920972644377, 'recall': 0.6795865633074936, 'f1-score': 0.7346368715083799, 'support': 774}, '2': {'precision': 0.5789473684210527, 'recall': 0.6977611940298507, 'f1-score': 0.6328257191201353, 'support': 268}, 'micro avg': {'precision': 0.6996904024767802, 'recall': 0.6996904024767802, 'f1-score': 0.6996904024767802, 'support': 1292}, 'macro avg': {'precision': 0.664162458551112, 'recall': 0.7137825857791148, 'f1-score': 0.6827965022831831, 'support': 1292}, 'weighted avg': {'precision': 0.7178207086002154, 'recall': 0.6996904024767802, 'f1-score': 0.7031253562902018, 'support': 1292}}",2.17
6,clf,ada,all,ALL_NO_1_1_1,30_60,included,basic,0.69,{'n_estimators': 10},0.67,0.68,0.65,0.74,0.54,288.00,731.00,273.00,"{'0': {'precision': 0.6527331189710611, 'recall': 0.7048611111111112, 'f1-score': 0.6777963272120201, 'support': 288}, '1': {'precision': 0.7355623100303952, 'recall': 0.6621067031463749, 'f1-score': 0.6969042476601873, 'support': 731}, '2': {'precision': 0.541795665634675, 'recall': 0.6410256410256411, 'f1-score': 0.5872483221476511, 'support': 273}, 'micro avg': {'precision': 0.6671826625386997, 'recall': 0.6671826625386997, 'f1-score': 0.6671826625386997, 'support': 1292}, 'macro avg': {'precision': 0.6433636982120438, 'recall': 0.6693311517610424, 'f1-score': 0.6539829656732862, 'support': 1292}, 'weighted avg': {'precision': 0.6761558851502715, 'recall': 0.6671826625386997, 'f1-score': 0.6694745659620491, 'support': 1292}}",0.63
0,clf,kn,basic,ALL_NO_3_2_1,30_60,included,basic,0.64,{'n_neighbors': 21},0.67,0.72,0.54,0.84,0.45,231.00,852.00,209.00,"{'0': {'precision': 0.5401929260450161, 'recall': 0.7272727272727273, 'f1-score': 0.6199261992619925, 'support': 231}, '1': {'precision': 0.8358662613981763, 'recall': 0.6455399061032864, 'f1-score': 0.7284768211920529, 'support': 852}, '2': {'precision': 0.4458204334365325, 'recall': 0.6889952153110048, 'f1-score': 0.5413533834586466, 'support': 209}, 'micro avg': {'precision': 0.6671826625386997, 'recall': 0.6671826625386997, 'f1-score': 0.6671826625386997, 'support': 1292}, 'macro avg': {'precision': 0.6072932069599083, 'recall': 0.6872692828956728, 'f1-score': 0.6299188013042306, 'support': 1292}, 'weighted avg': {'precision': 0.7199064173497525, 'recall': 0.6671826625386997, 'f1-score': 0.6787988086904075, 'support': 1292}}",4.14
1,clf,svc-rbf,basic,ALL_NO_3_2_1,30_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,1292.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1697626418988648, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}}",6.49
2,clf,dtree,basic,ALL_NO_3_2_1,30_60,included,basic,0.70,"{'max_depth': 2, 'min_samples_leaf': 10}",0.70,0.70,0.69,0.71,0.67,294.00,662.00,336.00,"{'0': {'precision': 0.6913183279742765, 'recall': 0.7312925170068028, 'f1-score': 0.7107438016528925, 'support': 294}, '1': {'precision': 0.7142857142857143, 'recall': 0.7099697885196374, 'f1-score': 0.7121212121212123, 'support': 662}, '2': {'precision': 0.6718266253869969, 'recall': 0.6458333333333334, 'f1-score': 0.6585735963581184, 'support': 336}, 'micro avg': {'precision': 0.6981424148606811, 'recall': 0.6981424148606811, 'f1-score': 0.6981424148606811, 'support': 1292}, 'macro avg': {'precision': 0.6924768892156626, 'recall': 0.6956985462865912, 'f1-score': 0.6938128700440744, 'support': 1292}, 'weighted avg': {'precision': 0.698017397377408, 'recall': 0.6981424148606811, 'f1-score': 0.69788208087192, 'support': 1292}}",0.40
3,clf,rforest,basic,ALL_NO_3_2_1,30_60,included,basic,0.70,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.70,0.72,0.62,0.80,0.59,258.00,763.00,271.00,"{'0': {'precision': 0.6237942122186495, 'recall': 0.751937984496124, 'f1-score': 0.6818980667838312, 'support': 258}, '1': {'precision': 0.7993920972644377, 'recall': 0.6893840104849279, 'f1-score': 0.7403237156931739, 'support': 763}, '2': {'precision': 0.5882352941176471, 'recall': 0.7011070110701108, 'f1-score': 0.6397306397306398, 'support': 271}, 'micro avg': {'precision': 0.7043343653250774, 'recall': 0.7043343653250774, 'f1-score': 0.7043343653250774, 'support': 1292}, 'macro avg': {'precision': 0.6704738678669114, 'recall': 0.7141430020170544, 'f1-score': 0.6873174740692151, 'support': 1292}, 'weighted avg': {'precision': 0.7200362551633591, 'recall': 0.7043343653250774, 'f1-score': 0.7075570430891048, 'support': 1292}}",15.53
4,clf,xgb,basic,ALL_NO_3_2_1,30_60,included,basic,0.71,{'n_estimators': 10},0.71,0.72,0.63,0.79,0.61,255.00,751.00,286.00,"{'0': {'precision': 0.6270096463022508, 'recall': 0.7647058823529411, 'f1-score': 0.6890459363957597, 'support': 255}, '1': {'precision': 0.7887537993920972, 'recall': 0.6910785619174434, 'f1-score': 0.7366926898509581, 'support': 751}, '2': {'precision': 0.6099071207430341, 'recall': 0.6888111888111889, 'f1-score': 0.6469622331691297, 'support': 286}, 'micro avg': {'precision': 0.705108359133127, 'recall': 0.705108359133127, 'f1-score': 0.705108359133127, 'support': 1292}, 'macro avg': {'precision': 0.6752235221457941, 'recall': 0.714865211027191, 'f1-score': 0.6909002864719492, 'support': 1292}, 'weighted avg': {'precision': 0.7172407118289835, 'recall': 0.705108359133127, 'f1-score': 0.7074257914437766, 'support': 1292}}",0.61
5,clf,gboosting,basic,ALL_NO_3_2_1,30_60,included,basic,0.71,{'n_estimators': 10},0.70,0.72,0.62,0.81,0.57,254.00,778.00,260.00,"{'0': {'precision': 0.6205787781350482, 'recall': 0.7598425196850394, 'f1-score': 0.6831858407079646, 'support': 254}, '1': {'precision': 0.8054711246200608, 'recall': 0.6812339331619537, 'f1-score': 0.7381615598885793, 'support': 778}, '2': {'precision': 0.5727554179566563, 'recall': 0.7115384615384616, 'f1-score': 0.6346483704974271, 'support': 260}, 'micro avg': {'precision': 0.7027863777089783, 'recall': 0.7027863777089783, 'f1-score': 0.7027863777089783, 'support': 1292}, 'macro avg': {'precision': 0.6662684402372551, 'recall': 0.7175383047951516, 'f1-score': 0.6853319236979903, 'support': 1292}, 'weighted avg': {'precision': 0.7222909855026627, 'recall': 0.7027863777089783, 'f1-score': 0.7065228122774526, 'support': 1292}}",1.84
6,clf,ada,basic,ALL_NO_3_2_1,30_60,included,basic,0.69,{'n_estimators': 10},0.68,0.68,0.64,0.71,0.67,283.00,678.00,331.00,"{'0': {'precision': 0.639871382636656, 'recall': 0.7031802120141343, 'f1-score': 0.67003367003367, 'support': 283}, '1': {'precision': 0.7112462006079028, 'recall': 0.6902654867256637, 'f1-score': 0.7005988023952097, 'support': 678}, '2': {'precision': 0.6656346749226006, 'recall': 0.649546827794562, 'f1-score': 0.6574923547400613, 'support': 331}, 'micro avg': {'precision': 0.6826625386996904, 'recall': 0.6826625386996904, 'f1-score': 0.6826625386996904, 'support': 1292}, 'macro avg': {'precision': 0.6722507527223865, 'recall': 0.6809975088447867, 'f1-score': 0.6760416090563136, 'support': 1292}, 'weighted avg': {'precision': 0.6839269370725329, 'recall': 0.6826625386996904, 'f1-score': 0.6828602833300628, 'support': 1292}}",0.57
0,clf,kn,all,ALL_NO_3_2_1,30_60,included,basic,0.64,{'n_neighbors': 21},0.67,0.73,0.53,0.84,0.44,228.00,863.00,201.00,"{'0': {'precision': 0.5337620578778135, 'recall': 0.7280701754385965, 'f1-score': 0.6159554730983303, 'support': 228}, '1': {'precision': 0.8449848024316109, 'recall': 0.6442641946697567, 'f1-score': 0.7310979618671926, 'support': 863}, '2': {'precision': 0.43962848297213625, 'recall': 0.7064676616915423, 'f1-score': 0.5419847328244275, 'support': 201}, 'micro avg': {'precision': 0.6687306501547987, 'recall': 0.6687306501547987, 'f1-score': 0.6687306501547987, 'support': 1292}, 'macro avg': {'precision': 0.6061251144271869, 'recall': 0.6929340105999652, 'f1-score': 0.6296793892633169, 'support': 1292}, 'weighted avg': {'precision': 0.7270007420836075, 'recall': 0.6687306501547987, 'f1-score': 0.6813578330151057, 'support': 1292}}",5.23
1,clf,svc-rbf,all,ALL_NO_3_2_1,30_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,1292.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1697626418988648, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}}",7.11
2,clf,dtree,all,ALL_NO_3_2_1,30_60,included,basic,0.70,"{'max_depth': 2, 'min_samples_leaf': 10}",0.70,0.70,0.69,0.71,0.67,294.00,662.00,336.00,"{'0': {'precision': 0.6913183279742765, 'recall': 0.7312925170068028, 'f1-score': 0.7107438016528925, 'support': 294}, '1': {'precision': 0.7142857142857143, 'recall': 0.7099697885196374, 'f1-score': 0.7121212121212123, 'support': 662}, '2': {'precision': 0.6718266253869969, 'recall': 0.6458333333333334, 'f1-score': 0.6585735963581184, 'support': 336}, 'micro avg': {'precision': 0.6981424148606811, 'recall': 0.6981424148606811, 'f1-score': 0.6981424148606811, 'support': 1292}, 'macro avg': {'precision': 0.6924768892156626, 'recall': 0.6956985462865912, 'f1-score': 0.6938128700440744, 'support': 1292}, 'weighted avg': {'precision': 0.698017397377408, 'recall': 0.6981424148606811, 'f1-score': 0.69788208087192, 'support': 1292}}",0.48
3,clf,rforest,all,ALL_NO_3_2_1,30_60,included,basic,0.70,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.70,0.71,0.63,0.79,0.60,264.00,752.00,276.00,"{'0': {'precision': 0.6270096463022508, 'recall': 0.7386363636363636, 'f1-score': 0.6782608695652175, 'support': 264}, '1': {'precision': 0.7872340425531915, 'recall': 0.6888297872340425, 'f1-score': 0.7347517730496456, 'support': 752}, '2': {'precision': 0.5975232198142415, 'recall': 0.6992753623188406, 'f1-score': 0.6444073455759599, 'support': 276}, 'micro avg': {'precision': 0.7012383900928792, 'recall': 0.7012383900928792, 'f1-score': 0.7012383900928792, 'support': 1292}, 'macro avg': {'precision': 0.6705889695565613, 'recall': 0.7089138377297489, 'f1-score': 0.6858066627302742, 'support': 1292}, 'weighted avg': {'precision': 0.713968231650561, 'recall': 0.7012383900928792, 'f1-score': 0.7039091565615447, 'support': 1292}}",17.25
4,clf,xgb,all,ALL_NO_3_2_1,30_60,included,basic,0.71,{'n_estimators': 10},0.71,0.72,0.63,0.79,0.61,255.00,751.00,286.00,"{'0': {'precision': 0.6270096463022508, 'recall': 0.7647058823529411, 'f1-score': 0.6890459363957597, 'support': 255}, '1': {'precision': 0.7887537993920972, 'recall': 0.6910785619174434, 'f1-score': 0.7366926898509581, 'support': 751}, '2': {'precision': 0.6099071207430341, 'recall': 0.6888111888111889, 'f1-score': 0.6469622331691297, 'support': 286}, 'micro avg': {'precision': 0.705108359133127, 'recall': 0.705108359133127, 'f1-score': 0.705108359133127, 'support': 1292}, 'macro avg': {'precision': 0.6752235221457941, 'recall': 0.714865211027191, 'f1-score': 0.6909002864719492, 'support': 1292}, 'weighted avg': {'precision': 0.7172407118289835, 'recall': 0.705108359133127, 'f1-score': 0.7074257914437766, 'support': 1292}}",0.70
5,clf,gboosting,all,ALL_NO_3_2_1,30_60,included,basic,0.71,{'n_estimators': 10},0.70,0.72,0.62,0.81,0.57,254.00,779.00,259.00,"{'0': {'precision': 0.6205787781350482, 'recall': 0.7598425196850394, 'f1-score': 0.6831858407079646, 'support': 254}, '1': {'precision': 0.8054711246200608, 'recall': 0.6803594351732991, 'f1-score': 0.7376478775226165, 'support': 779}, '2': {'precision': 0.5727554179566563, 'recall': 0.7142857142857143, 'f1-score': 0.6357388316151201, 'support': 259}, 'micro avg': {'precision': 0.7027863777089783, 'recall': 0.7027863777089783, 'f1-score': 0.7027863777089783, 'support': 1292}, 'macro avg': {'precision': 0.6662684402372551, 'recall': 0.7181625563813508, 'f1-score': 0.6855241832819005, 'support': 1292}, 'weighted avg': {'precision': 0.7224711060186559, 'recall': 0.7027863777089783, 'f1-score': 0.7065118092246574, 'support': 1292}}",2.20
6,clf,ada,all,ALL_NO_3_2_1,30_60,included,basic,0.69,{'n_estimators': 50},0.69,0.69,0.67,0.73,0.62,300.00,692.00,300.00,"{'0': {'precision': 0.6688102893890675, 'recall': 0.6933333333333334, 'f1-score': 0.6808510638297872, 'support': 300}, '1': {'precision': 0.7279635258358662, 'recall': 0.6921965317919075, 'f1-score': 0.7096296296296296, 'support': 692}, '2': {'precision': 0.6160990712074303, 'recall': 0.6633333333333333, 'f1-score': 0.6388443017656501, 'support': 300}, 'micro avg': {'precision': 0.6857585139318886, 'recall': 0.6857585139318886, 'f1-score': 0.6857585139318886, 'support': 1292}, 'macro avg': {'precision': 0.670957628810788, 'recall': 0.6829543994861913, 'f1-score': 0.6764416650750222, 'support': 1292}, 'weighted avg': {'precision': 0.6882535356481182, 'recall': 0.6857585139318886, 'f1-score': 0.6865110784692994, 'support': 1292}}",0.66
0,clf,kn,basic,ALL_YES_1_1_1,30_60,included,basic,0.70,{'n_neighbors': 41},0.68,0.77,0.49,0.90,0.42,143.00,648.00,126.00,"{'0': {'precision': 0.49333333333333335, 'recall': 0.7762237762237763, 'f1-score': 0.6032608695652174, 'support': 143}, '1': {'precision': 0.8959660297239915, 'recall': 0.6512345679012346, 'f1-score': 0.7542448614834674, 'support': 648}, '2': {'precision': 0.416289592760181, 'recall': 0.7301587301587301, 'f1-score': 0.5302593659942363, 'support': 126}, 'micro avg': {'precision': 0.6815703380588877, 'recall': 0.6815703380588877, 'f1-score': 0.6815703380588877, 'support': 917}, 'macro avg': {'precision': 0.601862985272502, 'recall': 0.7192056914279137, 'f1-score': 0.6292550323476404, 'support': 917}, 'weighted avg': {'precision': 0.7672684216091559, 'recall': 0.6815703380588877, 'f1-score': 0.6999232875729408, 'support': 917}}",3.06
1,clf,svc-rbf,basic,ALL_YES_1_1_1,30_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",3.08
