,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
2,clf,dtree,basic,ALL_YES_1_1_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 100}",0.68,0.69,0.60,0.78,0.52,190.00,554.00,173.00,"{'0': {'precision': 0.6, 'recall': 0.6473684210526316, 'f1-score': 0.6227848101265823, 'support': 190}, '1': {'precision': 0.782520325203252, 'recall': 0.6949458483754513, 'f1-score': 0.7361376673040153, 'support': 554}, '2': {'precision': 0.5181818181818182, 'recall': 0.6589595375722543, 'f1-score': 0.5801526717557252, 'support': 173}, 'micro avg': {'precision': 0.678298800436205, 'recall': 0.678298800436205, 'f1-score': 0.678298800436205, 'support': 917}, 'macro avg': {'precision': 0.6335673811283566, 'recall': 0.6670912690001124, 'f1-score': 0.6463583830621076, 'support': 917}, 'weighted avg': {'precision': 0.6948328404668006, 'recall': 0.678298800436205, 'f1-score': 0.6832233302336047, 'support': 917}}",0.29
3,clf,rforest,basic,ALL_YES_1_1_1,60_120,included,basic,0.70,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 100}",0.67,0.70,0.50,0.81,0.50,163.00,593.00,161.00,"{'0': {'precision': 0.5024390243902439, 'recall': 0.6319018404907976, 'f1-score': 0.5597826086956522, 'support': 163}, '1': {'precision': 0.806910569105691, 'recall': 0.6694772344013491, 'f1-score': 0.7317972350230415, 'support': 593}, '2': {'precision': 0.5045454545454545, 'recall': 0.6894409937888198, 'f1-score': 0.5826771653543307, 'support': 161}, 'micro avg': {'precision': 0.6663031624863686, 'recall': 0.6663031624863686, 'f1-score': 0.6663031624863686, 'support': 917}, 'macro avg': {'precision': 0.6046316826804632, 'recall': 0.6636066895603222, 'f1-score': 0.6247523363576747, 'support': 917}, 'weighted avg': {'precision': 0.6997026680884435, 'recall': 0.6663031624863686, 'f1-score': 0.675039639267287, 'support': 917}}",12.14
4,clf,xgb,basic,ALL_YES_1_1_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.57,0.80,0.52,181.00,569.00,167.00,"{'0': {'precision': 0.5658536585365853, 'recall': 0.6408839779005525, 'f1-score': 0.6010362694300518, 'support': 181}, '1': {'precision': 0.7967479674796748, 'recall': 0.6889279437609842, 'f1-score': 0.7389255419415646, 'support': 569}, '2': {'precision': 0.5227272727272727, 'recall': 0.688622754491018, 'f1-score': 0.5943152454780362, 'support': 167}, 'micro avg': {'precision': 0.6793893129770993, 'recall': 0.6793893129770993, 'f1-score': 0.6793893129770993, 'support': 917}, 'macro avg': {'precision': 0.6284429662478442, 'recall': 0.6728115587175182, 'f1-score': 0.6447590189498841, 'support': 917}, 'weighted avg': {'precision': 0.7012699675425424, 'recall': 0.6793893129770993, 'f1-score': 0.6853727853068938, 'support': 917}}",0.47
5,clf,gboosting,basic,ALL_YES_1_1_1,60_120,included,basic,0.71,{'n_estimators': 10},0.67,0.71,0.51,0.82,0.50,162.00,596.00,159.00,"{'0': {'precision': 0.5073170731707317, 'recall': 0.6419753086419753, 'f1-score': 0.5667574931880108, 'support': 162}, '1': {'precision': 0.8170731707317073, 'recall': 0.674496644295302, 'f1-score': 0.738970588235294, 'support': 596}, '2': {'precision': 0.5045454545454545, 'recall': 0.6981132075471698, 'f1-score': 0.5857519788918206, 'support': 159}, 'micro avg': {'precision': 0.6728462377317339, 'recall': 0.6728462377317339, 'f1-score': 0.6728462377317339, 'support': 917}, 'macro avg': {'precision': 0.6096452328159644, 'recall': 0.671528386828149, 'f1-score': 0.6304933534383751, 'support': 917}, 'weighted avg': {'precision': 0.7081610718456743, 'recall': 0.6728462377317339, 'f1-score': 0.6819800971957388, 'support': 917}}",1.36
6,clf,ada,basic,ALL_YES_1_1_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.64,0.77,0.54,214.00,536.00,167.00,"{'0': {'precision': 0.6390243902439025, 'recall': 0.6121495327102804, 'f1-score': 0.6252983293556086, 'support': 214}, '1': {'precision': 0.7703252032520326, 'recall': 0.707089552238806, 'f1-score': 0.7373540856031129, 'support': 536}, '2': {'precision': 0.5363636363636364, 'recall': 0.7065868263473054, 'f1-score': 0.6098191214470284, 'support': 167}, 'micro avg': {'precision': 0.6848418756815703, 'recall': 0.6848418756815703, 'f1-score': 0.6848418756815703, 'support': 917}, 'macro avg': {'precision': 0.6485710766198571, 'recall': 0.675275303765464, 'f1-score': 0.6574905121352499, 'support': 917}, 'weighted avg': {'precision': 0.6970755242399258, 'recall': 0.6848418756815703, 'f1-score': 0.6879775634100573, 'support': 917}}",0.44
0,clf,kn,all,ALL_YES_1_1_1,60_120,included,basic,0.69,{'n_neighbors': 21},0.67,0.71,0.50,0.83,0.48,158.00,607.00,152.00,"{'0': {'precision': 0.5024390243902439, 'recall': 0.6518987341772152, 'f1-score': 0.5674931129476585, 'support': 158}, '1': {'precision': 0.8252032520325203, 'recall': 0.6688632619439868, 'f1-score': 0.7388535031847133, 'support': 607}, '2': {'precision': 0.4772727272727273, 'recall': 0.6907894736842105, 'f1-score': 0.5645161290322581, 'support': 152}, 'micro avg': {'precision': 0.6695747001090513, 'recall': 0.6695747001090513, 'f1-score': 0.6695747001090513, 'support': 917}, 'macro avg': {'precision': 0.6016383345651638, 'recall': 0.6705171566018042, 'f1-score': 0.6236209150548766, 'support': 917}, 'weighted avg': {'precision': 0.7119184235363717, 'recall': 0.6695747001090513, 'f1-score': 0.680430141648587, 'support': 917}}",4.32
1,clf,svc-rbf,all,ALL_YES_1_1_1,60_120,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.17884405670665213, 'f1-score': 0.23278921220723917, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}}",3.51
2,clf,dtree,all,ALL_YES_1_1_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 100}",0.68,0.69,0.60,0.78,0.52,190.00,554.00,173.00,"{'0': {'precision': 0.6, 'recall': 0.6473684210526316, 'f1-score': 0.6227848101265823, 'support': 190}, '1': {'precision': 0.782520325203252, 'recall': 0.6949458483754513, 'f1-score': 0.7361376673040153, 'support': 554}, '2': {'precision': 0.5181818181818182, 'recall': 0.6589595375722543, 'f1-score': 0.5801526717557252, 'support': 173}, 'micro avg': {'precision': 0.678298800436205, 'recall': 0.678298800436205, 'f1-score': 0.678298800436205, 'support': 917}, 'macro avg': {'precision': 0.6335673811283566, 'recall': 0.6670912690001124, 'f1-score': 0.6463583830621076, 'support': 917}, 'weighted avg': {'precision': 0.6948328404668006, 'recall': 0.678298800436205, 'f1-score': 0.6832233302336047, 'support': 917}}",0.34
3,clf,rforest,all,ALL_YES_1_1_1,60_120,included,basic,0.71,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 10}",0.67,0.70,0.51,0.80,0.50,168.00,590.00,159.00,"{'0': {'precision': 0.5121951219512195, 'recall': 0.625, 'f1-score': 0.5630026809651475, 'support': 168}, '1': {'precision': 0.8008130081300813, 'recall': 0.6677966101694915, 'f1-score': 0.7282809611829945, 'support': 590}, '2': {'precision': 0.5045454545454545, 'recall': 0.6981132075471698, 'f1-score': 0.5857519788918206, 'support': 159}, 'micro avg': {'precision': 0.6652126499454744, 'recall': 0.6652126499454744, 'f1-score': 0.6652126499454744, 'support': 917}, 'macro avg': {'precision': 0.605851194875585, 'recall': 0.6636366059055537, 'f1-score': 0.6256785403466542, 'support': 917}, 'weighted avg': {'precision': 0.6965661750897275, 'recall': 0.6652126499454744, 'f1-score': 0.673287657735999, 'support': 917}}",12.68
4,clf,xgb,all,ALL_YES_1_1_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.57,0.80,0.51,181.00,572.00,164.00,"{'0': {'precision': 0.5658536585365853, 'recall': 0.6408839779005525, 'f1-score': 0.6010362694300518, 'support': 181}, '1': {'precision': 0.7987804878048781, 'recall': 0.6870629370629371, 'f1-score': 0.7387218045112782, 'support': 572}, '2': {'precision': 0.509090909090909, 'recall': 0.6829268292682927, 'f1-score': 0.5833333333333334, 'support': 164}, 'micro avg': {'precision': 0.6772082878953108, 'recall': 0.6772082878953108, 'f1-score': 0.6772082878953108, 'support': 917}, 'macro avg': {'precision': 0.6245750184774576, 'recall': 0.6702912480772608, 'f1-score': 0.6410304690915546, 'support': 917}, 'weighted avg': {'precision': 0.7009954856165991, 'recall': 0.6772082878953108, 'f1-score': 0.6837547476706185, 'support': 917}}",0.54
5,clf,gboosting,all,ALL_YES_1_1_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.71,0.52,0.82,0.51,165.00,591.00,161.00,"{'0': {'precision': 0.5170731707317073, 'recall': 0.6424242424242425, 'f1-score': 0.572972972972973, 'support': 165}, '1': {'precision': 0.8150406504065041, 'recall': 0.6785109983079526, 'f1-score': 0.7405355493998154, 'support': 591}, '2': {'precision': 0.509090909090909, 'recall': 0.6956521739130435, 'f1-score': 0.5879265091863517, 'support': 161}, 'micro avg': {'precision': 0.6750272628135223, 'recall': 0.6750272628135223, 'f1-score': 0.6750272628135223, 'support': 917}, 'macro avg': {'precision': 0.6137349100763735, 'recall': 0.6721958048817461, 'f1-score': 0.63381167718638, 'support': 917}, 'weighted avg': {'precision': 0.7077096335055747, 'recall': 0.6750272628135223, 'f1-score': 0.6835912957631778, 'support': 917}}",1.67
6,clf,ada,all,ALL_YES_1_1_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.64,0.77,0.54,214.00,536.00,167.00,"{'0': {'precision': 0.6390243902439025, 'recall': 0.6121495327102804, 'f1-score': 0.6252983293556086, 'support': 214}, '1': {'precision': 0.7703252032520326, 'recall': 0.707089552238806, 'f1-score': 0.7373540856031129, 'support': 536}, '2': {'precision': 0.5363636363636364, 'recall': 0.7065868263473054, 'f1-score': 0.6098191214470284, 'support': 167}, 'micro avg': {'precision': 0.6848418756815703, 'recall': 0.6848418756815703, 'f1-score': 0.6848418756815703, 'support': 917}, 'macro avg': {'precision': 0.6485710766198571, 'recall': 0.675275303765464, 'f1-score': 0.6574905121352499, 'support': 917}, 'weighted avg': {'precision': 0.6970755242399258, 'recall': 0.6848418756815703, 'f1-score': 0.6879775634100573, 'support': 917}}",0.51
0,clf,kn,basic,ALL_YES_3_2_1,60_120,included,basic,0.70,{'n_neighbors': 51},0.66,0.72,0.44,0.84,0.47,139.00,629.00,149.00,"{'0': {'precision': 0.44390243902439025, 'recall': 0.6546762589928058, 'f1-score': 0.5290697674418604, 'support': 139}, '1': {'precision': 0.8373983739837398, 'recall': 0.6550079491255962, 'f1-score': 0.7350579839429081, 'support': 629}, '2': {'precision': 0.4727272727272727, 'recall': 0.697986577181208, 'f1-score': 0.5636856368563685, 'support': 149}, 'micro avg': {'precision': 0.6619411123227917, 'recall': 0.6619411123227917, 'f1-score': 0.6619411123227917, 'support': 917}, 'macro avg': {'precision': 0.5846760285784676, 'recall': 0.66922359509987, 'f1-score': 0.6092711294137123, 'support': 917}, 'weighted avg': {'precision': 0.718497688000574, 'recall': 0.6619411123227917, 'f1-score': 0.6759883636489713, 'support': 917}}",4.32
1,clf,svc-rbf,basic,ALL_YES_3_2_1,60_120,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.17884405670665213, 'f1-score': 0.23278921220723917, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}}",3.29
2,clf,dtree,basic,ALL_YES_3_2_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 100}",0.68,0.69,0.60,0.78,0.52,190.00,554.00,173.00,"{'0': {'precision': 0.6, 'recall': 0.6473684210526316, 'f1-score': 0.6227848101265823, 'support': 190}, '1': {'precision': 0.782520325203252, 'recall': 0.6949458483754513, 'f1-score': 0.7361376673040153, 'support': 554}, '2': {'precision': 0.5181818181818182, 'recall': 0.6589595375722543, 'f1-score': 0.5801526717557252, 'support': 173}, 'micro avg': {'precision': 0.678298800436205, 'recall': 0.678298800436205, 'f1-score': 0.678298800436205, 'support': 917}, 'macro avg': {'precision': 0.6335673811283566, 'recall': 0.6670912690001124, 'f1-score': 0.6463583830621076, 'support': 917}, 'weighted avg': {'precision': 0.6948328404668006, 'recall': 0.678298800436205, 'f1-score': 0.6832233302336047, 'support': 917}}",0.31
3,clf,rforest,basic,ALL_YES_3_2_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",0.67,0.71,0.50,0.82,0.51,159.00,597.00,161.00,"{'0': {'precision': 0.4975609756097561, 'recall': 0.6415094339622641, 'f1-score': 0.5604395604395606, 'support': 159}, '1': {'precision': 0.8150406504065041, 'recall': 0.6716917922948074, 'f1-score': 0.7364554637281909, 'support': 597}, '2': {'precision': 0.509090909090909, 'recall': 0.6956521739130435, 'f1-score': 0.5879265091863517, 'support': 161}, 'micro avg': {'precision': 0.6706652126499455, 'recall': 0.6706652126499455, 'f1-score': 0.6706652126499455, 'support': 917}, 'macro avg': {'precision': 0.607230845035723, 'recall': 0.669617800056705, 'f1-score': 0.6282738444513677, 'support': 917}, 'weighted avg': {'precision': 0.7062760084823015, 'recall': 0.6706652126499455, 'f1-score': 0.6798582005830127, 'support': 917}}",10.81
4,clf,xgb,basic,ALL_YES_3_2_1,60_120,included,basic,0.71,{'n_estimators': 10},0.67,0.69,0.55,0.79,0.51,180.00,571.00,166.00,"{'0': {'precision': 0.551219512195122, 'recall': 0.6277777777777778, 'f1-score': 0.587012987012987, 'support': 180}, '1': {'precision': 0.7926829268292683, 'recall': 0.6830122591943958, 'f1-score': 0.7337723424270932, 'support': 571}, '2': {'precision': 0.5136363636363637, 'recall': 0.6807228915662651, 'f1-score': 0.5854922279792747, 'support': 166}, 'micro avg': {'precision': 0.6717557251908397, 'recall': 0.6717557251908397, 'f1-score': 0.6717557251908397, 'support': 917}, 'macro avg': {'precision': 0.619179600886918, 'recall': 0.6638376428461462, 'f1-score': 0.6354258524731183, 'support': 917}, 'weighted avg': {'precision': 0.6947711011758675, 'recall': 0.6717557251908397, 'f1-score': 0.6781221974185032, 'support': 917}}",0.40
5,clf,gboosting,basic,ALL_YES_3_2_1,60_120,included,basic,0.71,{'n_estimators': 10},0.67,0.70,0.51,0.81,0.50,165.00,592.00,160.00,"{'0': {'precision': 0.5121951219512195, 'recall': 0.6363636363636364, 'f1-score': 0.5675675675675675, 'support': 165}, '1': {'precision': 0.8130081300813008, 'recall': 0.6756756756756757, 'f1-score': 0.7380073800738007, 'support': 592}, '2': {'precision': 0.5, 'recall': 0.6875, 'f1-score': 0.5789473684210527, 'support': 160}, 'micro avg': {'precision': 0.6706652126499455, 'recall': 0.6706652126499455, 'f1-score': 0.6706652126499455, 'support': 917}, 'macro avg': {'precision': 0.6084010840108401, 'recall': 0.666513104013104, 'f1-score': 0.6281741053541403, 'support': 917}, 'weighted avg': {'precision': 0.7042671844384748, 'recall': 0.6706652126499455, 'f1-score': 0.6795862558339228, 'support': 917}}",1.16
6,clf,ada,basic,ALL_YES_3_2_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.64,0.77,0.54,214.00,536.00,167.00,"{'0': {'precision': 0.6390243902439025, 'recall': 0.6121495327102804, 'f1-score': 0.6252983293556086, 'support': 214}, '1': {'precision': 0.7703252032520326, 'recall': 0.707089552238806, 'f1-score': 0.7373540856031129, 'support': 536}, '2': {'precision': 0.5363636363636364, 'recall': 0.7065868263473054, 'f1-score': 0.6098191214470284, 'support': 167}, 'micro avg': {'precision': 0.6848418756815703, 'recall': 0.6848418756815703, 'f1-score': 0.6848418756815703, 'support': 917}, 'macro avg': {'precision': 0.6485710766198571, 'recall': 0.675275303765464, 'f1-score': 0.6574905121352499, 'support': 917}, 'weighted avg': {'precision': 0.6970755242399258, 'recall': 0.6848418756815703, 'f1-score': 0.6879775634100573, 'support': 917}}",0.38
0,clf,kn,all,ALL_YES_3_2_1,60_120,included,basic,0.70,{'n_neighbors': 51},0.66,0.72,0.45,0.84,0.45,144.00,631.00,142.00,"{'0': {'precision': 0.45365853658536587, 'recall': 0.6458333333333334, 'f1-score': 0.5329512893982808, 'support': 144}, '1': {'precision': 0.8394308943089431, 'recall': 0.6545166402535658, 'f1-score': 0.7355298308103295, 'support': 631}, '2': {'precision': 0.45454545454545453, 'recall': 0.704225352112676, 'f1-score': 0.5524861878453038, 'support': 142}, 'micro avg': {'precision': 0.6608505997818975, 'recall': 0.6608505997818975, 'f1-score': 0.6608505997818975, 'support': 917}, 'macro avg': {'precision': 0.5825449618132545, 'recall': 0.6681917752331917, 'f1-score': 0.606989102684638, 'support': 917}, 'weighted avg': {'precision': 0.7192510121294333, 'recall': 0.6608505997818975, 'f1-score': 0.6753733343388261, 'support': 917}}",4.26
1,clf,svc-rbf,all,ALL_YES_3_2_1,60_120,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.17884405670665213, 'f1-score': 0.23278921220723917, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5365321701199564, 'f1-score': 0.6983676366217175, 'support': 917}}",3.09
2,clf,dtree,all,ALL_YES_3_2_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 100}",0.68,0.69,0.60,0.78,0.52,190.00,554.00,173.00,"{'0': {'precision': 0.6, 'recall': 0.6473684210526316, 'f1-score': 0.6227848101265823, 'support': 190}, '1': {'precision': 0.782520325203252, 'recall': 0.6949458483754513, 'f1-score': 0.7361376673040153, 'support': 554}, '2': {'precision': 0.5181818181818182, 'recall': 0.6589595375722543, 'f1-score': 0.5801526717557252, 'support': 173}, 'micro avg': {'precision': 0.678298800436205, 'recall': 0.678298800436205, 'f1-score': 0.678298800436205, 'support': 917}, 'macro avg': {'precision': 0.6335673811283566, 'recall': 0.6670912690001124, 'f1-score': 0.6463583830621076, 'support': 917}, 'weighted avg': {'precision': 0.6948328404668006, 'recall': 0.678298800436205, 'f1-score': 0.6832233302336047, 'support': 917}}",0.30
3,clf,rforest,all,ALL_YES_3_2_1,60_120,included,basic,0.70,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 200}",0.67,0.70,0.49,0.82,0.50,161.00,598.00,158.00,"{'0': {'precision': 0.4926829268292683, 'recall': 0.6273291925465838, 'f1-score': 0.5519125683060109, 'support': 161}, '1': {'precision': 0.8150406504065041, 'recall': 0.6705685618729097, 'f1-score': 0.7357798165137615, 'support': 598}, '2': {'precision': 0.4954545454545455, 'recall': 0.689873417721519, 'f1-score': 0.5767195767195767, 'support': 158}, 'micro avg': {'precision': 0.6663031624863686, 'recall': 0.6663031624863686, 'f1-score': 0.6663031624863686, 'support': 917}, 'macro avg': {'precision': 0.6010593742301059, 'recall': 0.6625903907136709, 'f1-score': 0.6214706538464497, 'support': 917}, 'weighted avg': {'precision': 0.7033784932872627, 'recall': 0.6663031624863686, 'f1-score': 0.6760915451408837, 'support': 917}}",10.53
4,clf,xgb,all,ALL_YES_3_2_1,60_120,included,basic,0.70,{'n_estimators': 10},0.67,0.70,0.55,0.79,0.52,180.00,570.00,167.00,"{'0': {'precision': 0.551219512195122, 'recall': 0.6277777777777778, 'f1-score': 0.587012987012987, 'support': 180}, '1': {'precision': 0.7947154471544715, 'recall': 0.6859649122807018, 'f1-score': 0.736346516007533, 'support': 570}, '2': {'precision': 0.5181818181818182, 'recall': 0.6826347305389222, 'f1-score': 0.5891472868217054, 'support': 167}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.6213722591771372, 'recall': 0.665459140199134, 'f1-score': 0.6375022632807418, 'support': 917}, 'weighted avg': {'precision': 0.6965579942306808, 'recall': 0.6739367502726281, 'f1-score': 0.6802262253935183, 'support': 917}}",0.45
5,clf,gboosting,all,ALL_YES_3_2_1,60_120,included,basic,0.71,{'n_estimators': 10},0.68,0.71,0.51,0.82,0.50,162.00,596.00,159.00,"{'0': {'precision': 0.5121951219512195, 'recall': 0.6481481481481481, 'f1-score': 0.5722070844686649, 'support': 162}, '1': {'precision': 0.8191056910569106, 'recall': 0.6761744966442953, 'f1-score': 0.7408088235294118, 'support': 596}, '2': {'precision': 0.5045454545454545, 'recall': 0.6981132075471698, 'f1-score': 0.5857519788918206, 'support': 159}, 'micro avg': {'precision': 0.6750272628135223, 'recall': 0.6750272628135223, 'f1-score': 0.6750272628135223, 'support': 917}, 'macro avg': {'precision': 0.6119487558511949, 'recall': 0.6741452841132044, 'f1-score': 0.6329226289632991, 'support': 917}, 'weighted avg': {'precision': 0.7103438701185861, 'recall': 0.6750272628135223, 'f1-score': 0.68413759122274, 'support': 917}}",1.41
6,clf,ada,all,ALL_YES_3_2_1,60_120,included,basic,0.70,{'n_estimators': 10},0.68,0.70,0.64,0.77,0.54,214.00,536.00,167.00,"{'0': {'precision': 0.6390243902439025, 'recall': 0.6121495327102804, 'f1-score': 0.6252983293556086, 'support': 214}, '1': {'precision': 0.7703252032520326, 'recall': 0.707089552238806, 'f1-score': 0.7373540856031129, 'support': 536}, '2': {'precision': 0.5363636363636364, 'recall': 0.7065868263473054, 'f1-score': 0.6098191214470284, 'support': 167}, 'micro avg': {'precision': 0.6848418756815703, 'recall': 0.6848418756815703, 'f1-score': 0.6848418756815703, 'support': 917}, 'macro avg': {'precision': 0.6485710766198571, 'recall': 0.675275303765464, 'f1-score': 0.6574905121352499, 'support': 917}, 'weighted avg': {'precision': 0.6970755242399258, 'recall': 0.6848418756815703, 'f1-score': 0.6879775634100573, 'support': 917}}",0.43
0,clf,kn,basic,High_NO_1_1_1,60_120,included,basic,0.62,{'n_neighbors': 21},0.59,0.61,0.51,0.70,0.51,134.00,270.00,100.00,"{'0': {'precision': 0.5058139534883721, 'recall': 0.6492537313432836, 'f1-score': 0.5686274509803921, 'support': 134}, '1': {'precision': 0.702020202020202, 'recall': 0.5148148148148148, 'f1-score': 0.594017094017094, 'support': 270}, '2': {'precision': 0.5149253731343284, 'recall': 0.69, 'f1-score': 0.5897435897435898, 'support': 100}, 'micro avg': {'precision': 0.5853174603174603, 'recall': 0.5853174603174603, 'f1-score': 0.5853174603174603, 'support': 504}, 'macro avg': {'precision': 0.5742531762143008, 'recall': 0.6180228487193661, 'f1-score': 0.5841293782470253, 'support': 504}, 'weighted avg': {'precision': 0.6127322651316056, 'recall': 0.5853174603174603, 'f1-score': 0.5864187555364025, 'support': 504}}",0.62
1,clf,svc-rbf,basic,High_NO_1_1_1,60_120,included,basic,0.43,"{'C': 1, 'gamma': 1}",0.39,1.00,0.00,1.00,0.00,0.00,504.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.39285714285714285, 'f1-score': 0.5641025641025641, 'support': 504}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.39285714285714285, 'recall': 0.39285714285714285, 'f1-score': 0.39285714285714285, 'support': 504}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.13095238095238096, 'f1-score': 0.18803418803418803, 'support': 504}, 'weighted avg': {'precision': 1.0, 'recall': 0.39285714285714285, 'f1-score': 0.5641025641025641, 'support': 504}}",0.77
2,clf,dtree,basic,High_NO_1_1_1,60_120,included,basic,0.65,"{'max_depth': 2, 'min_samples_leaf': 10}",0.62,0.64,0.48,0.69,0.68,113.00,255.00,136.00,"{'0': {'precision': 0.48255813953488375, 'recall': 0.7345132743362832, 'f1-score': 0.5824561403508772, 'support': 113}, '1': {'precision': 0.6919191919191919, 'recall': 0.5372549019607843, 'f1-score': 0.6048565121412803, 'support': 255}, '2': {'precision': 0.6791044776119403, 'recall': 0.6691176470588235, 'f1-score': 0.674074074074074, 'support': 136}, 'micro avg': {'precision': 0.6170634920634921, 'recall': 0.6170634920634921, 'f1-score': 0.6170634920634921, 'support': 504}, 'macro avg': {'precision': 0.6178606030220054, 'recall': 0.6469619411186303, 'f1-score': 0.6204622421887439, 'support': 504}, 'weighted avg': {'precision': 0.641521175916785, 'recall': 0.6170634920634921, 'f1-score': 0.618511961368551, 'support': 504}}",0.14
3,clf,rforest,basic,High_NO_1_1_1,60_120,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.60,0.62,0.55,0.68,0.56,139.00,255.00,110.00,"{'0': {'precision': 0.5465116279069767, 'recall': 0.6762589928057554, 'f1-score': 0.6045016077170419, 'support': 139}, '1': {'precision': 0.6818181818181818, 'recall': 0.5294117647058824, 'f1-score': 0.5960264900662252, 'support': 255}, '2': {'precision': 0.5597014925373134, 'recall': 0.6818181818181818, 'f1-score': 0.6147540983606556, 'support': 110}, 'micro avg': {'precision': 0.6031746031746031, 'recall': 0.6031746031746031, 'f1-score': 0.6031746031746031, 'support': 504}, 'macro avg': {'precision': 0.5960104340874907, 'recall': 0.6291629797766065, 'f1-score': 0.6050940653813076, 'support': 504}, 'weighted avg': {'precision': 0.6178490413131161, 'recall': 0.6031746031746031, 'f1-score': 0.6024512485302149, 'support': 504}}",6.97
