,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
4,clf,xgb,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.73,0.21,0.88,0.14,138.00,1024.00,130.00,"{'0': {'precision': 0.21221864951768488, 'recall': 0.4782608695652174, 'f1-score': 0.29398663697104677, 'support': 138}, '1': {'precision': 0.8768996960486323, 'recall': 0.5634765625, 'f1-score': 0.6860879904875149, 'support': 1024}, '2': {'precision': 0.1393188854489164, 'recall': 0.34615384615384615, 'f1-score': 0.19867549668874174, 'support': 130}, 'micro avg': {'precision': 0.5325077399380805, 'recall': 0.5325077399380805, 'f1-score': 0.5325077399380805, 'support': 1292}, 'macro avg': {'precision': 0.40947907700507785, 'recall': 0.4626304260730212, 'f1-score': 0.39291670804910117, 'support': 1292}, 'weighted avg': {'precision': 0.7316895646250767, 'recall': 0.5325077399380805, 'f1-score': 0.5951641429804614, 'support': 1292}}",0.45
5,clf,gboosting,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.72,0.20,0.86,0.14,138.00,1015.00,139.00,"{'0': {'precision': 0.19614147909967847, 'recall': 0.4420289855072464, 'f1-score': 0.2717149220489978, 'support': 138}, '1': {'precision': 0.8647416413373861, 'recall': 0.5605911330049261, 'f1-score': 0.6802151823072325, 'support': 1015}, '2': {'precision': 0.14241486068111456, 'recall': 0.33093525179856115, 'f1-score': 0.19913419913419914, 'support': 139}, 'micro avg': {'precision': 0.5232198142414861, 'recall': 0.5232198142414861, 'f1-score': 0.5232198142414861, 'support': 1292}, 'macro avg': {'precision': 0.40109932703939305, 'recall': 0.44451845677024454, 'f1-score': 0.38368810116347646, 'support': 1292}, 'weighted avg': {'precision': 0.7156160647893789, 'recall': 0.5232198142414861, 'f1-score': 0.5848256369692387, 'support': 1292}}",1.41
6,clf,ada,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.67,0.18,0.84,0.20,149.00,957.00,186.00,"{'0': {'precision': 0.1832797427652733, 'recall': 0.3825503355704698, 'f1-score': 0.24782608695652175, 'support': 149}, '1': {'precision': 0.8419452887537994, 'recall': 0.5788923719958202, 'f1-score': 0.6860681114551083, 'support': 957}, '2': {'precision': 0.19504643962848298, 'recall': 0.3387096774193548, 'f1-score': 0.24754420432220042, 'support': 186}, 'micro avg': {'precision': 0.521671826625387, 'recall': 0.521671826625387, 'f1-score': 0.521671826625387, 'support': 1292}, 'macro avg': {'precision': 0.40675715704918525, 'recall': 0.4333841283285483, 'f1-score': 0.39381280091127685, 'support': 1292}, 'weighted avg': {'precision': 0.6728552328020971, 'recall': 0.521671826625387, 'f1-score': 0.5723966653428713, 'support': 1292}}",0.47
0,clf,kn,basic,ALL_NO_3_2_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.52,0.88,0.05,0.96,0.10,32.00,1179.00,81.00,"{'0': {'precision': 0.04823151125401929, 'recall': 0.46875, 'f1-score': 0.08746355685131196, 'support': 32}, '1': {'precision': 0.9559270516717325, 'recall': 0.5335029686174725, 'f1-score': 0.6848121937942298, 'support': 1179}, '2': {'precision': 0.09907120743034056, 'recall': 0.3950617283950617, 'f1-score': 0.15841584158415842, 'support': 81}, 'micro avg': {'precision': 0.5232198142414861, 'recall': 0.5232198142414861, 'f1-score': 0.5232198142414861, 'support': 1292}, 'macro avg': {'precision': 0.3677432567853642, 'recall': 0.4657715656708447, 'f1-score': 0.3102305307432334, 'support': 1292}, 'weighted avg': {'precision': 0.8797261378351073, 'recall': 0.5232198142414861, 'f1-score': 0.6370155522221019, 'support': 1292}}",1.95
1,clf,svc-rbf,basic,ALL_NO_3_2_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,1292.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1697626418988648, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}}",4.79
2,clf,dtree,basic,ALL_NO_3_2_1,0_60,included,basic,0.51,"{'max_depth': 4, 'min_samples_leaf': 50}",0.53,0.81,0.16,0.93,0.09,107.00,1110.00,75.00,"{'0': {'precision': 0.15755627009646303, 'recall': 0.45794392523364486, 'f1-score': 0.2344497607655502, 'support': 107}, '1': {'precision': 0.9270516717325228, 'recall': 0.5495495495495496, 'f1-score': 0.6900452488687784, 'support': 1110}, '2': {'precision': 0.08668730650154799, 'recall': 0.37333333333333335, 'f1-score': 0.1407035175879397, 'support': 75}, 'micro avg': {'precision': 0.531733746130031, 'recall': 0.531733746130031, 'f1-score': 0.531733746130031, 'support': 1292}, 'macro avg': {'precision': 0.3904317494435112, 'recall': 0.46027560270550927, 'f1-score': 0.3550661757407561, 'support': 1292}, 'weighted avg': {'precision': 0.8145413502407414, 'recall': 0.531733746130031, 'f1-score': 0.6204250111960938, 'support': 1292}}",0.24
3,clf,rforest,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.53,0.79,0.20,0.91,0.10,120.00,1083.00,89.00,"{'0': {'precision': 0.19614147909967847, 'recall': 0.5083333333333333, 'f1-score': 0.2830626450116009, 'support': 120}, '1': {'precision': 0.9103343465045592, 'recall': 0.5530932594644506, 'f1-score': 0.688110281447444, 'support': 1083}, '2': {'precision': 0.09597523219814241, 'recall': 0.34831460674157305, 'f1-score': 0.15048543689320387, 'support': 89}, 'micro avg': {'precision': 0.5348297213622291, 'recall': 0.5348297213622291, 'f1-score': 0.5348297213622291, 'support': 1292}, 'macro avg': {'precision': 0.40081701926746005, 'recall': 0.46991373317978563, 'f1-score': 0.37388612111741626, 'support': 1292}, 'weighted avg': {'precision': 0.7879031504814503, 'recall': 0.5348297213622291, 'f1-score': 0.6134552291737377, 'support': 1292}}",12.89
4,clf,xgb,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.73,0.21,0.88,0.12,140.00,1028.00,124.00,"{'0': {'precision': 0.21221864951768488, 'recall': 0.4714285714285714, 'f1-score': 0.2926829268292683, 'support': 140}, '1': {'precision': 0.8768996960486323, 'recall': 0.561284046692607, 'f1-score': 0.6844602609727166, 'support': 1028}, '2': {'precision': 0.12074303405572756, 'recall': 0.31451612903225806, 'f1-score': 0.174496644295302, 'support': 124}, 'micro avg': {'precision': 0.5278637770897833, 'recall': 0.5278637770897833, 'f1-score': 0.5278637770897833, 'support': 1292}, 'macro avg': {'precision': 0.4032871265406816, 'recall': 0.44907624905114546, 'f1-score': 0.383879944032429, 'support': 1292}, 'weighted avg': {'precision': 0.7323031228276936, 'recall': 0.5278637770897833, 'f1-score': 0.5930637321429317, 'support': 1292}}",0.45
5,clf,gboosting,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.72,0.20,0.86,0.12,136.00,1020.00,136.00,"{'0': {'precision': 0.20257234726688103, 'recall': 0.4632352941176471, 'f1-score': 0.2818791946308725, 'support': 136}, '1': {'precision': 0.8632218844984803, 'recall': 0.5568627450980392, 'f1-score': 0.6769964243146603, 'support': 1020}, '2': {'precision': 0.1238390092879257, 'recall': 0.29411764705882354, 'f1-score': 0.17429193899782136, 'support': 136}, 'micro avg': {'precision': 0.5193498452012384, 'recall': 0.5193498452012384, 'f1-score': 0.5193498452012384, 'support': 1292}, 'macro avg': {'precision': 0.396544413684429, 'recall': 0.4380718954248366, 'f1-score': 0.3777225193144514, 'support': 1292}, 'weighted avg': {'precision': 0.7158500516098325, 'recall': 0.5193498452012384, 'f1-score': 0.5824888753672259, 'support': 1292}}",1.37
6,clf,ada,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.66,0.21,0.83,0.21,154.00,935.00,203.00,"{'0': {'precision': 0.2090032154340836, 'recall': 0.42207792207792205, 'f1-score': 0.27956989247311825, 'support': 154}, '1': {'precision': 0.831306990881459, 'recall': 0.5850267379679145, 'f1-score': 0.6867545511613309, 'support': 935}, '2': {'precision': 0.21362229102167182, 'recall': 0.3399014778325123, 'f1-score': 0.2623574144486692, 'support': 203}, 'micro avg': {'precision': 0.5270897832817337, 'recall': 0.5270897832817337, 'f1-score': 0.5270897832817337, 'support': 1292}, 'macro avg': {'precision': 0.4179774991124048, 'recall': 0.44900204595944965, 'f1-score': 0.40956061936103944, 'support': 1292}, 'weighted avg': {'precision': 0.6600803844647154, 'recall': 0.5270897832817337, 'f1-score': 0.571538563397666, 'support': 1292}}",0.47
0,clf,kn,all,ALL_NO_3_2_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.52,0.88,0.05,0.96,0.10,32.00,1179.00,81.00,"{'0': {'precision': 0.04823151125401929, 'recall': 0.46875, 'f1-score': 0.08746355685131196, 'support': 32}, '1': {'precision': 0.9559270516717325, 'recall': 0.5335029686174725, 'f1-score': 0.6848121937942298, 'support': 1179}, '2': {'precision': 0.09907120743034056, 'recall': 0.3950617283950617, 'f1-score': 0.15841584158415842, 'support': 81}, 'micro avg': {'precision': 0.5232198142414861, 'recall': 0.5232198142414861, 'f1-score': 0.5232198142414861, 'support': 1292}, 'macro avg': {'precision': 0.3677432567853642, 'recall': 0.4657715656708447, 'f1-score': 0.3102305307432334, 'support': 1292}, 'weighted avg': {'precision': 0.8797261378351073, 'recall': 0.5232198142414861, 'f1-score': 0.6370155522221019, 'support': 1292}}",2.09
1,clf,svc-rbf,all,ALL_NO_3_2_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,1292.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1697626418988648, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 1.0, 'recall': 0.5092879256965944, 'f1-score': 0.6748717948717948, 'support': 1292}}",5.29
2,clf,dtree,all,ALL_NO_3_2_1,0_60,included,basic,0.51,"{'max_depth': 4, 'min_samples_leaf': 50}",0.53,0.81,0.16,0.93,0.09,107.00,1110.00,75.00,"{'0': {'precision': 0.15755627009646303, 'recall': 0.45794392523364486, 'f1-score': 0.2344497607655502, 'support': 107}, '1': {'precision': 0.9270516717325228, 'recall': 0.5495495495495496, 'f1-score': 0.6900452488687784, 'support': 1110}, '2': {'precision': 0.08668730650154799, 'recall': 0.37333333333333335, 'f1-score': 0.1407035175879397, 'support': 75}, 'micro avg': {'precision': 0.531733746130031, 'recall': 0.531733746130031, 'f1-score': 0.531733746130031, 'support': 1292}, 'macro avg': {'precision': 0.3904317494435112, 'recall': 0.46027560270550927, 'f1-score': 0.3550661757407561, 'support': 1292}, 'weighted avg': {'precision': 0.8145413502407414, 'recall': 0.531733746130031, 'f1-score': 0.6204250111960938, 'support': 1292}}",0.26
3,clf,rforest,all,ALL_NO_3_2_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.53,0.79,0.20,0.91,0.10,120.00,1083.00,89.00,"{'0': {'precision': 0.19614147909967847, 'recall': 0.5083333333333333, 'f1-score': 0.2830626450116009, 'support': 120}, '1': {'precision': 0.9103343465045592, 'recall': 0.5530932594644506, 'f1-score': 0.688110281447444, 'support': 1083}, '2': {'precision': 0.09597523219814241, 'recall': 0.34831460674157305, 'f1-score': 0.15048543689320387, 'support': 89}, 'micro avg': {'precision': 0.5348297213622291, 'recall': 0.5348297213622291, 'f1-score': 0.5348297213622291, 'support': 1292}, 'macro avg': {'precision': 0.40081701926746005, 'recall': 0.46991373317978563, 'f1-score': 0.37388612111741626, 'support': 1292}, 'weighted avg': {'precision': 0.7879031504814503, 'recall': 0.5348297213622291, 'f1-score': 0.6134552291737377, 'support': 1292}}",13.40
4,clf,xgb,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.73,0.21,0.88,0.12,140.00,1028.00,124.00,"{'0': {'precision': 0.21221864951768488, 'recall': 0.4714285714285714, 'f1-score': 0.2926829268292683, 'support': 140}, '1': {'precision': 0.8768996960486323, 'recall': 0.561284046692607, 'f1-score': 0.6844602609727166, 'support': 1028}, '2': {'precision': 0.12074303405572756, 'recall': 0.31451612903225806, 'f1-score': 0.174496644295302, 'support': 124}, 'micro avg': {'precision': 0.5278637770897833, 'recall': 0.5278637770897833, 'f1-score': 0.5278637770897833, 'support': 1292}, 'macro avg': {'precision': 0.4032871265406816, 'recall': 0.44907624905114546, 'f1-score': 0.383879944032429, 'support': 1292}, 'weighted avg': {'precision': 0.7323031228276936, 'recall': 0.5278637770897833, 'f1-score': 0.5930637321429317, 'support': 1292}}",0.43
5,clf,gboosting,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.72,0.20,0.86,0.12,136.00,1020.00,136.00,"{'0': {'precision': 0.20257234726688103, 'recall': 0.4632352941176471, 'f1-score': 0.2818791946308725, 'support': 136}, '1': {'precision': 0.8632218844984803, 'recall': 0.5568627450980392, 'f1-score': 0.6769964243146603, 'support': 1020}, '2': {'precision': 0.1238390092879257, 'recall': 0.29411764705882354, 'f1-score': 0.17429193899782136, 'support': 136}, 'micro avg': {'precision': 0.5193498452012384, 'recall': 0.5193498452012384, 'f1-score': 0.5193498452012384, 'support': 1292}, 'macro avg': {'precision': 0.396544413684429, 'recall': 0.4380718954248366, 'f1-score': 0.3777225193144514, 'support': 1292}, 'weighted avg': {'precision': 0.7158500516098325, 'recall': 0.5193498452012384, 'f1-score': 0.5824888753672259, 'support': 1292}}",1.30
6,clf,ada,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.66,0.21,0.83,0.21,154.00,935.00,203.00,"{'0': {'precision': 0.2090032154340836, 'recall': 0.42207792207792205, 'f1-score': 0.27956989247311825, 'support': 154}, '1': {'precision': 0.831306990881459, 'recall': 0.5850267379679145, 'f1-score': 0.6867545511613309, 'support': 935}, '2': {'precision': 0.21362229102167182, 'recall': 0.3399014778325123, 'f1-score': 0.2623574144486692, 'support': 203}, 'micro avg': {'precision': 0.5270897832817337, 'recall': 0.5270897832817337, 'f1-score': 0.5270897832817337, 'support': 1292}, 'macro avg': {'precision': 0.4179774991124048, 'recall': 0.44900204595944965, 'f1-score': 0.40956061936103944, 'support': 1292}, 'weighted avg': {'precision': 0.6600803844647154, 'recall': 0.5270897832817337, 'f1-score': 0.571538563397666, 'support': 1292}}",0.43
0,clf,kn,basic,ALL_YES_1_1_1,0_60,included,basic,0.55,{'n_neighbors': 81},0.53,0.88,0.08,0.96,0.08,41.00,834.00,42.00,"{'0': {'precision': 0.07555555555555556, 'recall': 0.4146341463414634, 'f1-score': 0.12781954887218047, 'support': 41}, '1': {'precision': 0.9554140127388535, 'recall': 0.539568345323741, 'f1-score': 0.6896551724137931, 'support': 834}, '2': {'precision': 0.07692307692307693, 'recall': 0.40476190476190477, 'f1-score': 0.12927756653992395, 'support': 42}, 'micro avg': {'precision': 0.5278080697928026, 'recall': 0.5278080697928026, 'f1-score': 0.5278080697928026, 'support': 917}, 'macro avg': {'precision': 0.3692975484058287, 'recall': 0.4529881321423697, 'f1-score': 0.31558409594196585, 'support': 917}, 'weighted avg': {'precision': 0.8758384227183761, 'recall': 0.5278080697928026, 'f1-score': 0.638868781997317, 'support': 917}}",1.17
1,clf,svc-rbf,basic,ALL_YES_1_1_1,0_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",2.66
