,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,accuracy_test,accuracy_per_class,ocurrences_per_class,total_ocurrences,elapsed_time
6,clf,gboosting,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,"[20.257234726688104, 86.32218844984803, 12.38390092879257]","[311, 658, 323]",1292,1.37
7,clf,ada,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,"[20.90032154340836, 83.1306990881459, 21.362229102167184]","[311, 658, 323]",1292,0.47
0,clf,kn,all,ALL_NO_3_2_1,0_60,included,basic,0.51,{'n_neighbors': 91},0.53,"[8.681672025723472, 94.22492401215806, 13.312693498452012]","[311, 658, 323]",1292,0.73
1,clf,svc-rbf,all,ALL_NO_3_2_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,"[0.0, 100.0, 0.0]","[311, 658, 323]",1292,5.14
2,clf,svc-poly,all,ALL_NO_3_2_1,0_60,included,basic,0.42,{},0.43,"[36.334405144694536, 67.32522796352583, 0.0]","[311, 658, 323]",1292,0.17
3,clf,dtree,all,ALL_NO_3_2_1,0_60,included,basic,0.51,"{'max_depth': 4, 'min_samples_leaf': 50}",0.53,"[15.755627009646302, 92.70516717325228, 8.6687306501548]","[311, 658, 323]",1292,0.20
4,clf,rforest,all,ALL_NO_3_2_1,0_60,included,basic,0.52,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 200}",0.54,"[18.006430868167204, 93.31306990881458, 8.359133126934985]","[311, 658, 323]",1292,10.54
5,clf,xgb,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,"[21.221864951768488, 87.68996960486322, 12.074303405572756]","[311, 658, 323]",1292,0.92
6,clf,gboosting,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,"[20.257234726688104, 86.32218844984803, 12.38390092879257]","[311, 658, 323]",1292,1.26
7,clf,ada,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,"[20.90032154340836, 83.1306990881459, 21.362229102167184]","[311, 658, 323]",1292,0.42
