,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_30_after,direction_agg_0_30_after
2584,2012-01-11 10:30:00,18,0.75,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,2,2,1,37,-6,13,2
2585,2012-01-12 08:30:00,69_17_60,0.020000000000000018,2,3.14,0,0,0,3,1,2,0,3,0,0,2012,2,3,3,57,-19,14,2
2586,2012-01-12 10:00:00,5,-0.55,0,0.1,0,0,1,0,1,0,0,0,0,1,2012,2,3,1,59,53,-5,1
2587,2012-01-12 10:30:00,46,-0.91,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,2,3,1,53,9,-13,0
2588,2012-01-12 13:57:00,25,-1.15,1,0.0,0,0,0,1,1,0,0,0,0,1,2012,2,3,1,21,-2,-7,1
2589,2012-01-13 08:30:00,68_41,-0.9199999999999999,1,0.79,0,1,0,1,2,0,0,1,0,1,2012,2,4,2,25,-4,-35,0
2590,2012-01-13 09:55:00,58,0.61,1,1.51,1,0,1,0,0,1,0,1,0,0,2012,2,4,1,56,-39,-53,0
2591,2012-01-17 08:30:00,21,0.45,0,0.0,0,0,1,0,1,0,0,0,0,1,2012,3,1,1,26,0,-41,0
2592,2012-01-18 08:30:00,49_16,0.7399999999999999,1,0.0,0,0,1,1,2,0,0,1,0,1,2012,3,2,2,45,30,-13,0
2593,2012-01-18 08:56:00,66,1.07,1,8.41,2,0,1,0,0,1,0,1,0,0,2012,3,2,1,42,2,2,1
2594,2012-01-18 09:15:00,9_42,-0.6599999999999999,0,-0.32,0,1,0,1,1,0,1,0,0,2,2012,3,2,2,43,-20,13,2
2595,2012-01-18 10:00:00,44,1.6,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,3,2,1,38,21,5,1
2596,2012-01-19 08:30:00,69_13_4_8_36,-3.18,1,1.8,0,2,1,2,5,0,0,3,0,2,2012,3,3,5,28,3,0,1
2597,2012-01-19 10:00:00,53,-0.38,0,0.0,0,0,0,1,1,0,0,1,0,0,2012,3,3,1,24,-8,-6,1
2598,2012-01-19 10:30:00,46,0.12,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,3,3,1,19,-6,9,1
2599,2012-01-19 11:00:00,18,-1.12,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,3,3,1,27,3,8,1
2600,2012-01-20 10:00:00,23,-0.21,0,-1.98,1,0,0,1,0,0,1,1,0,0,2012,3,4,1,28,8,12,2
2601,2012-01-24 09:59:00,64,1.43,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,4,1,1,25,7,17,2
2602,2012-01-25 10:00:00,50_35,0.5899999999999999,2,-1.53,1,0,1,1,1,0,1,1,1,0,2012,4,2,2,26,-6,10,2
2603,2012-01-25 10:30:00,18,0.41,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,4,2,1,20,6,6,1
2604,2012-01-25 12:28:00,26,0.0,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,4,2,1,71,37,27,2
2605,2012-01-26 08:30:00,69_14_20,3.08,1,3.47,0,0,2,1,1,2,0,2,0,1,2012,4,3,3,37,22,5,1
2606,2012-01-26 10:00:00,7_47,-3.0300000000000002,1,-4.37,1,0,0,2,2,0,0,1,1,0,2012,4,3,2,33,1,-7,1
2607,2012-01-26 10:30:00,46,-18.29,3,0.0,0,1,0,0,1,0,0,0,1,0,2012,4,3,1,33,-11,0,1
2608,2012-01-27 08:30:00,2_1,-3.21,1,-0.84,1,0,0,2,1,0,1,1,0,1,2012,4,4,2,29,-6,-38,0
2609,2012-01-27 09:55:00,63,0.54,0,0.79,1,0,1,0,1,0,0,0,0,1,2012,4,4,1,49,37,-17,0
2610,2012-01-30 08:30:00,15_52_51,1.57,2,0.19,0,0,2,1,3,0,0,0,1,2,2012,5,0,3,19,-8,-9,1
2611,2012-01-31 08:30:00,22,0.11,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,5,1,1,19,-10,-3,1
2612,2012-01-31 09:00:00,65,-1.11,1,0.08,0,0,0,1,1,0,0,0,0,1,2012,5,1,1,17,-3,0,1
2613,2012-01-31 09:45:00,10,-1.36,1,0.0,0,0,0,1,1,0,0,0,0,1,2012,5,1,1,49,-30,-22,0
2614,2012-01-31 10:00:00,6,-0.85,1,0.36,0,0,0,1,1,0,0,1,0,0,2012,5,1,1,61,-32,-16,0
2615,2012-02-01 00:00:00,67,2.56,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,5,2,1,11,-4,0,1
2616,2012-02-01 08:15:00,0,-0.57,0,-2.34,1,0,0,1,0,0,1,1,0,0,2012,5,2,1,75,44,-6,1
2617,2012-02-01 10:00:00,11_38_39,8.23,2,-0.93,1,0,2,1,2,0,1,1,2,0,2012,5,2,3,31,-6,11,2
2618,2012-02-01 10:30:00,18,0.2,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,5,2,1,43,-4,22,2
2619,2012-02-02 08:30:00,69_56_57,-1.0299999999999998,2,-0.39,1,0,3,0,2,1,0,1,0,2,2012,5,3,3,26,9,10,2
2620,2012-02-02 10:30:00,46,-0.55,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,5,3,1,19,-7,45,2
2621,2012-02-03 08:30:00,48_70_3,0.7800000000000001,2,-1.05,1,1,2,0,2,0,1,2,0,1,2012,5,4,3,39,7,-68,0
2622,2012-02-03 10:00:00,24_40,1.68,1,1.1,0,0,1,1,1,1,0,1,0,1,2012,5,4,2,56,-24,14,2
2623,2012-02-07 10:00:00,37,0.49,0,0.0,0,0,1,0,1,0,0,0,1,0,2012,6,1,1,25,12,21,2
2624,2012-02-07 15:00:00,12,2.18,1,1.72,0,0,1,0,1,0,0,0,1,0,2012,6,1,1,18,4,5,1
2625,2012-02-08 10:30:00,18,-0.61,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,6,2,1,34,15,-23,0
2626,2012-02-09 08:30:00,69,-0.5,1,3.96,1,0,1,0,0,0,1,1,0,0,2012,6,3,1,70,34,16,2
2627,2012-02-09 10:00:00,31,0.85,1,-0.46,0,0,0,1,0,1,0,0,1,0,2012,6,3,1,43,28,-22,0
2628,2012-02-09 10:30:00,46,0.96,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,6,3,1,48,-12,1,1
2629,2012-02-10 08:30:00,68,-0.21,0,0.94,1,1,0,0,1,0,0,1,0,0,2012,6,4,1,38,-30,-7,1
2630,2012-02-10 09:55:00,58,-0.81,0,0.75,0,0,0,1,0,1,0,1,0,0,2012,6,4,1,25,16,-3,1
2631,2012-02-10 13:59:00,25,4.85,1,0.0,0,0,1,0,1,0,0,0,0,1,2012,6,4,1,24,-18,3,1
2632,2012-02-14 07:30:00,45,-6.61,1,0.0,0,0,0,1,1,0,0,0,1,0,2012,7,1,1,15,4,-18,0
2633,2012-02-14 08:30:00,17_60_41,-0.25,1,-1.6300000000000001,1,1,1,1,1,0,2,2,0,1,2012,7,1,3,45,-23,-19,0
2634,2012-02-14 10:00:00,5,0.13,0,0.08,0,1,0,0,1,0,0,0,0,1,2012,7,1,1,31,12,3,1
2635,2012-02-15 08:30:00,21,0.96,0,0.0,0,0,1,0,1,0,0,0,0,1,2012,7,2,1,82,-60,-10,0
2636,2012-02-15 08:54:00,66,-0.79,0,6.92,1,0,0,1,1,0,0,1,0,0,2012,7,2,1,58,-42,14,2
2637,2012-02-15 09:15:00,9_42,-3.11,1,7.8999999999999995,4,1,0,1,0,2,0,0,0,2,2012,7,2,2,35,20,-15,0
2638,2012-02-15 10:00:00,44,1.54,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,7,2,1,32,-3,-22,0
2639,2012-02-15 10:30:00,18,-0.47,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,7,2,1,39,-13,-7,1
2640,2012-02-16 08:30:00,69_49_16_4_36,1.2900000000000003,2,4.21,2,2,2,1,4,1,0,3,0,2,2012,7,3,5,32,16,-2,1
2641,2012-02-16 10:00:00,53,0.13,0,0.0,0,0,1,0,1,0,0,1,0,0,2012,7,3,1,46,34,0,1
2642,2012-02-16 10:30:00,46,-0.22,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,7,3,1,40,17,0,1
2643,2012-02-17 08:30:00,13_8,-0.7,0,0.0,0,1,0,1,2,0,0,1,0,1,2012,7,4,2,38,16,-4,1
2644,2012-02-17 10:00:00,7,-0.74,1,0.66,0,0,0,1,0,1,0,0,1,0,2012,7,4,1,44,-6,-16,0
2645,2012-02-22 10:00:00,23,-0.65,0,-10.61,3,0,0,1,0,0,1,1,0,0,2012,8,2,1,30,-15,5,1
2646,2012-02-23 08:30:00,69,-0.07,0,1.98,0,1,0,0,1,0,0,1,0,0,2012,8,3,1,22,10,-6,1
2647,2012-02-23 10:00:00,35,0.8,0,-1.08,0,0,1,0,0,0,1,0,1,0,2012,8,3,1,31,-11,10,2
2648,2012-02-23 10:30:00,46,-7.67,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,8,3,1,37,12,17,2
2649,2012-02-23 11:00:00,18,0.2,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,8,3,1,33,28,1,1
2650,2012-02-24 09:55:00,63,2.04,1,-1.03,0,0,1,0,1,0,0,0,0,1,2012,8,4,1,52,39,21,2
2651,2012-02-24 10:00:00,47,0.54,0,3.04,1,0,1,0,0,1,0,1,0,0,2012,8,4,1,52,45,7,1
2652,2012-02-27 10:00:00,50,0.16,0,1.6,2,0,1,0,0,1,0,1,0,0,2012,9,0,1,22,-3,19,2
2653,2012-02-28 08:30:00,14_20,-9.239999999999998,2,1.8599999999999999,1,0,0,2,0,2,0,1,0,1,2012,9,1,2,22,-7,1,1
2654,2012-02-28 09:00:00,65,-1.2,1,-2.39,2,0,0,1,0,0,1,0,0,1,2012,9,1,1,32,-12,2,1
2655,2012-02-28 09:59:00,64,1.67,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,9,1,1,27,-2,-30,0
2656,2012-02-28 10:00:00,6,0.94,1,0.52,0,0,1,0,0,1,0,1,0,0,2012,9,1,1,27,-2,-30,0
2657,2012-02-29 08:30:00,55_54,9.82,4,-0.8299999999999998,1,0,2,0,2,0,0,1,1,0,2012,9,2,2,21,3,-1,1
2658,2012-02-29 09:45:00,10,0.75,0,0.0,0,0,1,0,1,0,0,0,0,1,2012,9,2,1,27,8,-41,0
2659,2012-02-29 10:30:00,18,1.27,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,9,2,1,82,-52,-36,0
2660,2012-03-01 00:00:00,67,3.15,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,9,3,1,21,11,8,1
2661,2012-03-01 08:30:00,69_15_52_51,-2.3600000000000003,2,1.3800000000000001,3,2,0,2,3,0,1,1,1,2,2012,9,3,4,23,-10,-17,0
2662,2012-03-01 10:00:00,11_38_39,-2.51,2,-0.19,0,0,1,2,3,0,0,1,2,0,2012,9,3,3,27,5,26,2
2663,2012-03-01 10:30:00,46,0.74,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,9,3,1,40,13,-4,1
2664,2012-03-05 10:00:00,24_40,1.62,0,0.82,0,0,2,0,1,1,0,1,0,1,2012,10,0,2,20,-14,-12,0
2665,2012-03-07 08:15:00,0,0.34,0,0.13,0,0,1,0,1,0,0,1,0,0,2012,10,2,1,19,-13,4,1
2666,2012-03-07 08:30:00,61_62,3.7,1,0.66,1,1,1,0,2,0,0,0,1,1,2012,10,2,2,18,-10,8,1
2667,2012-03-07 10:30:00,18,-0.09,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,10,2,1,23,-6,10,2
2668,2012-03-07 15:00:00,12,1.25,1,-4.59,1,0,1,0,0,0,1,0,1,0,2012,10,2,1,20,8,-2,1
2669,2012-03-08 08:30:00,69,1.42,0,1.83,0,0,0,1,1,0,0,1,0,0,2012,10,3,1,19,-4,9,1
2670,2012-03-08 10:30:00,46,0.48,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,10,3,1,18,3,26,2
2671,2012-03-09 08:30:00,68_48_70_3,-1.9100000000000001,1,-1.5699999999999998,4,1,1,2,1,1,2,3,0,1,2012,10,4,4,57,-29,-51,0
2672,2012-03-09 10:00:00,31,-0.4,0,0.48,0,0,1,0,0,0,1,0,1,0,2012,10,4,1,31,-16,3,1
2673,2012-03-12 13:59:00,25,-0.17,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,11,0,1,11,-1,2,1
2674,2012-03-13 08:30:00,17_60_45,0.3499999999999999,0,2.81,1,2,1,0,1,2,0,2,1,0,2012,11,1,3,41,-30,-29,0
2675,2012-03-13 10:00:00,37_5,-1.1199999999999999,1,2.83,1,0,0,2,1,0,1,0,1,1,2012,11,1,2,20,9,3,1
2676,2012-03-13 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,11,1,1,26,-1,-36,0
2677,2012-03-14 08:30:00,41_19,-2.87,1,0.6800000000000002,1,0,0,2,1,0,1,0,0,2,2012,11,2,2,43,-25,1,1
2678,2012-03-14 10:30:00,18,-0.18,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,11,2,1,34,-9,3,1
2679,2012-03-15 08:30:00,69_21_49_16,-0.42999999999999994,0,1.98,0,1,2,1,4,0,0,2,0,2,2012,11,3,4,28,-8,3,1
2680,2012-03-15 09:00:00,66,1.74,1,1.57,1,0,1,0,1,0,0,1,0,0,2012,11,3,1,23,3,-2,1
2681,2012-03-15 10:00:00,53,0.07,0,0.0,0,0,1,0,1,0,0,1,0,0,2012,11,3,1,19,-12,12,2
2682,2012-03-15 10:30:00,46,-0.54,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,11,3,1,27,7,16,2
2683,2012-03-16 08:30:00,13_8,-1.3699999999999999,0,0.0,0,1,0,1,2,0,0,1,0,1,2012,11,4,2,56,8,41,2
2684,2012-03-16 09:15:00,9_42,-2.49,0,5.52,2,0,0,2,0,2,0,0,0,2,2012,11,4,2,55,30,27,2
2685,2012-03-16 09:55:00,58,-0.55,0,2.14,1,0,0,1,0,1,0,1,0,0,2012,11,4,1,57,26,15,2
2686,2012-03-19 10:00:00,44,-1.49,0,-1.0,3,0,0,1,0,0,1,0,1,0,2012,12,0,1,13,2,4,1
2687,2012-03-20 08:30:00,4_36,0.89,1,0.47,0,1,1,0,2,0,0,1,0,1,2012,12,1,2,35,-21,10,2
2688,2012-03-21 10:00:00,23,-0.22,0,2.77,2,1,0,0,0,1,0,1,0,0,2012,12,2,1,17,-5,28,2
2689,2012-03-21 10:30:00,18,-2.05,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,12,2,1,40,18,-26,0
2690,2012-03-22 08:30:00,69,-0.52,0,4.47,0,0,1,0,1,0,0,1,0,0,2012,12,3,1,21,5,5,1
2691,2012-03-22 10:00:00,7_35,-0.009999999999999953,0,-3.62,2,0,1,1,0,0,2,0,2,0,2012,12,3,2,30,-17,9,1
2692,2012-03-22 10:30:00,46,0.09,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,12,3,1,24,13,-2,1
2693,2012-03-23 10:00:00,47,-1.34,0,-0.31,0,0,0,1,0,0,1,1,0,0,2012,12,4,1,30,-16,11,2
2694,2012-03-26 10:00:00,50,-0.26,0,0.0,0,0,0,1,1,0,0,1,0,0,2012,13,0,1,17,-3,14,2
2695,2012-03-27 09:00:00,65,0.17,0,-1.41,2,1,0,0,1,0,0,0,0,1,2012,13,1,1,28,7,-9,1
2696,2012-03-27 09:59:00,64,-1.61,1,0.0,0,0,0,1,1,0,0,0,1,0,2012,13,1,1,25,-5,-11,0
2697,2012-03-27 10:00:00,6,-0.01,0,1.06,0,1,0,0,0,1,0,1,0,0,2012,13,1,1,25,-5,-11,0
2698,2012-03-28 08:30:00,14_20,-2.27,0,0.95,0,1,0,1,0,2,0,1,0,1,2012,13,2,2,30,-22,-11,0
2699,2012-03-28 10:30:00,18,1.86,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,13,2,1,41,-21,-13,0
2700,2012-03-29 08:30:00,69_28_27,1.5299999999999998,0,29.01,4,2,0,1,2,0,1,1,1,1,2012,13,3,3,39,-24,7,1
2701,2012-03-29 10:30:00,46,0.73,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,13,3,1,23,-14,3,1
2702,2012-03-30 08:30:00,15_52_51,0.8300000000000001,2,4.37,1,1,1,1,1,1,1,0,1,2,2012,13,4,3,16,1,-1,1
2703,2012-03-30 09:45:00,10,-0.36,0,0.0,0,0,0,1,1,0,0,0,0,1,2012,13,4,1,20,1,-9,1
2704,2012-03-30 09:55:00,63,0.96,1,-0.31,0,0,1,0,1,0,0,0,0,1,2012,13,4,1,20,10,-13,0
2705,2012-04-02 10:00:00,11_38_39,-2.9400000000000004,2,-1.33,1,1,0,2,2,0,1,1,2,0,2012,14,0,3,20,0,1,1
2706,2012-04-03 01:00:00,67,-0.45,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,14,1,1,17,1,0,1
2707,2012-04-03 10:00:00,24,-0.64,0,-0.31,0,0,0,1,1,0,0,0,0,1,2012,14,1,1,12,-3,-5,1
2708,2012-04-04 08:15:00,0,0.11,0,0.61,1,1,0,0,0,1,0,1,0,0,2012,14,2,1,19,-2,-25,0
2709,2012-04-04 10:00:00,40,-0.43,0,0.0,0,0,0,1,1,0,0,1,0,0,2012,14,2,1,38,19,3,1
2710,2012-04-04 10:30:00,18,2.24,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,14,2,1,23,4,-13,0
2711,2012-04-05 08:30:00,69,0.27,0,4.78,0,1,0,0,1,0,0,1,0,0,2012,14,3,1,30,-11,-9,1
2712,2012-04-05 10:30:00,46,1.23,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,14,3,1,19,8,8,1
2713,2012-04-06 08:30:00,48_70_3,-2.5,1,2.27,1,1,1,1,1,2,0,2,0,1,2012,14,4,3,49,-18,51,2
2714,2012-04-06 15:00:00,12,-0.68,1,0.64,0,0,0,1,0,1,0,0,1,0,2012,14,4,1,6,-2,1,1
2715,2012-04-10 07:30:00,45,-3.88,2,0.0,0,0,0,1,1,0,0,0,1,0,2012,15,1,1,15,8,9,1
2716,2012-04-10 10:00:00,37_31,0.5800000000000001,0,0.88,1,1,0,1,1,0,1,0,2,0,2012,15,1,2,31,-19,-11,0
2717,2012-04-11 08:30:00,41,1.85,0,-2.44,1,0,1,0,0,0,1,0,0,1,2012,15,2,1,29,-19,13,2
2718,2012-04-11 10:30:00,18,0.17,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,15,2,1,25,0,-15,0
2719,2012-04-11 13:54:00,25,0.29,0,0.0,0,0,1,0,1,0,0,0,0,1,2012,15,2,1,14,-10,-7,1
2720,2012-04-12 08:30:00,68_69_49_16,2.8500000000000005,3,8.91,2,0,2,2,3,0,1,3,0,1,2012,15,3,4,25,-3,-7,1
2721,2012-04-12 10:30:00,46,-2.46,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,15,3,1,27,14,-1,1
2722,2012-04-13 08:30:00,13_8,2.31,0,0.0,0,1,1,0,2,0,0,1,0,1,2012,15,4,2,39,-24,-18,0
2723,2012-04-13 09:55:00,58,-0.29,0,1.35,1,0,0,1,0,1,0,1,0,0,2012,15,4,1,32,-27,-22,0
2724,2012-04-16 08:30:00,17_60_21,-4.59,2,-0.51,0,0,2,1,2,0,1,2,0,1,2012,16,0,3,20,-2,19,2
2725,2012-04-16 08:56:00,66,-0.69,1,1.76,1,0,0,1,1,0,0,1,0,0,2012,16,0,1,39,27,-1,1
2726,2012-04-16 10:00:00,5_44,-1.9300000000000002,1,0.91,0,0,1,1,1,0,1,0,1,1,2012,16,0,2,31,-5,-1,1
2727,2012-04-17 08:30:00,4_36,-0.4399999999999997,2,-0.46,0,0,1,1,2,0,0,1,0,1,2012,16,1,2,20,-14,6,1
2728,2012-04-17 09:15:00,9_42,-0.88,0,-1.58,1,1,0,1,1,0,1,0,0,2,2012,16,1,2,16,6,-4,1
2729,2012-04-18 10:30:00,18,0.59,1,0.0,0,1,0,0,1,0,0,0,0,1,2012,16,2,1,27,19,34,2
2730,2012-04-19 08:30:00,69,1.27,1,6.14,2,0,0,1,0,0,1,1,0,0,2012,16,3,1,25,6,0,1
2731,2012-04-19 10:00:00,53_7_23,-2.08,1,0.93,0,0,1,2,3,0,0,2,1,0,2012,16,3,3,40,34,14,2
2732,2012-04-19 10:30:00,46,1.62,1,0.0,0,1,0,0,1,0,0,0,1,0,2012,16,3,1,50,41,6,1
2733,2012-04-24 09:00:00,65,0.23,0,-2.24,2,1,0,0,1,0,0,0,0,1,2012,17,1,1,23,-14,22,2
2734,2012-04-24 09:59:00,64,0.89,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,17,1,1,58,41,1,1
2735,2012-04-24 10:00:00,47_6_35,1.0899999999999999,0,0.5300000000000002,4,0,2,1,0,1,2,2,1,0,2012,17,1,3,58,41,1,1
2736,2012-04-25 08:30:00,14_20,-2.4299999999999997,2,-0.23000000000000004,0,0,0,2,0,1,1,1,0,1,2012,17,2,2,20,0,0,1
2737,2012-04-25 10:30:00,18,0.33,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,17,2,1,38,-24,3,1
2738,2012-04-25 12:30:00,26,0.0,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,17,2,1,26,3,-13,0
2739,2012-04-26 08:30:00,69,1.19,1,2.3,0,0,0,1,1,0,0,1,0,0,2012,17,3,1,19,-2,-1,1
2740,2012-04-26 10:00:00,50,0.58,0,0.9,1,0,1,0,0,1,0,1,0,0,2012,17,3,1,19,-2,29,2
2741,2012-04-26 10:30:00,46,0.09,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,17,3,1,46,21,-8,1
2742,2012-04-27 08:30:00,2_1_22,-4.41,2,3.73,1,0,0,3,1,2,0,1,0,2,2012,17,4,3,26,12,30,2
2743,2012-04-27 09:55:00,63,0.53,0,-0.17,0,0,1,0,1,0,0,0,0,1,2012,17,4,1,21,-13,5,1
2744,2012-04-30 08:30:00,15_52_51,0.13999999999999996,0,3.3600000000000003,0,1,1,1,1,2,0,0,1,2,2012,18,0,3,13,-9,11,2
2745,2012-04-30 09:45:00,10,-1.66,1,0.0,0,0,0,1,1,0,0,0,0,1,2012,18,0,1,14,6,2,1
2746,2012-05-01 01:00:00,67,-0.19,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,18,1,1,22,7,-7,1
2747,2012-05-01 10:00:00,11_38_39,1.6399999999999997,2,-0.68,0,0,2,1,2,0,1,1,2,0,2012,18,1,3,42,8,-56,0
2748,2012-05-02 08:15:00,0,-1.66,1,-0.39,0,0,0,1,0,0,1,1,0,0,2012,18,2,1,23,-13,2,1
2749,2012-05-02 10:00:00,24,0.26,0,-0.61,0,1,0,0,0,0,1,0,0,1,2012,18,2,1,27,15,3,1
2750,2012-05-02 10:30:00,18,0.2,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,18,2,1,27,12,11,2
2751,2012-05-03 08:30:00,69_56_57,-2.96,2,6.16,1,1,1,1,1,1,1,1,0,2,2012,18,3,3,38,-4,38,2
2752,2012-05-03 10:00:00,40,-0.95,1,0.0,0,0,0,1,1,0,0,1,0,0,2012,18,3,1,24,-7,-15,0
2753,2012-05-03 10:30:00,46,-0.27,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,18,3,1,32,-11,-1,1
2754,2012-05-04 08:30:00,48_70_3,-3.06,1,1.3900000000000001,1,0,1,2,2,1,0,2,0,1,2012,18,4,3,28,4,7,1
2755,2012-05-07 15:00:00,12,1.62,1,0.41,0,0,1,0,0,1,0,0,1,0,2012,19,0,1,11,-7,-1,1
2756,2012-05-08 07:30:00,45,2.38,1,0.0,0,0,1,0,1,0,0,0,1,0,2012,19,1,1,17,6,1,1
2757,2012-05-08 10:00:00,37,-0.58,0,0.0,0,0,0,1,1,0,0,0,1,0,2012,19,1,1,21,3,-2,1
2758,2012-05-09 10:00:00,31,-0.45,0,-0.24,0,0,1,0,1,0,0,0,1,0,2012,19,2,1,19,3,-22,0
2759,2012-05-09 10:30:00,18,0.64,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,19,2,1,40,-23,17,2
2760,2012-05-10 08:30:00,68_69_41,-2.06,1,3.63,2,1,0,2,2,1,0,2,0,1,2012,19,3,3,25,18,-8,1
2761,2012-05-10 10:30:00,46,-0.28,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,19,3,1,20,-1,-3,1
2762,2012-05-10 13:59:00,25,1.91,1,0.0,0,0,1,0,1,0,0,0,0,1,2012,19,3,1,12,-4,1,1
2763,2012-05-11 08:30:00,49_16,-1.59,0,0.0,0,1,0,1,2,0,0,1,0,1,2012,19,4,2,19,-1,-14,0
2764,2012-05-11 09:55:00,58,0.65,0,0.62,0,0,1,0,0,1,0,1,0,0,2012,19,4,1,29,15,2,1
2765,2012-05-15 08:30:00,17_60_21_13_8,-0.9199999999999999,1,-0.41000000000000003,0,1,1,3,4,0,1,3,0,2,2012,20,1,5,24,-11,-5,1
2766,2012-05-15 09:00:00,66,0.36,0,-0.84,0,0,1,0,1,0,0,0,0,1,2012,20,1,1,51,-43,-18,0
2767,2012-05-15 10:00:00,5_44,-0.44999999999999996,1,-0.91,3,0,2,0,1,0,1,0,1,1,2012,20,1,2,28,-3,4,1
2768,2012-05-16 08:30:00,4_36,0.26999999999999996,1,3.32,3,1,1,0,1,1,0,1,0,1,2012,20,2,2,29,17,2,1
2769,2012-05-16 09:15:00,9_42,6.550000000000001,2,-3.95,2,0,2,0,0,0,2,0,0,2,2012,20,2,2,24,9,-29,0
2770,2012-05-16 10:30:00,18,0.78,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,20,2,1,37,15,-7,1
2771,2012-05-17 08:30:00,69,0.12,0,2.24,0,1,0,0,1,0,0,1,0,0,2012,20,3,1,23,15,13,2
2772,2012-05-17 10:00:00,53_7,-5.33,2,0.16,0,0,0,2,2,0,0,1,1,0,2012,20,3,2,38,-13,22,2
2773,2012-05-17 10:30:00,46,3.45,3,0.0,0,1,0,0,1,0,0,0,1,0,2012,20,3,1,55,-3,8,1
2774,2012-05-22 10:00:00,64_23,-0.8999999999999999,1,-0.66,0,1,0,1,2,0,0,1,1,0,2012,21,1,2,21,-2,15,2
2775,2012-05-23 10:00:00,47_35,3.6399999999999997,1,0.61,1,0,2,0,1,1,0,1,1,0,2012,21,2,2,51,-40,-49,0
2776,2012-05-23 10:30:00,18,0.13,0,0.0,0,1,0,0,1,0,0,0,0,1,2012,21,2,1,90,-67,-16,0
2777,2012-05-24 08:30:00,69_14_20,-1.29,1,3.72,0,1,0,2,1,2,0,2,0,1,2012,21,3,3,23,-10,18,2
2778,2012-05-24 10:30:00,46,-7.43,0,0.0,0,1,0,0,1,0,0,0,1,0,2012,21,3,1,31,-7,0,1
2779,2012-05-25 09:55:00,63,2.07,1,0.48,0,0,1,0,1,0,0,0,0,1,2012,21,4,1,49,29,-3,1
2780,2012-05-29 09:00:00,65,0.5,0,0.04,0,1,0,0,1,0,0,0,0,1,2012,22,1,1,20,10,10,2
2781,2012-05-29 10:00:00,6,-0.83,1,-0.7,1,0,0,1,0,0,1,1,0,0,2012,22,1,1,36,-3,8,1
2782,2012-05-30 10:00:00,50,-1.62,1,-0.75,1,0,0,1,0,0,1,1,0,0,2012,22,2,1,28,-16,7,1
2783,2012-05-31 08:15:00,0,-0.42,0,-0.34,0,0,0,1,1,0,0,1,0,0,2012,22,3,1,19,1,-2,1
